"","db","query","order","family","genus","genus_old"
"416","itis","Eurytonidae",NA,NA,NA,"Eurytonidae"
"417","itis","Fannia","Diptera","Fanniidae","Fannia","Fannia"
"418","itis","Foudia","Passeriformes","Ploceidae","Foudia","Foudia"
"419","itis","Gelechioidea","Lepidoptera",NA,NA,"Gelechioidea"
"420","itis","Goniurellia","Diptera","Tephritidae","Goniurellia","Goniurellia"
"421","itis","Henotesia",NA,NA,NA,"Henotesia"
"422","itis","Hippotion","Lepidoptera","Sphingidae","Hippotion","Hippotion"
"423","itis","Homoneura","Diptera","Lauxaniidae","Homoneura","Homoneura"
"424","itis","Hyadina","Diptera","Ephydridae","Hyadina","Hyadina"
"425","itis","Hydrillodes",NA,NA,NA,"Hydrillodes"
"426","itis","Hyperaspis","Coleoptera","Coccinellidae","Hyperaspis","Hyperaspis"
"427","itis","Ischiodon","Diptera","Syrphidae","Ischiodon","Ischiodon"
"428","itis","Lauxania","Diptera","Lauxaniidae","Lauxania","Lauxania"
"429","itis","Lecithoceridae",NA,NA,NA,"Lecithoceridae"
"430","itis","Leptotes","Lepidoptera","Lycaenidae","Leptotes","Leptotes"
"431","itis","Limonia","Diptera","Tipulidae","Limonia","Limonia"
"432","itis","Limoniidae",NA,NA,NA,"Limoniidae"
"433","itis","Lygaeidae","Hemiptera","Lygaeidae",NA,"Lygaeidae"
"434","itis","Lygistorrhina","Diptera","Lygistorrhinidae","Lygistorrhina","Lygistorrhina"
"435","itis","Macroglossum","Lepidoptera","Sphingidae","Macroglossum","Macroglossum"
"436","itis","Mauritiborium",NA,NA,NA,"Mauritiborium"
"437","itis","Melanagromyza","Diptera","Agromyzidae","Melanagromyza","Melanagromyza"
"438","itis","Mordellidae","Coleoptera","Mordellidae",NA,"Mordellidae"
"439","itis","Mythimna","Lepidoptera","Noctuidae","Mythimna","Mythimna"
"440","itis","Nacoleia",NA,NA,NA,"Nacoleia"
"441","itis","Nitidulidae","Coleoptera","Nitidulidae",NA,"Nitidulidae"
"442","itis","Nogodinidae","Hemiptera","Nogodinidae",NA,"Nogodinidae"
"443","itis","Nyctemera",NA,NA,NA,"Nyctemera"
"444","itis","Ophyra",NA,NA,NA,"Ophyra"
"445","itis","Orchisia",NA,NA,NA,"Orchisia"
"446","itis","Ornidia","Diptera","Syrphidae","Ornidia","Ornidia"
"447","itis","Orthellia",NA,NA,NA,"Orthellia"
"448","itis","Pachycerina",NA,NA,NA,"Pachycerina"
"449","itis","Paleorhiza",NA,NA,NA,"Paleorhiza"
"450","itis","Palexorista",NA,NA,"Palexorista","Palexorista"
"451","itis","Panara","Opisthopora","Megascolecidae","Polypheretima","Panara"
"452","itis","Papillio",NA,NA,NA,"Papillio"
"453","itis","Pelecophora",NA,NA,NA,"Pelecophora"
"454","itis","Peribaea",NA,NA,NA,"Peribaea"
"455","itis","Phalanta",NA,NA,NA,"Phalanta"
"456","itis","Pheidole","Hymenoptera","Formicidae","Pheidole","Pheidole"
"457","itis","Phelsuma","Squamata","Gekkonidae","Phelsuma","Phelsuma"
"458","itis","Phorinia",NA,NA,NA,"Phorinia"
"459","itis","Psilopa","Diptera","Ephydridae","Psilopa","Psilopa"
"460","itis","Psyllidae","Hemiptera","Psyllidae",NA,"Psyllidae"
"461","itis","Pteromalidae","Hymenoptera","Pteromalidae",NA,"Pteromalidae"
"462","itis","Pterophoridae","Lepidoptera","Pterophoridae",NA,"Pterophoridae"
"463","itis","Pycnonotus","Passeriformes","Pycnonotidae","Pycnonotus","Pycnonotus"
"464","itis","Remigia",NA,NA,NA,"Remigia"
"465","itis","Sarcophaga","Diptera","Sarcophagidae","Sarcophaga","Sarcophaga"
"466","itis","Sarrothripinae",NA,NA,NA,"Sarrothripinae"
"467","itis","Scirtidae","Coleoptera","Scirtidae",NA,"Scirtidae"
"468","itis","Scolia","Hymenoptera","Scoliidae","Scolia","Scolia"
"469","itis","Scopariinae","Lepidoptera","Crambidae",NA,"Scopariinae"
"470","itis","Sepsis","Diptera","Sepsidae","Sepsis","Sepsis"
"471","itis","Simulium","Diptera","Simuliidae","Simulium","Simulium"
"472","itis","Simuliumsp",NA,NA,NA,"Simuliumsp"
"473","itis","Siphona","Diptera","Tachinidae","Siphona","Siphona"
"474","itis","Spilogona","Diptera","Muscidae","Spilogona","Spilogona"
"475","itis","Spodoptera","Lepidoptera","Noctuidae","Spodoptera","Spodoptera"
"476","itis","Stomorhina","Diptera","Calliphoridae","Stomorhina","Stomorhina"
"477","itis","Stomoxys","Diptera","Muscidae","Stomoxys","Stomoxys"
"478","itis","Strictopterinae",NA,NA,NA,"Strictopterinae"
"479","itis","Syritta","Diptera","Syrphidae","Syritta","Syritta"
"480","itis","Tarundia",NA,NA,NA,"Tarundia"
"481","itis","Technomyrmex","Hymenoptera","Formicidae","Technomyrmex","Technomyrmex"
"482","itis","Tettigoniidae","Orthoptera","Tettigoniidae",NA,"Tettigoniidae"
"483","itis","Thelairodrino",NA,NA,NA,"Thelairodrino"
"484","itis","Thysanoplusia",NA,NA,NA,"Thysanoplusia"
"485","itis","Trichoplusia","Lepidoptera","Noctuidae","Trichoplusia","Trichoplusia"
"486","itis","Trirhithrum","Diptera","Tephritidae","Trirhithrum","Trirhithrum"
"487","itis","Zaprionus",NA,NA,NA,"Zaprionus"
"488","itis","Zizeeria",NA,NA,NA,"Zizeeria"
"489","itis","Zosterops","Passeriformes","Zosteropidae","Zosterops","Zosterops"
"490","itis","Agrius","Lepidoptera","Sphingidae","Agrius","Agrius"
"491","itis","Amblypsilopus",NA,NA,NA,"Amblypsilopus"
"492","itis","Chalcidoma",NA,NA,NA,"Chalcidoma"
"493","itis","Dichaetomyia",NA,NA,NA,"Dichaetomyia"
"494","itis","Eagris",NA,NA,NA,"Eagris"
"495","itis","Eristalodes",NA,NA,NA,"Eristalodes"
"496","itis","Euodynerus",NA,NA,NA,"Euodynerus"
"497","itis","Forcipomyia","Diptera","Ceratopogonidae","Forcipomyia","Forcipomyia"
"498","itis","Geron","Diptera","Bombyliidae","Geron","Geron"
"499","itis","Hemipyrellia",NA,NA,NA,"Hemipyrellia"
"500","itis","Lampides","Lepidoptera","Lycaenidae","Lampides","Lampides"
"501","itis","Mabuya","Squamata","Scincidae","Mabuya","Mabuya"
"502","itis","Neavella",NA,NA,NA,"Neavella"
"503","itis","Nectarinia","Passeriformes","Nectariniidae","Nectarinia","Nectarinia"
"504","itis","Neophyllomyza","Diptera","Milichiidae","Neophyllomyza","Neophyllomyza"
"505","itis","Parasarcophaga",NA,NA,NA,"Parasarcophaga"
"506","itis","Perissoma",NA,NA,NA,"Perissoma"
"507","itis","Physiphoa",NA,NA,NA,"Physiphoa"
"508","itis","Plagiostenopterina",NA,NA,NA,"Plagiostenopterina"
"509","itis","Rhiparida",NA,NA,NA,"Rhiparida"
"510","itis","Rhynchium",NA,NA,NA,"Rhynchium"
"511","itis","Scaptodrosophila",NA,NA,NA,"Scaptodrosophila"
"512","itis","Simosyrphus",NA,NA,NA,"Simosyrphus"
"513","itis","Tricimba","Diptera","Chloropidae","Tricimba","Tricimba"
"514","itis","Trypoxylon","Hymenoptera","Crabronidae","Trypoxylon","Trypoxylon"
"515","itis","Lygocoris","Hemiptera","Miridae","Lygocoris","Lygocoris"
"516","itis","Attalus",NA,NA,NA,"Attalus"
"517","itis","Anaspis","Coleoptera","Scraptiidae","Anaspis","Anaspis"
"518","itis","Carpelius",NA,NA,NA,"Carpelius"
"519","itis","Nesiope",NA,NA,NA,"Nesiope"
"520","itis","Exosoma",NA,NA,NA,"Exosoma"
"521","itis","Siphunculina","Diptera","Chloropidae","Siphunculina","Siphunculina"
"522","itis","Allecula",NA,NA,NA,"Allecula"
"523","itis","Macratria","Coleoptera","Anthicidae","Macratria","Macratria"
"524","itis","Phytomia",NA,NA,NA,"Phytomia"
"525","itis","Scymnus",NA,NA,NA,"Scymnus"
"526","itis","Caecilius",NA,NA,NA,"Caecilius"
"527","itis","Plectoderoides",NA,NA,NA,"Plectoderoides"
"528","itis","Xanthonia","Coleoptera","Chrysomelidae","Xanthonia","Xanthonia"
"529","itis","Borboresthes",NA,NA,NA,"Borboresthes"
"530","itis","Anthaxia","Coleoptera","Buprestidae","Anthaxia","Anthaxia"
"531","itis","Anthicus","Coleoptera","Anthicidae","Anthicus","Anthicus"
"532","itis","Graphium",NA,NA,NA,"Graphium"
"533","itis","Malthinus","Coleoptera","Cantharidae","Malthinus","Malthinus"
"534","itis","Vekunta",NA,NA,NA,"Vekunta"
"535","itis","Colocasiomyia",NA,NA,NA,"Colocasiomyia"
"536","itis","Neolethaeus",NA,NA,NA,"Neolethaeus"
"537","itis","Paraoxyna",NA,NA,NA,"Paraoxyna"
"538","itis","Anomalempis","Diptera","Empididae","Anomalempis","Anomalempis"
"539","itis","Lithurge",NA,NA,"Lithurge","Lithurge"
"540","itis","Mesepora","Hemiptera","Tropiduchidae","Mesepora","Mesepora"
"541","itis","Allobaccha",NA,NA,NA,"Allobaccha"
"542","itis","Bertsa",NA,NA,NA,"Bertsa"
"543","itis","Campylomma","Hemiptera","Miridae","Campylomma","Campylomma"
"544","itis","Carinosolia",NA,NA,NA,"Carinosolia"
"545","itis","Diphtheroptila",NA,NA,NA,"Diphtheroptila"
"546","itis","Hespera",NA,NA,NA,"Hespera"
"547","itis","Nomia","Hymenoptera","Halictidae","Nomia","Nomia"
"548","itis","Oliarus","Hemiptera","Cixiidae","Oliarus","Oliarus"
"549","itis","Themus",NA,NA,NA,"Themus"
"550","itis","Anisolabis","Dermaptera","Carcinophoridae","Anisolabis","Anisolabis"
"551","itis","Chalicodoma",NA,NA,NA,"Chalicodoma"
"552","itis","Chiagasinus",NA,NA,NA,"Chiagasinus"
"553","itis","Cryptocephalus","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus"
"554","itis","Cryptogonus","Coleoptera","Coccinellidae","Cryptogonus","Cryptogonus"
"555","itis","Cyphicerus",NA,NA,NA,"Cyphicerus"
"556","itis","Euscartopsis",NA,NA,NA,"Euscartopsis"
"557","itis","Haptoncurina",NA,NA,NA,"Haptoncurina"
"558","itis","Haptoncus",NA,NA,"Haptoncus","Haptoncus"
"559","itis","Nacaduba",NA,NA,NA,"Nacaduba"
"560","itis","Onychostylus",NA,NA,NA,"Onychostylus"
"561","itis","Anomia","Ostreoida","Anomiidae","Anomia","Anomia"
"562","itis","Arthromacra","Coleoptera","Tenebrionidae","Arthromacra","Arthromacra"
"563","itis","Aulacophora","Porellales","Lejeuneaceae","Acrolejeunea","Aulacophora"
"564","itis","Charitovalgus",NA,NA,NA,"Charitovalgus"
"565","itis","Dictyophara",NA,NA,NA,"Dictyophara"
"566","itis","Gargara",NA,NA,NA,"Gargara"
"567","itis","Macrocorynus",NA,NA,NA,"Macrocorynus"
"568","itis","Ornebius",NA,NA,NA,"Ornebius"
"569","itis","Orthaltica","Coleoptera","Chrysomelidae","Orthaltica","Orthaltica"
"570","itis","Quasimus",NA,NA,NA,"Quasimus"
"571","itis","Tropidothorax",NA,NA,NA,"Tropidothorax"
"572","itis","Acalyptus","Coleoptera","Curculionidae","Acalyptus","Acalyptus"
"573","itis","Athemus",NA,NA,NA,"Athemus"
"574","itis","Caloptilia",NA,NA,NA,"Caloptilia"
"575","itis","Chlorophorus","Coleoptera","Cerambycidae","Chlorophorus","Chlorophorus"
"576","itis","Geisha",NA,NA,NA,"Geisha"
"577","itis","Habroloma",NA,NA,NA,"Habroloma"
"578","itis","Lachesilla","Psocodea","Lachesillidae","Lachesilla","Lachesilla"
"579","itis","Matsumurella",NA,NA,NA,"Matsumurella"
"580","itis","Mediza",NA,NA,NA,"Mediza"
"581","itis","Meligethes","Coleoptera","Nitidulidae","Meligethes","Meligethes"
"582","itis","Nanohyes",NA,NA,NA,"Nanohyes"
"583","itis","Neocrepidodera","Coleoptera","Chrysomelidae","Neocrepidodera","Neocrepidodera"
"584","itis","Nirvana",NA,NA,NA,"Nirvana"
"585","itis","Ochetelus",NA,NA,NA,"Ochetelus"
"586","itis","Olibrus",NA,NA,NA,"Olibrus"
"587","itis","Orphinus","Coleoptera","Dermestidae","Orphinus","Orphinus"
"588","itis","Papilio","Lepidoptera","Papilionidae","Papilio","Papilio"
"589","itis","Stenodryas",NA,NA,NA,"Stenodryas"
"590","itis","Anisostira",NA,NA,NA,"Anisostira"
"591","itis","Aphothona",NA,NA,NA,"Aphothona"
"592","itis","Atlobaccha",NA,NA,NA,"Atlobaccha"
"593","itis","Baris","Coleoptera","Curculionidae","Baris","Baris"
"594","itis","Betacixius",NA,NA,NA,"Betacixius"
"595","itis","Byasa",NA,NA,NA,"Byasa"
"596","itis","Carpelimus","Coleoptera","Staphylinidae","Carpelimus","Carpelimus"
"597","itis","Cersium",NA,NA,NA,"Cersium"
"598","itis","Chaticodoma",NA,NA,NA,"Chaticodoma"
"599","itis","Chrysodema",NA,NA,NA,"Chrysodema"
"600","itis","Colpodes","Coleoptera","Carabidae","Colpodes","Colpodes"
"601","itis","Deferunda",NA,NA,NA,"Deferunda"
"602","itis","Exptochiomera",NA,NA,"Exptochiomera","Exptochiomera"
"603","itis","Formosopyrrhona",NA,NA,NA,"Formosopyrrhona"
"604","itis","Hemipyxis",NA,NA,NA,"Hemipyxis"
"605","itis","Hymenia",NA,"Hymeniacidonidae",NA,"Hymenia"
"606","itis","Idiocerus",NA,NA,NA,"Idiocerus"
"607","itis","Isodontia","Hymenoptera","Sphecidae","Isodontia","Isodontia"
"608","itis","Liorhyssum",NA,NA,NA,"Liorhyssum"
"609","itis","Malthinellus",NA,NA,NA,"Malthinellus"
"610","itis","Milesia","Diptera","Syrphidae","Milesia","Milesia"
"611","itis","Nemophora",NA,NA,NA,"Nemophora"
"612","itis","Nodina",NA,NA,NA,"Nodina"
"613","itis","Okinawepipona",NA,NA,NA,"Okinawepipona"
"614","itis","Penthelater",NA,NA,NA,"Penthelater"
"615","itis","Popilitia",NA,NA,NA,"Popilitia"
"616","itis","Pseudiphra",NA,NA,NA,"Pseudiphra"
"617","itis","Tinginotum",NA,NA,NA,"Tinginotum"
"618","itis","Tolidopalpus",NA,NA,NA,"Tolidopalpus"
"619","itis","Tortyra",NA,NA,NA,"Tortyra"
"620","itis","Trioza","Hemiptera","Psyllidae","Trioza","Trioza"
"621","itis","Tychius","Coleoptera","Curculionidae","Tychius","Tychius"
"622","itis","Xestocephalus",NA,NA,NA,"Xestocephalus"
"623","itis","Aethaloessa",NA,NA,NA,"Aethaloessa"
"624","itis","Agemilla",NA,NA,NA,"Agemilla"
"625","itis","Anadastus",NA,NA,NA,"Anadastus"
"626","itis","Andrallus","Hemiptera","Pentatomidae","Andrallus","Andrallus"
"627","itis","Anoplolepis","Hymenoptera","Formicidae","Anoplolepis","Anoplolepis"
"628","itis","Anornalempis",NA,NA,NA,"Anornalempis"
"629","itis","Antherhynchium",NA,NA,NA,"Antherhynchium"
"630","itis","Anthocoris","Hemiptera","Anthocoridae","Anthocoris","Anthocoris"
"631","itis","Anthonomus","Coleoptera","Curculionidae","Anthonomus","Anthonomus"
"632","itis","Aphtona",NA,NA,NA,"Aphtona"
"633","itis","Atylotus","Diptera","Tabanidae","Atylotus","Atylotus"
"634","itis","Bibio","Diptera","Bibionidae","Bibio","Bibio"
"635","itis","Bilia",NA,NA,NA,"Bilia"
"636","itis","Bocchoris",NA,NA,NA,"Bocchoris"
"637","itis","Callimerus","Orthoptera","Tettigoniidae","Idiostatus","Callimerus"
"638","itis","Camptomastix",NA,NA,NA,"Camptomastix"
"639","itis","Catopsitia",NA,NA,NA,"Catopsitia"
"640","itis","Celastrina","Lepidoptera","Lycaenidae","Celastrina","Celastrina"
"641","itis","Cephalochrysa","Diptera","Stratiomyidae","Cephalochrysa","Cephalochrysa"
"642","itis","Cerogia",NA,NA,NA,"Cerogia"
"643","itis","Chatanys",NA,NA,NA,"Chatanys"
"644","itis","Chlamisus","Coleoptera","Chrysomelidae","Chlamisus","Chlamisus"
"645","itis","Chloridolum",NA,NA,NA,"Chloridolum"
"646","itis","Choragus","Coleoptera","Anthribidae","Choragus","Choragus"
"647","itis","Chrisaeglia",NA,NA,NA,"Chrisaeglia"
"648","itis","Chrysopa","Neuroptera","Chrysopidae","Chrysopa","Chrysopa"
"649","itis","Conogethes",NA,NA,NA,"Conogethes"
"650","itis","Cossonus","Coleoptera","Curculionidae","Cossonus","Cossonus"
"651","itis","Cyphon",NA,NA,"Cyphon","Cyphon"
"652","itis","Demotina","Coleoptera","Chrysomelidae","Demotina","Demotina"
"653","itis","Desmometopa","Diptera","Milichiidae","Desmometopa","Desmometopa"
"654","itis","Dysderus",NA,NA,NA,"Dysderus"
"655","itis","Elaphromyia","Diptera","Tephritidae","Elaphromyia","Elaphromyia"
"656","itis","Endelus",NA,NA,NA,"Endelus"
"657","itis","Ensina","Diptera","Tephritidae","Ensina","Ensina"
"658","itis","Eobia",NA,NA,NA,"Eobia"
"659","itis","Eocanthecoma","Hemiptera","Pentatomidae","Eocanthecoma","Eocanthecoma"
"660","itis","Epania",NA,NA,NA,"Epania"
"661","itis","Epiacanthus",NA,NA,NA,"Epiacanthus"
"662","itis","Episymploce",NA,NA,NA,"Episymploce"
"663","itis","Eumicromus",NA,NA,NA,"Eumicromus"
"664","itis","Eupoasca",NA,NA,NA,"Eupoasca"
"665","itis","Euseboides",NA,NA,NA,"Euseboides"
"666","itis","Eutrichosiphum",NA,NA,NA,"Eutrichosiphum"
"667","itis","Glaucias",NA,NA,NA,"Glaucias"
"668","itis","Glenea","Araneae","Lamponidae","Lamponusa","Glenea"
"669","itis","Graphosoma",NA,"Graphosomatidae",NA,"Graphosoma"
"670","itis","Halticiellus",NA,NA,NA,"Halticiellus"
"671","itis","Hayekpenthes",NA,NA,NA,"Hayekpenthes"
"672","itis","Hydropsychoides",NA,NA,NA,"Hydropsychoides"
"673","itis","Hyperalonia",NA,NA,NA,"Hyperalonia"
"674","itis","Ischirosyrphus",NA,NA,NA,"Ischirosyrphus"
"675","itis","Kandyosilis",NA,NA,NA,"Kandyosilis"
"676","itis","Lebia","Coleoptera","Carabidae","Lebia","Lebia"
"677","itis","Lebidia",NA,NA,NA,"Lebidia"
"678","itis","Leeuwenia",NA,NA,NA,"Leeuwenia"
"679","itis","Lemnia",NA,NA,NA,"Lemnia"
"680","itis","Leptogaster",NA,NA,NA,"Leptogaster"
"681","itis","Matsumuraiella",NA,NA,NA,"Matsumuraiella"
"682","itis","Menochitus",NA,NA,NA,"Menochitus"
"683","itis","Microchrysa","Diptera","Stratiomyidae","Microchrysa","Microchrysa"
"684","itis","Monalocoris","Hemiptera","Miridae","Monalocoris","Monalocoris"
"685","itis","Nipponosialis",NA,NA,NA,"Nipponosialis"
"686","itis","Nodena",NA,NA,NA,"Nodena"
"687","itis","Oiphinus",NA,NA,NA,"Oiphinus"
"688","itis","Oomorphoides",NA,NA,NA,"Oomorphoides"
"689","itis","Parantica",NA,NA,NA,"Parantica"
"690","itis","Parapantitius",NA,NA,NA,"Parapantitius"
"691","itis","Parasyrphus","Diptera","Syrphidae","Parasyrphus","Parasyrphus"
"692","itis","Paratrechina","Hymenoptera","Formicidae","Paratrechina","Paratrechina"
"693","itis","Pelopidas","Lepidoptera","Hesperiidae","Mylon","Pelopidas"
"694","itis","Penthimia",NA,NA,NA,"Penthimia"
"695","itis","Philonicus",NA,NA,NA,"Philonicus"
"696","itis","Philophyla",NA,NA,NA,"Philophyla"
"697","itis","Pholo",NA,NA,NA,"Pholo"
"698","itis","Pristomyrmex","Hymenoptera","Formicidae","Pristomyrmex","Pristomyrmex"
"699","itis","Protaetia","Coleoptera","Scarabaeidae","Protaetia","Protaetia"
"700","itis","Psamoecus",NA,NA,NA,"Psamoecus"
"701","itis","Pseudoloterus",NA,NA,NA,"Pseudoloterus"
"702","itis","Psococerastis",NA,NA,NA,"Psococerastis"
"703","itis","Ptectoderoides",NA,NA,NA,"Ptectoderoides"
"704","itis","Rhotana",NA,NA,NA,"Rhotana"
"705","itis","Ricania",NA,NA,NA,"Ricania"
"706","itis","Sastragala",NA,NA,NA,"Sastragala"
"707","itis","Scedella","Diptera","Tephritidae","Scedella","Scedella"
"708","itis","Scirtes","Coleoptera","Scirtidae","Scirtes","Scirtes"
"709","itis","Senopterina","Diptera","Platystomatidae","Senopterina","Senopterina"
"710","itis","Sepedophilus",NA,NA,NA,"Sepedophilus"
"711","itis","Smoragdina",NA,NA,NA,"Smoragdina"
"712","itis","Stenocallinerus",NA,NA,NA,"Stenocallinerus"
"713","itis","Stenolophus","Coleoptera","Carabidae","Stenolophus","Stenolophus"
"714","itis","Stenopsocus",NA,NA,NA,"Stenopsocus"
"715","itis","Stictomyia","Diptera","Otitidae","Stictomyia","Stictomyia"
"716","itis","Stragamia",NA,NA,NA,"Stragamia"
"717","itis","Tachysphex","Hymenoptera","Crabronidae","Tachysphex","Tachysphex"
"718","itis","Tachytessp",NA,NA,NA,"Tachytessp"
"719","itis","Tanyptera",NA,NA,"Tanyptera","Tanyptera"
"720","itis","Tetramonium",NA,NA,NA,"Tetramonium"
"721","itis","Tituria",NA,NA,NA,"Tituria"
"722","itis","Tolidostena",NA,NA,NA,"Tolidostena"
"723","itis","Toxorhynchites","Diptera","Culicidae","Toxorhynchites","Toxorhynchites"
"724","itis","Trogoderma","Coleoptera","Dermestidae","Trogoderma","Trogoderma"
"725","itis","Xenorthrius",NA,NA,NA,"Xenorthrius"
"726","itis","Xyiocopa",NA,NA,NA,"Xyiocopa"
"727","itis","Xyleborus","Coleoptera","Curculionidae","Xyleborus","Xyleborus"
"728","itis","Xylota","Diptera","Syrphidae","Xylota","Xylota"
"729","itis","Carposcalis",NA,NA,NA,"Carposcalis"
"730","itis","Limnophyes","Diptera","Chironomidae","Limnophyes","Limnophyes"
"731","itis","Rhamphomyia","Diptera","Empididae","Rhamphomyia","Rhamphomyia"
"732","itis","Sciari","Diptera","Sciaridae",NA,"Sciari"
"733","itis","Smittia","Diptera","Chironomidae","Smittia","Smittia"
"734","itis","Boreellus","Diptera","Calliphoridae","Boreellus","Boreellus"
"735","itis","Dictyna","Araneae","Dictynidae","Dictyna","Dictyna"
"736","itis","Eupogonomyia",NA,NA,NA,"Eupogonomyia"
"737","itis","Xysticus","Araneae","Thomisidae","Xysticus","Xysticus"
"738","itis","Anarta","Lepidoptera","Noctuidae","Anarta","Anarta"
"739","itis","Boloria","Lepidoptera","Nymphalidae","Boloria","Boloria"
"740","itis","Bryobia",NA,NA,NA,"Bryobia"
"741","itis","Crymodes",NA,NA,"Crymodes","Crymodes"
"742","itis","Lasiestra",NA,NA,"Lasiestra","Lasiestra"
"743","itis","Paraphaenocladius","Diptera","Chironomidae","Paraphaenocladius","Paraphaenocladius"
"744","itis","Periscepsia","Diptera","Tachinidae","Periscepsia","Periscepsia"
"745","itis","Scatophaga",NA,NA,NA,"Scatophaga"
"746","itis","Stenomacrus",NA,NA,NA,"Stenomacrus"
"747","itis","Aedes","Diptera","Culicidae","Aedes","Aedes"
"748","itis","Ceratopogon","Diptera","Ceratopogonidae","Ceratopogon","Ceratopogon"
"749","itis","Fucellia","Diptera","Anthomyiidae","Fucellia","Fucellia"
"750","itis","Nematus","Hymenoptera","Tenthredinidae","Nematus","Nematus"
"751","itis","Olethreutes",NA,NA,NA,"Olethreutes"
"752","itis","Plebius",NA,NA,NA,"Plebius"
"753","itis","Pogonomyoides",NA,NA,NA,"Pogonomyoides"
"754","itis","Acarina",NA,NA,NA,"Acarina"
"755","itis","Allopiophila","Diptera","Piophilidae","Allopiophila","Allopiophila"
"756","itis","Apanteles",NA,NA,NA,"Apanteles"
"757","itis","Arctoseius",NA,NA,NA,"Arctoseius"
"758","itis","Atractodes",NA,NA,NA,"Atractodes"
"759","itis","Cecidophyes",NA,NA,NA,"Cecidophyes"
"760","itis","Chalcidae",NA,NA,NA,"Chalcidae"
"761","itis","Corynoneura","Diptera","Chironomidae","Corynoneura","Corynoneura"
"762","itis","Cricotopus","Diptera","Chironomidae","Cricotopus","Cricotopus"
"763","itis","Cryptus",NA,NA,NA,"Cryptus"
"764","itis","Culicoides","Diptera","Ceratopogonidae","Culicoides","Culicoides"
"765","itis","Dolichopus","Diptera","Dolichopodidae","Dolichopus","Dolichopus"
"766","itis","Entomobrya","Collembola","Entomobryidae","Entomobrya","Entomobrya"
"767","itis","Erigone","Araneae","Linyphiidae","Erigone","Erigone"
"768","itis","Lasiopiophila","Diptera","Piophilidae","Lasiopiophila","Lasiopiophila"
"769","itis","Microspectra",NA,NA,NA,"Microspectra"
"770","itis","Oresbius",NA,NA,NA,"Oresbius"
"771","itis","Orthocladiinae","Diptera","Chironomidae",NA,"Orthocladiinae"
"772","itis","Pardosa","Araneae","Lycosidae","Pardosa","Pardosa"
"773","itis","Pectinarctica",NA,NA,NA,"Pectinarctica"
"774","itis","Pegomyia",NA,NA,NA,"Pegomyia"
"775","itis","Phormia","Diptera","Calliphoridae","Phormia","Phormia"
"776","itis","Phytomyza","Diptera","Agromyzidae","Phytomyza","Phytomyza"
"777","itis","Procladius","Diptera","Chironomidae","Procladius","Procladius"
"778","itis","Psectrocladius","Diptera","Chironomidae","Psectrocladius","Psectrocladius"
"779","itis","Saotis",NA,NA,NA,"Saotis"
"780","itis","Sympistris",NA,NA,NA,"Sympistris"
"781","itis","Tarentula",NA,NA,NA,"Tarentula"
"782","itis","Tipula","Diptera","Tipulidae","Tipula","Tipula"
"783","itis","Tridymus",NA,NA,NA,"Tridymus"
"784","itis","Thysanoptera","Thysanoptera",NA,NA,"Thysanoptera"
"785","itis","Delia","Diptera","Anthomyiidae","Delia","Delia"
"786","itis","Pegomya","Diptera","Anthomyiidae","Pegomya","Pegomya"
"787","itis","Coccinella","Coleoptera","Coccinellidae","Coccinella","Coccinella"
"788","itis","Lasiomma","Diptera","Anthomyiidae","Lasiomma","Lasiomma"
"789","itis","Protophormia","Diptera","Calliphoridae","Protophormia","Protophormia"
"790","itis","Sympsitis",NA,NA,NA,"Sympsitis"
"791","itis","Borbo",NA,NA,NA,"Borbo"
"792","itis","Phalantha",NA,NA,NA,"Phalantha"
"793","itis","Stratiomydae",NA,NA,NA,"Stratiomydae"
"794","itis","Phoebis","Lepidoptera","Pieridae","Phoebis","Phoebis"
"795","itis","Atteva",NA,NA,NA,"Atteva"
"796","itis","Toxomerus","Diptera","Syrphidae","Toxomerus","Toxomerus"
"797","itis","Urbanus","Lepidoptera","Hesperiidae","Urbanus","Urbanus"
"798","itis","Wasmannia","Hymenoptera","Formicidae","Wasmannia","Wasmannia"
"799","itis","Utetheisa","Lepidoptera","Erebidae","Utetheisa","Utetheisa"
"800","itis","Euchrombius",NA,NA,NA,"Euchrombius"
"801","itis","Lepidanthrax","Diptera","Bombyliidae","Lepidanthrax","Lepidanthrax"
"802","itis","Manduca","Lepidoptera","Sphingidae","Manduca","Manduca"
"803","itis","Oxacis","Coleoptera","Oedemeridae","Oxacis","Oxacis"
"804","itis","Disclisioprocta","Lepidoptera","Geometridae","Disclisioprocta","Disclisioprocta"
"805","itis","Monomorium","Hymenoptera","Formicidae","Monomorium","Monomorium"
"806","itis","Psedoplusia",NA,NA,NA,"Psedoplusia"
"807","itis","Tapinoma","Hymenoptera","Formicidae","Tapinoma","Tapinoma"
"808","itis","Amblycerus","Coleoptera","Chrysomelidae","Amblycerus","Amblycerus"
"809","itis","Ammophorus","Coleoptera","Tenebrionidae","Ammophorus","Ammophorus"
"810","itis","Cardiocondyla","Hymenoptera","Formicidae","Cardiocondyla","Cardiocondyla"
"811","itis","Cricket",NA,NA,NA,"Cricket"
"812","itis","Darwinysius",NA,NA,NA,"Darwinysius"
"813","itis","Enyo","Lepidoptera","Sphingidae","Enyo","Enyo"
