Network_id,type,gini,percentile_observed_gini
6_1_inouye_1988_australia,observed,0.4145454545454545,0.987
6_1_inouye_1988_australia,null,0.31111111111111106,0.987
6_1_inouye_1988_australia,null,0.37979797979797975,0.987
6_1_inouye_1988_australia,null,0.34303030303030296,0.987
6_1_inouye_1988_australia,null,0.3333333333333334,0.987
6_1_inouye_1988_australia,null,0.34787878787878784,0.987
6_1_inouye_1988_australia,null,0.3757575757575757,0.987
6_1_inouye_1988_australia,null,0.4060606060606062,0.987
6_1_inouye_1988_australia,null,0.36040404040404045,0.987
6_1_inouye_1988_australia,null,0.3705050505050506,0.987
6_1_inouye_1988_australia,null,0.368888888888889,0.987
6_1_inouye_1988_australia,null,0.39717171717171723,0.987
6_1_inouye_1988_australia,null,0.34343434343434337,0.987
6_1_inouye_1988_australia,null,0.34747474747474744,0.987
6_1_inouye_1988_australia,null,0.3438383838383838,0.987
6_1_inouye_1988_australia,null,0.32767676767676773,0.987
6_1_inouye_1988_australia,null,0.4137373737373737,0.987
6_1_inouye_1988_australia,null,0.34303030303030296,0.987
6_1_inouye_1988_australia,null,0.3644444444444445,0.987
6_1_inouye_1988_australia,null,0.38060606060606056,0.987
6_1_inouye_1988_australia,null,0.3381818181818183,0.987
6_1_inouye_1988_australia,null,0.33414141414141424,0.987
6_1_inouye_1988_australia,null,0.370909090909091,0.987
6_1_inouye_1988_australia,null,0.34747474747474744,0.987
6_1_inouye_1988_australia,null,0.3373737373737375,0.987
6_1_inouye_1988_australia,null,0.3381818181818183,0.987
6_1_inouye_1988_australia,null,0.3951515151515152,0.987
6_1_inouye_1988_australia,null,0.31151515151515147,0.987
6_1_inouye_1988_australia,null,0.3406060606060605,0.987
6_1_inouye_1988_australia,null,0.421010101010101,0.987
6_1_inouye_1988_australia,null,0.3826262626262626,0.987
6_1_inouye_1988_australia,null,0.37454545454545446,0.987
6_1_inouye_1988_australia,null,0.3244444444444445,0.987
6_1_inouye_1988_australia,null,0.3701010101010102,0.987
6_1_inouye_1988_australia,null,0.3761616161616161,0.987
6_1_inouye_1988_australia,null,0.33979797979797993,0.987
6_1_inouye_1988_australia,null,0.3777777777777777,0.987
6_1_inouye_1988_australia,null,0.39151515151515154,0.987
6_1_inouye_1988_australia,null,0.35434343434343435,0.987
6_1_inouye_1988_australia,null,0.37979797979797975,0.987
6_1_inouye_1988_australia,null,0.39191919191919194,0.987
6_1_inouye_1988_australia,null,0.3325252525252526,0.987
6_1_inouye_1988_australia,null,0.3195959595959596,0.987
6_1_inouye_1988_australia,null,0.36161616161616167,0.987
6_1_inouye_1988_australia,null,0.36727272727272736,0.987
6_1_inouye_1988_australia,null,0.36040404040404045,0.987
6_1_inouye_1988_australia,null,0.3692929292929294,0.987
6_1_inouye_1988_australia,null,0.33979797979797993,0.987
6_1_inouye_1988_australia,null,0.3260606060606061,0.987
6_1_inouye_1988_australia,null,0.3454545454545454,0.987
6_1_inouye_1988_australia,null,0.34909090909090906,0.987
6_1_inouye_1988_australia,null,0.38747474747474747,0.987
6_1_inouye_1988_australia,null,0.41656565656565653,0.987
6_1_inouye_1988_australia,null,0.35555555555555557,0.987
6_1_inouye_1988_australia,null,0.3393939393939395,0.987
6_1_inouye_1988_australia,null,0.34949494949494947,0.987
6_1_inouye_1988_australia,null,0.34747474747474744,0.987
6_1_inouye_1988_australia,null,0.395959595959596,0.987
6_1_inouye_1988_australia,null,0.33575757575757587,0.987
6_1_inouye_1988_australia,null,0.3256565656565657,0.987
6_1_inouye_1988_australia,null,0.36040404040404045,0.987
6_1_inouye_1988_australia,null,0.32,0.987
6_1_inouye_1988_australia,null,0.3402020202020201,0.987
6_1_inouye_1988_australia,null,0.3317171717171718,0.987
6_1_inouye_1988_australia,null,0.38626262626262625,0.987
6_1_inouye_1988_australia,null,0.3369696969696971,0.987
6_1_inouye_1988_australia,null,0.37212121212121224,0.987
6_1_inouye_1988_australia,null,0.3680808080808082,0.987
6_1_inouye_1988_australia,null,0.3454545454545454,0.987
6_1_inouye_1988_australia,null,0.3648484848484849,0.987
6_1_inouye_1988_australia,null,0.34909090909090906,0.987
6_1_inouye_1988_australia,null,0.3696969696969698,0.987
6_1_inouye_1988_australia,null,0.3741414141414143,0.987
6_1_inouye_1988_australia,null,0.3587878787878788,0.987
6_1_inouye_1988_australia,null,0.3515151515151515,0.987
6_1_inouye_1988_australia,null,0.35393939393939394,0.987
6_1_inouye_1988_australia,null,0.3886868686868687,0.987
6_1_inouye_1988_australia,null,0.3503030303030303,0.987
6_1_inouye_1988_australia,null,0.37333333333333346,0.987
6_1_inouye_1988_australia,null,0.34828282828282825,0.987
6_1_inouye_1988_australia,null,0.3644444444444445,0.987
6_1_inouye_1988_australia,null,0.39272727272727276,0.987
6_1_inouye_1988_australia,null,0.34303030303030296,0.987
6_1_inouye_1988_australia,null,0.4145454545454545,0.987
6_1_inouye_1988_australia,null,0.34868686868686866,0.987
6_1_inouye_1988_australia,null,0.37898989898989893,0.987
6_1_inouye_1988_australia,null,0.39191919191919194,0.987
6_1_inouye_1988_australia,null,0.2993939393939395,0.987
6_1_inouye_1988_australia,null,0.3515151515151515,0.987
6_1_inouye_1988_australia,null,0.34303030303030296,0.987
6_1_inouye_1988_australia,null,0.36767676767676777,0.987
6_1_inouye_1988_australia,null,0.36161616161616167,0.987
6_1_inouye_1988_australia,null,0.3757575757575757,0.987
6_1_inouye_1988_australia,null,0.34707070707070703,0.987
6_1_inouye_1988_australia,null,0.36525252525252533,0.987
6_1_inouye_1988_australia,null,0.3898989898989899,0.987
6_1_inouye_1988_australia,null,0.3511111111111111,0.987
6_1_inouye_1988_australia,null,0.355959595959596,0.987
6_1_inouye_1988_australia,null,0.3466666666666666,0.987
6_1_inouye_1988_australia,null,0.37373737373737387,0.987
6_1_inouye_1988_australia,null,0.37171717171717183,0.987
6_1_inouye_1988_australia,null,0.3878787878787879,0.987
6_1_inouye_1988_australia,null,0.3571717171717172,0.987
6_1_inouye_1988_australia,null,0.34707070707070703,0.987
6_1_inouye_1988_australia,null,0.35919191919191923,0.987
6_1_inouye_1988_australia,null,0.37292929292929305,0.987
6_1_inouye_1988_australia,null,0.3781818181818181,0.987
6_1_inouye_1988_australia,null,0.3123232323232323,0.987
6_1_inouye_1988_australia,null,0.3527272727272727,0.987
6_1_inouye_1988_australia,null,0.36161616161616167,0.987
6_1_inouye_1988_australia,null,0.33414141414141424,0.987
6_1_inouye_1988_australia,null,0.4060606060606062,0.987
6_1_inouye_1988_australia,null,0.28525252525252526,0.987
6_1_inouye_1988_australia,null,0.355959595959596,0.987
6_1_inouye_1988_australia,null,0.39757575757575764,0.987
6_1_inouye_1988_australia,null,0.35959595959595964,0.987
6_1_inouye_1988_australia,null,0.3563636363636364,0.987
6_1_inouye_1988_australia,null,0.37979797979797975,0.987
6_1_inouye_1988_australia,null,0.3753535353535353,0.987
6_1_inouye_1988_australia,null,0.36525252525252533,0.987
6_1_inouye_1988_australia,null,0.370909090909091,0.987
6_1_inouye_1988_australia,null,0.3050505050505052,0.987
6_1_inouye_1988_australia,null,0.37454545454545446,0.987
