Network_id,Type_network,Node_id,Node_FG,np1,np2,np3,np4,np5,np6,np7,np8,np9,np10,np11,np12,np13,np14,np15,np16,np17,np18,np19,np20,np21,np22,np23,np24,np25,np26,np27,np28,np29,np30,np31,np32,np33,np34,np35,np36,np37,np38,np39,np40,np41,np42,np43,np44,np45,np46
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Ammophila heydeni,Non-bee-Hymenoptera,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0,-0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Anthophora retusa,Bee,0,2,0,1,0,7,0,11,0,0,12,3,0,2,0,0,0,10,0,0,30,3,0,14,0,0,0,0,6,0,1,0,0,14,0,0,0,0,0,0,6,0,0,0,0,-0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Apis mellifera,Bee,0,6,0,15,0,12,0,17,0,0,4,56,0,2,0,20,0,14,0,0,10,77,0,4,39,0,0,0,6,0,1,0,0,2,104,0,0,16,0,0,2,8,0,0,0,15
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Bombus terrestris,Bee,0,1,0,0,0,5,0,10,0,0,9,0,0,0,0,-0,0,10,0,0,30,0,0,7,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Chasmatopterus villosulus,Coleoptera,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,-0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Eucera alternans,Bee,0,1,0,0,0,4,0,6,0,0,5,0,0,0,0,-0,0,4,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Exosoma lusitanicum,Coleoptera,0,1,0,0,0,4,0,6,0,0,5,0,0,0,0,-0,0,4,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Oxythyrea funesta,Coleoptera,0,1,0,0,0,4,0,6,0,0,5,0,0,0,0,-0,0,4,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Platynochaetus setosus,Syrphids,0,1,0,0,0,5,0,10,0,0,9,0,0,0,0,-0,0,10,0,0,30,0,0,7,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Syrphidae sp.,Syrphids,0,1,0,0,0,5,0,10,0,0,9,0,0,0,0,-0,0,10,0,0,30,0,0,7,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Tropinota squalida,Coleoptera,0,1,0,0,0,4,0,6,0,0,5,0,0,0,0,-0,0,4,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Vespula germanica,Non-bee-Hymenoptera,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0,-0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Xylocopa cantabrita,Bee,0,4,0,6,0,9,0,12,0,0,8,23,0,2,0,4,0,10,0,0,20,28,0,10,14,0,0,0,6,0,1,0,0,12,19,0,0,16,0,0,4,4,0,0,0,1
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Halimium halimifolium,3,3,0,3,0,3,0,1,0,7,6,0,0,0,0,3,0,0,0,11,3,0,0,14,0,0,0,0,0,0,0,0,10,6,0,0,8,0,0,2,0,0,0,0,0,1,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Rosmarinus officinalis,5,3,0,9,0,3,0,1,0,16,12,0,0,3,0,13,0,0,0,16,6,0,0,14,0,0,9,0,0,0,1,0,42,14,0,0,0,8,0,0,12,0,0,0,0,11,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Teucrium fruticans,5,6,0,9,0,15,0,20,0,7,39,0,0,3,0,13,0,15,0,7,69,0,0,35,0,0,0,9,0,0,1,0,24,53,0,0,0,8,0,0,12,0,0,0,0,11,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Cistus ladanifer,3,5,0,5,0,10,0,10,0,8,20,0,0,0,0,10,0,5,0,11,30,0,0,32,0,0,0,0,0,0,0,0,28,40,0,0,4,0,0,2,0,0,0,0,0,10,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Cistus salviifolius,3,2,0,5,0,1,0,0,0,11,5,0,0,0,0,10,0,-0,0,17,0,0,0,11,0,0,0,0,0,0,0,0,40,10,0,0,4,0,0,2,0,0,0,0,0,10,0
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,observed,Lavandula stoechas,5,1,0,5,0,0,0,-0,0,12,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,4,0,0,2,0,0,0,0,0,10,0
