Network_id,Type_network,Node_id,Node_FG,np1,np2,np3,np4,np5,np6,np7,np8,np9,np10,np11,np12,np13,np14,np15,np16,np17,np18,np19,np20,np21,np22,np23,np24,np25,np26,np27,np28,np29,np30,np31,np32,np33,np34,np35,np36,np37,np38,np39,np40,np41,np42,np43,np44,np45,np46
7_1_lundgren_2005_greenland,observed,Eupeodes curtus,Syrphids,0,5,0,10,0,11,0,14,0,0,7,38,0,3,0,10,0,11,0,0,19,41,0,0,23,0,0,0,15,0,0,0,0,6,48,0,0,22,0,0,3,9,0,0,0,5
7_1_lundgren_2005_greenland,observed,Eupeodes luniger,Syrphids,0,1,0,0,0,5,0,10,0,0,11,0,0,0,0,-0,0,10,0,0,38,0,0,6,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
7_1_lundgren_2005_greenland,observed,Nysius groenlandicus,Other_insects,0,5,0,10,0,7,0,11,0,0,9,26,0,1,0,10,0,10,0,0,23,39,0,8,4,0,0,2,5,0,0,0,0,6,36,0,0,30,0,0,3,3,0,0,0,5
7_1_lundgren_2005_greenland,observed,Platycheirus groenlandicus,Syrphids,0,1,0,0,0,3,0,3,0,0,5,0,0,0,0,-0,0,1,0,0,8,0,0,11,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
7_1_lundgren_2005_greenland,observed,Platycheirus hyperboreus,Syrphids,0,2,0,1,0,5,0,10,0,0,10,5,0,0,0,0,0,10,0,0,34,10,0,6,0,0,0,3,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,-0
7_1_lundgren_2005_greenland,observed,Platycheirus lundbecki,Syrphids,0,2,0,1,0,8,0,13,0,0,12,6,0,1,0,0,0,11,0,0,38,7,0,5,8,0,0,2,6,0,0,0,0,12,0,0,0,6,0,0,3,0,0,0,0,-0
7_1_lundgren_2005_greenland,observed,Protophormia terranovae,Non-syrphids-diptera,0,1,0,0,0,3,0,3,0,0,5,0,0,0,0,-0,0,1,0,0,8,0,0,11,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
7_1_lundgren_2005_greenland,observed,Sphaerophoria scripta,Syrphids,0,2,0,1,0,6,0,10,0,0,12,4,0,1,0,0,0,10,0,0,32,6,0,11,0,0,0,2,4,0,0,0,0,12,0,0,0,6,0,0,3,0,0,0,0,-0
7_1_lundgren_2005_greenland,observed,Sympsitis zetterstedtii,Lepidoptera,0,1,0,0,0,2,0,1,0,0,8,0,0,0,0,-0,0,0,0,0,6,0,0,12,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
7_1_lundgren_2005_greenland,observed,Campanula giesekiana,2,4,0,5,0,6,0,4,0,11,13,0,0,1,0,6,0,1,0,13,11,0,0,25,0,0,4,2,0,0,0,0,17,15,0,0,13,0,0,2,3,0,0,0,0,4,0
