Network_id,Type_network,Node_id,Node_FG,np1,np2,np3,np4,np5,np6,np7,np8,np9,np10,np11,np12,np13,np14,np15,np16,np17,np18,np19,np20,np21,np22,np23,np24,np25,np26,np27,np28,np29,np30,np31,np32,np33,np34,np35,np36,np37,np38,np39,np40,np41,np42,np43,np44,np45,np46
8_1_olesen_2002_azores,observed,Agrotis ipsilon,Lepidoptera,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,observed,Apis mellifera,Bee,0,3,0,3,0,8,0,16,0,0,10,12,0,2,0,1,0,20,0,0,36,22,0,5,0,0,0,3,8,0,1,0,0,6,4,0,0,16,0,0,2,2,0,0,0,0
8_1_olesen_2002_azores,observed,Bombus ruderatus,Bee,0,3,0,3,0,9,0,16,0,0,8,10,0,4,0,1,0,20,0,0,34,16,0,5,0,0,0,1,14,0,1,0,0,6,4,0,0,14,0,0,1,1,0,1,0,0
8_1_olesen_2002_azores,observed,Calliphora vomitoria,Non-syrphids-diptera,0,1,0,0,0,6,0,15,0,0,12,0,0,0,0,-0,0,20,0,0,50,0,0,5,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,observed,Colias crocea,Lepidoptera,0,3,0,3,0,9,0,16,0,0,8,10,0,4,0,1,0,20,0,0,34,16,0,5,0,0,0,1,14,0,1,0,0,6,4,0,0,14,0,0,1,1,0,1,0,0
8_1_olesen_2002_azores,observed,Eristalis tenax,Syrphids,0,1,0,0,0,3,0,3,0,0,7,0,0,0,0,-0,0,1,0,0,10,0,0,10,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,observed,Lasius niger,Non-bee-Hymenoptera,0,1,0,0,0,6,0,15,0,0,12,0,0,0,0,-0,0,20,0,0,50,0,0,5,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,observed,Lucilia sericata,Non-syrphids-diptera,0,2,0,1,0,4,0,3,0,0,7,2,0,1,0,0,0,1,0,0,8,1,0,16,0,0,0,1,2,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,-0
8_1_olesen_2002_azores,observed,Musca domestica,Non-syrphids-diptera,0,4,0,6,0,10,0,18,0,0,10,26,0,2,0,4,0,21,0,0,36,45,0,0,16,0,0,4,9,0,0,0,0,5,22,0,0,26,0,0,2,4,0,0,0,1
8_1_olesen_2002_azores,observed,Sepsis thoracica,Non-syrphids-diptera,0,4,0,6,0,9,0,18,0,0,11,25,0,1,0,4,0,21,0,0,36,47,0,1,10,0,0,5,7,0,0,0,0,5,23,0,0,29,0,0,2,2,0,0,0,1
8_1_olesen_2002_azores,observed,Solidago sempervirens,2,1,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,observed,Azorina vidalii,2,7,0,12,0,21,0,35,0,5,62,0,0,5,0,9,0,35,0,2,133,0,0,26,0,0,2,22,0,0,1,0,8,44,0,0,1,42,0,1,8,0,0,1,0,2,0
8_1_olesen_2002_azores,observed,Lotus corniculatus,5,3,0,6,0,3,0,1,0,12,4,0,0,4,0,3,0,0,0,18,1,0,0,0,0,0,12,1,0,0,1,0,12,0,0,0,18,2,0,0,4,0,0,1,0,0,0
8_1_olesen_2002_azores,observed,Reseda luteola,5,1,0,2,0,0,0,-0,0,8,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,2,0,0,0,0,0,0,0
8_1_olesen_2002_azores,observed,Freesia refracta,3,2,0,4,0,1,0,0,0,12,0,0,0,2,0,2,0,-0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,16,0,0,2,0,0,0,1,0,0,0
8_1_olesen_2002_azores,observed,Crithmum maritimum,1,4,0,7,0,6,0,4,0,10,17,0,0,2,0,6,0,1,0,20,13,0,0,20,0,0,5,4,0,0,0,0,20,12,0,0,12,7,0,0,6,0,0,0,0,2,0
8_1_olesen_2002_azores,observed,Daucus carota,4,2,0,4,0,1,0,0,0,10,2,0,0,1,0,3,0,-0,0,17,0,0,0,6,0,0,2,0,0,0,0,0,14,1,0,0,13,0,0,1,2,0,0,0,0,1,0
8_1_olesen_2002_azores,observed,Chamomilla suaveolens,2,1,0,3,0,0,0,-0,0,10,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,10,0,0,2,0,0,0,0,0,1,0
8_1_olesen_2002_azores,observed,Beta vulgaris,2,1,0,3,0,0,0,-0,0,9,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,0,1,0,0,0,0,0,1,0
8_1_olesen_2002_azores,observed,Silene vulgaris,2,1,0,3,0,0,0,-0,0,9,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,11,0,0,1,0,0,0,0,0,1,0
8_1_olesen_2002_azores,random 1,Agrotis ipsilon,Lepidoptera,0,1,0,0,0,4,0,6,0,0,7,0,0,0,0,-0,0,4,0,0,19,0,0,10,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,random 1,Apis mellifera,Bee,0,4,0,6,0,10,0,13,0,0,11,28,0,1,0,4,0,8,0,0,27,33,0,6,25,0,0,1,6,0,0,0,0,6,26,0,0,29,0,0,2,2,0,0,0,1
8_1_olesen_2002_azores,random 1,Bombus ruderatus,Bee,0,3,0,3,0,4,0,1,0,0,9,8,0,0,0,1,0,0,0,0,3,2,0,22,5,0,0,0,0,0,0,0,0,9,4,0,0,18,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,random 1,Calliphora vomitoria,Non-syrphids-diptera,0,2,0,1,0,4,0,6,0,0,9,4,0,0,0,0,0,4,0,0,23,6,0,10,0,0,0,2,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,-0
8_1_olesen_2002_azores,random 1,Colias crocea,Lepidoptera,0,4,0,6,0,6,0,6,0,0,10,16,0,1,0,4,0,4,0,0,16,15,0,17,5,0,0,1,3,0,0,0,0,6,14,0,0,26,0,0,2,2,0,0,0,1
8_1_olesen_2002_azores,random 1,Eristalis tenax,Syrphids,0,1,0,0,0,4,0,6,0,0,7,0,0,0,0,-0,0,4,0,0,19,0,0,10,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,random 1,Lasius niger,Non-bee-Hymenoptera,0,1,0,0,0,2,0,1,0,0,5,0,0,0,0,-0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,random 1,Lucilia sericata,Non-syrphids-diptera,0,2,0,1,0,4,0,6,0,0,6,4,0,0,0,0,0,4,0,0,16,6,0,10,0,0,0,1,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,-0
8_1_olesen_2002_azores,random 1,Musca domestica,Non-syrphids-diptera,0,4,0,6,0,10,0,12,0,0,12,26,0,2,0,4,0,8,0,0,24,27,0,9,22,0,0,0,9,0,0,0,0,5,22,0,0,28,0,0,4,4,0,0,0,1
8_1_olesen_2002_azores,random 1,Sepsis thoracica,Non-syrphids-diptera,0,1,0,0,0,4,0,6,0,0,10,0,0,0,0,-0,0,4,0,0,26,0,0,10,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
8_1_olesen_2002_azores,random 1,Solidago sempervirens,2,2,0,5,0,1,0,0,0,12,5,0,0,0,0,4,0,-0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,17,4,0,0,16,6,0,2,0,0,0,0,0,1,0
