Network_id,Type_network,Node_id,Node_FG,np1,np2,np3,np4,np5,np6,np7,np8,np9,np10,np11,np12,np13,np14,np15,np16,np17,np18,np19,np20,np21,np22,np23,np24,np25,np26,np27,np28,np29,np30,np31,np32,np33,np34,np35,np36,np37,np38,np39,np40,np41,np42,np43,np44,np45,np46
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Anthophora dispar,Bee,0,1,0,0,0,3,0,3,0,0,3,0,0,0,0,-0,0,1,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Apis mellifera,Bee,0,4,0,6,0,7,0,6,0,0,1,21,0,0,0,4,0,2,0,0,2,18,0,0,15,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,1
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Bombus terrestris,Bee,0,1,0,0,0,3,0,3,0,0,3,0,0,0,0,-0,0,1,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Heliotaurus ruficollis,Coleoptera,0,1,0,0,0,3,0,3,0,0,4,0,0,0,0,-0,0,1,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Lasioglossum imminutus,Bee,0,1,0,0,0,3,0,3,0,0,3,0,0,0,0,-0,0,1,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Lasioglossum malachurum,Bee,0,2,0,1,0,3,0,3,0,0,3,3,0,0,0,0,0,1,0,0,6,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,-0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Panurgus banksianus,Bee,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Pieris brassicae,Lepidoptera,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,-0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Pseudoanthidium melanorum,Bee,0,1,0,0,0,3,0,3,0,0,4,0,0,0,0,-0,0,1,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Rosmarinus officinalis,5,4,0,3,0,6,0,4,0,4,9,0,0,0,0,3,0,1,0,3,9,0,0,12,0,0,0,0,0,0,0,0,8,9,0,0,1,0,0,0,0,0,0,0,0,1,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Cistus salviifolius,3,4,0,4,0,6,0,4,0,4,12,0,0,0,0,3,0,1,0,3,12,0,0,12,0,0,0,0,0,0,0,0,8,9,0,0,0,3,0,0,0,0,0,0,0,1,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Halimium commutatum,3,2,0,3,0,1,0,0,0,6,3,0,0,0,0,3,0,-0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,12,3,0,0,1,0,0,0,0,0,0,0,0,1,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Lavandula pedunculata,5,1,0,3,0,0,0,-0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Tuberaria guttata,1,1,0,1,0,0,0,-0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,observed,Andryala integrifolia,3,1,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Anthophora dispar,Bee,0,1,0,0,0,4,0,6,0,0,3,0,0,0,0,-0,0,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Apis mellifera,Bee,0,3,0,3,0,5,0,6,0,0,0,8,0,1,0,1,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Bombus terrestris,Bee,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Heliotaurus ruficollis,Coleoptera,0,1,0,0,0,4,0,6,0,0,3,0,0,0,0,-0,0,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Lasioglossum imminutus,Bee,0,1,0,0,0,4,0,6,0,0,3,0,0,0,0,-0,0,4,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Lasioglossum malachurum,Bee,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Panurgus banksianus,Bee,0,2,0,1,0,5,0,6,0,0,2,3,0,1,0,0,0,4,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Pieris brassicae,Lepidoptera,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Pseudoanthidium melanorum,Bee,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Rosmarinus officinalis,5,5,0,3,0,10,0,10,0,0,10,0,0,1,0,1,0,5,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Cistus salviifolius,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Halimium commutatum,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Lavandula pedunculata,5,2,0,3,0,1,0,0,0,6,1,0,0,1,0,1,0,-0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Tuberaria guttata,1,1,0,2,0,0,0,-0,0,5,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 1,Andryala integrifolia,3,1,0,1,0,0,0,-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Anthophora dispar,Bee,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,-0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Apis mellifera,Bee,0,2,0,1,0,3,0,3,0,0,1,3,0,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Bombus terrestris,Bee,0,3,0,3,0,3,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Heliotaurus ruficollis,Coleoptera,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,-0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Lasioglossum imminutus,Bee,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Lasioglossum malachurum,Bee,0,2,0,1,0,4,0,3,0,0,1,4,0,0,0,0,0,1,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Panurgus banksianus,Bee,0,1,0,0,0,3,0,3,0,0,2,0,0,0,0,-0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Pieris brassicae,Lepidoptera,0,1,0,0,0,3,0,3,0,0,2,0,0,0,0,-0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Pseudoanthidium melanorum,Bee,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,-0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Rosmarinus officinalis,5,4,0,2,0,6,0,4,0,1,6,0,0,0,0,0,0,1,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Cistus salviifolius,3,2,0,2,0,1,0,0,0,2,2,0,0,0,0,1,0,-0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Halimium commutatum,3,3,0,2,0,3,0,1,0,1,4,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Lavandula pedunculata,5,1,0,2,0,0,0,-0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Tuberaria guttata,1,2,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,-0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 2,Andryala integrifolia,3,1,0,1,0,0,0,-0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 3,Anthophora dispar,Bee,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 3,Apis mellifera,Bee,0,2,0,1,0,3,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0
12_8_bartomeus_spain_2008_LaCunya_unp,random 3,Bombus terrestris,Bee,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,-0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 3,Heliotaurus ruficollis,Coleoptera,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 3,Lasioglossum imminutus,Bee,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,-0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_8_bartomeus_spain_2008_LaCunya_unp,random 3,Lasioglossum malachurum,Bee,0,2,0,1,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0
12_8_bartomeus_spain_2008_LaCunya_unp,random 3,Panurgus banksianus,Bee,0,2,0,1,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0
