Network_id,Type_network,Node_id,Node_FG,np1,np2,np3,np4,np5,np6,np7,np8,np9,np10,np11,np12,np13,np14,np15,np16,np17,np18,np19,np20,np21,np22,np23,np24,np25,np26,np27,np28,np29,np30,np31,np32,np33,np34,np35,np36,np37,np38,np39,np40,np41,np42,np43,np44,np45,np46
1_5_bartomeus_spain_2008_miqop_1_2,observed,Andrena sp.,Bee,0,2,0,1,0,9,0,22,0,0,4,7,0,1,0,0,0,35,0,0,22,15,0,11,6,0,0,1,7,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,-0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Apis melifera,Bee,0,3,0,3,0,10,0,18,0,0,4,18,0,1,0,1,0,21,0,0,10,31,0,19,21,0,0,1,5,0,0,0,0,0,8,0,0,6,0,0,1,1,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Bombus terrestris,Bee,0,1,0,0,0,6,0,15,0,0,5,0,0,0,0,-0,0,20,0,0,21,0,0,15,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Dasytidae sp.,Coleoptera,0,2,0,1,0,7,0,21,0,0,5,7,0,0,0,0,0,35,0,0,26,21,0,13,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,-0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Gymnosoma rotundatum,Non-syrphids-diptera,0,1,0,0,0,7,0,21,0,0,6,0,0,0,0,-0,0,35,0,0,32,0,0,13,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Halictus gemmeus,Bee,0,2,0,1,0,9,0,22,0,0,4,7,0,1,0,0,0,35,0,0,22,15,0,11,6,0,0,1,7,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,-0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Halictus pyrenaeus,Bee,0,1,0,0,0,6,0,15,0,0,5,0,0,0,0,-0,0,20,0,0,21,0,0,15,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Mordella bipunctata,Coleoptera,0,1,0,0,0,7,0,21,0,0,6,0,0,0,0,-0,0,35,0,0,32,0,0,13,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Mordellistena pumila,Coleoptera,0,2,0,1,0,13,0,36,0,0,7,11,0,1,0,0,0,55,0,0,35,25,0,6,30,0,0,2,11,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,-0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Myrabilis quadripunctata,Coleoptera,0,3,0,3,0,14,0,36,0,0,5,24,0,2,0,1,0,55,0,0,21,56,0,8,37,0,0,1,16,0,0,0,0,0,10,0,0,8,0,0,1,2,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Oedemera barbara,Non-syrphids-diptera,0,1,0,0,0,3,0,3,0,0,3,0,0,0,0,-0,0,1,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Oedemera flavipes,Non-syrphids-diptera,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,-0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Osmia submicans,Bee,0,1,0,0,0,3,0,3,0,0,3,0,0,0,0,-0,0,1,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Oxythyrea funesta,Coleoptera,0,1,0,0,0,6,0,15,0,0,5,0,0,0,0,-0,0,20,0,0,21,0,0,15,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Panurgus calcaratus,Bee,0,2,0,1,0,3,0,3,0,0,2,3,0,0,0,0,0,1,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,-0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Trichodes apiarius,Coleoptera,0,1,0,0,0,7,0,21,0,0,6,0,0,0,0,-0,0,35,0,0,32,0,0,13,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1_5_bartomeus_spain_2008_miqop_1_2,observed,Xylocopa violacea,Bee,0,1,0,0,0,6,0,15,0,0,5,0,0,0,0,-0,0,20,0,0,21,0,0,15,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
