Network_id,Type_network,Node_id,Node_FG,np1,np2,np3,np4,np5,np6,np7,np8,np9,np10,np11,np12,np13,np14,np15,np16,np17,np18,np19,np20,np21,np22,np23,np24,np25,np26,np27,np28,np29,np30,np31,np32,np33,np34,np35,np36,np37,np38,np39,np40,np41,np42,np43,np44,np45,np46
7_1_lundgren_2005_greenland,observed,Eupeodes curtus,Syrphids,0,1,0,0,0,3,0,3,0,0,3,0,0,0,0,-0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7_1_lundgren_2005_greenland,observed,Nysius groenlandicus,Other_insects,0,4,0,6,0,3,0,3,0,0,0,9,0,0,0,4,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1
7_1_lundgren_2005_greenland,observed,Platycheirus hyperboreus,Syrphids,0,1,0,0,0,3,0,3,0,0,3,0,0,0,0,-0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7_1_lundgren_2005_greenland,observed,Platycheirus lundbecki,Syrphids,0,1,0,0,0,3,0,3,0,0,3,0,0,0,0,-0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7_1_lundgren_2005_greenland,observed,Dryas integrifolia,2,4,0,3,0,6,0,4,0,0,9,0,0,0,0,3,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0
7_1_lundgren_2005_greenland,observed,Epilobium latifolium,2,1,0,3,0,0,0,-0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7_1_lundgren_2005_greenland,observed,Persicaria vivipara,2,1,0,3,0,0,0,-0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7_1_lundgren_2005_greenland,observed,Silene suecica,2,1,0,3,0,0,0,-0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7_1_lundgren_2005_greenland,random 1,Eupeodes curtus,Syrphids,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,-0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7_1_lundgren_2005_greenland,random 1,Nysius groenlandicus,Other_insects,0,4,0,6,0,3,0,1,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1
7_1_lundgren_2005_greenland,random 1,Platycheirus hyperboreus,Syrphids,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0,-0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
7_1_lundgren_2005_greenland,random 1,Platycheirus lundbecki,Syrphids,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0,-0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
