Network_id,motif,nodes,observed_freq_sizeclass,expected_freq_sizeclass,percentil_sizeclass
1_6_bartomeus_spain_2008_selop_1_2,1,2,1,1,0
1_6_bartomeus_spain_2008_selop_1_2,2,3,0.1794871794871795,0.17907918936924888,0.53
1_6_bartomeus_spain_2008_selop_1_2,3,3,0.8205128205128205,0.8209208106307512,0.469
1_6_bartomeus_spain_2008_selop_1_2,4,4,0.501637197118533,0.5115412388835459,0.409
1_6_bartomeus_spain_2008_selop_1_2,5,4,0.43745907007203666,0.44166340140819277,0.444
1_6_bartomeus_spain_2008_selop_1_2,6,4,0.03732809430255403,0.026046346693639817,0.966
1_6_bartomeus_spain_2008_selop_1_2,7,4,0.023575638506876228,0.0207490130146215,0.697
1_6_bartomeus_spain_2008_selop_1_2,8,5,0.22842076047737997,0.24120884095626774,0.432
1_6_bartomeus_spain_2008_selop_1_2,9,5,0.3236192062170414,0.3336706816375256,0.238
1_6_bartomeus_spain_2008_selop_1_2,10,5,0.2087149597557591,0.2263190391303004,0.288
1_6_bartomeus_spain_2008_selop_1_2,11,5,0.1003330557868443,0.07080697972537867,0.98
1_6_bartomeus_spain_2008_selop_1_2,12,5,0.006938662225922842,0.003425408552105535,0.931
1_6_bartomeus_spain_2008_selop_1_2,13,5,0.06869275603663613,0.06045982045014733,0.713
1_6_bartomeus_spain_2008_selop_1_2,14,5,0.040660560643907856,0.04907500783586496,0.186
1_6_bartomeus_spain_2008_selop_1_2,15,5,0.019011934499028587,0.012820051972183295,0.915
1_6_bartomeus_spain_2008_selop_1_2,16,5,0.0012489592006661116,4.808081421165326e-4,0.945
1_6_bartomeus_spain_2008_selop_1_2,17,5,0.0023591451568137664,0.0017333615981099113,0.756
