Network_id,motif,nodes,observed_freq_sizeclass,expected_freq_sizeclass,percentil_sizeclass
18_1_bundgaard_2003_denmark,1,2,1,1,0
18_1_bundgaard_2003_denmark,2,3,0.597457627118644,0.5887382958287701,0.645
18_1_bundgaard_2003_denmark,3,3,0.4025423728813559,0.4112617041712298,0.355
18_1_bundgaard_2003_denmark,4,4,0.12147716229348883,0.11155696882727591,0.725
18_1_bundgaard_2003_denmark,5,4,0.4557823129251701,0.5243420766622858,0.015
18_1_bundgaard_2003_denmark,6,4,0.13313896987366375,0.12225414124429002,0.824
18_1_bundgaard_2003_denmark,7,4,0.28960155490767736,0.2418468132661482,0.93
18_1_bundgaard_2003_denmark,8,5,0.030954879328436515,0.023113773306576896,0.837
18_1_bundgaard_2003_denmark,9,5,0.1416579223504722,0.13396023293889217,0.666
18_1_bundgaard_2003_denmark,10,5,0.05141657922350472,0.09890488499683804,0.017
18_1_bundgaard_2003_denmark,11,5,0.11201469045120671,0.1088710393710124,0.616
18_1_bundgaard_2003_denmark,12,5,0.021511017838405037,0.017724801665397787,0.768
18_1_bundgaard_2003_denmark,13,5,0.24003147953830012,0.2048963205751988,0.919
18_1_bundgaard_2003_denmark,14,5,0.08315844700944386,0.14190532485440613,0.043
18_1_bundgaard_2003_denmark,15,5,0.15241343126967472,0.16277263878240705,0.178
18_1_bundgaard_2003_denmark,16,5,0.040136411332633785,0.027229008332012836,0.923
18_1_bundgaard_2003_denmark,17,5,0.12670514165792235,0.08062197517725789,0.96
