Network_id,motif,nodes,observed_freq_sizeclass,expected_freq_sizeclass,percentil_sizeclass
12_7_bartomeus_spain_2008_Esparragal_unp,1,2,1,1,0
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,0.2727272727272727,0.19898680417775988,0.903
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,0.7272727272727273,0.8010131958222402,0.054
12_7_bartomeus_spain_2008_Esparragal_unp,4,4,0.2857142857142857,0.40032269454609964,0.231
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,0.5714285714285714,0.5748954007422892,0.438
12_7_bartomeus_spain_2008_Esparragal_unp,6,4,0,0.002870728291316527,0
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,0.14285714285714285,0.02191117642029464,0.977
12_7_bartomeus_spain_2008_Esparragal_unp,8,5,0,0.13187165402915496,0
12_7_bartomeus_spain_2008_Esparragal_unp,9,5,0,0.39024230796523846,0
12_7_bartomeus_spain_2008_Esparragal_unp,10,5,0.3333333333333333,0.3372504304622922,0.463
12_7_bartomeus_spain_2008_Esparragal_unp,11,5,0,0.011922222222222223,0
12_7_bartomeus_spain_2008_Esparragal_unp,12,5,0,0,0
12_7_bartomeus_spain_2008_Esparragal_unp,13,5,0.6666666666666666,0.07797969345461463,0.998
12_7_bartomeus_spain_2008_Esparragal_unp,14,5,0,0.049739328901103816,0
12_7_bartomeus_spain_2008_Esparragal_unp,15,5,0,0,0
12_7_bartomeus_spain_2008_Esparragal_unp,16,5,0,0,0
12_7_bartomeus_spain_2008_Esparragal_unp,17,5,0,9.94362965373725e-4,0
