Motif_pattern_id,Motif_functional_ID,Mean_normalize_sum,Mean_normalize_sizeclass,Mean_normalize_nodesets,Sd_normalize_sum,Sd_normalize_sizeclass,Sd_normalize_nodesets
8,1_Bee_Coleoptera_Coleoptera_Non-syrphids-diptera,8.998041549995961e-4,0.001110579697139646,1.4309599324689275e-5,0.00311257320153753,0.0038790327901283474,5.1818380067454394e-5
4,2_Bee_Coleoptera_Non-syrphids-diptera,3.873718043737409e-4,0.00271369453644979,5.179932141806603e-5,0.0011964063514414245,0.008384526489970696,1.5838093627139286e-4
8,2_Bee_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,3.462790952059351e-4,4.254473235431886e-4,4.171719482945976e-6,0.0012373313064324239,0.0015152407802838039,1.624376885614583e-5
4,2_Bee_Bee_Non-syrphids-diptera,0.002436490632006071,0.013261981860204384,3.000623293657593e-4,0.004954878318544078,0.02610745336261523,6.302471802373306e-4
8,2_Bee_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera,8.836602665974317e-4,0.0011095327141159336,1.0466803399731112e-5,0.003441287483487677,0.004346873447108819,4.494044685702445e-5
9,1_2_Bee_Coleoptera_Non-syrphids-diptera,2.1104901364696633e-4,2.556793730318275e-4,5.928178392344092e-6,9.974370952294945e-4,0.001202992731352402,2.812955433460265e-5
9,2_2_Bee_Coleoptera_Bee,2.4480075943803046e-4,2.93673255303287e-4,7.272879657708093e-6,9.952872701558873e-4,0.0011975172745270436,2.8506446674501814e-5
10,1_2_Bee_Bee_Non-syrphids-diptera,3.621965698134945e-4,4.5565043848114385e-4,9.729107559077196e-6,0.001294815062554235,0.0016248015323287721,3.46976437568721e-5
4,2_Bee_Bee_Coleoptera,4.4323367772533285e-4,0.0029888870825394366,6.51159963580657e-5,0.0016208774565499096,0.010484430545373274,2.336208251039456e-4
8,2_Bee_Bee_Coleoptera_Non-bee-Hymenoptera,3.697528804164563e-4,4.5726685431495006e-4,5.904889902505389e-6,0.0017256435509611233,0.0021461929750428974,3.121524191340763e-5
10,1_2_Bee_Non-syrphids-diptera_Bee,2.5733145186562415e-4,3.132374104693301e-4,1.2570589527746417e-5,9.25990741620804e-4,0.0011163595330878275,3.8663471273624636e-5
9,2_2_Coleoptera_Non-syrphids-diptera_Bee,2.050705728438491e-4,2.4411032362919275e-4,5.943600050016851e-6,9.126768490619609e-4,0.0010952764620362054,2.569575226099417e-5
9,2_2_Bee_Non-syrphids-diptera_Bee,0.0010730954769531608,0.0014706657376311876,4.05525226802849e-5,0.002157699315014307,0.003078574267531344,1.3256682308807218e-4
10,1_2_Bee_Coleoptera_Non-syrphids-diptera,3.6826718758713693e-4,4.544403762773031e-4,1.0529239454179338e-5,0.001603487474026842,0.001991196717183057,4.487332206857231e-5
4,1_Bee_Bee_Coleoptera,8.285675163110628e-4,0.005227171737886792,1.2886417029889943e-4,0.002597101570064168,0.0157424466680557,4.293701005594923e-4
4,2_Bee_Coleoptera_Coleoptera,2.4556552256266935e-4,0.0016927027567952661,3.540672225415862e-5,9.256209410083929e-4,0.006371016516681533,1.2769930569628575e-4
8,2_Bee_Bee_Non-syrphids-diptera_Non-syrphids-diptera,0.0016648528016737201,0.0021833248528298215,3.640780431386354e-5,0.003564562162385869,0.004692004019855434,1.1803318810715739e-4
8,2_Bee_Coleoptera_Coleoptera_Non-bee-Hymenoptera,1.870501956371222e-4,2.2858675036285976e-4,2.6182648877956542e-6,9.169239419638516e-4,0.00111671519926677,1.2535167912086483e-5
9,1_2_Bee_Coleoptera_Coleoptera,2.0001796646760644e-4,2.4160762915917725e-4,5.5218482604273725e-6,8.328229229339072e-4,0.0010035863897429698,2.3675481433286062e-5
8,1_Bee_Bee_Bee_Non-syrphids-diptera,0.002351671277802215,0.003036323962771129,2.7763112746439475e-5,0.009866058638264641,0.012910008558791977,1.5243294804434442e-4
4,2_Bee_Bee_Lepidoptera,4.953299577176247e-4,0.00290077745334393,7.873720620344229e-5,0.0015657491843252172,0.008713070924099155,2.2578471763952057e-4
8,2_Bee_Bee_Lepidoptera_Non-bee-Hymenoptera,1.8455008528014223e-4,2.319038476371189e-4,1.151550273879066e-6,8.017567838629595e-4,9.934369062313821e-4,7.033222127177898e-6
8,2_Bee_Bee_Lepidoptera_Non-syrphids-diptera,8.8819450569302e-4,0.0011568078536125098,1.7238644819222316e-5,0.002940113416146906,0.003952456744248862,7.996196685365354e-5
9,2_2_Coleoptera_Coleoptera_Bee,1.4392825412959905e-4,1.7314517660110357e-4,4.090172148671309e-6,7.155156946031514e-4,8.616860831418595e-4,2.0505232311277312e-5
9,1_1_Bee_Coleoptera_Non-syrphids-diptera,1.9041596720933493e-4,2.2964844722608616e-4,5.151875701259013e-6,7.316594433145868e-4,8.802176102431399e-4,2.0860001332258563e-5
9,1_2_Bee_Bee_Coleoptera,3.6326889956901485e-4,4.477647057609152e-4,9.690091208944825e-6,0.001597907035746671,0.001993938669250908,4.378956203166022e-5
11,2_2_Bee_Bee_Bee,3.9753944086194323e-4,5.101185425068547e-4,1.8765114039849454e-5,9.98954025519513e-4,0.0012663636137025284,7.499342402766719e-5
9,2_2_Bee_Lepidoptera_Bee,1.8705204952271934e-4,2.283289691316968e-4,5.680828600598928e-6,0.00069970191804719225,8.556925791985485e-4,2.0126897888473862e-5
4,1_Bee_Coleoptera_Non-syrphids-diptera,5.644157539907133e-4,0.003698482654943137,8.078149322436157e-5,0.001872314916713591,0.011750439405597474,2.700703149638923e-4
10,2_2_Coleoptera_Non-syrphids-diptera_Bee,1.2990525776170186e-4,1.5577985177413372e-4,3.838824880233138e-6,5.917864686161125e-4,7.125870801545388e-4,1.698571882491616e-5
9,1_1_Bee_Bee_Non-syrphids-diptera,2.1344562017357836e-4,2.6243968960000194e-4,7.758108391817892e-6,7.400218174556094e-4,9.125127886470515e-4,2.7570934601388138e-5
9,1_2_Bee_Non-syrphids-diptera_Bee,6.412101537820077e-4,8.31296928699655e-4,3.1407421818779815e-5,0.001393008228457506,0.0018825732288573855,0.00012884851420545869
8,2_Coleoptera_Coleoptera_Coleoptera_Non-syrphids-diptera,1.0708187100692196e-4,1.290257311410362e-4,1.375283635421148e-6,5.605918853189483e-4,6.749222172485836e-4,6.4095326788303425e-6
9,3_1_Bee_Coleoptera_Non-syrphids-diptera,2.766928100418047e-4,3.349409827145108e-4,6.962229525171171e-6,8.862362916435217e-4,0.0010783858915065767,2.491828581394461e-5
9,2_1_Bee_Bee_Coleoptera,1.257403033265355e-4,1.5194922204472477e-4,3.6571169910535037e-6,5.82415541415692e-4,7.020807205242772e-4,1.6945070543448183e-5
9,2_1_Bee_Coleoptera_Bee,3.3078914359126757e-4,4.123958646811818e-4,1.1218993941480172e-5,0.0010005957208876393,0.001252534419615204,3.804095601218044e-5
3,2_Bee_Bee,0.005012341842652925,0.07241282645865642,0.0038325575207348236,0.01079267219215605,0.1101376365693844,0.006936116571618688
4,2_Bee_Bee_Non-bee-Hymenoptera,6.795022031836507e-4,0.00366160645514206,6.861851952665667e-5,0.0020549515163000454,0.011303642119034708,2.2268917490256455e-4
9,1_2_Bee_Bee_Non-syrphids-diptera,4.7303784845653424e-4,6.170358365982958e-4,1.1374704830174295e-5,0.002124946058636247,0.002842924377359499,4.8222998351858384e-5
5,2_2_Bee_Bee,0.001922308354105429,0.008952301190677846,5.017804654813374e-4,0.0041142593668526475,0.01638406888491031,0.0011059868454498824
9,2_2_Bee_Non-bee-Hymenoptera_Bee,2.5897266641586574e-4,3.795406877910846e-4,1.0828732319220463e-5,9.063713768622968e-4,0.0014150258961015771,4.6905560368063745e-5
10,2_2_Bee_Non-bee-Hymenoptera_Bee,5.775415618279523e-4,0.0010119599681908443,3.565950579899507e-5,0.0030026691505529407,0.005752363241729079,2.1878734801170752e-4
4,1_Bee_Coleoptera_Coleoptera,4.7254206828045096e-4,0.0030210669448584248,6.874069256891996e-5,0.0015674811341297027,0.009703816251556582,2.279609679248219e-4
10,1_NA_Bee_Coleoptera_Non-syrphids-diptera,1.4982667452939744e-4,1.7920072391392354e-4,3.972006233844466e-6,6.233815782531472e-4,7.512204807076186e-4,1.8641698739502873e-5
10,1_1_Bee_Bee_Non-syrphids-diptera,1.4580932480996096e-4,1.7882198658903108e-4,5.015011493362579e-6,5.935231374804481e-4,7.25685085474279e-4,2.033270613228986e-5
9,1_2_Bee_Coleoptera_Bee,2.9548629625649196e-4,3.616345547366865e-4,7.720709153058017e-6,0.0011622187930992083,0.0014484949769987899,3.1748714252606795e-5
10,2_NA_Bee_Coleoptera_Coleoptera,1.6872013930704333e-4,2.0277030008372746e-4,4.622469770194472e-6,6.726843711298205e-4,8.095805573036997e-4,1.932314239402799e-5
9,NA_2_Bee_Coleoptera_Coleoptera,1.2713510072149116e-4,1.5262899109683376e-4,3.4286408307997077e-6,5.333442007498348e-4,6.414522768423332e-4,1.5035681217094228e-5
9,1_2_Bee_Lepidoptera_Bee,2.1760822494440834e-4,2.723082168415637e-4,6.400458785464717e-6,6.431477609376584e-4,8.127513480419815e-4,1.7814958291841485e-5
9,3_2_Bee_Coleoptera_Non-syrphids-diptera,1.73482987945634e-4,2.1040040980848559e-4,4.830488792112281e-6,5.929154191188716e-4,7.215863892516142e-4,1.7376970825842878e-5
4,1_Bee_Bee_Non-syrphids-diptera,0.001134144045070295,0.0064610912738155115,1.113899077563499e-4,0.004256581298312555,0.022697424923721846,4.487180539025991e-4
8,1_Bee_Coleoptera_Coleoptera_Coleoptera,3.5251641176837573e-4,4.3690422658300464e-4,5.755109440445336e-6,0.0012877043421801483,0.0016094530223372252,2.2683428190910293e-5
9,3_1_Bee_Bee_Non-syrphids-diptera,2.7586389118179074e-4,3.389956637552047e-4,9.101505769517115e-6,9.015603593472505e-4,0.001100478700843821,3.049676194364663e-5
9,2_1_Bee_Bee_Bee,5.031052179827326e-4,6.229275157591e-4,3.183714789321359e-5,0.0018882711341189533,0.002384005332199887,1.3261403167283151e-4
9,5_2_Bee_Bee_Bee,0.0012175994693664253,0.0019129838183212433,2.002184135318338e-5,0.004914720511962372,0.008232809829863616,9.792501644747055e-5
11,1_2_Bee_Coleoptera_Non-syrphids-diptera,1.5391596041938748e-4,1.8941958638774416e-4,4.353025929187693e-6,6.568416917828072e-4,8.120472320458932e-4,1.8358703170851027e-5
9,NA_2_Bee_Bee_Coleoptera,1.1360204577140041e-4,1.35664560442895e-4,2.7546394238848765e-6,4.985122770342586e-4,5.957064701058577e-4,1.250146271427616e-5
10,1_1_Bee_Coleoptera_Non-syrphids-diptera,2.0787993943429658e-4,2.579534839645581e-4,7.120367063682354e-6,7.013367932580243e-4,8.7463210554604e-4,2.5922466769980882e-5
10,1_NA_Bee_Coleoptera_Coleoptera,1.0194410830979788e-4,1.2390957100989007e-4,2.929023215941581e-6,4.360356895460177e-4,5.282104562341936e-4,1.2521237255555194e-5
8,1_Bee_Bee_Bee_Bee,0.0013228892854573735,0.0016810557142732743,3.831348697921403e-5,0.0060350498382775114,0.0077349597888777795,1.826940894516651e-4
10,1_2_Bee_Non-syrphids-diptera_Coleoptera,1.329392926593492e-4,1.6337001142311213e-4,3.671768160481872e-6,5.699666132935845e-4,7.039516096868323e-4,1.5831288205935508e-5
8,2_Coleoptera_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,1.0085132009154588e-4,1.1843985700949312e-4,1.220598842304635e-6,4.447076929236497e-4,5.232650339509286e-4,5.013390188736047e-6
9,2_1_Bee_Coleoptera_Coleoptera,1.2955070308737123e-4,1.5948116682714308e-4,3.608272319854147e-6,5.704518338375337e-4,7.058559935154968e-4,1.585577984792497e-5
11,2_2_Coleoptera_Bee_Bee,6.740563786701952e-5,8.071521089976552e-5,2.3800045329153754e-6,3.587777022086285e-4,4.3154638367998876e-4,1.0851985102432724e-5
9,1_2_Coleoptera_Coleoptera_Non-syrphids-diptera,6.721153009486253e-5,8.114730138801151e-5,1.91699854744206e-6,3.5736268672032184e-4,4.3015216562431347e-4,1.009903294472258e-5
10,2_2_Coleoptera_Lepidoptera_Bee,6.977201058356153e-5,8.347414798401528e-5,1.8508161536453588e-6,3.554214508751018e-4,4.274170512612924e-4,9.934883362857018e-6
11,2_1_Bee_Coleoptera_Non-syrphids-diptera,9.83530022227491e-5,1.1969923930379609e-4,2.9350393797067665e-6,4.2049003587634094e-4,5.089869606647008e-4,1.244938086445963e-5
4,1_Bee_Bee_Bee,9.530647285599458e-4,0.0056830661242282384,1.8284691506236024e-4,0.003958815283813723,0.02263531081322738,7.900361806929334e-4
4,2_Coleoptera_Coleoptera_Non-syrphids-diptera,9.048079640198548e-5,6.450120168446818e-4,1.3265808284563654e-5,3.7975123099373277e-4,0.002671340332155594,5.248033965430345e-5
5,1_2_Bee_Bee,6.634728137343472e-4,0.003643462688046682,2.1016983946508616e-4,0.0013874423243825601,0.006795408197325402,4.265680135239117e-4
8,2_Coleoptera_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,6.904042702939813e-5,8.324473776184267e-5,8.458892007670993e-7,3.5737275082018224e-4,4.306682309457361e-4,3.969712175490275e-6
9,1_2_Bee_Non-bee-Hymenoptera_Bee,1.1962530373304752e-4,1.4750380024167818e-4,3.125598992957606e-6,4.644405835855375e-4,5.715974469687095e-4,1.2420518057447657e-5
8,2_Bee_Bee_Lepidoptera_Lepidoptera,6.804763869987933e-5,8.38134255868229e-5,5.702104270044989e-7,3.4764148068782005e-4,4.204008199983846e-4,3.5243611721831402e-6
9,2_1_Bee_Bee_Non-syrphids-diptera,1.4584612918740842e-4,1.797013351767774e-4,4.22541865955664e-6,6.04851452763627e-4,7.493191568764617e-4,1.7174568848105402e-5
3,2_Bee_Coleoptera,1.7232624518405396e-4,0.0069396309847641535,3.378085280730883e-4,5.63742822137317e-4,0.020540460937935247,0.001023338466333024
4,2_Bee_Coleoptera_Non-bee-Hymenoptera,1.480667829498028e-4,9.588575680081145e-4,2.09498906773338e-5,6.811604830095687e-4,0.004266963406337301,9.99049642585491e-5
9,1_2_Bee_Coleoptera_Non-bee-Hymenoptera,6.657312662145536e-5,8.124998795926536e-5,1.8564109958365608e-6,3.448063795571812e-4,4.181007188905468e-4,9.640389535587345e-6
9,1_2_Bee_Non-syrphids-diptera_Coleoptera,6.831009152877837e-5,8.194876871602495e-5,1.8132191429476652e-6,3.287772160828766e-4,3.9494981872863715e-4,9.039749482828402e-6
9,NA_1_Bee_Bee_Coleoptera,1.993935963355366e-4,2.4273154738279953e-4,5.574277835795296e-6,7.171986548092186e-4,8.832466256447673e-4,2.2116761376157575e-5
9,NA_1_Bee_Bee_Non-syrphids-diptera,1.2111863981065852e-4,1.442130687562601e-4,3.6541815912833096e-6,4.7241502116730387e-4,5.65495064970321e-4,1.4707678939955788e-5
9,1_1_Bee_Bee_Bee,6.858649582407775e-4,8.682694664827473e-4,2.8735181595890345e-5,0.0034893650488416047,0.00446581990296071,1.6538068838279076e-4
3,1_Bee_Coleoptera,3.729303885870164e-4,0.012363180721094023,6.39288849977023e-4,0.0011282716815152378,0.03455717623619499,0.001919413930158823
3,2_Bee_Non-syrphids-diptera,0.0013009424953775062,0.028322101609254927,0.001374957184645166,0.002461392140435419,0.035871293148936965,0.002193817574851926
4,2_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera,3.0235057280829977e-4,0.0019037178429902478,3.082308355681658e-5,7.754933486458783e-4,0.004496579603889346,7.802558952362633e-5
4,2_Bee_Non-syrphids-diptera_Non-syrphids-diptera,9.877352761718278e-4,0.005822463863949859,1.4412057256682587e-4,0.0020733241253360563,0.010848799338137155,4.0147296989466414e-4
8,1_Bee_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,3.56434431388658e-4,4.3352522397482337e-4,4.95452531591569e-6,0.0012709819799128438,0.0015592033939900044,1.963043579238539e-5
8,2_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,4.7624702201782025e-4,5.982678900903915e-4,3.652244769629155e-6,0.0014371153718735275,0.0018936437705034026,9.321706006727036e-6
9,NA_2_Bee_Coleoptera_Non-syrphids-diptera,9.475455403078924e-5,1.1295381370923713e-4,2.493311860552521e-6,3.4797079346955115e-4,4.178364437099482e-4,9.749191872201176e-6
13,1_2_2_Bee_Bee,2.9199607018540137e-4,3.740439368142368e-4,7.434406640757629e-5,8.036068519728374e-4,0.0010581806603700756,3.264821104337646e-4
5,2_2_Coleoptera_Bee,7.718138806711155e-5,5.601965536983414e-4,3.631202322283688e-5,3.0675018700107186e-4,0.002160389248806942,1.4426445829615088e-4
9,2_2_Coleoptera_Non-bee-Hymenoptera_Bee,4.713526586419344e-5,5.6535560525002336e-5,1.302983288639548e-6,2.847094617303178e-4,3.424672127667421e-4,7.978865938071894e-6
10,2_2_Coleoptera_Non-bee-Hymenoptera_Bee,4.8879659301975316e-5,5.9062132017921204e-5,1.3791603314234695e-6,2.8691976012518405e-4,3.4547427614201254e-4,8.042990360515852e-6
9,1_1_Bee_Bee_Coleoptera,2.6206741508938696e-4,3.254528506870778e-4,7.394326579607056e-6,0.0011075362679389704,0.0013857515994434846,3.294243775113389e-5
9,2_1_Bee_Non-syrphids-diptera_Bee,2.3936677921842565e-4,3.0009908169616043e-4,1.0118388451264697e-5,9.774224168179733e-4,0.001243532230948732,4.480630244981634e-5
10,1_1_Bee_Bee_Coleoptera,2.3058595304635356e-4,2.8678396913803033e-4,6.842020883211048e-6,0.0012476043779808214,0.0015605768365904782,3.782204465632617e-5
10,2_NA_Bee_Bee_Coleoptera,1.8566893515338783e-4,2.2206791661526836e-4,4.6187296497323614e-6,7.654861533097523e-4,9.123374776436843e-4,1.852186203170991e-5
11,1_1_Bee_Bee_Coleoptera,1.9162526276110648e-4,2.377821552509136e-4,5.585214001259141e-6,9.267269638975989e-4,0.001157542563459277,2.7974566106604953e-5
11,1_1_Bee_Bee_Non-syrphids-diptera,1.349053775269438e-4,1.6881491294485693e-4,5.27202597845356e-6,6.204980856914976e-4,7.855454884629608e-4,2.7649733381444212e-5
11,1_1_Bee_Coleoptera_Non-syrphids-diptera,6.363175673305927e-5,7.749993153489227e-5,1.7117113882048012e-6,3.1227931696328835e-4,3.792980018563386e-4,8.726222346453394e-6
11,2_2_Non-syrphids-diptera_Bee_Bee,2.3195594975729044e-4,3.212695152237831e-4,6.079973714839206e-6,6.643351056205861e-4,9.85611346813826e-4,1.75929751423699e-5
5,1_1_Bee_Non-syrphids-diptera,1.5287882369161888e-4,9.093542692554766e-4,6.511717577455727e-5,4.8397422332731646e-4,0.002732823960029267,2.0949510378512811e-4
9,1_1_Bee_Coleoptera_Bee,5.033472885474446e-4,6.316827588886875e-4,1.8489945066242917e-5,0.001994196545058969,0.0025422124619885952,9.08963694619858e-5
9,5_2_Bee_Coleoptera_Bee,2.193176095971068e-4,2.717755253733193e-4,5.821317772283854e-6,0.0011322063370337997,0.0014215071695535284,3.119969712432659e-5
9,NA_1_Bee_Coleoptera_Coleoptera,1.4390386841932942e-4,1.7514868573086946e-4,3.7035472960510687e-6,6.013630981804265e-4,7.44057239749085e-4,1.767065527623821e-5
11,NA_1_Bee_Coleoptera_Non-syrphids-diptera,6.444233115139358e-5,7.743198243689454e-5,1.81446209200753e-6,3.0318723721088647e-4,3.6553329796835363e-4,8.921373199357876e-6
13,1_3_1_Bee_Non-syrphids-diptera,1.169825979083025e-4,1.4182482463010541e-4,1.5570409039430353e-5,3.871389724959565e-4,4.6861022372184747e-4,5.9822906970042e-5
10,1_1_Bee_Bee_Bee,6.05594647864636e-4,7.69693360891434e-4,2.6069084270718913e-5,0.00322356051159424,0.00412442009724979,1.520792426502704e-4
9,5_2_Bee_Non-syrphids-diptera_Bee,1.309563226678173e-4,1.5822211863472373e-4,3.2590498608464833e-6,4.8170220503358297e-4,5.910316391666028e-4,1.2747288439488936e-5
9,2_2_Non-syrphids-diptera_Non-syrphids-diptera_Bee,4.0312249990927273e-4,5.420369899419553e-4,1.7232839865282596e-5,0.001067714029052107,0.001501456967724719,6.693202336084244e-5
10,2_2_Non-syrphids-diptera_Non-syrphids-diptera_Bee,2.14715853836734e-4,3.0774197734372737e-4,3.690820129251299e-6,7.878631003897722e-4,0.0011908064959120642,1.1677634666303512e-5
11,1_2_Bee_Coleoptera_Coleoptera,1.0283701526807464e-4,1.2686487944707853e-4,2.8563615943449174e-6,4.6119217100949993e-4,5.732105322287991e-4,1.2787602824302564e-5
13,1_2_1_Bee_Non-syrphids-diptera,7.094767422286377e-5,8.689126291923885e-5,9.64910570349636e-6,3.063034235370803e-4,3.740624183573617e-4,4.626187929673702e-5
13,1_NA_1_Bee_Non-syrphids-diptera,7.356618390754111e-5,8.743401121509093e-5,9.123772330339704e-6,2.9199511903354455e-4,3.4654250541655255e-4,4.5229139949372664e-5
5,2_2_Non-syrphids-diptera_Bee,6.050332767419201e-4,0.0031243614621968966,1.5802537825754877e-4,0.0014660084515595076,0.006685000539064379,3.7128857851217425e-4
9,2_2_Non-bee-Hymenoptera_Non-syrphids-diptera_Bee,6.16334711390588e-5,7.38309959385929e-5,1.5975515564088295e-6,2.582901351562624e-4,3.1095792445825485e-4,6.9809003771978935e-6
10,2_2_Non-bee-Hymenoptera_Non-syrphids-diptera_Bee,4.696977860132302e-5,5.5833118461287314e-5,1.4899313169941365e-6,2.4097470994701372e-4,2.8952285988308304e-4,7.00622526382242e-6
5,1_2_Bee_Coleoptera,1.4021930806638425e-4,9.250563785135149e-4,4.7120992037286834e-5,5.696423542357633e-4,0.003589698644081745,1.8382561504200665e-4
9,1_2_Bee_Non-bee-Hymenoptera_Coleoptera,7.142544626994097e-5,8.802016466208137e-5,1.984073729157393e-6,3.4679166656863974e-4,4.280612472448424e-4,9.628385554904856e-6
9,1_2_Bee_Non-syrphids-diptera_Non-bee-Hymenoptera,3.361540392269353e-5,4.043737060041408e-5,9.42684766214178e-7,2.3289435004422138e-4,2.8015832161763673e-4,6.531111642416581e-6
9,NA_2_Bee_Non-syrphids-diptera_Coleoptera,4.459823556027766e-5,5.3810931605249955e-5,1.316862771971131e-6,2.4346574232312506e-4,2.932046928439096e-4,6.97534129955253e-6
10,1_1_Bee_Coleoptera_Coleoptera,3.2569151269745705e-4,4.0666471426157886e-4,9.433219737459667e-6,0.0014533283835972224,0.0018217750856623165,4.306709038711947e-5
9,NA_1_Bee_Coleoptera_Non-syrphids-diptera,1.0136050204334408e-4,1.1787188951325535e-4,1.6832532808208683e-6,4.1493974176420607e-4,4.7718303229705555e-4,7.975917900048867e-6
10,2_NA_Bee_Coleoptera_Non-syrphids-diptera,1.1542938066217163e-4,1.3662298982219392e-4,2.983708001218794e-6,3.4598240355914194e-4,4.133193128911264e-4,8.998756191021983e-6
11,1_2_Coleoptera_Coleoptera_Non-syrphids-diptera,5.8676518667535894e-5,7.106482751380079e-5,1.7430869755782467e-6,2.638790979996171e-4,3.185674920402605e-4,7.841542194790708e-6
14,1_2_2_Bee_Coleoptera,7.064557081618827e-5,8.638791807812197e-5,9.094021457646627e-6,2.848016285914749e-4,3.485387361924912e-4,4.1897980280512914e-5
9,3_2_Bee_Bee_Non-syrphids-diptera,0.0010746693560975571,0.0014222309854132963,2.3937173259085144e-5,0.00531784167792509,0.007190636324881406,1.1572359461858941e-4
9,3_2_Bee_Coleoptera_Coleoptera,1.4997585884040965e-4,1.8262150598941776e-4,4.175225859102221e-6,5.073152097239908e-4,6.205284435796261e-4,1.527474580093476e-5
9,3_2_Bee_Coleoptera_Non-bee-Hymenoptera,3.156591793370815e-5,3.7958752100604375e-5,8.881536111444032e-7,2.1734387469880134e-4,2.614534109262496e-4,6.094750678850507e-6
