x,y,PANEL,group,flipped_aes,colour,size,linetype,alpha,repetition
0,0.5297204574111369,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.01,0.5268564288875935,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.02,0.52399240036405,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.03,0.5211283718405066,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.04,0.5182643433169632,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.05,0.5154003147934199,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.06,0.5125362862698764,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.07,0.509672257746333,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.08,0.5068082292227896,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.09,0.5039442006992462,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.1,0.5010801721757027,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.11,0.4982161436521592,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.12,0.4953521151286158,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.13,0.4924880866050723,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.14,0.4896240580815289,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.15,0.48676002955798553,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.16,0.483896001034442,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.17,0.48103197251089863,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.18,0.47816794398735524,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.19,0.4753039154638118,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.2,0.4724398869402684,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.21,0.46957585841672494,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.22,0.46671182989318155,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.23,0.4638478013696381,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.24,0.46098377284609465,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.25,0.45811974432255126,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.26,0.45525571579900787,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.27,0.4523916872754644,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.28,0.44952765875192097,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.29,0.4466636302283776,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.3,0.4437996017048341,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.31,0.44093557318129073,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.32,0.4380715446577473,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.33,0.4352075161342039,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.34,0.43234348761066044,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.35000000000000003,0.429479459087117,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.36,0.4266154305635736,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.37,0.42375140204003015,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.38,0.42088737351648675,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.39,0.4180233449929433,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.4,0.4151593164693999,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.41000000000000003,0.41229528794585646,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.42,0.409431259422313,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.43,0.4065672308987696,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.44,0.4037032023752262,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.45,0.4008391738516827,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.46,0.3979751453281393,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.47000000000000003,0.39511111680459593,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.48,0.3922470882810525,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.49,0.38938305975750903,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.5,0.38651903123396564,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.51,0.38365500271042224,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.52,0.3807909741868788,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.53,0.37792694566333535,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.54,0.37506291713979195,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.55,0.3721988886162485,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.56,0.36933486009270505,1,-1,FALSE,#008DFFFF,1,1,NA,1
