position,Node_FG,mean,SE,mean_natural_units
12,Lepidoptera,4.098680357992796,1.029339567638096,60.26071253596663
12,Lizards,4.403467027309818,1.153583664765015,81.73375114832517
12,Non-bee-Hymenoptera,4.067871120260536,1.0048339880481656,58.43243446036549
12,Non-syrphids-diptera,5.7054948840409985,0.9992858389854651,300.51416291850074
12,Other_insects,2.0448894321376523,1.6926738588867103,7.728303988616313
12,Syrphids,5.009563132322942,0.9900070850359981,149.83926191801422
14,Bee,5.342680460094391,0.6877951828267799,209.07237002590495
14,Birds,2.072657592794922,1.1261361058744093,7.945912081194777
14,Coleoptera,2.9904829000728803,1.0371661744109093,19.89528760805825
14,Lepidoptera,2.0292539652466512,1.0938282179641576,7.608408104092355
14,Lizards,2.68170146055824,1.133531854938976,14.609930380530056
14,Non-bee-Hymenoptera,2.2515604154910225,1.0275032796794514,9.502552203170096
14,Non-syrphids-diptera,4.044924138566106,0.9995919705247591,57.10685366201304
14,Other_insects,-0.2927684993984201,1.5515041716262559,0.7461948652637339
14,Syrphids,3.3961172157724846,0.9977178523697177,29.847981489876826
16,Bee,6.670773437625857,0.7312032601116368,789.0056151593873
16,Birds,2.639624808094873,1.2668585956237397,14.007946953363847
16,Coleoptera,2.724534459236513,1.1973294207244858,15.249313097262636
16,Lepidoptera,1.797089373263975,1.2615477504038157,6.0320647994598415
16,Lizards,2.6825139325603287,1.3011405752409124,14.621805363308985
16,Non-bee-Hymenoptera,2.354209526467643,1.1673700098182955,10.529802041248905
16,Non-syrphids-diptera,3.946422883598245,1.1328349247543235,51.74991986274271
16,Other_insects,-0.6740678389277086,2.6654767473293686,0.5096312576804811
16,Syrphids,3.4433985231248796,1.1223703075688567,31.293128075092643
18,Bee,9.005841775360134,0.6875596156667663,8150.558857530553
18,Birds,5.319960054740001,1.1107405528636018,204.3757179887199
18,Coleoptera,7.494185908875128,0.9843463719332235,1797.5607911836184
18,Lepidoptera,6.670073501893739,1.003373897513291,788.4535551622932
18,Lizards,6.769176627417931,1.1150579647129844,870.5947749354277
18,Non-bee-Hymenoptera,7.08011729559211,0.9837059008693363,1188.107870152387
18,Non-syrphids-diptera,8.584865969787224,0.9833949619935796,5350.075595483944
18,Other_insects,5.6093271536523925,1.339136001859495,272.9605157172116
18,Syrphids,7.6988291469501675,0.9650255191633363,2205.763854023881
21,Bee,8.478905273726927,0.6145603181408372,4812.17899352386
21,Birds,5.6281270308171,0.9673226502798324,278.1406805445045
21,Coleoptera,7.13190499667956,0.8572053859249663,1251.258340923025
21,Lepidoptera,6.574063096096797,0.870727286182372,716.2742297634165
21,Lizards,6.504996932218796,0.9697697861874242,668.4736186205045
21,Non-bee-Hymenoptera,6.83785758530637,0.8570762891139996,932.489214570056
21,Non-syrphids-diptera,8.222203162778605,0.8590751885960524,3722.69505748588
21,Other_insects,5.365491752772232,1.1524133850100018,213.8963929670935
21,Syrphids,7.282401324667312,0.846326252557235,1454.4765052615337
22,Bee,9.370168026785407,0.729684077771665,11733.086394641883
22,Birds,4.662097612403766,1.3774627968005881,105.8578982736636
22,Coleoptera,5.800153764878159,1.2470480121650378,330.35035228617585
22,Lepidoptera,5.658681666803782,1.1941216894680073,286.77033439122135
22,Lizards,5.722583345032001,1.3836401090429598,305.6936158691974
22,Non-bee-Hymenoptera,5.225421132036755,1.2159390449819072,185.93945910300818
22,Non-syrphids-diptera,7.03689196498125,1.2027167422945735,1137.8456411052864
22,Other_insects,3.0272956664997572,1.9322752826472005,20.641335985531157
22,Syrphids,6.200030907232279,1.20469996913483,492.76427083767777
24,Bee,7.5740614279817695,0.5954400309372725,1947.031975083389
24,Birds,5.593606744162764,0.8923987951495934,268.7030171259911
24,Coleoptera,6.085914130281275,0.7968230080959037,439.62150037345845
24,Lepidoptera,5.986000591819059,0.8082226223050373,397.82037798572753
24,Lizards,5.76359298542598,0.8924481379266304,318.4906077052713
24,Non-bee-Hymenoptera,6.046880089874474,0.7993568000660501,422.7918974870229
24,Non-syrphids-diptera,7.185889542179837,0.7970764404776314,1320.663501810927
24,Other_insects,4.688037854513029,1.044399873412725,108.63980343811293
24,Syrphids,6.467541966623061,0.7894155232986632,643.8990548063126
25,Bee,8.512700766794126,0.703493840619055,4977.588256117043
25,Birds,3.8230098870092064,1.3232613107527686,45.74167861628358
25,Coleoptera,4.98128589512941,1.2023599505849918,145.6615667768585
25,Lepidoptera,4.3253168289395925,1.1828831622351288,75.58945799409118
25,Lizards,4.723934978606914,1.319145917883636,112.6105018923999
25,Non-bee-Hymenoptera,4.483436739618433,1.1522631001223027,88.53843394617034
25,Non-syrphids-diptera,6.172007185429875,1.1646032342983763,479.14687817547554
25,Other_insects,1.7631267268123914,1.7729743609364812,5.8306397403010175
25,Syrphids,5.453549754586159,1.1524893828907985,233.5858684759127
28,Bee,6.067571342489431,0.8014297519246778,431.63112341203987
28,Birds,3.6466591238402097,1.1280506732687814,38.346341432157054
28,Coleoptera,4.831075304244402,1.0310044344972464,125.34567294757267
28,Lepidoptera,4.420344886709897,1.0475238506617115,83.12494910539422
28,Lizards,4.183906373658972,1.1294110377854196,65.62169604470718
28,Non-bee-Hymenoptera,4.529990977881017,1.0367443698521461,92.75772420711215
28,Non-syrphids-diptera,5.8706460928261235,1.0322841727329857,354.47793194663217
28,Other_insects,3.5081901886875286,1.3394372917891775,33.38778747600789
28,Syrphids,4.986385130906532,1.0245880763429156,146.4062264335348
29,Bee,8.022626991644005,0.865304727731698,3049.1769832918
29,Birds,3.8280565188086575,1.4635354523679505,45.973103493049905
29,Coleoptera,5.072548374101608,1.3489381049811677,159.58048037186566
29,Lepidoptera,4.358848219613963,1.37150894953191,78.16705127854642
29,Lizards,4.835786607741006,1.468448024614872,125.93760775217154
29,Non-bee-Hymenoptera,4.431568876873476,1.3162996074865378,84.06319831658747
29,Non-syrphids-diptera,6.313477855960614,1.294880786196609,551.9612563050345
29,Other_insects,2.1202917968339072,2.0244800295076963,8.333568841942931
29,Syrphids,5.656370229571049,1.26855302294904,286.10824824313295
31,Bee,4.869098708165376,0.9537797577384681,130.20351263387855
31,Birds,1.4196165710930382,1.4437330288267562,4.135534452759174
31,Coleoptera,2.9831525121499594,1.3428545575020991,19.74998066086533
31,Lepidoptera,1.7201998761316952,1.4287228564282657,5.585644789782531
31,Lizards,2.4904720524242805,1.4417142593562593,12.0669710191169
31,Non-bee-Hymenoptera,2.2468736710938586,1.340533552556829,9.458120371523002
31,Non-syrphids-diptera,4.045477841667004,1.3078116368878472,57.13848265969716
31,Other_insects,-1.057203828786263,1.8504128966200672,0.347425915752092
31,Syrphids,3.1433582821710493,1.3167876124815314,23.18158659222985
34,Bee,6.980803970612626,0.7918907868215064,1075.7829172637441
34,Birds,4.821514439809257,1.0881665560979616,124.15297067874921
34,Coleoptera,5.666115420178569,0.9966476160101233,288.9100575659375
34,Lepidoptera,5.410651904230903,1.010675653472164,223.77742158842463
34,Lizards,5.161877009525371,1.0896463087397192,174.4916709443475
34,Non-bee-Hymenoptera,5.41182890165622,1.0017454890463726,224.04096210030613
34,Non-syrphids-diptera,6.750182043142575,0.998812513384794,854.2142522197126
34,Other_insects,4.22555351016711,1.2601771098028272,68.41236000744428
34,Syrphids,5.887291201037691,0.9910316108602053,360.42763483882555
35,Bee,9.7367169852178,0.9510646666203546,16927.875589133033
35,Birds,4.530678972730492,1.684045829510103,92.82156300147841
35,Coleoptera,4.80282437218532,1.5917986945779359,121.85409326785405
35,Lepidoptera,3.841874269391555,1.6735025928510519,46.612757482876034
35,Lizards,4.913194443060286,1.7091581640241857,136.07339959595996
35,Non-bee-Hymenoptera,4.3736672916166714,1.5410480186006676,79.33403992780232
35,Non-syrphids-diptera,6.150073822464365,1.533491659132109,468.751989932229
35,Other_insects,0.7545928137025832,3.365098695599901,2.126745365452544
35,Syrphids,5.7740684801820255,1.5052879620104473,321.8444905169591
38,Bee,7.056851392343999,0.7997573655297928,1160.7845507532925
38,Birds,4.600169280908055,1.3314105963011413,99.50115786271593
38,Coleoptera,4.99859170170541,1.1915280080484505,148.20429620886605
38,Lepidoptera,4.693710062841343,1.1958044180058482,109.25778203072088
38,Lizards,4.810625292537796,1.32910527248265,122.80838468031617
38,Non-bee-Hymenoptera,4.562263474419546,1.1828801450625743,95.8000756286435
38,Non-syrphids-diptera,6.019457779760323,1.1791546568990419,411.3554899735385
38,Other_insects,2.945698591379962,1.8582908570282792,19.0239477113054
38,Syrphids,5.269337345259006,1.1670788509447956,194.28717446185019
41,Bee,6.086370877421678,0.8240132654897233,439.82234210006413
41,Birds,3.6139105097153417,1.337761607268562,37.11089193631427
41,Coleoptera,4.051462736745726,1.220490260751551,57.48147584869266
41,Lepidoptera,3.255215405089948,1.264706435587021,25.925198352268996
41,Lizards,3.9619335743031763,1.3372178349214732,52.558854211154795
41,Non-bee-Hymenoptera,3.519399391286168,1.2059100287977595,33.76414333404498
41,Non-syrphids-diptera,5.198460016362675,1.1852454015391574,180.99330042652244
41,Other_insects,1.6180018130056757,1.8293537347601418,5.043003378362745
41,Syrphids,4.731850543247859,1.164005637850516,113.50541479720557
42,Bee,7.255038859789393,0.8666028431531964,1415.217997133325
42,Birds,2.9048406628068495,1.4571682931682055,18.262333551403234
42,Coleoptera,3.646079693939647,1.3772965263211787,38.3241288512923
42,Lepidoptera,2.5816384971575195,1.460076575749501,13.218779357699459
42,Lizards,3.411294853684596,1.4612747781858542,30.304458705450486
42,Non-bee-Hymenoptera,2.8736480427749926,1.3406586091991344,17.701476298118337
42,Non-syrphids-diptera,4.852469031008849,1.302840268705204,128.05617451028365
42,Other_insects,-1.0838394621647955,2.6002289590704484,0.3382941613410634
42,Syrphids,4.446640597285011,1.295039325122298,85.3397712485835
44,Bee,5.148650317310622,0.9088967900426133,172.19891950297588
44,Birds,1.4746637100572864,1.4413587427073136,4.369566084694617
44,Coleoptera,2.177683254290118,1.3882489496057846,8.825835338761832
44,Lepidoptera,0.9531215547348362,1.484132486075418,2.593793704376049
44,Lizards,1.8693666032742318,1.4824176858829108,6.484188034841236
44,Non-bee-Hymenoptera,1.2298938223643656,1.349078397563256,3.4208662975108064
44,Non-syrphids-diptera,3.366377046769028,1.3038121836464394,28.973367523303896
44,Other_insects,-4.283045807590968,2.0072166126921154,0.013800564144877365
44,Syrphids,2.8045200480855303,1.3013432959083668,16.51914560757416
46,Bee,7.781713271876529,0.928131145955741,2396.37695073707
46,Birds,2.8035702952455015,1.581553415867092,16.50346395014663
46,Coleoptera,2.721526918689915,1.553567206613023,15.203519068033092
46,Lepidoptera,1.6184430280042976,1.6380381410426015,5.045228918026016
46,Lizards,2.6455055136294465,1.6613863357441587,14.090566256336905
46,Non-bee-Hymenoptera,2.5327948592967795,1.491138565012386,12.588640494925148
46,Non-syrphids-diptera,4.119131178062059,1.4310914188878314,61.50578147158387
46,Other_insects,-1.4153791311354125,3.7550578413461597,0.24283353024200324
46,Syrphids,3.8260492663163967,1.409607526000884,45.88091641880607
