PANEL,ymin,ymax,x,repetition
1,0.4084643203552519,0.6144907978896146,0,1
2,0.08229853855126955,0.29240943536980757,0,1
3,-0.11102044205673318,0.0988979169397791,0,1
4,-0.0029965137752959725,0.2076360096616982,0,1
5,0.1099118544877237,0.31673999052013024,0,1
6,0.06509915560157277,0.2729004989039437,0,1
1,0.40590020167104335,0.6111594137959202,0.01,1
2,0.08469822112286181,0.2939506441910885,0.01,1
3,-0.10662343054906313,0.1024460930135163,0.01,1
4,4.567119347065468e-4,0.21022025835272568,0.01,1
5,0.11247277544432513,0.31851862848027157,0.01,1
6,0.06777035071686088,0.2747642562377958,0.01,1
1,0.40333114677673015,0.6078329659123303,0.02,1
2,0.08709237982913012,0.2954973768776932,0.02,1
3,-0.10223196790725919,0.10599981795311936,0.02,1
4,0.00390433345626065,0.2128101112322013,0.02,1
5,0.11502860722932715,0.32030235561201215,0.02,1
6,0.0704363485981527,0.27663321080564407,0.02,1
1,0.4007571006258677,0.6045115092852898,0.03,1
2,0.08948094701438995,0.29704970108530643,0.03,1
3,-0.0978461213691799,0.10955915899644732,0.03,1
4,0.007346281475991631,0.2154056376135003,0.03,1
5,0.11757929220246362,0.32209122955561853,0.03,1
6,0.0730970887457393,0.27850742310719767,0.03,1
1,0.39817800809228265,0.6011950990409721,0.04,1
2,0.09186385482841733,0.2986076846641522,0.04,1
3,-0.09346595833991148,0.11312418354858611,0.04,1
4,0.010782486472513286,0.21800690701800862,0.04,1
5,0.12012477263568888,0.32388530803913607,0.04,1
6,0.07575251053411994,0.2803869537679573,0.04,1
1,0.3955938139959539,0.5978837903593978,0.05,1
2,0.0942410352595695,0.300171395625873,0.05,1
3,-0.08909154635811345,0.11669495914819511,0.05,1
4,0.01421287875061751,0.22061398914093416,0.05,1
5,0.12266499074096514,0.3256846488506024,0.05,1
6,0.07840255324102673,0.2822718635101905,0.05,1
1,0.39300446312980836,0.5945776384476404,0.06,1
2,0.09661242016929349,0.30174090210902216,0.06,1
3,-0.08472295306100071,0.12027155343248959,0.06,1
4,0.01763738847691998,0.22322695381566166,0.06,1
5,0.12519988869904952,0.32748930980926083,0.06,1
6,0.08104715607755757,0.28416221312279993,0.06,1
1,0.39040990028742484,0.5912766985121212,0.07,1
2,0.09897794132802411,0.3033162723431647,0.07,1
3,-0.08036024614796314,0.12385403410085927,0.07,1
4,0.021055945716963162,0.2258458709766485,0.07,1
5,0.12772940868927535,0.3292993487357778,0.07,1
6,0.08368625821941422,0.28605806343008355,0.07,1
1,0.38781007029164283,0.5879810257300001,0.08,1
2,0.10133753045247147,0.30489757461159034,0.08,1
3,-0.07600349334282523,0.12744246887712837,0.08,1
4,0.024468480473778545,0.22847081062086283,0.08,1
5,0.1302534929203223,0.33111482342147347,0.08,1
6,0.08631979883924286,0.2879594752593949,0.08,1
1,0.3852049180240657,0.5846906752196743,0.09,1
2,0.10369111924429301,0.3064848772126419,0.09,1
3,-0.07165276235475375,0.1310369254704641,0.09,1
4,0.027874922727902596,0.23110184276776874,0.09,1
5,0.13277208366196586,0.3329357915965727,0.09,1
6,0.08894771714006826,0.28986650940770975,0.09,1
1,0.3825943884554464,0.5814057020103909,0.1,1
2,0.10603863943013958,0.3080782484196686,0.1,1
3,-0.06730812083782621,0.13463747153494382,0.1,1
4,0.0312752024788366,0.23373903741786473,0.1,1
5,0.13528512327779152,0.33476231089748987,0.1,1
6,0.09156995238981014,0.29177922660710814,0.1,1
1,0.3799784266769436,0.5781261610109907,0.11,1
2,0.10838002280306501,0.30967775643961615,0.11,1
3,-0.06296963634927381,0.13824417462779853,0.11,1
4,0.034669249787940046,0.2363824645097911,0.11,1
5,0.13779255425886128,0.3365944388331628,0.11,1
6,0.09418644395686972,0.29369768748918873,0.11,1
1,0.37735697793223066,0.5748521069778006,0.12,1
2,0.11071520126528149,0.31128346937027274,0.12,1
3,-0.05863737630641938,0.14185710216635122,0.12,1
4,0.03805699482273882,0.2390321938760222,0.12,1
5,0.14029431925831265,0.33843223275045414,0.12,1
6,0.09679713134676826,0.2956219525484303,0.12,1
1,0.3747299876504382,0.5715835944816902,0.13,1
2,0.11304410687223819,0.3128954551561891,0.13,1
3,-0.05431140794233523,0.14547632138367417,0.13,1
4,0.04143836790262631,0.2416882951971646,0.13,1
5,0.14279036112686905,0.34027574979864045,0.13,1
6,0.0994019542398168,0.29755208210452194,0.13,1
1,0.37209740147990833,0.5683206778743171,0.14,1
2,0.11536667187799884,0.31451378154330145,0.14,1
3,-0.049991798260248826,0.14910189928299492,0.14,1
4,0.044813299545931204,0.2443508379548896,0.14,1
5,0.14528062294923721,0.342125046893015,0.14,1
6,0.10200085252979363,0.29948813626368526,0.14,1
1,0.36945916532273626,0.5650634112535863,0.15,1
2,0.11768282878188654,0.31613851603228693,0.15,1
3,-0.045678613986730024,0.15273390259088332,0.15,1
4,0.048181720518319746,0.24701989138353098,0.15,1
5,0.14776504808136398,0.34398018067763103,0.15,1
6,0.10459376636360153,0.3014301748790176,0.15,1
1,0.3668152253700697,0.5618118484283499,0.16,1
2,0.1199925103763601,0.31776972583068647,0.16,1
3,-0.0413719215236988,0.15637239770925926,0.16,1
4,0.05154356188249572,0.2496955244203849,0.16,1
5,0.15024358018852105,0.3458412074872167,0.16,1
6,0.1071806361818731,0.3033782575098861,0.16,1
1,0.3641655281381375,0.5585660428823791,0.17,1
2,0.12229564979608211,0.31940747780383755,0.17,1
3,-0.037071786899296064,0.16001745066626366,0.17,1
4,0.054898755049155645,0.25237780565475487,0.17,1
5,0.15271616328418372,0.34770818330829667,0.17,1
6,0.10976140276048948,0.3053324433804099,0.17,1
1,0.361510020504971,0.5553260477376427,0.18,1
2,0.12459218056813179,0.321051838424661,0.18,1
3,-0.03277827571766674,0.16366912706604153,0.18,1
4,0.05824723182915112,0.25506680327578934,0.18,1
5,0.15518274176966518,0.34958116373955805,0.18,1
6,0.11233600725297253,0.30729279133706705,0.18,1
1,0.3588486497477825,0.5520919157169283,0.19,1
2,0.1268820366633121,0.32270287372235373,0.19,1
3,-0.028491453107708772,0.1673274920374907,0.19,1
4,0.061588924486805294,0.25776258501916505,0.19,1
5,0.1576432604744646,0.35146020395150124,0.19,1
6,0.11490439123370777,0.309259359805472,0.19,1
1,0.35618136358096086,0.548863699105847,0.2,1
2,0.12916515254849503,0.3243606492300439,0.2,1
3,-0.024211383670846548,0.1709926101820356,0.2,1
4,0.06492376579432396,0.26046521811267626,0.2,1
5,0.16009766469728565,0.353345358645423,0.2,1
6,0.11746649674195102,0.31123220674636887,0.2,1
1,0.3535081101946391,0.5456414497142659,0.21,1
2,0.13144146323994205,0.32602522993147004,0.21,1
3,-0.019938131427893357,0.17466454552048963,0.21,1
4,0.06825168908723665,0.2631747692207935,0.21,1
5,0.16254590024767449,0.35523668201177694,0.21,1
6,0.12002226632656723,0.3132113896108929,0.21,1
1,0.3508288382937895,0.5424252188372125,0.22,1
2,0.1337109043575335,0.3276966802067516,0.22,1
