Network_id,motif,nodes,frequency,normalise_sum,normalise_sizeclass,normalise_levelsize,normalise_nodesets
17_2_arroyo_correa_new_zealand_2019_2,18,6,2874316,0.5757543525869341,0.6300855344627007,1,0.021749053982330027
17_2_arroyo_correa_new_zealand_2019_2,19,6,1035398,0.20740061467138837,0.22697201776409112,0.7247722220044464,0.012744175627240143
17_2_arroyo_correa_new_zealand_2019_2,20,6,174320,0.03491804615183381,0.0382130949998323,0.12202292619824946,0.002145614242388436
17_2_arroyo_correa_new_zealand_2019_2,21,6,178244,0.03570406274832185,0.03907328421953941,0.12476970202662216,0.0021939127181062664
17_2_arroyo_correa_new_zealand_2019_2,22,6,23357,0.004678641601470757,0.005120142610779504,0.016349756122146127,2.8748916853755564e-4
17_2_arroyo_correa_new_zealand_2019_2,23,6,16740,0.0033531900675866106,0.0036696145611358004,0.011717896882507434,2.0604395604395604e-4
17_2_arroyo_correa_new_zealand_2019_2,24,6,525,1.0516277093685607e-4,1.1508647817182171e-4,3.6749676602845896e-4,6.4619520264681555e-6
17_2_arroyo_correa_new_zealand_2019_2,25,6,104488,0.020929995446952794,0.022905058916604392,0.43126604535211033,0.004271650968079539
17_2_arroyo_correa_new_zealand_2019_2,26,6,25964,0.0052008498754372015,0.005691629179529864,0.10716437869920176,0.0010614534275248562
17_2_arroyo_correa_new_zealand_2019_2,27,6,39524,0.007917054016206284,0.008664148501453488,0.16313221782881104,0.0016158097854526425
17_2_arroyo_correa_new_zealand_2019_2,28,6,13065,0.002617050671028618,0.0028640092139330486,0.05392476535607268,5.341198979591837e-4
17_2_arroyo_correa_new_zealand_2019_2,29,6,40479,0.008108350104291423,0.008873496285556516,0.16707390561411908,0.0016548518445839875
17_2_arroyo_correa_new_zealand_2019_2,30,6,4131,8.274807747431475e-4,9.055661739577056e-4,0.017050379310060176,1.688824568288854e-4
17_2_arroyo_correa_new_zealand_2019_2,31,6,2129,4.2646007490393633e-4,0.00046670307052915885,0.008787280937089838,8.703721873364731e-5
17_2_arroyo_correa_new_zealand_2019_2,32,6,5215,0.0010446168579727703,0.0011431923498400956,0.021524504503017145,2.1319826007326007e-4
17_2_arroyo_correa_new_zealand_2019_2,33,6,4096,8.20469923347357e-4,8.978937420795842e-4,0.016905919548294963,1.674515960230246e-4
17_2_arroyo_correa_new_zealand_2019_2,34,6,296,5.9291771804398846e-5,6.488685245496995e-5,0.001221716842357253,1.2100994243851387e-5
17_2_arroyo_correa_new_zealand_2019_2,35,6,2057,4.1203775203259605e-4,4.5091978209416616e-4,0.008490106570029965,8.409373364730508e-5
17_2_arroyo_correa_new_zealand_2019_2,36,6,793,1.588458616246226e-4,1.738353851242945e-4,0.0032730454594233167,3.241921768707483e-5
17_2_arroyo_correa_new_zealand_2019_2,37,6,45,9.013951794587662e-6,9.864555271870431e-6,1.8573397941242024e-4,1.8396781789638932e-6
17_2_arroyo_correa_new_zealand_2019_2,38,6,9274,0.0018576753098445773,0.0020329752353628085,0.5673906393392475,0.0024498098055790365
17_2_arroyo_correa_new_zealand_2019_2,39,6,3192,6.393896472960849e-4,6.997257872846759e-4,0.19528907922912206,8.431952662721893e-4
17_2_arroyo_correa_new_zealand_2019_2,40,6,2244,4.494957294901048e-4,4.919124895572722e-4,0.13728969103701438,5.927726120033812e-4
17_2_arroyo_correa_new_zealand_2019_2,41,6,936,1.874901973274234e-4,2.0518274965490498e-4,0.0572652187213215,2.4725274725274725e-4
17_2_arroyo_correa_new_zealand_2019_2,42,6,638,1.2779780544326509e-4,1.3985747252118522e-4,0.03903334353013154,1.6853338968723583e-4
17_2_arroyo_correa_new_zealand_2019_2,43,6,61,1.2218912432663276e-5,1.3371952701868807e-5,0.0037320281431630466,1.611369399830938e-5
17_2_arroyo_correa_new_zealand_2019_2,44,6,260,5.208061036872872e-5,5.69952082374736e-5,1,9.157509157509158e-4
17_3_arroyo_correa_new_zealand_2019_3,1,2,116,3.5281200290765755e-4,1,1,0.11507936507936507
17_3_arroyo_correa_new_zealand_2019_3,2,3,223,6.782506607621347e-4,0.28085642317380355,1,0.022123015873015874
17_3_arroyo_correa_new_zealand_2019_3,3,3,571,0.0017366866694851074,0.7191435768261965,1,0.024105032083755487
17_3_arroyo_correa_new_zealand_2019_3,4,4,2546,0.0077436151672663454,0.43380473675242803,1,0.00700960310118497
17_3_arroyo_correa_new_zealand_2019_3,5,4,2677,0.008142049411929303,0.4561254046685977,0.9298367488711358,0.011301080715974333
17_3_arroyo_correa_new_zealand_2019_3,6,4,202,6.14379522304714e-4,0.03441812915317771,0.07016325112886419,8.527524484971293e-4
17_3_arroyo_correa_new_zealand_2019_3,7,4,444,0.001350418355956896,0.07565172942579655,1,0.006954887218045113
17_3_arroyo_correa_new_zealand_2019_3,8,5,9283,0.028234084680963663,0.22138751758841907,1,0.0022718039831823365
17_3_arroyo_correa_new_zealand_2019_3,9,5,13529,0.041148220580497406,0.322649114020653,0.6004349369785195,0.0037247808466587375
17_3_arroyo_correa_new_zealand_2019_3,10,5,5755,0.017503733420116976,0.13724929050106127,0.25541452156932365,0.0015844566318664376
17_3_arroyo_correa_new_zealand_2019_3,11,5,3063,0.009316061766432371,0.07304857980968735,0.13593999644949406,8.432998546319546e-4
17_3_arroyo_correa_new_zealand_2019_3,12,5,185,5.6267431498204e-4,0.004412010207245236,0.00821054500266288,5.093387956477688e-5
17_3_arroyo_correa_new_zealand_2019_3,13,5,6269,0.01906705557093194,0.14950752426605615,0.6652164685908319,0.004178664746973817
17_3_arroyo_correa_new_zealand_2019_3,14,5,1676,0.005097525145458914,0.039970427607259544,0.17784380305602718,0.0011171545885991575
17_3_arroyo_correa_new_zealand_2019_3,15,5,1360,0.004136416585813916,0.032434237199208224,0.14431239388794567,9.065216232069536e-4
17_3_arroyo_correa_new_zealand_2019_3,16,5,119,3.6193645125871766e-4,0.0028379957549307193,0.012627334465195246,7.932064203060844e-5
17_3_arroyo_correa_new_zealand_2019_3,17,5,692,0.0021047060863111982,0.016503303045479478,1,0.00240879977722083
17_3_arroyo_correa_new_zealand_2019_3,18,6,27306,0.08305072889134911,0.09749461755160188,1,7.593778407839463e-4
17_3_arroyo_correa_new_zealand_2019_3,19,6,53337,0.16222356723349768,0.19043691556250603,0.4146641062918361,0.0013053022627490714
17_3_arroyo_correa_new_zealand_2019_3,20,6,46917,0.14269724776222903,0.16751464775758096,0.36475234593048117,0.0011481873045240299
17_3_arroyo_correa_new_zealand_2019_3,21,6,15517,0.04719468835446657,0.0554026214219661,0.12063563637494461,3.797434278470356e-4
17_3_arroyo_correa_new_zealand_2019_3,22,6,9622,0.029265147344633455,0.03435483813379892,0.07480544520201823,2.3547665545815407e-4
17_3_arroyo_correa_new_zealand_2019_3,23,6,3089,0.009395140318808226,0.011029109851933576,0.02401517566296345,7.559627818647245e-5
17_3_arroyo_correa_new_zealand_2019_3,24,6,145,4.410150036345719e-4,5.177147712950367e-4,0.0011272905377564587,3.5485465642727437e-6
17_3_arroyo_correa_new_zealand_2019_3,25,6,27946,0.0849972778729086,0.09977970343869721,0.2745833988366609,0.001214849102404485
17_3_arroyo_correa_new_zealand_2019_3,26,6,20833,0.06336321083254508,0.07438311607165173,0.20469462348687315,9.056377066625861e-4
17_3_arroyo_correa_new_zealand_2019_3,27,6,12419,0.03777217469060516,0.04434137754974525,0.1220228737619871,5.398701425163279e-4
17_3_arroyo_correa_new_zealand_2019_3,28,6,11712,0.035621846362538664,0.04181707173384462,0.11507624587329036,5.09135929555619e-4
17_3_arroyo_correa_new_zealand_2019_3,29,6,18120,0.05511166804040306,0.06469649417838666,0.1780380443326521,7.877000549477301e-4
17_3_arroyo_correa_new_zealand_2019_3,30,6,1969,0.005988679601079118,0.00703020954951674,0.019346407797516115,8.559500045210158e-5
17_3_arroyo_correa_new_zealand_2019_3,31,6,1337,0.0040664624817891215,0.004773687236010097,0.013136692343971074,5.812113540094455e-5
17_3_arroyo_correa_new_zealand_2019_3,32,6,3567,0.010848969089410469,0.012735783373857903,0.035047555415815126,1.5506214657828662e-4
17_3_arroyo_correa_new_zealand_2019_3,33,6,1980,0.006022135911699672,0.007069484463201191,0.019454488288005032,8.607318481216918e-5
17_3_arroyo_correa_new_zealand_2019_3,34,6,259,7.87744040974856e-4,9.247456949338931e-4,0.002544804276057224,1.12590681143191e-5
17_3_arroyo_correa_new_zealand_2019_3,35,6,1139,0.0034642488906191544,0.004066738789689978,0.011191243515170571,4.951381691972763e-5
17_3_arroyo_correa_new_zealand_2019_3,36,6,473,0.0014386213566838105,0.0016888212884313956,0.004647461091023424,2.0561927482907084e-5
17_3_arroyo_correa_new_zealand_2019_3,37,6,22,6.691262124110747e-5,7.854982736890212e-5,2.1616098097783368e-4,9.563687201352132e-7
17_3_arroyo_correa_new_zealand_2019_3,38,6,11031,0.033550596586848024,0.03938559753210724,0.5117843555720516,0.0016339607884960628
17_3_arroyo_correa_new_zealand_2019_3,39,6,5202,0.015821793440738228,0.018573463726046766,0.24134731372367077,7.705433797259105e-4
17_3_arroyo_correa_new_zealand_2019_3,40,6,2923,0.008890254176716232,0.010436415699968223,0.13561287927994803,4.3296776219508583e-4
17_3_arroyo_correa_new_zealand_2019_3,41,6,1500,0.004562224175530054,0.0053556700478796905,0.0695926510160527,2.221866723546455e-4
17_3_arroyo_correa_new_zealand_2019_3,42,6,834,0.0025365966415947104,0.002977752546621108,0.038693513964925305,1.2353578982918288e-4
17_3_arroyo_correa_new_zealand_2019_3,43,6,64,1.94654898155949e-4,2.2850858870953345e-4,0.0029692864433515822,9.47996468713154e-6
17_3_arroyo_correa_new_zealand_2019_3,44,6,814,0.0024757669859209763,0.0029063436126493787,1,8.333742853866693e-4
17_1_arroyo_correa_new_zealand_2019_1,1,2,147,1.3768260506728184e-4,1,1,0.11136363636363636
17_1_arroyo_correa_new_zealand_2019_1,2,3,264,2.4726671930450615e-4,0.2019892884468248,1,0.01904761904761905
17_1_arroyo_correa_new_zealand_2019_1,3,3,1043,9.768908645249998e-4,0.7980107115531752,1,0.026784797123780176
17_1_arroyo_correa_new_zealand_2019_1,4,4,7191,0.006735208251964787,0.573444976076555,1,0.009551830402210297
17_1_arroyo_correa_new_zealand_2019_1,5,4,4560,0.004270970606168743,0.36363636363636365,0.9336609336609336,0.011152689118790814
17_1_arroyo_correa_new_zealand_2019_1,6,4,324,3.0346370096462116e-4,0.02583732057416268,0.06633906633906633,7.924279110719789e-4
17_1_arroyo_correa_new_zealand_2019_1,7,4,465,4.355266078658915e-4,0.03708133971291866,1,0.005032467532467532
17_1_arroyo_correa_new_zealand_2019_1,8,5,41084,0.03847994657540277,0.36290721503780654,1,0.003829615481773346
17_1_arroyo_correa_new_zealand_2019_1,9,5,36736,0.03440753863776643,0.324500035333192,0.6447513909121224,0.004647291146414466
17_1_arroyo_correa_new_zealand_2019_1,10,5,12181,0.011408923893364354,0.10759840293972157,0.21378801972725836,0.0015409585544009857
17_1_arroyo_correa_new_zealand_2019_1,11,5,7581,0.007100488632755535,0.06696523213907145,0.13305368833037892,9.590351203442963e-4
17_1_arroyo_correa_new_zealand_2019_1,12,5,479,4.486392369199184e-4,0.004231149742067698,0.008406901030240272,6.05959401985118e-5
17_1_arroyo_correa_new_zealand_2019_1,13,5,9441,0.0088425950642191,0.08339516641933432,0.650699565786753,0.0034635703279771077
17_1_arroyo_correa_new_zealand_2019_1,14,5,2991,0.0028014195357567344,0.026420394318422726,0.2061479081949135,0.001097292537970504
17_1_arroyo_correa_new_zealand_2019_1,15,5,1925,0.0018029864949286906,0.017004098650272064,0.1326762699014405,7.062146892655367e-4
17_1_arroyo_correa_new_zealand_2019_1,16,5,152,1.4236568687229142e-4,0.0013426612960214825,0.010476256116892964,5.576344559395407e-5
17_1_arroyo_correa_new_zealand_2019_1,17,5,638,5.975612383192232e-4,0.00563564412409017,1,0.0014536340852130327
17_1_arroyo_correa_new_zealand_2019_1,18,6,189540,0.17752626506430338,0.20153731481353493,1,0.0015774852358567638
17_1_arroyo_correa_new_zealand_2019_1,19,6,233625,0.21881699733907292,0.24841276339195997,0.48138242524020186,0.002074017731220352
17_1_arroyo_correa_new_zealand_2019_1,20,6,144511,0.13535136694474806,0.15365811385997016,0.2977637481172255,0.0012829036976196224
17_1_arroyo_correa_new_zealand_2019_1,21,6,60660,0.0568151484583763,0.06449959647878563,0.12498943997890057,5.385122122025748e-4
17_1_arroyo_correa_new_zealand_2019_1,22,6,33082,0.030985142454665427,0.03517599160420683,0.06816519375835788,2.9368712502613885e-4
17_1_arroyo_correa_new_zealand_2019_1,23,6,12784,0.01197370355904851,0.013593188944688353,0.02634132872882072,1.1349060535439693e-4
17_1_arroyo_correa_new_zealand_2019_1,24,6,659,6.172301819002635e-4,7.007127279841696e-4,0.0013578641764934961,5.850305767251844e-6
17_1_arroyo_correa_new_zealand_2019_1,25,6,68208,0.06388472875121877,0.0725253622918729,0.29058314304215943,0.0012942989214175654
17_1_arroyo_correa_new_zealand_2019_1,26,6,40403,0.03784211083356046,0.042960388996577246,0.1721268872908217,7.666777991149704e-4
17_1_arroyo_correa_new_zealand_2019_1,27,6,40452,0.037888005035249556,0.043012490549947845,0.1723356395487543,7.676076115585175e-4
17_1_arroyo_correa_new_zealand_2019_1,28,6,22308,0.020894037781230772,0.023720029644720572,0.09503766061143111,4.2331134674793353e-4
17_1_arroyo_correa_new_zealand_2019_1,29,6,40553,0.03798260328771075,0.043119883547711735,0.17276592481510514,7.695241637380737e-4
17_1_arroyo_correa_new_zealand_2019_1,30,6,5981,0.005601902455152467,0.006359579402235688,0.025480556218261136,1.1349404540520846e-4
17_1_arroyo_correa_new_zealand_2019_1,31,6,3207,0.0030037286697331485,0.003409993503255284,0.013662622269179647,6.08552756419501e-5
17_1_arroyo_correa_new_zealand_2019_1,32,6,5959,0.005581296895210425,0.006336186868069298,0.025386830714699566,1.1307657859381998e-4
17_1_arroyo_correa_new_zealand_2019_1,33,6,3903,0.003655613656990483,0.004150048220519293,0.016627756381854743,7.406240749314975e-5
17_1_arroyo_correa_new_zealand_2019_1,34,6,423,3.96188720703811e-4,4.49774634199247e-4,0.001802085818479261,8.02674823715151e-6
17_1_arroyo_correa_new_zealand_2019_1,35,6,2279,0.0021345486867233696,0.0024232538802366047,0.009709110118946184,4.324576650701724e-5
17_1_arroyo_correa_new_zealand_2019_1,36,6,986,9.235037319478904e-4,0.0010484108494573463,0.004200606659623053,1.8710103455866167e-5
17_1_arroyo_correa_new_zealand_2019_1,37,6,66,6.181667982612654e-5,7.017760249917329e-5,2.811765106847074e-4,1.252400434165484e-6
17_1_arroyo_correa_new_zealand_2019_1,38,6,14581,0.013656803159768955,0.015503933667279481,0.48270268480815703,0.001126159003054632
17_1_arroyo_correa_new_zealand_2019_1,39,6,9007,0.008436103563544269,0.009577116147122026,0.2981759194888602,6.956528455190365e-4
