"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Clusters"
"Crataegus crus-galli","Hermaphrodite","self_compatible","high",2.24587439450366,"Open","actinomorphic",1.3751733221,-0.0462101800201317,2.41905340522668,-0.2766228638348,-0.497259526434314,0.153358472022317,-0.126980973876071,"tree","Perennial",1.52364989408185,1
"Crataegus mollis","Hermaphrodite","self_compatible","none",-0.844229699342505,"Open","actinomorphic",11.2613428631441,-0.0462101800201317,2.41905340522668,0.33209726375304,0.544842816394263,0.153358472022317,-0.128219987568673,"tree","Perennial",1.996204217031,3
"Crepidiastrum denticulatum","Hermaphrodite","self_compatible","high",0.585444957953381,"Open","actinomorphic",-0.218684127743919,-0.130931217024407,-0.59282468890153,-0.033134812799664,-0.162816927770542,-0.178527306323144,-0.11954689172046,"herb","Short lived",-0.396102042899081,1
"Crepidiastrum lanceolatum","Hermaphrodite","self_incompatible","none",-0.450986038936747,"Capitulum","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.59282468890153,-0.033134812799664,-0.0572034755609291,-0.178527306323144,-0.123263932798266,"herb","Perennial",-0.396102042899081,3
"Crepis capillaris","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Capitulum","actinomorphic",-0.228455341825184,-0.143034222310732,-0.59282468890153,-0.033134812799664,-0.0572034755609291,-0.178527306323144,-0.104678727409239,"herb","Short lived",-0.396102042899081,1
"Crepis paludosa","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Campanulate","actinomorphic",-0.232478782917469,-0.130931217024407,-0.481273648378263,0.210353238235472,-0.438585386317863,-0.0678987135413241,-0.104678727409239,"herb","Perennial",-0.396102042899081,3
"Crithmum maritimum","Hermaphrodite","self_compatible","high",2.24587439450366,"Open","actinomorphic",-0.11924765503458,0.316879978569621,-0.59282468890153,-0.61750613528399,-0.585270736608992,-0.123213009932234,-0.126980973876071,"herb","Perennial",-0.396102042899081,1
"Croomia japonica","Hermaphrodite","self_compatible","low",-0.387737049115231,"Open","actinomorphic",-0.232478782917469,-0.164819631826118,-0.724454916718985,-0.320450713021124,-0.350574176143186,-0.621041677450426,-0.124502946490868,"herb","Perennial",-0.396102042899081,2
"Crotalaria incana","Hermaphrodite","self_compatible","medium",1.43823355179387,"Papilionaceous","zygomorphic",-0.216959795847225,-0.082519195879107,-0.481273648378263,-0.325320474041827,-0.11587761567738,0.153358472022317,-0.124502946490868,"herb","Perennial",-0.396102042899081,5
"Crotalaria pumila","Hermaphrodite","self_compatible","high",1.25648042026899,"Papilionaceous","zygomorphic",-0.228455341825184,-0.143034222310732,-0.481273648378263,-0.2766228638348,-0.110010201665735,-0.510413084668605,-0.124502946490868,"herb","Perennial",-0.396102042899081,5
"Crotalaria sagittalis","Hermaphrodite","self_compatible","high",1.68801811026433,"Papilionaceous","zygomorphic",-0.233053560216367,-0.155137227597058,-0.72668593752945,-0.325320474041827,-0.174551755793832,-0.178527306323144,-0.124502946490868,"herb","Short lived",0.105986925234393,5
"Croton fothergillifolius","Monoecious","monoecious","none",-0.844229699342505,"Brush","actinomorphic",-0.0617699251447886,-0.155137227597058,-0.880626373451559,-0.661333984470315,-0.585270736608992,-0.455098788277695,-0.127600480722372,"shrub","Perennial",0.489937312630578,4
"Croton grangerioides","Monoecious","monoecious","none",-0.844229699342505,"Open","actinomorphic",-0.0617699251447886,-0.155137227597058,-0.481273648378263,-0.714901355698045,-0.585270736608992,-0.455098788277695,-0.127600480722372,"herb","Perennial",0.0469176348657486,4
"Croton hirtus","Monoecious","monoecious","none",-0.844229699342505,"Open","actinomorphic",-0.0962565630786634,-0.0946222011654321,-0.481273648378263,-0.520110914869936,-0.350574176143186,-0.466161647555877,-0.127600480722372,"herb","Short lived",-0.396102042899081,4
"Croton scouleri","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.0272832872109138,-0.0220041694474815,-0.481273648378263,-0.61750613528399,-0.585270736608992,-0.399784491886785,-0.127600480722372,"tree","Perennial",0.489937312630578,4
"Cryptocarpus pyriformis","Hermaphrodite","self_compatible","low",-0.457966687611734,"Open","actinomorphic",0.0531855346347941,-0.118828211738082,-0.369722607854996,-0.65354236683719,-0.550652993940285,-0.621041677450426,-0.128219987568673,"shrub","Perennial",-0.396102042899081,2
"Cryptotaenia canadensis","Hermaphrodite","self_compatible","high",2.24587439450366,"Open","actinomorphic",-0.222707568836204,0.0748198728431192,-0.369722607854996,-0.61750613528399,-0.585270736608992,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,1
"Cryptotaenia japonica","Hermaphrodite","self_compatible","none",0.412993312800319,"Campanulate","actinomorphic",-0.229604896422979,-0.0704161905927819,-0.838236978052717,-0.568808525076963,-0.409248316259637,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,3
"Cucurbita pepo","Monoecious","monoecious","none",-0.844229699342505,"Funnelform","actinomorphic",-0.232478782917469,-0.164819631826118,1.30354299999401,4.10616205479765,3.46324493142615,0.374615657585957,0.180294421889178,"herb","Short lived",-0.396102042899081,4
"Cuphea odonellii","Hermaphrodite","partially_self_compatible","medium",0.288574369606101,"Open","actinomorphic",-0.231904005618571,-0.118828211738082,-0.704375729424797,-0.165282208098297,-0.0572034755609291,-0.621041677450426,-0.126980973876071,"herb","Short lived",-0.396102042899081,1
"Cuphea racemosa","Hermaphrodite","self_compatible","medium",0.423415275519388,"Tube","zygomorphic",-0.232478782917469,-0.130931217024407,-0.704375729424797,-0.578548047118369,-0.344706762131541,-0.621041677450426,-0.126980973876071,"herb","Short lived",-0.396102042899081,5
"Cuphea thymoides","Hermaphrodite","self_compatible","high",0.651030300890943,"Tube","actinomorphic",-0.228455341825184,-0.130931217024407,-0.704375729424797,-0.702726953146288,-0.233225895910283,-0.621041677450426,-0.125741960183469,"herb","Perennial",-0.396102042899081,1
"Cuphea viscosissima","Hermaphrodite","self_compatible","high",1.50216649589054,"Tube","zygomorphic",-0.233053560216367,-0.143034222310732,-0.704375729424797,-0.563938764056261,-0.0572034755609291,-0.621041677450426,-0.126980973876071,"herb","Short lived",-0.396102042899081,5
"Cuscuta cephalanthi","Hermaphrodite","self_compatible","high",0.698859469824333,"Open","actinomorphic",-0.211212022858246,0.316879978569621,-0.59282468890153,-0.61750613528399,-0.467922456376089,-0.593384529254971,-0.126980973876071,"herb","Short lived",-0.396102042899081,1
"Cuscuta glomerata","Hermaphrodite","self_compatible","high",0.838287841477961,"Tube","actinomorphic",-0.130743201012538,2.01130071865513,0.18803259476134,-0.300971668938314,-0.379911246201412,-0.233841602714055,-0.126980973876071,"herb","Short lived",-0.396102042899081,1
"Cyananthus delavayi","Dioecious","partially_self_compatible","none",-0.202935318435811,"Tube","actinomorphic",-0.232478782917469,-0.164819631826118,-0.59282468890153,-0.033134812799664,0.529537925603585,0.153358472022317,-0.108395768487044,"herb","Perennial",-0.396102042899081,4
"Cybianthus quelchii","Dioecious","dioecious","none",-0.844229699342505,"Campanulate","actinomorphic",-0.211212022858246,0.316879978569621,-0.481273648378263,-0.629680537835747,-0.482590991405202,-0.621041677450426,-0.127290727299222,"shrub","Perennial",0.0469176348657486,4
"Cynoglossum amabile","Hermaphrodite","self_compatible","high",0.824418970722784,"Open","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.392032815959649,-0.471413304662909,-0.52659659649254,-0.289155899104965,-0.126980973876071,"herb","Short lived",-0.396102042899081,1
"Cynoglossum officinale","Hermaphrodite","self_compatible","low",-0.387737049115231,"Open","actinomorphic",-0.228455341825184,-0.0462101800201317,-0.258171567331729,-0.471413304662909,-0.332971934108251,-0.621041677450426,-0.126980973876071,"herb","Short lived",-0.396102042899081,1
"Cypripedium parviflorum","Hermaphrodite","partially_self_compatible","low",-0.387737049115231,"Tube","zygomorphic",-0.228455341825184,-0.164819631826118,-0.833774936431787,-0.559069003035558,3.63926735177551,-0.621041677450426,15.3582121562614,"herb","Perennial",-0.396102042899081,2
"Cyrilla racemiflora","Hermaphrodite","self_incompatible","low",-0.84352740295754,"Open","actinomorphic",1.60508424165916,0.801000190022625,-0.258171567331729,-0.520110914869936,-0.585270736608992,-0.510413084668605,-0.127600480722372,"tree","Perennial",0.5194719578149,2
"Cytisus scoparius","Hermaphrodite","partially_self_compatible","low",-0.809114880094253,"Papilionaceous","zygomorphic",-0.176725384924371,-0.118828211738082,0.500375508226487,0.0155627974073632,0.529537925603585,0.374615657585957,-0.121405412259363,"shrub","Perennial",0.0469176348657486,2
"Dalea purpurea","Hermaphrodite","partially_self_compatible","low",-0.809114880094253,"Papilionaceous","zygomorphic",0.972829212871456,0.14743790456107,-0.369722607854996,-0.568808525076963,-0.462055042364444,0.208672768413227,-0.128219987568673,"herb","Perennial",-0.396102042899081,2
"Darwiniothamnus lancifolius","Hermaphrodite","self_compatible","none",-0.190096527494334,"Capitulum","actinomorphic",-0.176725384924371,-0.143034222310732,-0.704375729424797,-0.2766228638348,-0.350574176143186,-0.178527306323144,-0.0922885904832204,"shrub","Perennial",-0.100755591055861,3
"Darwiniothamnus tenuifolius","Hermaphrodite","self_compatible","high",2.24587439450366,"Capitulum","actinomorphic",-0.199716476880288,-0.152716626539793,-0.55935937674455,0.0399116025108768,-0.418964406304383,-0.178527306323144,-0.0922885904832204,"shrub","Perennial",0.785283764473798,1
"Dasiphora fruticosa","Hermaphrodite","partially_self_compatible","low",-0.387737049115231,"Open","actinomorphic",-0.225006678031796,-0.162399030768853,-0.501352835672451,0.166525389049148,-0.497259526434314,-0.510413084668605,-0.074942398786795,"shrub","Perennial",-0.204126849200988,2
"Dasistoma macrophylla","Hermaphrodite","self_compatible","high",0.952176900913749,"Tube","zygomorphic",-0.230754451020775,-0.155137227597058,-0.702144708614332,-0.271753102814097,0.12468635880007,-0.399784491886785,-0.000612582763489355,"herb","Perennial",-0.337032752530437,5
"Datura stramonium","Hermaphrodite","self_compatible","high",2.24587439450366,"Campanulate","actinomorphic",-0.233053560216367,-0.162399030768853,-0.0350694862851946,1.18430544237602,3.75661563200841,4.79975936885877,-0.0798984535572023,"herb","Short lived",-0.322265429938276,1
"Daucus carota","Monoecious","self_compatible","none",-0.844229699342505,"Open","zygomorphic",-0.159482065957434,1.40615045433888,0.857338837900942,-0.495762109766422,-0.555933666550766,-0.604447388533152,-0.128219987568673,"herb","Short lived",-0.396102042899081,1
"Deckenia nobilis","Monoecious","monoecious","none",-0.844229699342505,"Spike","actinomorphic",5.51356987416497,30.0902729829294,12.4586470523207,-0.714901355698045,-0.585270736608992,-0.621041677450426,1.10955469134054,"tree","Perennial",4.9496687354632,4
"Declieuxia fruticosa","Hermaphrodite","partially_self_compatible","low",-0.387737049115231,"Tube","actinomorphic",-0.214085909352736,0.256364952137996,0.411134675807874,-0.495762109766422,-0.438585386317863,-0.250435891631328,-0.128219987568673,"shrub","Perennial",-0.396102042899081,2
"Delphinium delavayi","Hermaphrodite","self_compatible","low",0.516759153655344,"Tube","zygomorphic",-0.232478782917469,-0.130931217024407,1.30354299999401,0.575585314788176,2.28976212909713,-0.455098788277695,-0.120785905413062,"herb","Perennial",-0.396102042899081,2
"Delphinium tricorne","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Tube","zygomorphic",-0.230754451020775,-0.0946222011654321,1.08044091894748,0.94081739134088,1.40965002735036,0.927758621495059,-0.103439713716637,"herb","Perennial",-0.396102042899081,3
"Dendropanax trifidus","Dioecious","dioecious","none",-0.681348347638147,"Open","actinomorphic",0.0531855346347941,-0.0704161905927819,-0.704375729424797,-0.710031594677342,-0.52659659649254,-0.621041677450426,-0.122024919105664,"tree","Perennial",1.37597666816024,4
"Descurainia pinnata","Hermaphrodite","self_compatible","high",1.78938174427639,"Open","actinomorphic",-0.230179673721877,-0.143034222310732,-0.258171567331729,-0.61750613528399,-0.555933666550766,-0.621041677450426,-0.112112809564849,"herb","Short lived",-0.396102042899081,1
"Desmanthus virgatus","Hermaphrodite","self_compatible","medium",0.929068672694215,"Campanulate","actinomorphic",-0.228455341825184,-0.0946222011654321,-0.704375729424797,-0.714901355698045,-0.482590991405202,-0.383190202969512,-0.125122453337168,"shrub","Perennial",-0.396102042899081,1
"Desmodium barbatum","Hermaphrodite","self_compatible","medium",0.253108402165366,"Papilionaceous","zygomorphic",-0.199716476880288,-0.0946222011654321,-0.481273648378263,-0.54445971997345,-0.291900036026735,-0.510413084668605,-0.125122453337168,"herb","Short lived",-0.396102042899081,5
"Desmodium canadense","Hermaphrodite","self_compatible","high",1.22940137052818,"Papilionaceous","zygomorphic",-0.228455341825184,-0.130931217024407,-0.481273648378263,-0.227925253627773,0.00147066455552232,-0.510413084668605,-0.125122453337168,"herb","Perennial",-0.292730784753954,5
"Desmodium canescens","Hermaphrodite","self_compatible","high",2.31610403300016,"Papilionaceous","zygomorphic",-0.228455341825184,-0.0462101800201317,-0.481273648378263,-0.320450713021124,-0.110010201665735,-0.510413084668605,-0.125122453337168,"herb","Perennial",-0.38133472030692,5
"Desmodium dillenii","Hermaphrodite","self_compatible","high",1.27553270747963,"Papilionaceous","zygomorphic",-0.227305787227388,-0.0220041694474815,-0.481273648378263,-0.422715694455882,-0.233225895910283,-0.510413084668605,-0.125122453337168,"herb","Perennial",-0.396102042899081,5
"Desmodium grandiflorum","Hermaphrodite","self_compatible","high",1.28504098313389,"Papilionaceous","zygomorphic",-0.225006678031796,0.0264078516978189,-0.481273648378263,-0.54445971997345,-0.174551755793832,-0.510413084668605,-0.125122453337168,"herb","Perennial",-0.396102042899081,5
"Desmodium hookerianum","Hermaphrodite","self_compatible","high",1.12266804207563,"Papilionaceous","zygomorphic",-0.225006678031796,0.0264078516978189,-0.59282468890153,-0.666203745491018,-0.42391685128875,-0.621041677450426,-0.123263932798266,"shrub","Perennial",-0.396102042899081,5
"Desmodium illinoense","Hermaphrodite","self_compatible","high",1.25236722440036,"Papilionaceous","zygomorphic",-0.223857123434,-0.130931217024407,-0.481273648378263,-0.374018084248854,-0.174551755793832,-0.510413084668605,-0.125122453337168,"herb","Perennial",-0.248428816977471,5
"Desmodium marilandicum","Hermaphrodite","self_compatible","high",1.30470839290892,"Papilionaceous","zygomorphic",-0.225006678031796,0.0264078516978189,-0.481273648378263,-0.710031594677342,-0.350574176143186,-0.510413084668605,-0.125122453337168,"herb","Perennial",-0.396102042899081,5
"Desmodium paniculatum","Hermaphrodite","self_compatible","high",1.28313644602922,"Papilionaceous","zygomorphic",-0.225006678031796,-0.147875424425262,-0.481273648378263,-0.471413304662909,-0.344706762131541,-0.510413084668605,-0.12636146702977,"herb","Perennial",-0.396102042899081,5
"Desmodium sessilifolium","Hermaphrodite","self_compatible","high",1.28742486262666,"Papilionaceous","zygomorphic",-0.225006678031796,-0.130931217024407,-0.481273648378263,-0.554199242014855,-0.291900036026735,-0.621041677450426,-0.126980973876071,"herb","Perennial",-0.38133472030692,5
"Deutzia crenata","Hermaphrodite","self_compatible","none",-0.361247690226394,"Campanulate","actinomorphic",-0.0502743791668304,-0.0220041694474815,0.0764815542380725,-0.0769626619859885,-0.174551755793832,0.153358472022317,0.0366542118302689,"shrub","Perennial",0.0469176348657486,3
"Deutzia maximowicziana","Hermaphrodite","self_compatible","none",-0.376855932038152,"Campanulate","actinomorphic",-0.0502743791668304,-0.0220041694474815,0.18803259476134,0.088609212717904,-0.564734787568234,0.153358472022317,0.0227723211019592,"shrub","Perennial",0.0469176348657486,3
"Deutzia naseana","Hermaphrodite","self_compatible","none",-0.431329115403064,"Campanulate","actinomorphic",-0.0502743791668304,-0.0220041694474815,0.745787797377675,-0.0769626619859885,0.236167225021328,0.12016989418777,0.0955791719226972,"shrub","Perennial",-0.396102042899081,3
"Dianthus armeria","Hermaphrodite","self_compatible","high",2.24587439450366,"Open","actinomorphic",-0.232478782917469,-0.162399030768853,-0.69322062537247,-0.252274058731286,-0.0572034755609291,0.374615657585957,-0.0718448645552905,"herb","Short lived",-0.396102042899081,1
"Dianthus caryophyllus","Hermaphrodite","partially_self_compatible","low",-0.387737049115231,"Tube","actinomorphic",-0.232478782917469,-0.162399030768853,0.0764815542380725,1.42779349341115,0.886014934470779,0.374615657585957,-0.0690570837469364,"herb","Perennial",-0.396102042899081,2
"Diapensia lapponica","Hermaphrodite","self_compatible","low",-0.387737049115231,"Campanulate","actinomorphic",-0.228455341825184,-0.164819631826118,-0.612903876195718,-0.0769626619859885,-0.110010201665735,-0.399784491886785,0.0192226418509427,"shrub","Perennial",-0.396102042899081,2
"Dicentra cucullaria","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Tube","zygomorphic",-0.230754451020775,-0.155137227597058,-0.59282468890153,-0.033134812799664,0.382852575312456,-0.499350225390423,-0.125741960183469,"herb","Perennial",-0.396102042899081,3
"Digitalis purpurea","Hermaphrodite","partially_self_compatible","none",-0.844229699342505,"Campanulate","zygomorphic",-0.229604896422979,-0.0704161905927819,1.74974716208708,0.794724560719798,1.99639142851487,3.3062733663042,0.0340908061621645,"herb","Short lived",-0.396102042899081,3
"Digitaria ciliaris","Hermaphrodite","self_compatible","high",2.24587439450366,"Open","zygomorphic",-0.18822093090233,0.801000190022625,-0.905167602366678,-0.714901355698045,-0.520729182480895,-0.621041677450426,-0.128839494414974,"herb","Short lived",-0.396102042899081,5
"Digomphia laurifolia","Hermaphrodite","self_compatible","none",-0.844229699342505,"Campanulate","actinomorphic",-0.233053560216367,-0.159978429711588,-0.0350694862851946,1.18430544237602,1.70302072793261,3.14033047713147,0.441094424366412,"herb","Perennial",-0.145785910951506,3
"Dillenia ferruginea","Hermaphrodite","partially_self_compatible","none",-0.844229699342505,"Open","actinomorphic",-0.228455341825184,-0.155137227597058,0.18803259476134,1.67128154444629,2.58313282967938,-0.233841602714055,-0.122024919105664,"tree","Perennial",2.85270892737634,3
"Dillenia suffruticosa","Hermaphrodite","partially_self_compatible","none",-0.844229699342505,"Open","actinomorphic",-0.142238746990497,-0.130931217024407,1.52664508104054,4.59313815686792,1.64266244601856,0.374615657585957,-0.0938373575989727,"shrub","Perennial",1.67132312000346,3
"Diodella radula","Monoecious","monoecious","none",-0.844229699342505,"Tube","actinomorphic",-0.227305787227388,-0.155137227597058,-0.258171567331729,-0.520110914869936,-0.174551755793832,0.0427298792404962,-0.113144622799227,"herb","Perennial",-0.396102042899081,4
"Diplotaxis virgata","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Campanulate","actinomorphic",-0.222707568836204,-0.147875424425262,-0.258171567331729,-0.2766228638348,-0.350574176143186,-0.510413084668605,-0.128219987568673,"herb","Short lived",-0.396102042899081,1
"Dipsacus chinensis","Hermaphrodite","self_compatible","none",-0.844229699342505,"Tube","actinomorphic",-0.216959795847225,0.0264078516978189,-0.258171567331729,-0.520110914869936,0.0894818747301994,0.374615657585957,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"Dipsacus fullonum","Hermaphrodite","self_compatible","low",-0.387737049115231,"Funnelform","actinomorphic",-0.165229838946413,0.558940084296123,0.18803259476134,1.67128154444629,0.0894818747301994,-0.0678987135413241,-0.128839494414974,"herb","Short lived",-0.396102042899081,1
"Dipsacus japonicus","Hermaphrodite","self_compatible","high",1.00894730953668,"Tube","actinomorphic",-0.0617699251447886,-0.0704161905927819,-0.258171567331729,-0.605331732732234,-0.262562965968509,-0.0125844171504139,-0.128839494414974,"herb","Short lived",-0.396102042899081,1
"Dipyrena glaberrima","Hermaphrodite","self_compatible","none",-0.0974559404178236,"Tube","actinomorphic",-0.222707568836204,-0.130931217024407,0.411134675807874,-0.033134812799664,0.822908626185842,2.03404454931326,-0.126980973876071,"shrub","Perennial",-0.396102042899081,3
"Dirca palustris","Hermaphrodite","self_compatible","low",-0.141933314377467,"Tube","actinomorphic",-0.176725384924371,-0.155137227597058,-0.704375729424797,-0.658899103959964,-0.0865405456191548,0.374615657585957,-0.128839494414974,"shrub","Perennial",-0.396102042899081,2
"Discaria toumatou","Hermaphrodite","partially_self_compatible","none",-0.844229699342505,"Open","actinomorphic",0.685440563422499,-0.143034222310732,-0.481273648378263,-0.568808525076963,-0.585270736608992,-0.621041677450426,-0.127600480722372,"shrub","Perennial",0.0469176348657486,3
"Dodonaea viscosa","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",0.627962833532708,-0.118828211738082,0.18803259476134,-0.374018084248854,-0.409248316259637,-0.178527306323144,-0.127600480722372,"shrub","Perennial",0.0469176348657486,4
"Dolichoglottis scorzoneroides","Hermaphrodite","self_incompatible","none",-0.771251963072265,"Capitulum","actinomorphic",-0.232478782917469,-0.155137227597058,0.18803259476134,1.67128154444629,-0.110010201665735,-0.565727381059515,-0.0675083166311842,"herb","Perennial",-0.396102042899081,3
"Donatia novae-zelandiae","Hermaphrodite","self_compatible","none",0.0742196777288141,"Open","actinomorphic",-0.222707568836204,-0.164819631826118,-0.72668593752945,-0.325320474041827,-0.32123710608496,-0.510413084668605,-0.125741960183469,"herb","Perennial",-0.396102042899081,3
"Doratoxylon apetalum","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",3.21446067857332,0.437910031432872,-0.704375729424797,-0.641854940387504,-0.585270736608992,-0.621041677450426,-0.125741960183469,"tree","Perennial",1.52364989408185,4
"Dorycnium pentaphyllum","Hermaphrodite","self_compatible","high",1.02842131424739,"Tube","zygomorphic",0.0531855346347941,-0.082519195879107,-0.704375729424797,-0.593157330180477,-0.379911246201412,-0.289155899104965,-0.109015275333345,"herb","Perennial",-0.396102042899081,5
"Draba arctica","Hermaphrodite","self_compatible","high",2.38633367149667,"Open","actinomorphic",-0.231329228319673,-0.157557828654323,-0.481273648378263,-0.374018084248854,-0.409248316259637,-0.615510247811335,-0.116944962965997,"herb","Perennial",-0.396102042899081,1
"Draba lactea","Hermaphrodite","self_compatible","medium",0.911511263070089,"Open","actinomorphic",-0.231904005618571,-0.155137227597058,-0.392032815959649,-0.374018084248854,-0.409248316259637,-0.621041677450426,-0.115829850642655,"herb","Perennial",-0.396102042899081,1
"Draba yunnanensis","Hermaphrodite","self_compatible","high",0.529036584952698,"Tube","actinomorphic",-0.228455341825184,-0.155137227597058,-0.0350694862851946,-0.22305549260707,-0.11587761567738,-0.598915958894061,-0.124502946490868,"herb","Perennial",-0.396102042899081,1
"Dracaena concinna","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Open","actinomorphic",-0.00429219525499729,2.25336082438164,5.76558462092469,1.7314955808485,1.75273756659855,0.817130028713238,-0.126671220452921,"shrub","Perennial",0.0469176348657486,3
"Dracaena reflexa","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Tube","actinomorphic",-0.11924765503458,1.04306029574913,5.76558462092469,1.43551885502817,1.1162793267681,0.817130028713238,-0.126671220452921,"tree","Perennial",-0.248428816977471,3
"Dracocephalum forrestii","Hermaphrodite","self_compatible","high",0.838458993069688,"Tube","zygomorphic",-0.232478782917469,-0.130931217024407,0.18803259476134,-0.154878838317232,0.910919836360519,2.19998743848599,-0.126980973876071,"herb","Perennial",-0.396102042899081,5
"Dracophyllum acerosum","Hermaphrodite","self_compatible","none",0.401352947154081,"Tube","actinomorphic",-0.176725384924371,-0.155137227597058,-0.481273648378263,-0.612636374263288,-0.286032622015089,-0.399784491886785,-0.0204257963123153,"shrub","Perennial",-0.248428816977471,3
"Dracophyllum pronum","Hermaphrodite","self_compatible","none",0.43231802791505,"Tube","actinomorphic",-0.222707568836204,-0.143034222310732,-0.481273648378263,-0.593157330180477,-0.409248316259637,-0.593384529254971,-0.0204257963123153,"shrub","Perennial",-0.396102042899081,3
"Drapetes dieffenbachii","Hermaphrodite","self_compatible","none",0.177828031100618,"Tube","actinomorphic",-0.222707568836204,-0.159978429711588,-0.59282468890153,-0.61750613528399,-0.555933666550766,-0.621041677450426,-0.128839494414974,"shrub","Perennial",-0.396102042899081,3
"Dryas integrifolia","Hermaphrodite","self_compatible","none",0.0715730177386834,"Open","actinomorphic",-0.228455341825184,-0.164819631826118,-0.369722607854996,0.453841289270608,-0.11587761567738,-0.289155899104965,-0.110873795872248,"shrub","Perennial",-0.396102042899081,3
"Dryas octopetala","Monoecious","self_incompatible","none",-0.844229699342505,"Open","actinomorphic",-0.228455341825184,-0.164819631826118,-0.258171567331729,0.697329340305744,-0.291900036026735,1.48090158540416,-0.0924930277424997,"shrub","Perennial",-0.396102042899081,3
"Dubyaea bhotanica","Hermaphrodite","self_incompatible","none",-0.412878649710592,"Capitulum","actinomorphic",-0.233628337515265,-0.159978429711588,-0.69322062537247,-0.252274058731286,-0.0572034755609291,-0.455098788277695,-0.101581193177734,"herb","Perennial",-0.396102042899081,3
"Duchesnea chrysantha","Hermaphrodite","self_compatible","none",0.392708536576039,"Open","actinomorphic",-0.231904005618571,-0.164819631826118,-0.704375729424797,-0.2766228638348,-0.350574176143186,-0.621041677450426,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"Echinacea pallida","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Capitulum","actinomorphic",-0.234088159354383,-0.164819631826118,0.344204051493913,2.01216481589548,3.4045707913097,0.263987064804137,-0.0888813028285654,"herb","Perennial",-0.396102042899081,3
"Echinacea purpurea","Hermaphrodite","partially_self_compatible","low",-0.387737049115231,"Capitulum","zygomorphic",-0.234088159354383,-0.164819631826118,-0.615134897006183,-0.0818324230066912,2.58313282967938,-0.233841602714055,-0.0888813028285654,"herb","Perennial",-0.396102042899081,2
"Echinocystis lobata","Monoecious","monoecious","none",-0.844229699342505,"Open","actinomorphic",-0.147986519979476,-0.0946222011654321,-0.0350694862851946,-0.154878838317232,-0.585270736608992,-0.621041677450426,-0.125741960183469,"vine","Short lived",0.489937312630578,4
"Echinopsis candicans","Hermaphrodite","self_compatible","medium",0.911511263070089,"Campanulate","actinomorphic",-0.233628337515265,-0.164819631826118,3.64611485098262,9.2194111265355,3.58905250572522,1.48090158540416,1.23531458113962,"shrub","Perennial",-0.100755591055861,1
"Echinopsis rhodotricha","Hermaphrodite","partially_self_compatible","none",-0.844229699342505,"Tube","actinomorphic",-0.233628337515265,-0.164819631826118,1.57126549724985,4.69053337728197,9.15463652272194,-0.123213009932234,1.23531458113962,"shrub","Perennial",-0.396102042899081,3
"Echinopsis strigosa","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Campanulate","actinomorphic",-0.233628337515265,-0.164819631826118,2.25172684444178,6.1758104885963,10.7975124459826,0.927758621495059,1.23531458113962,"shrub","Perennial",-0.396102042899081,3
"Echium plantagineum","Hermaphrodite","self_incompatible","low",-0.844229699342505,"Tube","zygomorphic",-0.230754451020775,-0.159978429711588,1.30354299999401,0.361315829877256,0.822908626185842,3.14033047713147,-0.126980973876071,"herb","Perennial",-0.396102042899081,2
"Echium sabulicola","Hermaphrodite","self_compatible","high",1.58792362770029,"Tube","zygomorphic",-0.222707568836204,-0.143034222310732,-0.793616561843411,-0.471413304662909,0.353515505254231,1.48090158540416,-0.126980973876071,"herb","Short lived",-0.396102042899081,5
"Elaeagnus angustifolia","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Campanulate","actinomorphic",2.6396833796754,0.316879978569621,-0.258171567331729,-0.281492624855503,-0.203888825852058,0.0980441756314064,-0.128839494414974,"tree","Perennial",0.194590860787359,3
"Elaeocarpus japonicus","Hermaphrodite","dioecious","none",-0.661674436623739,"Campanulate","actinomorphic",0.340574184083751,0.0264078516978189,1.30354299999401,-0.568808525076963,-0.409248316259637,-0.399784491886785,-0.107776261640743,"tree","Perennial",3.00038215329795,4
