x,y,PANEL,group,flipped_aes,colour,size,linetype,alpha,repetition
0,0.5258001960677239,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.01,0.5271997160264805,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.02,0.5285992359852372,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.03,0.5299987559439939,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.04,0.5313982759027506,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.05,0.5327977958615072,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.06,0.534197315820264,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.07,0.5355968357790206,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.08,0.5369963557377773,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.09,0.538395875696534,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.1,0.5397953956552907,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.11,0.5411949156140474,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.12,0.5425944355728041,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.13,0.5439939555315607,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.14,0.5453934754903175,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.15,0.5467929954490741,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.16,0.5481925154078308,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.17,0.5495920353665875,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.18,0.5509915553253442,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.19,0.5523910752841008,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.2,0.5537905952428576,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.21,0.5551901152016142,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.22,0.5565896351603709,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.23,0.5579891551191276,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.24,0.5593886750778843,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.25,0.5607881950366409,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.26,0.5621877149953977,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.27,0.5635872349541543,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.28,0.5649867549129111,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.29,0.5663862748716677,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.3,0.5677857948304244,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.31,0.5691853147891811,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.32,0.5705848347479378,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.33,0.5719843547066944,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.34,0.5733838746654512,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.35000000000000003,0.5747833946242078,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.36,0.5761829145829644,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.37,0.5775824345417212,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.38,0.5789819545004778,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.39,0.5803814744592345,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.4,0.5817809944179912,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.41000000000000003,0.5831805143767479,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.42,0.5845800343355047,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.43,0.5859795542942613,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.44,0.5873790742530179,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.45,0.5887785942117747,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.46,0.5901781141705313,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.47000000000000003,0.591577634129288,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.48,0.5929771540880447,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.49,0.5943766740468014,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.5,0.595776194005558,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.51,0.5971757139643148,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.52,0.5985752339230714,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.53,0.5999747538818281,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.54,0.6013742738405848,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.55,0.6027737937993415,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.56,0.6041733137580982,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.5700000000000001,0.6055728337168549,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.58,0.6069723536756115,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.59,0.6083718736343683,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.6,0.6097713935931249,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.61,0.6111709135518816,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.62,0.6125704335106383,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.63,0.613969953469395,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.64,0.6153694734281516,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.65,0.6167689933869084,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.66,0.618168513345665,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.67,0.6195680333044218,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.68,0.6209675532631784,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.6900000000000001,0.6223670732219351,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.7000000000000001,0.6237665931806918,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.71,0.6251661131394485,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.72,0.6265656330982051,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.73,0.6279651530569619,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.74,0.6293646730157185,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.75,0.6307641929744752,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.76,0.6321637129332319,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.77,0.6335632328919886,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.78,0.6349627528507452,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.79,0.636362272809502,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.8,0.6377617927682586,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.81,0.6391613127270153,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.8200000000000001,0.640560832685772,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.8300000000000001,0.6419603526445287,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.84,0.6433598726032853,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.85,0.6447593925620421,1,-1,FALSE,#008DFFFF,1,1,NA,1
