x,y,PANEL,group,flipped_aes,colour,size,linetype,alpha,repetition
0,0.47497057705711565,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.03,0.4757330213422748,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.06,0.4764954656274339,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.09,0.47725790991259304,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.12,0.47802035419775213,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.15,0.4787827984829113,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.18,0.47954524276807037,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.21,0.4803076870532295,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.24,0.4810701313383886,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.27,0.48183257562354775,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.3,0.4825950199087069,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.32999999999999996,0.483357464193866,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.36,0.48411990847902514,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.39,0.48488235276418423,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.42,0.4856447970493434,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.44999999999999996,0.4864072413345025,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.48,0.4871696856196616,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.51,0.48793212990482077,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.54,0.48869457418997986,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.57,0.489457018475139,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.6,0.4902194627602981,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.63,0.49098190704545724,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.6599999999999999,0.49174435133061634,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.69,0.4925067956157755,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.72,0.49326923990093463,1,-1,FALSE,#008DFFFF,1,1,NA,1
