"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m"
"Evonymus atropurpureus","Celastrales","Celastraceae","Evonymus","Euonymus atropurpureus","Hermaphrodite","self_compatible","low",13.49415,"Open","actinomorphic",2500,3,30,7,0.6,6,16,"shrub","Perennial",4
"Eupatorium altissimum","Asterales","Asteraceae","Eupatorium","Eupatorium altissimum","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",150,150,35,7.1,4,10,5,"herb","Perennial",0.75
"Eupatorium chinense","Asterales","Asteraceae","Eupatorium","Eupatorium chinense","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",250,250,140,2.1,5,10,5,"shrub","Perennial",1
"Eupatorium perfoliatum","Asterales","Asteraceae","Eupatorium","Eupatorium perfoliatum","Hermaphrodite","partially_self_compatible","low",13,"Capitulum","actinomorphic",500,500,250,12,4.1,10,16,"herb","Short lived",0.7
"Eupatorium purpureum","Asterales","Asteraceae","Eupatorium","Eupatorium purpureum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1000,1000,120,30.12,5.5,11.5,5.5,"herb","Perennial",1.35
"Eupatorium serotinum","Asterales","Asteraceae","Eupatorium","Eupatorium serotinum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",500,500,300,30,2.75,10,11.5,"herb","Perennial",1
"Eupatorium sessilifolium","Asterales","Asteraceae","Eupatorium","Eupatorium sessilifolium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",350,350,140,4,5.9095,10,5,"herb","Perennial",0.85
"Euphorbia corollata","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia corollata","Monoecious","monoecious","none",0,"Open","actinomorphic",90,90,80,6,2,1.1,3,"herb","Perennial",0.6
"Euphorbia cyathophora","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia cyathophora","Monoecious","monoecious","none",0,"Open","actinomorphic",10,10,20,2,2,1.6,3,"herb","Short lived",0.6
"Euphorbia preslii","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia nutans","Monoecious","monoecious","none",0,"Open","actinomorphic",200,30,20,5.7,3.9,1.55,3,"herb","Short lived",0.5
"Euphorbia pyrifolia","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia pyrifolia","Dioecious","dioecious","none",0,"Open","actinomorphic",75,30,60,9.47525,2.25,2,3,"shrub","Perennial",6.5
"Euphorbea segatalis","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia segetalis","Monoecious","self_compatible","low",13,"Open","actinomorphic",75,10,8,2,3,3,3,"herb","Short lived",0.35
"Euphrasia collina","Lamiales","Orobanchaceae","Euphrasia","Euphrasia collina","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",20,20,30,11,10.1,10,24,"herb","Perennial",0.325
"Euphrasia regelii","Lamiales","Orobanchaceae","Euphrasia","Euphrasia regelii","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",5,5,20,6,7.5,5,39,"herb","Short lived",0.19
"Euphrasia revoluta","Lamiales","Orobanchaceae","Euphrasia","Euphrasia revoluta","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",3,3,75,14.1,12.5,5,31.5,"herb","Perennial",0.05
"Euphrasia zelandica","Lamiales","Orobanchaceae","Euphrasia","Euphrasia zelandica","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",5,5,75,13.5,9,5,24,"herb","Short lived",0.05
"Euptelea polyandra","Ranunculales","Eupteleaceae","Euptelea","Euptelea polyandra","Hermaphrodite","partially_self_compatible","medium",50.5,"Brush","actinomorphic",750,75,15,2.5,2.5,10,4,"tree","Perennial",10
"Eurya japonica","Ericales","Pentaphylacaceae","Eurya","Eurya japonica","Dioecious","self_incompatible","none",0,"Campanulate","actinomorphic",20000,300,15,3.5,3.5,1.5,9,"shrub","Perennial",3.5
"Euscaphis japonica","Crossosomatales","Staphyleaceae","Euscaphis","Euscaphis japonica","Hermaphrodite","self_compatible","low",10.0269625,"Open","actinomorphic",40000,200,20,4.5,4,2,6,"tree","Perennial",5
"Solidago graminifolia","Asterales","Asteraceae","Euthamia","Euthamia graminifolia","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",400,400,75,5,4,10,36.5,"herb","Perennial",0.5
"Meriana sclerophylla","Solanales","Convolvulaceae","Evolvulus","Evolvulus pusillus","Hermaphrodite","self_compatible","none",0,"Tube","actinomorphic",50,1,10.5,10.5,3,1.5,4,"herb","Perennial",0.4
"Excoecaria benthamiana","Malpighiales","Euphorbiaceae","Exoecaria","Excoecaria benthamiana","Monoecious","monoecious","none",0,"Open","actinomorphic",50000,20,10,2.2,2,1,3,"tree","Perennial",6
"Cacabus miersii","Solanales","Solanaceae","Exodeconus","Exodeconus miersii","Hermaphrodite","self_compatible","low",17.84975,"Campanulate","actinomorphic",100,5,18.2,18.2,50,45,100,"herb","Short lived",0.225
"Polygonum scandens","Caryophyllales","Polygonaceae","Fallopia","Fallopia scandens","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",600,40,20,5.1,3.1,1,1,"herb","Perennial",3
"Farfugium joponicum","Asterales","Asteraceae","Farfugium","Farfugium joponicum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",60,30,100,25,20,5.1,30,"herb","Perennial",0.4
"Faujasiopsis flexuosa","Asterales","Asteraceae","Faujasiopsis","Faujasiopsis flexuosa","Hermaphrodite","self_compatible","low",18.108,"Capitulum","actinomorphic",70,70,50,3.3,6.21892,6,40,"shrub","Perennial",1.5
"Filipendula ulmaria","Rosales","Rosaceae","Filipendula","Filipendula ulmaria","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",600,600,150,6.5,0.5,1.25,2,"herb","Perennial",0.85
"Flagellaria indica","Poales","Flagellariaceae","Flagellaria","Flagellaria indica","Hermaphrodite","self_compatible","low",11.727,"Campanulate","actinomorphic",150,150,50,2.5,2.1,1,3,"vine","Perennial",7.5
"Fragaria virginiana illinoensis","Rosales","Rosaceae","Fragaria","Fragaria virginiana","Dioecious","self_compatible","low",14.2349730769231,"Open","actinomorphic",5,5,15.5,15.5,1.4,1,100,"herb","Perennial",0.9
"Frasera carolinensis","Gentianales","Gentianaceae","Frasera","Frasera caroliniensis","Hermaphrodite","self_compatible","low",17.9,"Open","actinomorphic",75,75,240,24,6.35175,5,10,"herb","Perennial",1.65
"Fraxinus americanus","Lamiales","Oleaceae","Fraxinus","Fraxinus americana","Dioecious","dioecious","none",0,"Open","actinomorphic",18155.6073232323,100,40,3,10,1,4,"tree","Perennial",22.5
"Freesia refracta","Asparagales","Iridaceae","Freesia","Freesia refracta","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",30,6,150,31.1,26,10,4,"herb","Perennial",0.35
"Fumaria_capreolata","Ranunculales","Papaveraceae","Fumaria","Fumaria capreolata","Hermaphrodite","self_compatible","low",17.16625,"Tube","zygomorphic",75,15,24,2,12,12,1.5,"vine","Perennial",0.45
"Gaertnera petrinensis","Gentianales","Rubiaceae","Gaertnera","Gaertnera petrinensis","Hermaphrodite","self_incompatible","low",10.8618,"Tube","actinomorphic",500,100,50,10,15,7.5,2,"shrub","Perennial",1.25
"Gaertnera psychotrioides/edentata","Gentianales","Rubiaceae","Gaertnera","Gaertnera psychotrioides","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",500,100,50,10,12.5,12.5,2,"tree","Perennial",6.3
"Gaertnera rotundifolia","Gentianales","Rubiaceae","Gaertnera","Gaertnera rotundifolia","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",500,100,50,2.5,20,15.25,2,"shrub","Perennial",3.5
"Galactea striata","Fabales","Fabaceae","Galactia","Galactia striata","Hermaphrodite","self_compatible","low",15.8415,"Papilionaceous","zygomorphic",50,4,8,8,5.1,5,12,"vine","Perennial",2.3
"Galactites tomentosa","Asterales","Asteraceae","Galactites","Galactites tomentosus","Hermaphrodite","self_compatible","low",17.663375,"Capitulum","actinomorphic",3,3,60,60,16.5,10,30,"herb","Short lived",0.275
"Galactophora schomburgkiana","Gentianales","Apocynaceae","Galactophora","Galactophora schomburgkiana","Hermaphrodite","self_compatible","low",13.1739166666667,"Tube","actinomorphic",3,1,25,25,58.5,20,188.8826,"vine","Perennial",1.25
"Orchis spectabilis","Asparagales","Orchidaceae","Galearis","Galearis spectabilis","Hermaphrodite","partially_self_compatible","none",0,"Tube","zygomorphic",5,5,60,20,25,0.1,25000,"herb","Perennial",4.5
"Galeopsis bifida","Lamiales","Lamiaceae","Galeopsis","Galeopsis bifida","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",15,15,20,7,13.5,10,4,"herb","Short lived",0.45
"Galium aperine","Gentianales","Rubiaceae","Galium","Galium aparine","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",35,5,12,1.5,1,0.45,2,"herb","Short lived",1
"Galium palustre","Gentianales","Rubiaceae","Galium","Galium palustre","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",50,5,12,4,1,0.8,2,"herb","Perennial",0.3
"Galium perpusillum","Gentianales","Rubiaceae","Galium","Galium perpusillum","Dioecious","dioecious","none",0,"Tube","actinomorphic",20,1,12,3.75,0.9,1,2,"herb","Perennial",0.06
"Galium propinquum","Gentianales","Rubiaceae","Galium","Galium propinquum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30,5,12,1.65,1.65,1,2,"herb","Perennial",0.1
"Galium saxatile","Gentianales","Rubiaceae","Galium","Galium saxatile","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,10,10,2.5,1,2,2,"shrub","Perennial",0.6
"Galium verum","Gentianales","Rubiaceae","Galium","Galium verum","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",300,20,20,3,3,1,2,"herb","Perennial",0.3
"Galvezia leucantha","Lamiales","Plantaginaceae","Galvezia","Galvezia leucantha","Hermaphrodite","self_compatible","low",16.1723,"Tube","zygomorphic",20,20,7,7,9.25,1.5,4,"shrub","Perennial",0.75
"Gastonia crassa","Apiales","Araliaceae","Gastonia","Gastonia crassa","Hermaphrodite","monoecious","low",8.44015,"Campanulate","actinomorphic",80,80,125,6.5,17,1,7,"shrub","Perennial",5
"Gaura biennis","Myrtales","Onagraceae","Gaura","Gaura biennis","Hermaphrodite","self_compatible","high",88,"Open","zygomorphic",50,5,50,13,7,11,4,"herb","Short lived",1.05
"Gaylussacia baccata","Ericales","Ericaceae","Gaylussacia","Gaylussacia baccata","Hermaphrodite","partially_self_compatible","low",10,"Tube","actinomorphic",2000,100,120,4,7,5.05,10,"shrub","Perennial",0.6
"Geniostoma borbonicum","Gentianales","Loganiaceae","Geniostoma","Geniostoma borbonicum","Hermaphrodite","partially_self_compatible","low",9.96079166666667,"Campanulate","actinomorphic",500,100,60,8,4.75,1.15,65,"tree","Perennial",8.5
"Genista anglica","Fabales","Fabaceae","Genista","Genista anglica","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",1000,15,25,8,12.5,6.5,17.9,"shrub","Perennial",0.38
"Genista hirsuta","Fabales","Fabaceae","Genista","Genista hirsuta","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",3000,20,25,1.7,8.5,9.1,6.47,"shrub","Perennial",0.9
"Genista pilosa","Fabales","Fabaceae","Genista","Genista pilosa","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,30,20,7,10,6.5,13,"shrub","Perennial",0.6
"Gentiana andrewsii","Gentianales","Gentianaceae","Gentiana","Gentiana andrewsii","Hermaphrodite","self_compatible","low",4,"Tube","actinomorphic",10,10,100,18.75,37.5,15,150,"herb","Perennial",0.6
"Gentiana atuntsiensis","Gentianales","Gentianaceae","Gentiana","Gentiana atuntsiensis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",10,10,60,14.5,29,4.5,150,"herb","Perennial",0.15
"Gentiana chungtienensis","Gentianales","Gentianaceae","Gentiana","Gentiana chungtienensis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",30,30,19.5,19.5,19.5,1.75,150,"herb","Short lived",0.04
"Gentiana crassicaulis","Gentianales","Gentianaceae","Gentiana","Gentiana crassicaulis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",35,35,80,20.1,21,2.25,150,"herb","Perennial",0.2
"Gentiana puberula","Gentianales","Gentianaceae","Gentiana","Gentiana saponaria","Hermaphrodite","self_compatible","none",0,"Tube","actinomorphic",5,5,80,18.1,40,20,150,"herb","Perennial",0.375
"Gentiana corymbifera","Gentianales","Gentianaceae","Gentianella","Gentianella corymbifera","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",30,30,100,16,10,15,52,"herb","Short lived",0.23
"Gentianella diemensis","Gentianales","Gentianaceae","Gentianella","Gentianella diemensis","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",5,5,100,18,10,15,85,"herb","Short lived",0.26
"Gentiana montana","Gentianales","Gentianaceae","Gentianella","Gentianella montana","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",6,4,100,15.15,15.25,15,66,"herb","Short lived",3.6
"Geoffroea spinosa","Fabales","Fabaceae","Geoffroea","Geoffroea spinosa","Hermaphrodite","self_compatible","none",0,"Papilionaceous","zygomorphic",15000,30,75,9.1,15,15,2,"tree","Perennial",6
"Geranium carolinianum","Geraniales","Geraniaceae","Geranium","Geranium carolinianum","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",5,5,7.1,7.1,1.3,13,5,"herb","Short lived",0.375
"Geranium delavaryi","Geraniales","Geraniaceae","Geranium","Geranium delavayi","Hermaphrodite","self_compatible","low",16.9519,"Open","actinomorphic",2,2,17.5,17.5,4.1,24.1,10,"herb","Perennial",0.54
"Geranium maculatum","Geraniales","Geraniaceae","Geranium","Geranium maculatum","Dioecious","partially_self_compatible","low",13,"Open","actinomorphic",10,5,25.1,25.1,13,5,10,"herb","Perennial",0.5
"Geranium nepalense","Geraniales","Geraniaceae","Geranium","Geranium nepalense","Hermaphrodite","self_compatible","low",14.0637666666667,"Open","actinomorphic",10,2,12.5,12.5,10,0.5,10,"herb","Perennial",0.5
"Geranium robertianum","Geraniales","Geraniaceae","Geranium","Geranium robertianum","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",10,10,17.5,17.5,10.5,20,10,"herb","Short lived",0.3
"Geranium sibiricum","Geraniales","Geraniaceae","Geranium","Geranium sibiricum","Hermaphrodite","self_compatible","low",16.2246666666667,"Open","actinomorphic",10,5,12.5,12.5,6.25,5,10,"herb","Perennial",0.35
"Geum canadense","Rosales","Rosaceae","Geum","Geum canadense","Hermaphrodite","self_compatible","low",18.32975,"Open","actinomorphic",5,1,15,15,2.5,5.5,1,"herb","Perennial",0.6
"Geum japonicum","Rosales","Rosaceae","Geum","Geum macrophyllum","Hermaphrodite","self_compatible","low",15.7793416666667,"Open","actinomorphic",8,8,11.1,11.1,4,0.5,1,"herb","Perennial",0.7
"Geum rivale","Rosales","Rosaceae","Geum","Geum rivale","Hermaphrodite","partially_self_compatible","low",13.2,"Campanulate","actinomorphic",5,2,12.5,12.5,11,7,1,"herb","Perennial",0.425
"Geum uniflorum","Rosales","Rosaceae","Geum","Geum uniflorum","Hermaphrodite","self_compatible","low",13.88075,"Open","actinomorphic",1,1,25,25,18,5,1,"herb","Perennial",0.1
"Geum vernum","Rosales","Rosaceae","Geum","Geum vernum","Hermaphrodite","self_compatible","low",14.832875,"Open","actinomorphic",5,5,14,14,3,2.1,1,"herb","Perennial",0.225
"Gillenia stipulacea","Rosales","Rosaceae","Gillenia","Gillenia stipulacea","Hermaphrodite","self_compatible","low",17.1227666666667,"Tube","actinomorphic",5,5,28,28,7.2,2,4,"herb","Perennial",0.5
"Glechoma hederacea","Lamiales","Lamiaceae","Glechoma","Glechoma hederacea","Dioecious","self_compatible","none",0,"Tube","zygomorphic",10,3,25,8,12.5,7,4,"herb","Perennial",0.11
"Gleditsia triacanthos","Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","Monoecious","monoecious","none",0,"Open","actinomorphic",20000,120,25,5,1.5,0.5,10,"tree","Perennial",17.5
"Glionnetia sericea","Gentianales","Rubiaceae","Glionnetia","Glionnetia sericea","Hermaphrodite","self_compatible","low",13,"Tube","actinomorphic",75,15,120,30,9.4,10,100,"shrub","Perennial",5.5
"Glochidion acuminatum","Malpighiales","Phyllanthaceae","Glochidion","Glochidion acuminatum","Monoecious","monoecious","none",0,"Tube","actinomorphic",500,5,10,1.5,3,1.25,8,"shrub","Perennial",5.5
"Glochidion obovatum","Malpighiales","Phyllanthaceae","Glochidion","Glochidion obovatum","Monoecious","monoecious","none",0,"Open","actinomorphic",500,5,5,1.75,1.75,1.25,9.5,"shrub","Perennial",0.75
"Glochidion zeylanicum","Malpighiales","Phyllanthaceae","Glochidion","Glochidion zeylanicum","Monoecious","monoecious","none",0,"Open","actinomorphic",500,5,20,4,2,3.5,11,"shrub","Perennial",3.5
"Gnaphalium polycephalum","Asterales","Asteraceae","Gnaphalium","Gnaphalium polycephalum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,20,100,4.1,4.1,0.1,67,"herb","Short lived",0.45
"Gomphrena celosioides","Caryophyllales","Amaranthaceae","Gomphrena","Gomphrena celosioides","Hermaphrodite","self_compatible","medium",70,"Tube","actinomorphic",1000,50,25,2,5.5,0.4,1,"herb","Perennial",0.15
"Gomphrena elegans","Caryophyllales","Amaranthaceae","Gomphrena","Gomphrena elegans","Hermaphrodite","self_compatible","medium",70,"Tube","actinomorphic",100,75,31.12,2,3,2.25,1,"herb","Short lived",1
"Gossypium barbadense","Malvales","Malvaceae","Gossypium","Gossypium barbadense","Hermaphrodite","self_compatible","high",75,"Open","actinomorphic",30,1,10.3,10.3,25,3.2,50,"shrub","Perennial",2
"Gossypium darwinii","Malvales","Malvaceae","Gossypium","Gossypium darwinii","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",150,1,70,70,36,25,32.5,"shrub","Perennial",1.1
"Grangeria borbonica","Malpighiales","Chrysobalanaceae","Grangeria","Grangeria borbonica","Hermaphrodite","self_compatible","low",11.4794166666667,"Open","actinomorphic",100,10,60,16,5,3.5,2,"tree","Perennial",6
"Gratiola virginiana","Lamiales","Plantaginaceae","Gratiola","Gratiola virginiana","Hermaphrodite","self_compatible","low",17.30795,"Tube","zygomorphic",5,1,22,22,22,3,100,"herb","Short lived",0.25
"Gymnocladus dioica","Fabales","Fabaceae","Gymnocladus","Gymnocladus dioica","Dioecious","dioecious","none",0,"Open","actinomorphic",15000,75,25,25,18,5,4,"tree","Perennial",25
"Halenia elliptica","Gentianales","Gentianaceae","Halenia","Halenia elliptica","Hermaphrodite","self_compatible","high",100,"Campanulate","actinomorphic",10,10,24,8,17.5,4,14.5,"herb","Short lived",0.4
"Halimium commutatum","Malvales","Cistaceae","Halimium","Halimium commutatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",100,3,19.1,19.1,4,0.5,7,"shrub","Perennial",1.5
"Halimium halimifolium","Malvales","Cistaceae","Halimium","Halimium halimifolium","Hermaphrodite","self_incompatible","none",1,"Open","actinomorphic",50,5,28,28,3,1,46,"shrub","Perennial",1
"Cordemoya integrifolia","Malpighiales","Euphorbiaceae","Hancea","Hancea integrifolia","Monoecious","monoecious","none",0,"Brush","actinomorphic",9197.67398989899,25,30,10,5,11,3,"tree","Perennial",7.5
"Cassiope hypnoides","Ericales","Ericaceae","Harrimanella","Harrimanella hypnoides","Hermaphrodite","self_compatible","low",19.269975,"Campanulate","actinomorphic",100,1,4.2,4.2,3.75,1,100,"shrub","Perennial",0.03
"Harrisia balansae","Caryophyllales","Cactaceae","Harrisia","Harrisia balansae","Hermaphrodite","partially_self_compatible","none",0,"Tube","actinomorphic",10,1,120,120,175,138,5022,"shrub","Perennial",2.2
