x,y,PANEL,group,flipped_aes,colour,size,linetype,alpha,repetition
0,0.4987980641779381,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.01,0.5002825827148504,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.02,0.5017671012517628,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.03,0.5032516197886752,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.04,0.5047361383255875,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.05,0.5062206568624998,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.06,0.5077051753994123,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.07,0.5091896939363246,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.08,0.510674212473237,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.09,0.5121587310101493,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.1,0.5136432495470618,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.11,0.5151277680839741,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.12,0.5166122866208864,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.13,0.5180968051577988,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.14,0.5195813236947112,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.15,0.5210658422316236,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.16,0.5225503607685359,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.17,0.5240348793054482,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.18,0.5255193978423607,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.19,0.527003916379273,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.2,0.5284884349161854,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.21,0.5299729534530977,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.22,0.5314574719900101,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.23,0.5329419905269225,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.24,0.5344265090638348,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.25,0.5359110276007473,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.26,0.5373955461376596,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.27,0.538880064674572,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.28,0.5403645832114843,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.29,0.5418491017483967,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.3,0.5433336202853091,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.31,0.5448181388222214,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.32,0.5463026573591337,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.33,0.5477871758960462,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.34,0.5492716944329585,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.35000000000000003,0.5507562129698709,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.36,0.5522407315067832,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.37,0.5537252500436957,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.38,0.555209768580608,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.39,0.5566942871175203,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.4,0.5581788056544327,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.41000000000000003,0.5596633241913451,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.42,0.5611478427282575,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.43,0.5626323612651698,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.44,0.5641168798020822,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.45,0.5656013983389946,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.46,0.5670859168759069,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.47000000000000003,0.5685704354128193,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.48,0.5700549539497317,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.49,0.571539472486644,1,-1,FALSE,#008DFFFF,1,1,NA,1
