x,y,PANEL,group,flipped_aes,colour,size,linetype,alpha,repetition
0,0.635879090762354,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.03,0.6340130677877552,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.06,0.6321470448131564,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.09,0.6302810218385576,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.12,0.6284149988639588,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.15,0.62654897588936,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.18,0.6246829529147612,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.21,0.6228169299401624,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.24,0.6209509069655635,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.27,0.6190848839909647,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.3,0.6172188610163659,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.32999999999999996,0.6153528380417671,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.36,0.6134868150671683,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.39,0.6116207920925695,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.42,0.6097547691179707,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.44999999999999996,0.6078887461433718,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.48,0.606022723168773,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.51,0.6041567001941742,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.54,0.6022906772195754,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.57,0.6004246542449766,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.6,0.5985586312703778,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.63,0.596692608295779,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.6599999999999999,0.5948265853211802,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.69,0.5929605623465813,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.72,0.5910945393719825,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.75,0.5892285163973837,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.78,0.5873624934227849,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.8099999999999999,0.5854964704481861,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.84,0.5836304474735873,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.87,0.5817644244989885,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.8999999999999999,0.5798984015243897,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.9299999999999999,0.5780323785497908,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.96,0.576166355575192,1,-1,FALSE,#008DFFFF,1,1,NA,1
0.99,0.5743003326005932,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.02,0.5724343096259944,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.05,0.5705682866513956,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.08,0.5687022636767968,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.1099999999999999,0.566836240702198,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.14,0.5649702177275991,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.17,0.5631041947530003,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.2,0.5612381717784015,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.23,0.5593721488038027,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.26,0.5575061258292039,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.29,0.5556401028546051,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.3199999999999998,0.5537740798800063,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.3499999999999999,0.5519080569054075,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.38,0.5500420339308086,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.41,0.5481760109562098,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.44,0.546309987981611,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.47,0.5444439650070122,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.5,0.5425779420324134,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.53,0.5407119190578146,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.56,0.5388458960832158,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.5899999999999999,0.536979873108617,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.6199999999999999,0.5351138501340181,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.65,0.5332478271594193,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.68,0.5313818041848205,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.71,0.5295157812102217,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.74,0.5276497582356229,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.77,0.5257837352610241,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.7999999999999998,0.5239177122864253,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.8299999999999998,0.5220516893118264,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.8599999999999999,0.5201856663372276,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.89,0.5183196433626288,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.92,0.51645362038803,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.95,0.5145875974134312,1,-1,FALSE,#008DFFFF,1,1,NA,1
1.98,0.5127215744388324,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.01,0.5108555514642336,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.04,0.5089895284896347,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.07,0.5071235055150359,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.1,0.5052574825404371,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.13,0.5033914595658383,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.16,0.5015254365912395,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.19,0.49965941361664074,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.2199999999999998,0.4977933906420419,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.25,0.4959273676674431,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.28,0.4940613446928443,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.31,0.4921953217182455,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.34,0.49032929874364667,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.37,0.48846327576904786,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.4,0.48659725279444904,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.4299999999999997,0.48473122981985023,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.46,0.4828652068452514,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.4899999999999998,0.4809991838706526,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.52,0.4791331608960538,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.55,0.477267137921455,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.58,0.47540111494685616,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.61,0.47353509197225735,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.6399999999999997,0.47166906899765854,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.67,0.4698030460230597,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.6999999999999997,0.4679370230484609,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.73,0.4660710000738621,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.76,0.4642049770992633,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.79,0.46233895412466447,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.82,0.4604729311500657,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.85,0.45860690817546684,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.88,0.45674088520086803,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.9099999999999997,0.45487486222626927,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.94,0.4530088392516704,1,-1,FALSE,#008DFFFF,1,1,NA,1
2.9699999999999998,0.45114281627707165,1,-1,FALSE,#008DFFFF,1,1,NA,1
3,0.4492767933024728,1,-1,FALSE,#008DFFFF,1,1,NA,1
0,0.17376950535383912,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.03,0.17397327257793962,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.06,0.1741770398020401,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.09,0.17438080702614062,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.12,0.1745845742502411,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.15,0.17478834147434158,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.18,0.17499210869844206,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.21,0.17519587592254257,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.24,0.17539964314664305,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.27,0.17560341037074356,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.3,0.17580717759484404,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.32999999999999996,0.17601094481894453,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.36,0.176214712043045,2,-1,FALSE,#008DFFFF,1,1,NA,1
0.39,0.1764184792671455,2,-1,FALSE,#008DFFFF,1,1,NA,1
