position,Node_FG,mean,SE,mean_natural_units
1,1,2.670842042864898,0.2221387976808481,14.452133386498542
1,2,3.5627282806867275,0.4160721593627004,35.259263204759705
1,3,3.185172373736992,0.41101765328115214,24.171454570718968
1,4,3.3686322476080877,0.44263350411277924,29.03878201974199
1,5,2.7804115793271014,0.42907713410102954,16.12565656927146
3,1,3.8318253391706065,0.455357910480494,46.146694773298066
3,2,4.734181441349432,0.656385897288261,113.77029293512362
3,3,4.356066132981031,0.6481152721491471,77.94988599643465
3,4,4.379915446648817,0.6828761421251577,79.83128311719202
3,5,4.0372447829299,0.6685499411777103,56.669989388451235
5,1,3.7486776847110472,0.3589613818858063,42.46489288128401
5,2,5.061776663478649,0.6860502240179418,157.8707505055045
5,3,4.544503231616873,0.6704251681806146,94.11366290270367
5,4,5.221025759088119,0.7366241429198757,185.1239793161551
5,5,4.071070152736637,0.7056301405318022,58.61966102812715
7,1,4.714257405833502,0.5412229198932744,111.52596188710636
7,2,6.462565415585844,1.032849114454875,640.7026185083648
7,3,5.7972577327320405,0.990359362403614,329.39503103469065
7,4,7.040145968702943,1.1071539021486583,1141.5542256577482
7,5,5.230849441304005,1.051280574890204,186.9515404520775
9,1,5.39166288864608,0.5051454445064266,219.5681996134879
9,2,6.223641739792417,0.7225187186576832,504.5372839269953
9,3,5.8893522111413095,0.7123825654586344,361.1712458675499
9,4,5.707653604936506,0.7519730673207209,301.1635898349179
9,5,5.705852381706747,0.7323004223742229,300.6216152361005
10,1,4.901748611327444,0.5256173293465274,134.5248057395778
10,2,6.441177537575095,0.8571372032770164,627.1448518122622
10,3,5.731578499202554,0.847060804583531,308.45578150122594
10,4,6.363685147122377,0.9074584185124404,580.3812104997506
10,5,5.462017155065505,0.8853690353463843,235.57213094311143
13,1,3.2739523774656427,0.6496699902245016,26.415537467493806
13,2,4.477596944038176,0.9521518359516599,88.02289437890055
13,3,3.990553346636196,0.9392874397972544,54.08480873165322
13,4,4.3178669554006515,0.9960931128325687,75.02841852254872
13,5,3.615981264582423,0.9839281406231226,37.187819117591836
15,1,4.819634004095168,0.6842768193763366,123.91972836599163
15,2,5.698621954753116,0.927508806760196,298.4558318112995
15,3,5.38921130442424,0.9154690392596105,219.0305689723714
15,4,5.27431499734463,0.9599462314267844,195.25667934824406
15,5,5.096767059722904,0.939859260935099,163.4924905170038
17,1,5.487348416994935,0.7564423305857318,241.61569265534175
17,2,7.720229127132381,1.4405255786581703,2253.475853880644
17,3,6.908155186593861,1.3543271755595157,1000.3999875854333
17,4,8.74282910657541,1.5356749137211545,6265.596702285725
17,5,6.220060923028669,1.4434766411150632,502.73385915659475
19,1,6.724483576363898,0.6054357424479584,832.5419211844431
19,2,7.512918697895882,0.8795158067772035,1831.551494586349
19,3,7.176386040729772,0.8666034392621793,1308.172024707244
19,4,6.9205723441923475,0.9154631601566989,1012.8995558430381
19,5,7.135016623721078,0.8916868914683653,1255.1578539813775
20,1,5.763357335263143,0.6593559417510815,318.41556418405963
20,2,7.9188567754161525,1.1738028381334829,2748.62695096707
20,3,6.941131128632744,1.1502535358526744,1033.9390718607146
20,4,8.31262783929775,1.2426872533285942,4075.00739051956
20,5,6.652626770413958,1.217790772646686,774.8169209498564
23,1,6.248315273223178,0.5973152683968853,517.140849318241
23,2,7.553571051059805,0.9509257457852182,1907.5425146453051
23,3,7.061474856231198,0.9447149318674173,1166.1638220553623
23,4,7.313223326465144,1.0086743332152206,1500.0044090687431
23,5,6.911397303320621,0.9809572436946092,1003.6486645679703
26,1,4.955609357805678,0.7924465664529562,141.9690899937004
26,2,5.961117269709426,1.1444501774939488,388.0434313040167
26,3,5.722642324039559,1.1282725213507856,305.71164590696975
26,4,5.665954118405092,1.1972676392307307,288.86345961954356
26,5,5.432266041151129,1.1707729252113765,228.66682721206985
27,1,4.44476302183096,0.803566543329934,85.17968971843646
27,2,6.221400669574118,1.254274357682913,503.40784649297007
27,3,5.347555931645569,1.2307034304423707,210.0941853097132
27,4,6.482808573350921,1.3121374652398083,653.80462830634
27,5,5.013230894845244,1.2992721615102136,150.38984583554907
30,1,2.6056610382896426,0.887555899000099,13.540172917810802
30,2,4.031967747861184,1.2913893619433583,56.37172752839587
30,3,3.399194631429588,1.2694312105154164,29.93997761800526
30,4,4.178733779355819,1.3412563035210898,65.28313800015307
30,5,2.800003769222026,1.3658690793854276,16.44470875473868
32,1,6.7059574717769985,0.8064151859183075,817.2601553527174
32,2,7.435404528529932,1.0747958262420165,1694.9432332231727
32,3,7.1724294439289515,1.0599331374166918,1303.006341461182
32,4,6.918534853984881,1.1102001504090881,1010.837883948239
32,5,6.910746529125429,1.085033600520038,1002.9957283960803
33,1,5.4879073982512265,0.7938907886750697,241.75078905342136
33,2,6.9969937170785785,1.157764555262554,1093.3413194720588
33,3,6.3960216730909085,1.1408639165916699,599.4554579794793
33,4,6.949762905051956,1.2107097407305445,1042.9024319671976
33,5,5.905392537848933,1.1804071398187217,367.011263327365
36,1,5.609990346476535,0.753191755911497,273.14160121317315
36,2,6.151666910879877,0.987720851393358,469.4993484431692
36,3,5.935984532307064,0.9772710729259759,378.41237203919405
36,4,5.883008917480703,1.02475372234371,358.88748154483847
36,5,5.6384894024045416,0.9945576213115743,281.03786254350473
37,1,4.380802318123298,0.7577039096302591,79.9021146095322
37,2,5.858277665019771,1.134923546577176,350.12059946040864
37,3,5.0807880878466225,1.1243454315754966,160.90080994822762
37,4,5.8438882847795,1.1902878675040596,345.118654772714
37,5,4.521029593163407,1.1778772295447637,91.93019997441976
39,1,4.769771902988539,0.7851227493756795,117.89234800131813
39,2,5.288174684649426,1.0411839088225017,197.98171632729375
39,3,5.09631962199166,1.026137489298299,163.419354171172
39,4,4.838165396848761,1.0740395169493921,126.23754336209457
39,5,4.812352933818258,1.049961243565132,123.02073689668619
40,1,4.9123027601301414,0.8111443558248637,135.95211934809268
40,2,6.188636729313672,1.166715748754548,487.1814930451572
40,3,5.754321184059715,1.1502521151993337,315.5512735716682
40,4,6.008002350296323,1.2201827092647142,406.67012385112815
40,5,5.365819851443052,1.1982302137170804,213.9665836034169
43,1,3.223413855059269,0.8602627079010573,25.113708566089542
43,2,4.44649133089441,1.2070695041057418,85.32703383961164
43,3,3.990146285797147,1.1976860058039902,54.062797404309734
43,4,4.009451762016223,1.2592039465475449,55.11664524042662
43,5,3.5603470904728924,1.2490402442165895,35.17540407416396
45,1,5.5235338762835395,0.8801090813317495,250.5187771212522
45,2,6.4009163776788895,1.172799465473293,602.396808007244
45,3,6.098407907561271,1.1544342229886069,445.1484880691069
45,4,5.936849574319604,1.2115768612830735,378.7398562624574
45,5,5.817109824550491,1.1837241435124113,335.99955130162806
