motif,motif_functional_ID,motif_expected_probability,counts_observed,motif_observed_probability,round_motif_observed_probability,percentil_observed,lower_CI,upper_CI
4,4_4_Bee_Bee_Bee,0.02949773267262083,3003,0.0012660383833495083,0.001266,0,0.0034997824999999996,0.0035749225000000005
7,7_2_2_4_Bee,0.013793345722732709,2986,0.0012588713328943164,0.0012589,0,0.0016285925,0.0016788075000000002
4,4_4_Bee_Bee_Non-syrphids-diptera,0.01792448041388932,2882,0.001215025847756671,0.001215,0,0.0021207925,0.002177115
15,15_2_2_2_Bee_Bee,0.009494769292731818,2576,0.0010860189395632146,0.001086,0,0.0011168900000000002,0.0011605
11,11_3_4_Bee_Bee_Bee,0.0132541444125927,2196,9.258142823295106e-4,9.258e-4,0,0.0015635,0.0016155
15,15_3_2_2_Bee_Bee,0.008003577507009158,2176,9.173824582645789e-4,9.174e-4,0,9.384924999999999e-4,9.777025e-4
12,12_2_4_Bee_Bee_Bee,0.013847653082310457,1985,8.368585384444802e-4,8.369e-4,0,0.0016361899999999998,0.0016877
7,7_2_4_4_Bee,0.009512400885448151,1976,8.330642176152609e-4,8.331e-4,0,0.001119895,0.001162405
12,12_2_2_Bee_Bee_Bee,0.011477834248333204,1851,7.803653172094372e-4,7.804e-4,0,0.0013538875,0.0013999025
3,3_2_Bee_Bee,0.04371134224563464,1796,7.571778010308748e-4,7.572e-4,0,0.0051966799999999995,0.0052891025
11,11_2_4_Non-syrphids-diptera_Bee_Bee,0.015626416939824576,1779,7.500107505756828e-4,7.5e-4,0,0.0018456924999999999,0.0019003025
9,9_1_4_Bee_Bee_Bee,0.006580822256355862,1759,7.41578926510751e-4,7.416e-4,0,7.701949999999999e-4,8.055e-4
15,15_3_2_4_Bee_Bee,0.006954371662079011,1716,7.234505047711477e-4,7.235e-4,0,8.166e-4,8.521e-4
11,11_5_4_Bee_Bee_Bee,0.009726369141436033,1709,7.204993663484215e-4,7.205e-4,0,0.0011456,0.001187605
7,7_2_3_4_Bee,0.010662540497992831,1677,7.070084478445306e-4,7.07e-4,0,0.0012567975,0.0013010025
17,17_2_2_2_2_Bee,0.0069827354536904085,1609,6.783402460237626e-4,6.783e-4,0,8.189975e-4,8.563025e-4
4,4_2_Bee_Bee_Non-syrphids-diptera,0.009382449273463931,1608,6.77918654820516e-4,6.779e-4,0,0.0011035,0.0011464024999999999
7,7_2_2_3_Bee,0.015461092225038704,1572,6.627413715036387e-4,6.627e-4,0,0.0018259,0.0018816075
4,4_3_Bee_Bee_Non-syrphids-diptera,0.00583348554699031,1532,6.458777233737752e-4,6.459e-4,0,6.840975e-4,7.159e-4
16,16_2_2_4_Bee_Bee,0.015803614133151112,1494,6.298572576504048e-4,6.299e-4,0,0.0018688975,0.0019219100000000002
7,7_2_2_2_Bee,0.02000087974823249,1404,5.919140493582117e-4,5.919e-4,0,0.0023683925,0.0024297075000000003
3,3_4_Non-syrphids-diptera_Non-syrphids-diptera,0.01705197239489252,1360,5.733640364153618e-4,5.734e-4,0,0.00201678,0.0020741
15,15_3_2_3_Bee_Bee,0.005317496588396735,1290,5.438526521881005e-4,5.439e-4,0,6.212975e-4,6.540075e-4
3,3_4_Bee_Non-syrphids-diptera,0.030279897996604247,1264,5.328912809036892e-4,5.329e-4,0,0.00359229,0.0036706225
3,3_3_Bee_Bee,0.030160617819667633,1156,4.873594309530575e-4,4.874e-4,0,0.0035789924999999998,0.0036534024999999998
2,2_2_4_Bee,0.04020852247888678,1142,4.814571541076052e-4,4.815e-4,0,0.0047779925,0.00486441
11,11_2_2_Non-syrphids-diptera_Bee_Bee,0.011370643773424047,1141,4.8103556290435864e-4,4.81e-4,0,0.0013401,0.001388105
12,12_2_3_Bee_Bee_Bee,0.006167568958130834,1117,4.709173740264405e-4,4.709e-4,0,7.234875e-4,7.555025e-4
10,10_2_2_Bee_Non-syrphids-diptera_Bee,0.005807355734464155,1103,4.6501509718098824e-4,4.65e-4,0,6.794924999999999e-4,7.127e-4
6,6_2_2_Bee_Bee,0.03247334732571325,1045,4.4056280739268605e-4,4.406e-4,0,0.0038538925,0.003934612499999999
14,14_2_3_4_Bee_Bee,0.004811030663101354,1034,4.3592530415697357e-4,4.359e-4,0,5.623975e-4,5.910025e-4
10,10_2_3_Bee_Non-syrphids-diptera_Bee,0.0037375853316928484,1030,4.3423893934398724e-4,4.342e-4,0.012,4.356e-4,4.6151250000000003e-4
6,6_2_4_Bee_Bee,0.02829507364341318,1015,4.2791507129528837e-4,4.279e-4,0,0.0033579975,0.0034306024999999998
15,15_3_2_5_Bee_Bee,0.0036551478042888314,997,4.2032642963684975e-4,4.203e-4,0.005,4.253975e-4,4.5110500000000004e-4
13,13_2_5_4_Bee_Bee,0.004255855895458147,991,4.1779688241737025e-4,4.178e-4,0,4.967975000000001e-4,5.242e-4
3,3_2_Bee_Non-syrphids-diptera,0.02461582272832789,972,4.0978664955568505e-4,4.098e-4,0,0.002919285,0.0029836
16,16_2_2_3_Bee_Bee,0.01197841202507583,961,4.0514914631997257e-4,4.051e-4,0,0.0014126925,0.0014597050000000002
15,15_2_3_4_Bee_Bee,0.005481270353782039,959,4.0430596391347935e-4,4.043e-4,0,6.419e-4,6.741074999999999e-4
11,11_3_3_Bee_Bee_Bee,0.0043222787887952675,958,4.0388437271023276e-4,4.039e-4,0,5.036975000000001e-4,5.328025e-4
2,2_2_2_Bee,0.05553280222764626,937,3.950309574420544e-4,3.95e-4,0,0.0066080975,0.006709612499999999
11,11_4_4_Non-syrphids-diptera_Bee_Bee,0.011794574181374876,902,3.8027526532842374e-4,3.803e-4,0,0.0013908975,0.0014367025
16,16_2_3_4_Bee_Bee,0.00801171911031312,901,3.7985367412517716e-4,3.799e-4,0,9.40995e-4,9.810075e-4
3,3_2_Non-syrphids-diptera_Non-syrphids-diptera,0.013862276870552467,897,3.781673093121908e-4,3.782e-4,0,0.0016372975,0.0016865025
9,9_2_4_Bee_Coleoptera_Bee,0.0036015063206778393,870,3.667843468245329e-4,3.668e-4,0,4.1999750000000003e-4,4.451025e-4
8,8_4_Bee_Bee_Bee_Coleoptera,0.0035428579019264363,855,3.6046047877583403e-4,3.605e-4,0,4.124975e-4,4.373e-4
15,15_4_2_4_Bee_Bee,0.005341963698940754,846,3.566661579466148e-4,3.567e-4,0,6.245875e-4,6.567e-4
15,15_4_2_2_Bee_Bee,0.006147905602635005,822,3.465479690686966e-4,3.465e-4,0,7.207e-4,7.534099999999999e-4
16,16_2_2_2_Bee_Bee,0.023628162566073436,822,3.465479690686966e-4,3.465e-4,0,0.0027999975,0.0028659024999999998
11,11_4_2_Non-syrphids-diptera_Bee_Bee,0.008582383408307023,817,3.444400130524636e-4,3.444e-4,0,0.001009095,0.0010489025
13,13_3_3_4_Bee_Bee,0.004933423776059603,806,3.3980250981675115e-4,3.398e-4,0,5.763e-4,6.07905e-4
12,12_2_5_Bee_Bee_Bee,0.00325079880599971,800,3.3727296259727165e-4,3.373e-4,0,3.7759750000000003e-4,4.015025e-4
15,15_5_2_2_Bee_Bee,0.004699995332832016,797,3.3600818898753184e-4,3.36e-4,0,5.495e-4,5.778024999999999e-4
13,13_1_3_2_Bee_Bee,0.003136293359840695,781,3.2926272973558644e-4,3.293e-4,0,3.6439750000000004e-4,3.881025e-4
3,3_5_Bee_Bee,0.018920778530578195,777,3.2757636492260005e-4,3.276e-4,0,0.0022399,0.002298505
6,6_2_3_Bee_Bee,0.020774317396476154,776,3.2715477371935347e-4,3.272e-4,0,0.002457295,0.00252241
2,2_2_3_Bee,0.041547886377898566,773,3.258900001096137e-4,3.259e-4,0,0.00493759,0.0050263
11,11_4_3_Bee_Bee_Bee,0.004021447244693094,773,3.258900001096137e-4,3.259e-4,0,4.699975e-4,4.96405e-4
4,4_3_Bee_Non-syrphids-diptera_Non-syrphids-diptera,0.003544753713521401,761,3.2083090567065466e-4,3.208e-4,0,4.129975e-4,4.376e-4
9,9_5_2_Non-syrphids-diptera_Non-syrphids-diptera_Bee,0.0028986466477177704,749,3.1577181123169554e-4,3.158e-4,0,3.373e-4,3.595025e-4
3,3_4_Bee_Bee,0.0537692767412281,711,2.9975134550832514e-4,2.998e-4,0,0.0063998925,0.006497705
10,10_3_4_Bee_Non-syrphids-diptera_Bee,0.0029399495691091702,695,2.9300588625637974e-4,2.93e-4,0,3.414e-4,3.635e-4
13,13_3_3_3_Bee_Bee,0.002985895802506929,683,2.8794679181742063e-4,2.879e-4,0,0.00034680000000000003,3.699e-4
14,14_2_2_4_Bee_Bee,0.005437343819223112,657,2.7698542053300934e-4,2.77e-4,0,6.372975000000001e-4,6.678025000000001e-4
15,15_2_2_2_Non-syrphids-diptera_Bee,0.00389596741892883,653,2.7529905572002295e-4,2.753e-4,0,4.5279500000000003e-4,4.8070249999999996e-4
4,4_1_Bee_Bee_Bee,0.003854886334102136,640,2.698183700778173e-4,2.698e-4,0,4.47995e-4,4.747025e-4
4,4_1_Bee_Bee_Non-syrphids-diptera,0.0023424456164224975,638,2.6897518767132414e-4,2.69e-4,0.008,2.7059750000000003e-4,2.910025e-4
13,13_1_2_2_Bee_Bee,0.0037886583750324325,633,2.6686723165509116e-4,2.669e-4,0,4.416e-4,4.677e-4
3,3_2_Bee_Syrphids,0.010417211895062962,631,2.66024049248598e-4,2.66e-4,0,0.0012267,0.0012703025
11,11_3_4_Non-syrphids-diptera_Bee_Bee,0.012676888370052345,630,2.656024580453514e-4,2.656e-4,0,0.001496795,0.0015433
1,1_2_Bee,0.11447595165935563,629,2.6518086684210483e-4,2.652e-4,0,0.0136577,0.013797205000000002
16,16_2_4_4_Bee_Bee,0.010570192200562557,629,2.6518086684210483e-4,2.652e-4,0,0.0012453974999999998,0.001290505
13,13_1_3_4_Bee_Bee,0.0030878926797644115,617,2.6012177240314577e-4,2.601e-4,0,3.584975e-4,3.821025e-4
15,15_3_2_4_Non-syrphids-diptera_Bee,0.002853571748744021,617,2.6012177240314577e-4,2.601e-4,0,3.30595e-4,3.5330250000000006e-4
13,13_3_5_4_Bee_Bee,0.0035230446411653577,612,2.580138163869128e-4,2.58e-4,0,4.098e-4,4.353025e-4
12,12_3_4_Bee_Bee_Bee,0.007440981760633574,606,2.5548426916743324e-4,2.555e-4,0,8.748e-4,9.100050000000001e-4
3,3_4_Coleoptera_Non-syrphids-diptera,0.006218641251693615,605,2.5506267796418665e-4,2.551e-4,0,7.291975000000001e-4,7.627e-4
11,11_2_4_Bee_Bee_Non-syrphids-diptera,0.002867826034238337,597,2.5168994833821393e-4,2.517e-4,0,3.325975e-4,3.546e-4
15,15_2_3_5_Bee_Bee,0.002880900571878619,594,2.504251747284742e-4,2.504e-4,0,3.34e-4,3.575e-4
9,9_4_4_Bee_Bee_Bee,0.00751452844222872,593,2.500035835252276e-4,2.5e-4,0,8.818900000000001e-4,9.195e-4
6,6_2_4_Bee_Non-syrphids-diptera,0.0073018704380277905,589,2.4831721871224126e-4,2.483e-4,0,8.564e-4,8.934025e-4
15,15_5_2_4_Bee_Bee,0.004083863038238355,589,2.4831721871224126e-4,2.483e-4,0,4.767975e-4,5.028049999999999e-4
8,8_4_Bee_Bee_Bee_Syrphids,0.0037885958268822355,587,2.4747403630574804e-4,2.475e-4,0,4.4189e-4,4.671e-4
9,9_3_4_Bee_Coleoptera_Bee,0.002789313179259499,582,2.453660802895151e-4,2.454e-4,0,3.235e-4,3.452025e-4
11,11_2_4_Coleoptera_Bee_Bee,0.005710010625869577,570,2.4030698585055603e-4,2.403e-4,0,6.685899999999999e-4,6.997100000000001e-4
7,7_2_3_3_Bee,0.011951742913322455,565,2.3819902983432308e-4,2.382e-4,0,0.001408985,0.0014557025
4,4_3_Bee_Bee_Coleoptera,0.0021115731383257418,558,2.3524789141159697e-4,2.352e-4,0,2.434e-4,2.62705e-4
9,9_5_2_Bee_Non-syrphids-diptera_Bee,0.0037692049347993776,558,2.3524789141159697e-4,2.352e-4,0,4.377975e-4,4.6550249999999997e-4
13,13_4_5_2_Bee_Bee,0.0026926684909344555,552,2.3271834419211744e-4,2.327e-4,0,3.116e-4,3.344025e-4
17,17_2_2_2_5_Bee,0.0035752406635788034,552,2.3271834419211744e-4,2.327e-4,0,4.161e-4,4.422e-4
15,15_2_4_5_Bee_Bee,0.003767722830712816,550,2.3187516178562424e-4,2.319e-4,0,4.392e-4,4.643e-4
4,4_2_Bee_Bee_Coleoptera,0.0033962075842926946,537,2.2639447614341857e-4,2.264e-4,0,3.9399499999999996e-4,4.193e-4
13,13_1_2_4_Non-syrphids-diptera_Bee,0.003024527162596398,537,2.2639447614341857e-4,2.264e-4,0,3.5099500000000005e-4,3.7451e-4
3,3_2_Non-syrphids-diptera_Syrphids,0.005866400530354509,533,2.2470811133043224e-4,2.247e-4,0,6.877e-4,7.214e-4
4,4_4_Bee_Lizards_Non-syrphids-diptera,0.0022444597123814007,532,2.2428652012718563e-4,2.243e-4,0,2.593e-4,2.790025e-4
15,15_2_3_4_Non-syrphids-diptera_Bee,0.002249117388141524,532,2.2428652012718563e-4,2.243e-4,0,2.598e-4,2.803e-4
13,13_1_2_3_Bee_Bee,0.0022576529987168386,531,2.2386492892393904e-4,2.239e-4,0,2.599e-4,2.807025e-4
1,1_3_Bee,0.08549347563335645,525,2.213353817044595e-4,2.213e-4,0,0.010187397499999999,0.010312107499999999
11,11_2_2_Syrphids_Bee_Bee,0.003973769142494061,521,2.1964901689147315e-4,2.196e-4,0,4.6209500000000004e-4,4.91005e-4
10,10_2_5_Bee_Non-syrphids-diptera_Bee,0.003067776754773642,520,2.1922742568822656e-4,2.192e-4,0,3.5669749999999996e-4,3.7990500000000004e-4
4,4_4_Bee_Bee_Coleoptera,0.00648820521719507,519,2.1880583448497998e-4,2.188e-4,0,7.603e-4,0.00079680249999999995
14,14_2_5_4_Bee_Bee,0.003200302768935711,518,2.1838424328173337e-4,2.184e-4,0,3.7149749999999994e-4,3.95e-4
3,3_3_Bee_Syrphids,0.007187826558789031,516,2.175410608752402e-4,2.175e-4,0,8.452e-4,8.804025e-4
15,15_5_2_3_Bee_Bee,0.0031226297397542306,515,2.1711946967199362e-4,2.171e-4,0,3.632e-4,3.861e-4
14,14_2_4_2_Bee_Bee,0.004193899150697635,512,2.1585469606225384e-4,2.159e-4,0,4.88795e-4,5.16505e-4
13,13_1_3_2_Non-syrphids-diptera_Bee,0.0025429815064464817,507,2.137467400460209e-4,2.137e-4,0,2.94495e-4,3.16105e-4
13,13_3_3_4_Non-syrphids-diptera_Bee,0.0040001377379506944,503,2.1206037523303453e-4,2.121e-4,0,4.664975e-4,4.927025e-4
10,10_2_3_Non-syrphids-diptera_Non-syrphids-diptera_Bee,0.0025020363547756503,498,2.0995241921680158e-4,2.1e-4,0,2.9e-4,3.1070749999999997e-4
17,17_2_3_3_5_Bee,0.001996670592725055,494,2.0826605440381522e-4,2.083e-4,0,2.292e-4,2.4910249999999997e-4
3,3_3_Bee_Non-syrphids-diptera,0.016984800362654855,492,2.0742287199732205e-4,2.074e-4,0,0.0020058750000000003,0.0020647
14,14_1_2_2_Bee_Bee,0.003571371226747772,491,2.0700128079407547e-4,2.07e-4,0,4.156975e-4,4.415025e-4
11,11_3_2_Syrphids_Bee_Bee,0.0032237094416297683,490,2.0657968959082889e-4,2.066e-4,0,3.747925e-4,3.99005e-4
17,17_2_2_4_5_Bee,0.0024428204206614536,489,0.00020615809838758227,2.062e-4,0,2.824e-4,3.0370250000000005e-4
4,4_5_Bee_Bee_Non-syrphids-diptera,0.0030267871605893838,488,2.057365071843357e-4,2.057e-4,0,3.519975e-4,3.753075e-4
12,12_4_5_Bee_Bee_Bee,0.003921988515595631,488,2.057365071843357e-4,2.057e-4,0,4.569e-4,4.83e-4
7,7_2_3_5_Bee,0.008447880401287005,483,2.0362855116810274e-4,2.036e-4,0,9.934925e-4,0.0010326125
9,9_2_4_Bee_Syrphids_Bee,0.003698614465599536,483,2.0362855116810274e-4,2.036e-4,0,4.30495e-4,4.574075e-4
9,9_3_3_Bee_Non-syrphids-diptera_Bee,0.002024993444956161,479,2.0194218635511638e-4,2.019e-4,0,2.330975e-4,2.52e-4
11,11_1_4_Non-syrphids-diptera_Bee_Bee,0.006811912033265456,473,1.9941263913563685e-4,1.994e-4,0,7.995900000000001e-4,8.35015e-4
11,11_5_2_Syrphids_Bee_Bee,0.0023656742418042115,471,1.9856945672914368e-4,1.986e-4,0,2.741e-4,2.9350249999999996e-4
9,9_2_2_Bee_Coleoptera_Bee,0.002220141273663017,470,1.9814786552589707e-4,1.981e-4,0,2.571975e-4,2.757e-4
13,13_3_4_4_Bee_Bee,0.0037124335087736064,469,1.977262743226505e-4,1.977e-4,0,4.318e-4,4.585075e-4
11,11_4_5_Bee_Bee_Bee,0.002667212085432861,458,1.93088771086938e-4,1.931e-4,0,3.0868500000000006e-4,3.3091250000000005e-4
15,15_3_3_4_Bee_Bee,0.004620414752673146,458,1.93088771086938e-4,1.931e-4,0,5.395975e-4,5.694e-4
15,15_4_2_3_Bee_Bee,0.004084606794794847,452,1.9055922386745848e-4,1.906e-4,0,4.75395e-4,5.02705e-4
9,9_3_4_Bee_Syrphids_Bee,0.002864521995883913,450,1.897160414609653e-4,1.897e-4,0,3.322e-4,3.553e-4
13,13_1_2_2_Non-syrphids-diptera_Bee,0.003071934630005539,445,1.8760808544473234e-4,1.876e-4,0,3.568975e-4,3.8060499999999995e-4
17,17_1_2_3_3_Bee,0.001772342854582544,444,1.8718649424148576e-4,1.872e-4,0,2.038e-4,2.213025e-4
17,17_1_2_2_3_Bee,0.0023716312731756678,443,1.8676490303823917e-4,1.868e-4,0,2.74e-4,2.95905e-4
1,1_4_Non-syrphids-diptera,0.04947265333278793,440,1.855001294284994e-4,1.855e-4,0,0.005884292500000001,0.0059765275
13,13_3_3_2_Non-syrphids-diptera_Bee,0.004062837257329843,437,1.8423535581875962e-4,1.842e-4,0,4.73695e-4,5.007e-4
13,13_1_2_4_Bee_Bee,0.0037301901066375425,436,1.8381376461551303e-4,1.838e-4,0,4.3319500000000004e-4,4.601025e-4
6,6_2_5_Bee_Bee,0.013859140356729464,434,1.8297058220901986e-4,1.83e-4,0,0.0016376975,0.001687805
14,14_2_2_3_Bee_Bee,0.002628717932656843,433,1.8254899100577328e-4,1.825e-4,0,3.049e-4,3.261e-4
17,17_2_3_4_5_Bee,0.0018255431890094505,432,1.8212739980252667e-4,1.821e-4,0,2.098975e-4,2.282e-4
11,11_5_5_Bee_Bee_Bee,0.0021037154676533517,430,1.812842173960335e-4,1.813e-4,0,2.4239750000000003e-4,2.6220249999999996e-4
13,13_2_3_3_Non-syrphids-diptera_Bee,0.0029246233259809353,430,1.812842173960335e-4,1.813e-4,0,3.399e-4,3.619e-4
15,15_2_2_2_Syrphids_Bee,0.002014967036175068,427,1.8001944378629372e-4,1.8e-4,0,2.3189750000000001e-4,2.511025e-4
9,9_2_3_Bee_Non-syrphids-diptera_Bee,0.0026146317113365323,426,1.7959785258304714e-4,1.796e-4,0,3.0289749999999995e-4,3.24805e-4
16,16_2_2_5_Bee_Bee,0.006747039069423348,417,1.7580353175382783e-4,1.758e-4,0,7.925925e-4,8.2681e-4
11,11_1_4_Bee_Bee_Bee,0.0071220999332981825,416,1.7538194055058125e-4,1.754e-4,0,8.35695e-4,8.713e-4
3,3_4_Non-syrphids-diptera_Syrphids,0.007216253205379903,413,1.7411716694084147e-4,1.741e-4,0,8.476e-4,8.83805e-4
10,10_1_4_Bee_Bee_Bee,0.0020935852418834983,407,1.7158761972136194e-4,1.716e-4,0,2.413925e-4,2.607025e-4
13,13_4_4_4_Bee_Bee,0.002793630383821015,405,1.7074443731486877e-4,1.707e-4,0,3.229975e-4,3.4700499999999995e-4
2,2_2_4_Non-syrphids-diptera,0.006562143601445473,404,1.7032284611162219e-4,1.703e-4,0,7.689925000000001e-4,8.044025e-4
7,7_3_4_4_Bee,0.007353281916734223,404,1.7032284611162219e-4,1.703e-4,0,8.641975e-4,9.012e-4
7,7_2_2_5_Bee,0.010928402571712133,403,1.6990125490837557e-4,1.699e-4,0,0.00128859,0.0013327125
1,1_2_Non-syrphids-diptera,0.05715328324089398,400,1.6863648129863582e-4,1.686e-4,0,0.0067975875000000005,0.0069047175
11,11_4_2_Bee_Bee_Non-syrphids-diptera,0.0015750752503877789,398,1.6779329889214263e-4,1.678e-4,0,1.804e-4,1.9761249999999999e-4
11,11_4_2_Syrphids_Bee_Bee,0.0029993385631070187,398,1.6779329889214263e-4,1.678e-4,0,3.4869750000000003e-4,3.7220250000000003e-4
13,13_2_3_1_Bee_Bee,0.0015490787057147017,395,1.6652852528240288e-4,1.665e-4,0,1.775e-4,1.939025e-4
10,10_3_5_Bee_Non-syrphids-diptera_Bee,0.001974405895527292,393,1.6568534287590968e-4,1.657e-4,0,2.271e-4,2.453025e-4
7,7_1_2_3_Bee,0.007145887902096938,392,1.652637516726631e-4,1.653e-4,0,8.368975e-4,8.74705e-4
17,17_3_4_4_4_Bee,0.0016645043742699213,392,1.652637516726631e-4,1.653e-4,0,1.908e-4,2.0790250000000002e-4
9,9_1_4_Bee_Coleoptera_Bee,0.0018148609050049962,388,1.6357738685967674e-4,1.636e-4,0,2.082e-4,2.27e-4
13,13_1_5_2_Bee_Bee,0.0022396822199074276,386,1.6273420445318357e-4,1.627e-4,0,2.5919500000000004e-4,2.795025e-4
14,14_3_3_4_Bee_Bee,0.004256860851703242,386,1.6273420445318357e-4,1.627e-4,0,4.973e-4,5.246e-4
11,11_3_2_Non-syrphids-diptera_Bee_Bee,0.009224403928706743,385,1.6231261324993698e-4,1.623e-4,0,0.0010875949999999998,0.0011271
15,15_2_2_3_Non-syrphids-diptera_Bee,0.0025884416613090946,385,1.6231261324993698e-4,1.623e-4,0,2.996e-4,3.2140250000000005e-4
16,16_2_4_4_Bee_Non-syrphids-diptera,0.0017224563104804946,383,1.614694308434438e-4,1.615e-4,0,1.976e-4,2.153e-4
9,9_2_2_Bee_Non-bee-Hymenoptera_Bee,0.0014955969795613796,382,1.610478396401972e-4,1.61e-4,0,1.7089750000000002e-4,1.87505e-4
4,4_1_Bee_Non-syrphids-diptera_Non-syrphids-diptera,0.0014234016233775658,380,1.6020465723370404e-4,1.602e-4,0.004,1.626e-4,1.78505e-4
10,10_3_3_Bee_Non-syrphids-diptera_Bee,0.0024054913717068017,380,1.6020465723370404e-4,1.602e-4,0,2.784e-4,2.9970750000000003e-4
9,9_4_4_Bee_Syrphids_Bee,0.0021282360704441374,373,1.572535188109779e-4,1.573e-4,0,2.454e-4,2.653e-4
13,13_1_4_4_Non-syrphids-diptera_Bee,0.0018840784523215918,371,1.5641033640448473e-4,1.564e-4,0,2.169e-4,2.34605e-4
10,10_2_4_Bee_Non-bee-Hymenoptera_Bee,0.001454584405007636,369,1.5556715399799153e-4,1.556e-4,0,1.658e-4,1.827e-4
16,16_2_3_5_Bee_Bee,0.0034204442980632355,369,1.5556715399799153e-4,1.556e-4,0,3.9679250000000004e-4,4.231e-4
13,13_2_5_4_Non-syrphids-diptera_Bee,0.003450749529629786,368,1.5514556279474495e-4,1.551e-4,0,4.008e-4,4.269e-4
3,3_1_Bee_Bee,0.014518653012674203,366,1.5430238038825178e-4,1.543e-4,0,0.0017151,0.0017658
4,4_4_Bee_Bee_Syrphids,0.00713426464328729,364,1.534591979817586e-4,1.535e-4,0,8.375975e-4,8.734025e-4
7,7_4_4_4_Bee,0.006560103141353578,362,1.5261601557526542e-4,1.526e-4,0,7.711975e-4,8.035025e-4
12,12_2_4_Bee_Bee_Non-syrphids-diptera,0.006023343008368376,362,1.5261601557526542e-4,1.526e-4,0,7.055975e-4,7.39505e-4
14,14_1_3_2_Bee_Bee,0.003159994484891042,359,1.5135124196552564e-4,1.514e-4,0,3.669e-4,3.910125e-4
9,9_5_3_Bee_Non-syrphids-diptera_Bee,0.0015918323374846523,357,1.5050805955903247e-4,1.505e-4,0,1.824975e-4,2.0010250000000002e-4
13,13_4_4_3_Non-syrphids-diptera_Bee,0.0013709502481226003,356,1.500864683557859e-4,1.501e-4,0,1.562975e-4,1.719e-4
13,13_5_5_3_Bee_Bee,0.001522699116408329,356,1.500864683557859e-4,1.501e-4,0,1.74595e-4,1.9160249999999998e-4
13,13_1_5_3_Bee_Bee,0.0013346215940896239,355,1.4966487715253928e-4,1.497e-4,0.005,1.524e-4,1.6810249999999998e-4
15,15_4_2_2_Non-syrphids-diptera_Bee,0.0025226563367738825,354,1.492432859492927e-4,1.492e-4,0,2.912975e-4,3.129e-4
11,11_1_2_Bee_Bee_Bee,0.005182433156117355,351,1.4797851233955292e-4,1.48e-4,0,6.069e-4,6.369075e-4
14,14_2_3_4_Bee_Non-syrphids-diptera,0.0015637166935140992,349,1.4713532993305975e-4,1.471e-4,0,1.7909749999999998e-4,1.965e-4
10,10_2_2_Bee_Non-bee-Hymenoptera_Bee,0.0018492267326589062,348,1.4671373872981316e-4,1.467e-4,0,2.1259e-4,2.312e-4
3,3_3_Non-syrphids-diptera_Non-syrphids-diptera,0.00956490497257392,347,1.4629214752656658e-4,1.463e-4,0,0.0011257,0.0011683025
6,6_3_4_Bee_Bee,0.018101331985553835,347,1.4629214752656658e-4,1.463e-4,0,0.002140695,0.0021976075
9,9_4_3_Bee_Bee_Bee,0.0019563463026446818,347,1.4629214752656658e-4,1.463e-4,0,2.246975e-4,2.43305e-4
13,13_1_2_5_Bee_Bee,0.001389582449211849,347,1.4629214752656658e-4,1.463e-4,0,1.587975e-4,1.749025e-4
16,16_2_4_5_Bee_Bee,0.004512733552441488,347,1.4629214752656658e-4,1.463e-4,0,5.274975e-4,5.555075000000001e-4
6,6_4_4_Bee_Non-syrphids-diptera,0.0063623549400791575,346,1.4587055632331997e-4,1.459e-4,0,7.443e-4,7.785025e-4
10,10_4_4_Bee_Syrphids_Bee,0.0014858994034540678,343,1.4460578271358022e-4,1.446e-4,0,1.6999750000000003e-4,1.86205e-4
2,2_3_4_Bee,0.030082744906834418,341,1.4376260030708702e-4,1.438e-4,0,0.0035705,0.0036465025
14,14_3_5_3_Bee_Bee,0.0013689878345832637,341,1.4376260030708702e-4,1.438e-4,0,1.561e-4,1.725e-4
15,15_3_4_4_Non-syrphids-diptera_Bee,0.002479491013586802,340,1.4334100910384044e-4,1.433e-4,0,2.87e-4,3.0800250000000004e-4
17,17_1_2_3_4_Bee,0.0016204417686930205,340,1.4334100910384044e-4,1.433e-4,0,1.8589749999999998e-4,2.027025e-4
13,13_5_5_2_Bee_Bee,0.0025553026808432322,339,1.4291941790059385e-4,1.429e-4,0,2.954975e-4,3.165e-4
9,9_3_5_Bee_Non-syrphids-diptera_Bee,0.001482598224543159,338,1.4249782669734727e-4,1.425e-4,0,1.69295e-4,1.864e-4
15,15_3_3_5_Bee_Bee,0.0024284435257071395,337,1.420762354941007e-4,1.421e-4,0,2.80295e-4,3.016e-4
2,2_4_4_Bee,0.029112978547484118,336,1.4165464429085408e-4,1.417e-4,0,0.0034563975,0.0035279075
14,14_1_2_4_Bee_Bee,0.003677687775677029,333,1.4038987068111432e-4,1.404e-4,0,4.286e-4,4.545e-4
14,14_3_5_4_Bee_Bee,0.002831668414663129,332,1.3996827947786771e-4,1.4e-4,0,3.281975e-4,3.5070500000000004e-4
11,11_5_2_Non-syrphids-diptera_Bee_Bee,0.006769200253701179,330,1.3912509707137455e-4,1.391e-4,0,7.943975e-4,8.294099999999999e-4
15,15_3_4_5_Bee_Bee,0.00317598677448873,330,1.3912509707137455e-4,1.391e-4,0,3.69e-4,3.92505e-4
12,12_3_5_Bee_Bee_Bee,0.0017468039153749025,328,1.3828191466488138e-4,1.383e-4,0,2.014975e-4,2.188025e-4
9,9_3_2_Bee_Coleoptera_Bee,0.0017194664573796168,327,1.3786032346163477e-4,1.379e-4,0,1.974e-4,2.1461e-4
