motif,motif_functional_ID,counts_observed,motif_observed_probability
15,15_4_4_4_Non-syrphids-diptera_Non-bee-Hymenoptera,13,5.480685642205664e-6
15,15_5_1_4_Bee_Non-syrphids-diptera,13,5.480685642205664e-6
15,15_5_2_2_Bee_Birds,13,5.480685642205664e-6
16,16_1_2_3_Bee_Coleoptera,13,5.480685642205664e-6
16,16_1_4_4_Bee_Lepidoptera,13,5.480685642205664e-6
16,16_2_3_3_Coleoptera_Non-syrphids-diptera,13,5.480685642205664e-6
17,17_2_5_5_5_Bee,13,5.480685642205664e-6
1,1_5_Non-bee-Hymenoptera,12,5.059094438959074e-6
2,2_4_5_Coleoptera,12,5.059094438959074e-6
3,3_1_Lepidoptera_Syrphids,12,5.059094438959074e-6
3,3_2_Lepidoptera_NA,12,5.059094438959074e-6
3,3_3_Coleoptera_Lepidoptera,12,5.059094438959074e-6
4,4_1_Lepidoptera_Non-syrphids-diptera_Syrphids,12,5.059094438959074e-6
4,4_2_Coleoptera_Lepidoptera_NA,12,5.059094438959074e-6
4,4_2_Coleoptera_Syrphids_NA,12,5.059094438959074e-6
4,4_2_Lepidoptera_Other_insects_Syrphids,12,5.059094438959074e-6
4,4_2_Non-syrphids-diptera_Non-syrphids-diptera_NA,12,5.059094438959074e-6
4,4_3_Coleoptera_Coleoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
4,4_3_Coleoptera_Non-bee-Hymenoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
4,4_3_Lepidoptera_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
4,4_4_Coleoptera_Non-syrphids-diptera_NA,12,5.059094438959074e-6
4,4_4_Lepidoptera_Lizards_Non-syrphids-diptera,12,5.059094438959074e-6
5,5_1_2_Non-bee-Hymenoptera_Non-syrphids-diptera,12,5.059094438959074e-6
5,5_1_3_Bee_Lepidoptera,12,5.059094438959074e-6
5,5_1_3_Non-bee-Hymenoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
5,5_1_4_Coleoptera_Lepidoptera,12,5.059094438959074e-6
5,5_1_5_Coleoptera_Bee,12,5.059094438959074e-6
5,5_2_1_Bee_Non-bee-Hymenoptera,12,5.059094438959074e-6
5,5_2_2_Coleoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
5,5_2_2_Lepidoptera_Birds,12,5.059094438959074e-6
5,5_2_4_Bee_NA,12,5.059094438959074e-6
5,5_2_5_Birds_Bee,12,5.059094438959074e-6
5,5_3_1_Bee_Non-bee-Hymenoptera,12,5.059094438959074e-6
5,5_3_2_Birds_Syrphids,12,5.059094438959074e-6
5,5_3_2_Lizards_Birds,12,5.059094438959074e-6
5,5_3_4_Coleoptera_Lizards,12,5.059094438959074e-6
5,5_4_1_Lizards_Bee,12,5.059094438959074e-6
5,5_4_2_Lizards_Non-bee-Hymenoptera,12,5.059094438959074e-6
5,5_4_3_Bee_Coleoptera,12,5.059094438959074e-6
5,5_4_3_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
5,5_4_5_Bee_Coleoptera,12,5.059094438959074e-6
5,5_5_1_Non-syrphids-diptera_Coleoptera,12,5.059094438959074e-6
5,5_5_3_Bee_Syrphids,12,5.059094438959074e-6
5,5_5_5_Lepidoptera_Non-syrphids-diptera,12,5.059094438959074e-6
6,6_1_3_Bee_Coleoptera,12,5.059094438959074e-6
6,6_2_5_Non-syrphids-diptera_Non-syrphids-diptera,12,5.059094438959074e-6
6,6_5_5_Bee_Lepidoptera,12,5.059094438959074e-6
7,7_1_3_4_Non-syrphids-diptera,12,5.059094438959074e-6
7,7_2_2_5_Birds,12,5.059094438959074e-6
7,7_2_3_5_Syrphids,12,5.059094438959074e-6
7,7_3_3_4_Syrphids,12,5.059094438959074e-6
7,7_4_5_5_Bee,12,5.059094438959074e-6
8,8_1_Lepidoptera_Lepidoptera_Non-bee-Hymenoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
8,8_2_Bee_Bee_Coleoptera_Other_insects,12,5.059094438959074e-6
8,8_2_Bee_Coleoptera_Coleoptera_NA,12,5.059094438959074e-6
8,8_2_Bee_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Other_insects,12,5.059094438959074e-6
8,8_2_Bee_Non-syrphids-diptera_NA_NA,12,5.059094438959074e-6
8,8_2_Bee_Syrphids_Syrphids_NA,12,5.059094438959074e-6
8,8_2_Coleoptera_Coleoptera_Non-bee-Hymenoptera_Syrphids,12,5.059094438959074e-6
8,8_2_Coleoptera_Lepidoptera_NA_NA,12,5.059094438959074e-6
8,8_2_Coleoptera_Lepidoptera_Non-bee-Hymenoptera_Other_insects,12,5.059094438959074e-6
8,8_2_Coleoptera_Lepidoptera_Other_insects_Syrphids,12,5.059094438959074e-6
8,8_2_Coleoptera_Syrphids_NA_NA,12,5.059094438959074e-6
8,8_2_Lepidoptera_Lepidoptera_Syrphids_NA,12,5.059094438959074e-6
8,8_2_Lepidoptera_Non-syrphids-diptera_NA_NA,12,5.059094438959074e-6
8,8_2_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids_NA,12,5.059094438959074e-6
8,8_4_Bee_Lizards_Lizards_Non-syrphids-diptera,12,5.059094438959074e-6
8,8_4_Lepidoptera_Syrphids_Syrphids_NA,12,5.059094438959074e-6
9,9_1_1_Bee_Syrphids_Non-bee-Hymenoptera,12,5.059094438959074e-6
9,9_1_1_Coleoptera_Lepidoptera_Syrphids,12,5.059094438959074e-6
9,9_1_3_Coleoptera_Syrphids_Bee,12,5.059094438959074e-6
9,9_1_5_Bee_Lepidoptera_Coleoptera,12,5.059094438959074e-6
9,9_1_5_Bee_Syrphids_Syrphids,12,5.059094438959074e-6
9,9_1_5_Coleoptera_Non-bee-Hymenoptera_Coleoptera,12,5.059094438959074e-6
9,9_1_5_Lepidoptera_Non-bee-Hymenoptera_Bee,12,5.059094438959074e-6
9,9_1_5_Non-syrphids-diptera_Non-syrphids-diptera_Lepidoptera,12,5.059094438959074e-6
9,9_2_1_Birds_Lizards_Bee,12,5.059094438959074e-6
9,9_2_1_Coleoptera_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
9,9_2_1_Lepidoptera_Lepidoptera_Coleoptera,12,5.059094438959074e-6
9,9_2_2_Bee_Lepidoptera_Lizards,12,5.059094438959074e-6
9,9_2_2_Bee_NA_Coleoptera,12,5.059094438959074e-6
9,9_2_2_Birds_Non-syrphids-diptera_Lizards,12,5.059094438959074e-6
9,9_2_2_Lepidoptera_Non-bee-Hymenoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
9,9_2_2_Lizards_Syrphids_Birds,12,5.059094438959074e-6
9,9_2_2_Lizards_Syrphids_Non-syrphids-diptera,12,5.059094438959074e-6
9,9_2_2_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
9,9_2_2_Non-syrphids-diptera_NA_Bee,12,5.059094438959074e-6
9,9_2_2_Non-syrphids-diptera_NA_Lepidoptera,12,5.059094438959074e-6
9,9_2_4_Birds_Lizards_Non-syrphids-diptera,12,5.059094438959074e-6
9,9_2_4_Coleoptera_NA_Bee,12,5.059094438959074e-6
9,9_2_4_Coleoptera_Non-bee-Hymenoptera_Lepidoptera,12,5.059094438959074e-6
9,9_2_4_Lepidoptera_Lepidoptera_NA,12,5.059094438959074e-6
9,9_2_4_Lizards_Syrphids_Non-bee-Hymenoptera,12,5.059094438959074e-6
9,9_2_4_Non-bee-Hymenoptera_Syrphids_Lepidoptera,12,5.059094438959074e-6
9,9_2_5_Bee_Coleoptera_Bee,12,5.059094438959074e-6
9,9_3_1_Bee_Non-bee-Hymenoptera_Lepidoptera,12,5.059094438959074e-6
9,9_3_1_Bee_Non-syrphids-diptera_Non-syrphids-diptera,12,5.059094438959074e-6
9,9_3_1_Coleoptera_Coleoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
9,9_3_1_Coleoptera_Lepidoptera_Coleoptera,12,5.059094438959074e-6
9,9_3_1_Lepidoptera_Lepidoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
9,9_3_2_Bee_Other_insects_Syrphids,12,5.059094438959074e-6
9,9_3_2_Non-syrphids-diptera_Non-syrphids-diptera_Lizards,12,5.059094438959074e-6
9,9_3_3_Bee_Lepidoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
9,9_3_3_Coleoptera_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
9,9_3_3_Coleoptera_Non-bee-Hymenoptera_Syrphids,12,5.059094438959074e-6
9,9_3_4_Bee_Syrphids_Coleoptera,12,5.059094438959074e-6
9,9_3_4_Lizards_Non-syrphids-diptera_Birds,12,5.059094438959074e-6
9,9_4_1_Bee_Syrphids_Coleoptera,12,5.059094438959074e-6
9,9_4_1_Birds_Lizards_Bee,12,5.059094438959074e-6
9,9_4_1_Coleoptera_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
9,9_4_1_Lepidoptera_Non-syrphids-diptera_Coleoptera,12,5.059094438959074e-6
9,9_4_2_Bee_Coleoptera_Birds,12,5.059094438959074e-6
9,9_4_2_Bee_NA_Coleoptera,12,5.059094438959074e-6
9,9_4_2_Coleoptera_Coleoptera_Syrphids,12,5.059094438959074e-6
9,9_4_2_Coleoptera_Syrphids_Birds,12,5.059094438959074e-6
9,9_4_2_Lizards_Syrphids_Coleoptera,12,5.059094438959074e-6
9,9_4_2_NA_NA_Bee,12,5.059094438959074e-6
9,9_4_2_Non-bee-Hymenoptera_Non-syrphids-diptera_Lizards,12,5.059094438959074e-6
9,9_4_2_Non-bee-Hymenoptera_Syrphids_Lepidoptera,12,5.059094438959074e-6
9,9_4_3_Birds_Non-syrphids-diptera_Bee,12,5.059094438959074e-6
9,9_4_3_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
9,9_4_4_Birds_Syrphids_Bee,12,5.059094438959074e-6
9,9_4_4_Lepidoptera_Lizards_Syrphids,12,5.059094438959074e-6
9,9_4_4_Lepidoptera_Syrphids_Coleoptera,12,5.059094438959074e-6
9,9_4_4_Syrphids_Syrphids_Coleoptera,12,5.059094438959074e-6
9,9_4_5_Bee_Bee_Coleoptera,12,5.059094438959074e-6
9,9_5_1_Bee_Lepidoptera_Syrphids,12,5.059094438959074e-6
9,9_5_1_Syrphids_Syrphids_Syrphids,12,5.059094438959074e-6
9,9_5_3_Coleoptera_Coleoptera_Coleoptera,12,5.059094438959074e-6
9,9_5_3_Coleoptera_Lepidoptera_Bee,12,5.059094438959074e-6
9,9_5_3_Coleoptera_Non-syrphids-diptera_Syrphids,12,5.059094438959074e-6
9,9_5_4_Bee_NA_Bee,12,5.059094438959074e-6
9,9_5_4_Coleoptera_Coleoptera_Coleoptera,12,5.059094438959074e-6
9,9_5_5_Lepidoptera_Syrphids_Non-syrphids-diptera,12,5.059094438959074e-6
10,10_1_1_Coleoptera_Coleoptera_Bee,12,5.059094438959074e-6
10,10_1_1_Coleoptera_Lepidoptera_Coleoptera,12,5.059094438959074e-6
10,10_1_1_Coleoptera_Syrphids_Bee,12,5.059094438959074e-6
10,10_1_3_Bee_Syrphids_Coleoptera,12,5.059094438959074e-6
10,10_1_3_Birds_Coleoptera_Bee,12,5.059094438959074e-6
10,10_1_3_Birds_Lepidoptera_Bee,12,5.059094438959074e-6
10,10_1_4_Coleoptera_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
10,10_1_4_Lepidoptera_Non-syrphids-diptera_Coleoptera,12,5.059094438959074e-6
10,10_1_4_Non-bee-Hymenoptera_Syrphids_Bee,12,5.059094438959074e-6
10,10_1_4_Non-syrphids-diptera_Non-syrphids-diptera_Lepidoptera,12,5.059094438959074e-6
10,10_1_4_Non-syrphids-diptera_Syrphids_Syrphids,12,5.059094438959074e-6
10,10_1_5_Bee_Non-syrphids-diptera_Non-syrphids-diptera,12,5.059094438959074e-6
10,10_2_2_Bee_Birds_Non-bee-Hymenoptera,12,5.059094438959074e-6
10,10_2_2_Bee_Lizards_Non-bee-Hymenoptera,12,5.059094438959074e-6
10,10_2_2_Bee_Non-syrphids-diptera_NA,12,5.059094438959074e-6
10,10_2_2_Bee_Syrphids_Birds,12,5.059094438959074e-6
10,10_2_2_Birds_Non-syrphids-diptera_Coleoptera,12,5.059094438959074e-6
10,10_2_2_Coleoptera_Lizards_Lizards,12,5.059094438959074e-6
10,10_2_2_Coleoptera_Lizards_Syrphids,12,5.059094438959074e-6
10,10_2_2_Lepidoptera_Lepidoptera_Non-syrphids-diptera,12,5.059094438959074e-6
10,10_2_2_Non-syrphids-diptera_NA_Lepidoptera,12,5.059094438959074e-6
10,10_2_3_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Syrphids,12,5.059094438959074e-6
10,10_2_4_Bee_Lepidoptera_Birds,12,5.059094438959074e-6
10,10_2_4_Birds_Syrphids_Coleoptera,12,5.059094438959074e-6
10,10_2_4_Birds_Syrphids_Non-bee-Hymenoptera,12,5.059094438959074e-6
10,10_2_4_Coleoptera_Coleoptera_Lizards,12,5.059094438959074e-6
10,10_2_4_Coleoptera_Coleoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
10,10_2_4_Coleoptera_Lepidoptera_Coleoptera,12,5.059094438959074e-6
10,10_2_4_Coleoptera_Lizards_Coleoptera,12,5.059094438959074e-6
10,10_2_4_Coleoptera_NA_Lepidoptera,12,5.059094438959074e-6
10,10_2_4_Lepidoptera_Lepidoptera_Coleoptera,12,5.059094438959074e-6
10,10_2_4_NA_NA_Lepidoptera,12,5.059094438959074e-6
10,10_2_4_Non-bee-Hymenoptera_Syrphids_Non-bee-Hymenoptera,12,5.059094438959074e-6
10,10_2_4_Other_insects_Syrphids_Bee,12,5.059094438959074e-6
10,10_2_5_Bee_Coleoptera_Syrphids,12,5.059094438959074e-6
10,10_3_3_Non-syrphids-diptera_Syrphids_Non-syrphids-diptera,12,5.059094438959074e-6
10,10_3_3_Syrphids_Syrphids_Non-syrphids-diptera,12,5.059094438959074e-6
10,10_3_4_Bee_Birds_Lizards,12,5.059094438959074e-6
10,10_3_4_Bee_Coleoptera_Syrphids,12,5.059094438959074e-6
10,10_3_4_Birds_Coleoptera_Lizards,12,5.059094438959074e-6
10,10_3_4_Birds_Non-syrphids-diptera_Coleoptera,12,5.059094438959074e-6
10,10_3_4_Coleoptera_Non-bee-Hymenoptera_Syrphids,12,5.059094438959074e-6
10,10_3_4_Lepidoptera_Syrphids_Syrphids,12,5.059094438959074e-6
10,10_3_4_Non-syrphids-diptera_Non-syrphids-diptera_Lepidoptera,12,5.059094438959074e-6
10,10_3_5_Bee_Coleoptera_Syrphids,12,5.059094438959074e-6
10,10_4_4_Bee_Birds_Lizards,12,5.059094438959074e-6
10,10_4_4_Bee_Lepidoptera_Lizards,12,5.059094438959074e-6
10,10_4_4_Coleoptera_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
10,10_4_4_Lepidoptera_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
10,10_4_4_Lepidoptera_Non-bee-Hymenoptera_Lepidoptera,12,5.059094438959074e-6
10,10_4_4_Lizards_Non-bee-Hymenoptera_Coleoptera,12,5.059094438959074e-6
10,10_5_5_Bee_Lepidoptera_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_1_1_Bee_Bee_Syrphids,12,5.059094438959074e-6
11,11_1_1_Coleoptera_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_1_1_Non-bee-Hymenoptera_Bee_Bee,12,5.059094438959074e-6
11,11_1_2_Coleoptera_Coleoptera_Coleoptera,12,5.059094438959074e-6
11,11_1_3_Bee_Syrphids_Syrphids,12,5.059094438959074e-6
11,11_1_3_Syrphids_Syrphids_Syrphids,12,5.059094438959074e-6
11,11_1_4_Syrphids_Bee_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_2_1_Bee_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
11,11_2_2_Birds_Bee_Coleoptera,12,5.059094438959074e-6
11,11_2_2_Coleoptera_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_2_2_Non-bee-Hymenoptera_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_2_2_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Syrphids,12,5.059094438959074e-6
11,11_2_2_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_2_2_Non-syrphids-diptera_Birds_Non-bee-Hymenoptera,12,5.059094438959074e-6
11,11_2_3_Lepidoptera_Bee_Lepidoptera,12,5.059094438959074e-6
11,11_2_3_Non-bee-Hymenoptera_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_2_3_Non-bee-Hymenoptera_Non-syrphids-diptera_Syrphids,12,5.059094438959074e-6
11,11_2_4_Bee_Lepidoptera_NA,12,5.059094438959074e-6
11,11_2_4_Bee_Lizards_Syrphids,12,5.059094438959074e-6
11,11_2_4_Coleoptera_Coleoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
11,11_2_4_Lepidoptera_Coleoptera_NA,12,5.059094438959074e-6
11,11_2_4_Lizards_Birds_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_2_5_Lepidoptera_Syrphids_Syrphids,12,5.059094438959074e-6
11,11_3_1_Lepidoptera_Bee_Non-bee-Hymenoptera,12,5.059094438959074e-6
11,11_3_2_Coleoptera_Lepidoptera_Syrphids,12,5.059094438959074e-6
11,11_3_2_Non-syrphids-diptera_Bee_Lizards,12,5.059094438959074e-6
11,11_3_2_Non-syrphids-diptera_Non-bee-Hymenoptera_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_3_3_Bee_Coleoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
11,11_3_4_Lizards_Bee_Non-bee-Hymenoptera,12,5.059094438959074e-6
11,11_4_2_Bee_Lizards_Syrphids,12,5.059094438959074e-6
11,11_4_2_Birds_Coleoptera_Syrphids,12,5.059094438959074e-6
11,11_4_2_Lizards_Non-syrphids-diptera_Syrphids,12,5.059094438959074e-6
11,11_4_2_NA_Bee_Coleoptera,12,5.059094438959074e-6
11,11_4_2_NA_Bee_NA,12,5.059094438959074e-6
11,11_4_2_Non-bee-Hymenoptera_Birds_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_4_2_Non-syrphids-diptera_Lizards_Syrphids,12,5.059094438959074e-6
11,11_4_3_Bee_Syrphids_Syrphids,12,5.059094438959074e-6
11,11_4_3_Lepidoptera_Bee_Lepidoptera,12,5.059094438959074e-6
11,11_4_3_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,12,5.059094438959074e-6
11,11_4_4_Bee_Coleoptera_Coleoptera,12,5.059094438959074e-6
11,11_4_4_Bee_Lizards_Non-bee-Hymenoptera,12,5.059094438959074e-6
11,11_4_4_Birds_Bee_Lizards,12,5.059094438959074e-6
11,11_4_4_Birds_Bee_Syrphids,12,5.059094438959074e-6
11,11_4_4_Coleoptera_Coleoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
11,11_4_4_Lizards_Bee_Lizards,12,5.059094438959074e-6
11,11_4_4_Lizards_Coleoptera_Syrphids,12,5.059094438959074e-6
11,11_4_4_Syrphids_Coleoptera_Lepidoptera,12,5.059094438959074e-6
11,11_5_2_Coleoptera_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
11,11_5_2_Lepidoptera_Syrphids_Syrphids,12,5.059094438959074e-6
11,11_5_4_Lepidoptera_Bee_Bee,12,5.059094438959074e-6
11,11_5_5_Non-syrphids-diptera_Bee_Syrphids,12,5.059094438959074e-6
12,12_2_3_Bee_Bee_Coleoptera,12,5.059094438959074e-6
12,12_2_3_Bee_Lepidoptera_Syrphids,12,5.059094438959074e-6
12,12_2_3_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,12,5.059094438959074e-6
12,12_2_4_Bee_Coleoptera_Lepidoptera,12,5.059094438959074e-6
12,12_2_5_Lepidoptera_Syrphids_Syrphids,12,5.059094438959074e-6
12,12_2_5_Non-syrphids-diptera_Syrphids_Syrphids,12,5.059094438959074e-6
12,12_3_3_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera,12,5.059094438959074e-6
12,12_5_5_Bee_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
12,12_5_5_Bee_Lepidoptera_Non-syrphids-diptera,12,5.059094438959074e-6
12,12_5_5_Bee_Lepidoptera_Syrphids,12,5.059094438959074e-6
13,13_1_1_1_Non-bee-Hymenoptera_Bee,12,5.059094438959074e-6
13,13_1_1_2_Bee_Coleoptera,12,5.059094438959074e-6
13,13_1_2_2_Lepidoptera_Syrphids,12,5.059094438959074e-6
13,13_1_2_2_Syrphids_Non-syrphids-diptera,12,5.059094438959074e-6
13,13_1_2_3_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
13,13_1_3_2_Coleoptera_Coleoptera,12,5.059094438959074e-6
13,13_1_3_3_Non-bee-Hymenoptera_Non-syrphids-diptera,12,5.059094438959074e-6
13,13_1_4_2_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
13,13_1_4_2_NA_Lepidoptera,12,5.059094438959074e-6
13,13_2_2_1_Syrphids_Syrphids,12,5.059094438959074e-6
13,13_2_2_3_Non-syrphids-diptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
13,13_2_2_4_Coleoptera_Coleoptera,12,5.059094438959074e-6
13,13_2_3_1_Bee_Non-bee-Hymenoptera,12,5.059094438959074e-6
13,13_2_3_2_Bee_Non-bee-Hymenoptera,12,5.059094438959074e-6
13,13_2_3_2_Non-syrphids-diptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
13,13_2_3_2_Syrphids_Lepidoptera,12,5.059094438959074e-6
13,13_2_3_3_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
13,13_2_4_1_Syrphids_Lepidoptera,12,5.059094438959074e-6
13,13_2_4_2_Lizards_Birds,12,5.059094438959074e-6
13,13_2_4_2_Lizards_Lizards,12,5.059094438959074e-6
13,13_2_4_2_NA_Bee,12,5.059094438959074e-6
13,13_2_5_3_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
13,13_2_5_4_Lepidoptera_Non-syrphids-diptera,12,5.059094438959074e-6
13,13_2_5_4_Non-bee-Hymenoptera_Bee,12,5.059094438959074e-6
13,13_2_5_5_Bee_Lepidoptera,12,5.059094438959074e-6
13,13_2_5_5_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
13,13_2_5_5_Non-syrphids-diptera_Non-syrphids-diptera,12,5.059094438959074e-6
13,13_3_3_4_Lepidoptera_Non-syrphids-diptera,12,5.059094438959074e-6
13,13_3_3_5_Lepidoptera_Coleoptera,12,5.059094438959074e-6
13,13_3_4_1_Bee_Syrphids,12,5.059094438959074e-6
13,13_3_4_2_Bee_Lizards,12,5.059094438959074e-6
13,13_3_4_4_Syrphids_Lizards,12,5.059094438959074e-6
13,13_3_5_1_Syrphids_Syrphids,12,5.059094438959074e-6
13,13_4_4_1_Bee_Bee,12,5.059094438959074e-6
13,13_4_4_3_Syrphids_Syrphids,12,5.059094438959074e-6
13,13_4_5_2_Coleoptera_Bee,12,5.059094438959074e-6
13,13_4_5_2_Coleoptera_Coleoptera,12,5.059094438959074e-6
13,13_4_5_2_Lepidoptera_Non-syrphids-diptera,12,5.059094438959074e-6
13,13_4_5_2_Lepidoptera_Syrphids,12,5.059094438959074e-6
13,13_4_5_2_Non-bee-Hymenoptera_Bee,12,5.059094438959074e-6
13,13_5_5_1_Lepidoptera_Bee,12,5.059094438959074e-6
13,13_5_5_1_Syrphids_Bee,12,5.059094438959074e-6
13,13_5_5_2_Bee_Coleoptera,12,5.059094438959074e-6
14,14_1_1_1_Bee_Lepidoptera,12,5.059094438959074e-6
14,14_1_2_1_Bee_Syrphids,12,5.059094438959074e-6
14,14_1_2_3_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
14,14_1_2_4_Bee_Syrphids,12,5.059094438959074e-6
14,14_1_2_4_Lepidoptera_Syrphids,12,5.059094438959074e-6
14,14_1_2_5_Lepidoptera_Syrphids,12,5.059094438959074e-6
14,14_1_3_2_Coleoptera_Coleoptera,12,5.059094438959074e-6
14,14_2_3_2_Coleoptera_Syrphids,12,5.059094438959074e-6
14,14_2_3_2_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
14,14_2_3_4_Bee_NA,12,5.059094438959074e-6
14,14_2_3_4_Birds_Non-syrphids-diptera,12,5.059094438959074e-6
14,14_2_3_4_Coleoptera_Non-bee-Hymenoptera,12,5.059094438959074e-6
14,14_2_4_4_Birds_Syrphids,12,5.059094438959074e-6
14,14_2_4_5_Bee_Lepidoptera,12,5.059094438959074e-6
14,14_2_5_4_Bee_Birds,12,5.059094438959074e-6
14,14_3_3_3_Bee_Birds,12,5.059094438959074e-6
14,14_4_5_3_Bee_Lepidoptera,12,5.059094438959074e-6
14,14_4_5_5_Bee_Bee,12,5.059094438959074e-6
14,14_5_5_1_Bee_Bee,12,5.059094438959074e-6
15,15_1_1_2_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_1_1_5_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_1_2_2_Lizards_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_1_2_3_Bee_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_2_1_1_Bee_Bee,12,5.059094438959074e-6
15,15_2_1_3_Bee_Lepidoptera,12,5.059094438959074e-6
15,15_2_1_5_Bee_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_2_2_2_Non-bee-Hymenoptera_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_2_2_2_Syrphids_Syrphids,12,5.059094438959074e-6
15,15_2_2_3_Coleoptera_Bee,12,5.059094438959074e-6
15,15_2_2_4_Syrphids_Birds,12,5.059094438959074e-6
15,15_2_2_5_Non-syrphids-diptera_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_2_4_4_Bee_Non-bee-Hymenoptera,12,5.059094438959074e-6
15,15_3_1_2_Lepidoptera_Bee,12,5.059094438959074e-6
15,15_3_1_3_Non-syrphids-diptera_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_3_1_5_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_3_2_3_Coleoptera_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_3_3_4_Lepidoptera_Lepidoptera,12,5.059094438959074e-6
15,15_3_3_5_Bee_Coleoptera,12,5.059094438959074e-6
15,15_3_3_5_Non-syrphids-diptera_Bee,12,5.059094438959074e-6
15,15_4_1_3_Coleoptera_Bee,12,5.059094438959074e-6
15,15_4_1_4_Bee_Coleoptera,12,5.059094438959074e-6
15,15_4_1_4_Bee_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_4_1_4_Coleoptera_Bee,12,5.059094438959074e-6
15,15_4_2_2_Birds_Lizards,12,5.059094438959074e-6
15,15_4_2_3_Non-bee-Hymenoptera_Syrphids,12,5.059094438959074e-6
15,15_4_2_3_Syrphids_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_4_2_4_Birds_Syrphids,12,5.059094438959074e-6
15,15_4_2_4_Lizards_Coleoptera,12,5.059094438959074e-6
15,15_4_2_5_Non-syrphids-diptera_Coleoptera,12,5.059094438959074e-6
15,15_4_3_4_Non-bee-Hymenoptera_Syrphids,12,5.059094438959074e-6
15,15_4_3_4_Syrphids_Syrphids,12,5.059094438959074e-6
15,15_5_1_5_Bee_Coleoptera,12,5.059094438959074e-6
15,15_5_1_5_Bee_Non-syrphids-diptera,12,5.059094438959074e-6
15,15_5_2_2_Bee_Coleoptera,12,5.059094438959074e-6
