"","position","Node_FG","mean","SE","lower","Broad_categories","s"
"1",4,"Bee",0.849791230182043,0.0453287819931512,0.804462448188891,"Fan",0
"2",4,"Coleoptera",0.281849074985382,0.100279729931233,0.181569345054149,"Fan",0
"3",4,"Lepidoptera",0.181618948262797,0.102254686437668,0.0793642618251291,"Fan",0
"4",4,"Non-bee-Hymenoptera",0.236453373875032,0.100980392284727,0.135472981590305,"Fan",0
"5",4,"Non-syrphids-diptera",0.280334089494791,0.0985244947464838,0.181809594748308,"Fan",0
"6",4,"Syrphids",0.313410306428423,0.0987917985695682,0.214618507858855,"Fan",0
"7",6,"Bee",0.188968955646516,0.037655582977283,0.151313372669233,"Fan",1
"8",6,"Coleoptera",0.528877447789069,0.0863210980385464,0.442556349750522,"Fan",1
"9",6,"Lepidoptera",0.558810380906182,0.0880523365138911,0.470758044392291,"Fan",1
"10",6,"Non-bee-Hymenoptera",0.538745388207483,0.086935711867148,0.451809676340335,"Fan",1
"11",6,"Non-syrphids-diptera",0.61376059909305,0.0847811321058256,0.528979466987225,"Fan",1
"12",6,"Syrphids",0.504770656877805,0.0850075638347662,0.419763093043038,"Fan",1
"13",8,"Bee",0.35437770746917,0.0533116991174118,0.301066008351759,"Fan",1
"14",8,"Coleoptera",0.701217329682405,0.106961209424462,0.594256120257943,"Fan",1
"15",8,"Lepidoptera",0.478325791152845,0.108917044929733,0.369408746223112,"Fan",1
"16",8,"Non-bee-Hymenoptera",0.611539201046785,0.10765218754169,0.503887013505095,"Fan",1
"17",8,"Non-syrphids-diptera",0.664353290628474,0.105213570775943,0.55913971985253,"Fan",1
"18",8,"Syrphids",0.612062748702087,0.105504661607123,0.506558087094964,"Fan",1
"19",11,"Bee",0.241417996218384,0.0550662421987153,0.186351754019668,"Weak",1
"20",11,"Coleoptera",0.41498911370122,0.109539544929679,0.305449568771541,"Weak",1
"21",11,"Lepidoptera",0.635049146377768,0.111527149780894,0.523521996596874,"Weak",1
"22",11,"Non-bee-Hymenoptera",0.507315978925655,0.110241316475892,0.397074662449763,"Weak",1
"23",11,"Non-syrphids-diptera",0.456437095841285,0.107762761579237,0.348674334262048,"Weak",1
"24",11,"Syrphids",0.465680697345135,0.108060628829837,0.357620068515298,"Weak",1
"25",12,"Bee",0.570923314540778,0.0373848059309418,0.533538508609836,"Weak",0
"26",12,"Coleoptera",0.164326336813851,0.0837565604246546,0.0805697763891967,"Weak",0
"27",12,"Lepidoptera",0.0986310637455951,0.0854181536438225,0.0132129101017726,"Weak",0
"28",12,"Non-bee-Hymenoptera",0.126972909615198,0.0843461482954665,0.042626761319732,"Weak",0
"29",12,"Non-syrphids-diptera",0.145063114441149,0.0822801119028001,0.0627830025383492,"Weak",0
"30",12,"Syrphids",0.183495979748124,0.0825020922167276,0.100993887531396,"Weak",0
"31",14,"Bee",0.801672129026537,0.0631444080735524,0.738527720952985,"Strong",0
"32",14,"Coleoptera",0.39919171483475,0.124526137623339,0.274665577211411,"Strong",0
"33",14,"Lepidoptera",0.190424244040841,0.126767719875285,0.0636565241655559,"Strong",0
"34",14,"Non-bee-Hymenoptera",0.311229456931192,0.125317071317803,0.18591238561339,"Strong",0
"35",14,"Non-syrphids-diptera",0.525021349913732,0.122521505194953,0.402499844718778,"Strong",0
"36",14,"Syrphids",0.495194680597059,0.122859696287188,0.372334984309872,"Strong",0
"37",16,"Bee",0.878204717395393,0.049045496904667,0.829159220490726,"Fan",0
"38",16,"Coleoptera",0.280080895604315,0.103880993461872,0.176199902142443,"Fan",0
"39",16,"Lepidoptera",0.162804402292505,0.105866951659244,0.0569374506332607,"Fan",0
"40",16,"Non-bee-Hymenoptera",0.211941428403515,0.104584763461609,0.107356664941906,"Fan",0
"41",16,"Non-syrphids-diptera",0.34666626470786,0.102112039961732,0.244554224746128,"Fan",0
"42",16,"Syrphids",0.332561477863272,0.102393300254239,0.230168177609033,"Fan",0
"43",18,"Bee",0.484854218175057,0.0581943273600175,0.426659890815039,"Fan",1
"44",18,"Coleoptera",0.714336878876624,0.110623766128496,0.603713112748128,"Fan",1
"45",18,"Lepidoptera",0.465653547367113,0.112544717631721,0.353108829735392,"Fan",1
"46",18,"Non-bee-Hymenoptera",0.622660208144185,0.111299573259176,0.511360634885009,"Fan",1
"47",18,"Non-syrphids-diptera",0.684196724976267,0.108903444630477,0.575293280345791,"Fan",1
"48",18,"Syrphids",0.627527672815195,0.109200783360406,0.518326889454789,"Fan",1
"49",21,"Bee",0.23032159721866,0.0498861618085482,0.180435435410112,"Weak",1
"50",21,"Coleoptera",0.5384032023912,0.107638477534723,0.430764724856477,"Weak",1
"51",21,"Lepidoptera",0.416999357648656,0.109724066669533,0.307275290979123,"Weak",1
"52",21,"Non-bee-Hymenoptera",0.519766262064635,0.108378017887864,0.411388244176771,"Weak",1
"53",21,"Non-syrphids-diptera",0.548752360756188,0.105782830356609,0.44296953039958,"Weak",1
"54",21,"Syrphids",0.492904136262964,0.106072635713381,0.386831500549583,"Weak",1
"55",22,"Bee",0.587219468687259,0.0402520955490711,0.546967373138188,"Weak",0
"56",22,"Coleoptera",0.204316609732855,0.089623372520301,0.114693237212554,"Weak",0
"57",22,"Lepidoptera",0.154070999843043,0.0913951808161401,0.0626758190269031,"Weak",0
"58",22,"Non-bee-Hymenoptera",0.168100532061839,0.0902520176681807,0.0778485143936587,"Weak",0
"59",22,"Non-syrphids-diptera",0.200992931465361,0.0880489128774342,0.112944018587927,"Weak",0
"60",22,"Syrphids",0.210638667048174,0.0882871204427663,0.122351546605408,"Weak",0
"61",24,"Bee",0.142820796163258,0.0534032439108219,0.0894175522524363,"Weak",1
"62",24,"Coleoptera",0.239035658765159,0.107174827005516,0.131860831759643,"Weak",1
"63",24,"Lepidoptera",0.496795718138551,0.109135055641627,0.387660662496925,"Weak",1
"64",24,"Non-bee-Hymenoptera",0.382878320935049,0.107867370711989,0.27501095022306,"Weak",1
"65",24,"Non-syrphids-diptera",0.22020674770118,0.105423287992619,0.114783459708561,"Weak",1
"66",24,"Syrphids",0.30430349882372,0.105714965671491,0.198588533152229,"Weak",1
"67",25,"Bee",0.264902218908494,0.0332723315398239,0.23162988736867,"Weak",0
"68",25,"Coleoptera",0.124291939570493,0.074462052489886,0.0498298870806075,"Weak",0
"69",25,"Lepidoptera",0.0564466280632823,0.0759383776776072,0,"Weak",0
"70",25,"Non-bee-Hymenoptera",0.0997250713224922,0.0749858936350748,0.0247391776874175,"Weak",0
"71",25,"Non-syrphids-diptera",0.113651682985063,0.0731502268640169,0.040501456121046,"Weak",0
"72",25,"Syrphids",0.13348117348187,0.0733476731807702,0.0601335003010998,"Weak",0
"73",28,"Bee",0.475503552843972,0.0669019278454407,0.408601624998532,"Medium-weak",1
"74",28,"Coleoptera",0.707192976410971,0.125815824809214,0.581377151601757,"Medium-weak",1
"75",28,"Lepidoptera",0.593827067098794,0.127976247558347,0.465850819540447,"Medium-weak",1
"76",28,"Non-bee-Hymenoptera",0.686932753457262,0.126575194161848,0.560357559295414,"Medium-weak",1
"77",28,"Non-syrphids-diptera",0.739477688035703,0.123880420612631,0.615597267423072,"Medium-weak",1
"78",28,"Syrphids",0.690624077937524,0.124217063979604,0.56640701395792,"Medium-weak",1
"79",29,"Bee",0.711733834757571,0.0557849536858318,0.655948881071739,"Medium-weak",0
"80",29,"Coleoptera",0.350646931065209,0.114898978938905,0.235747952126304,"Medium-weak",0
"81",29,"Lepidoptera",0.174274832476366,0.117047732452572,0.0572271000237939,"Medium-weak",0
"82",29,"Non-bee-Hymenoptera",0.280481690478427,0.115659392307955,0.164822298170472,"Medium-weak",0
"83",29,"Non-syrphids-diptera",0.485182411545165,0.112981747312881,0.372200664232285,"Medium-weak",0
"84",29,"Syrphids",0.421259283023828,0.113294347329302,0.307964935694527,"Medium-weak",0
"85",31,"Bee",0.674891070841744,0.0696904171315366,0.605200653710208,"Strong",0
"86",31,"Coleoptera",0.450516024636018,0.129584203462565,0.320931821173453,"Strong",0
"87",31,"Lepidoptera",0.162216947433224,0.13178250107566,0.0304344463575642,"Strong",0
"88",31,"Non-bee-Hymenoptera",0.352745553745437,0.130356143739322,0.222389410006116,"Strong",0
"89",31,"Non-syrphids-diptera",0.542792215660319,0.127614285852667,0.415177929807652,"Strong",0
"90",31,"Syrphids",0.458141149691043,0.127959113345331,0.330182036345712,"Strong",0
"91",34,"Bee",0.556480792376317,0.0578304050783511,0.498650387297966,"Weak",1
"92",34,"Coleoptera",0.649678098569346,0.105263118502866,0.54441498006648,"Weak",1
"93",34,"Lepidoptera",0.740901792840918,0.107006786281392,0.633895006559526,"Weak",1
"94",34,"Non-bee-Hymenoptera",0.679282159811382,0.105874300471759,0.573407859339623,"Weak",1
"95",34,"Non-syrphids-diptera",0.69008806312352,0.10369990240167,0.58638816072185,"Weak",1
"96",34,"Syrphids",0.691391328169846,0.103976580968359,0.587414747201486,"Weak",1
"97",35,"Bee",0.820860491074482,0.043733182277531,0.777127308796951,"Weak",0
"98",35,"Coleoptera",0.238020572293233,0.09486496697895,0.143155605314283,"Weak",0
"99",35,"Lepidoptera",0.130513550704895,0.0967097826576322,0.0338037680472625,"Weak",0
"100",35,"Non-bee-Hymenoptera",0.179770957641266,0.0955192197062933,0.0842517379349723,"Weak",0
"101",35,"Non-syrphids-diptera",0.291534524901707,0.0932240224014042,0.198310502500303,"Weak",0
"102",35,"Syrphids",0.277983475881748,0.0934789467141297,0.184504529167619,"Weak",0
"103",38,"Bee",0.1548636569019,0.0321646481618111,0.122699008740089,"Weak",0.5
"104",38,"Coleoptera",0.123020836356312,0.0728260766335924,0.0501947597227194,"Weak",0.5
"105",38,"Lepidoptera",0.0849165804040738,0.0742787183647633,0.0106378620393106,"Weak",0.5
"106",38,"Non-bee-Hymenoptera",0.12911280977709,0.0733416068685493,0.0557712029085407,"Weak",0.5
"107",38,"Non-syrphids-diptera",0.0791199941505294,0.0715350473344179,0.00758494681611155,"Weak",0.5
"108",38,"Syrphids",0.139043084395593,0.0717271193287872,0.0673159650668062,"Weak",0.5
"109",41,"Bee",0.649283036364991,0.0674064698908377,0.581876566474154,"Medium-weak",0.5
"110",41,"Coleoptera",0.432886194722275,0.13689916688553,0.295987027836745,"Medium-weak",0.5
"111",41,"Lepidoptera",0.200155056689689,0.139429262770852,0.0607257939188375,"Medium-weak",0.5
"112",41,"Non-bee-Hymenoptera",0.386966561186049,0.137793761326641,0.249172799859408,"Medium-weak",0.5
"113",41,"Non-syrphids-diptera",0.551058520492562,0.134639865968562,0.416418654524,"Medium-weak",0.5
"114",41,"Syrphids",0.547162912315537,0.135012573715219,0.412150338600318,"Medium-weak",0.5
"115",42,"Bee",0.819826695073933,0.0507361542721693,0.769090540801763,"Medium-weak",0
"116",42,"Coleoptera",0.299056346768056,0.104426162450139,0.194630184317917,"Medium-weak",0
"117",42,"Lepidoptera",0.166731536341221,0.10637792158594,0.060353614755281,"Medium-weak",0
"118",42,"Non-bee-Hymenoptera",0.179229893108908,0.105116834043741,0.0741130590651662,"Medium-weak",0
"119",42,"Non-syrphids-diptera",0.368649186742144,0.102684626965891,0.265964559776253,"Medium-weak",0
"120",42,"Syrphids",0.342727908569081,0.102968751912557,0.239759156656523,"Medium-weak",0
"121",44,"Bee",0.72957886510321,0.071253608701188,0.658325256402022,"Strong",0
"122",44,"Coleoptera",0.432336441848308,0.134965262790823,0.297371179057484,"Strong",0
"123",44,"Lepidoptera",0.179905999085805,0.137300268945939,0.0426057301398658,"Strong",0
"124",44,"Non-bee-Hymenoptera",0.281003584981656,0.135786492515174,0.145217092466481,"Strong",0
"125",44,"Non-syrphids-diptera",0.534459251108795,0.132873898813742,0.401585352295053,"Strong",0
"126",44,"Syrphids",0.493063523106417,0.13323614442341,0.359827378683007,"Strong",0
"127",46,"Bee",0.851102791059398,0.0522683915077191,0.798834399551679,"Fan",0
