"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Clusters"
"Diodella radula","Monoecious","monoecious","none",-0.712461093035608,"Tube","actinomorphic",-0.226645000647543,-0.155442336255722,-0.259850783555507,-0.515034956457883,-0.167724853633837,0.0513925479676102,-0.108688199382065,"herb","Perennial",-0.345109100900118,4
"Diplotaxis virgata","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Campanulate","actinomorphic",-0.222075194578218,-0.148177838419637,-0.259850783555507,-0.270985066859666,-0.341725453708727,-0.498131241484052,-0.126340691096113,"herb","Short lived",-0.38750127219953,3
"Dipsacus chinensis","Hermaphrodite","self_compatible","none",-0.712461093035608,"Tube","actinomorphic",-0.216362936991561,0.0261701096463903,-0.259850783555507,-0.515034956457883,0.0932760464784983,0.381106821638608,-0.126960744687668,"herb","Perennial",-0.288586205834236,3
"Dipsacus fullonum","Hermaphrodite","self_compatible","low",-0.223747462865463,"Funnelform","actinomorphic",-0.164952618711652,0.558899950959252,0.186090770991147,1.68141404992607,0.0932760464784983,-0.0585122099227223,-0.126960744687668,"herb","Short lived",-0.288586205834236,5
"Dipsacus japonicus","Hermaphrodite","self_compatible","low",0.0490581244989365,"Tube","actinomorphic",-0.062131982151835,-0.0706898615014027,-0.259850783555507,-0.600452417817259,-0.254725153671282,-0.00355983097755604,-0.126960744687668,"herb","Short lived",-0.359239824666589,5
"Dipyrena glaberrima","Hermaphrodite","self_compatible","low",-0.271365087454311,"Tube","actinomorphic",-0.222075194578218,-0.131227343468773,0.409061548264474,-0.0269351772614488,0.81827854679054,2.0296781899936,-0.125100583913004,"shrub","Perennial",-0.288586205834236,2
"Dirca palustris","Hermaphrodite","self_compatible","low",0.0394060303030761,"Tube","actinomorphic",-0.176377133884965,-0.155442336255722,-0.705792338102161,-0.654143393528867,-0.0807245535963917,0.381106821638608,-0.126960744687668,"shrub","Perennial",-0.288586205834236,2
"Discaria toumatou","Hermaphrodite","partially_self_compatible","none",-0.712461093035608,"Open","actinomorphic",0.680461504113512,-0.143334839862248,-0.482821560828834,-0.563844934377526,-0.57372625380858,-0.608035999374385,-0.125720637504558,"shrub","Perennial",0.135335507159882,3
"Dodonaea viscosa","Dioecious","dioecious","none",-0.712461093035608,"Open","actinomorphic",0.623338928246947,-0.119119847075299,0.186090770991147,-0.368605022698953,-0.39972565373369,-0.168416967813055,-0.125720637504558,"shrub","Perennial",0.135335507159882,4
"Dolichoglottis scorzoneroides","Hermaphrodite","self_compatible","low",-0.184601971005787,"Capitulum","actinomorphic",-0.231786032475534,-0.155442336255722,0.186090770991147,1.68141404992607,-0.103924633606377,-0.553083620429219,-0.0655754391237544,"herb","Perennial",-0.500547062331295,2
"Donatia novae-zelandiae","Hermaphrodite","self_compatible","low",-0.140193722560706,"Open","actinomorphic",-0.222075194578218,-0.165128333370501,-0.728089415829493,-0.319795044779309,-0.312725353696245,-0.498131241484052,-0.123860476729894,"herb","Perennial",-0.500547062331295,2
"Doratoxylon apetalum","Dioecious","dioecious","none",-0.712461093035608,"Open","actinomorphic",3.19385484224238,0.437824987024511,-0.705792338102161,-0.637059901256991,-0.57372625380858,-0.706950281475684,-0.123860476729894,"tree","Perennial",1.54840788380694,4
"Dorycnium pentaphyllum","Hermaphrodite","self_compatible","low",-0.160994753083808,"Tube","zygomorphic",0.0521131695812954,-0.0827973578948769,-0.705792338102161,-0.588249923337348,-0.370725553721208,-0.278321725703387,-0.107119029757918,"herb","Perennial",-0.486416338564824,5
"Draba arctica","Hermaphrodite","self_compatible","high",2.74612767432234,"Open","actinomorphic",-0.230643580958202,-0.157863835534417,-0.482821560828834,-0.368605022698953,-0.39972565373369,-0.602540761479868,-0.115055715729818,"herb","Perennial",-0.514677786097765,1
"Draba lactea","Hermaphrodite","self_compatible","medium",1.1672067153111,"Open","actinomorphic",-0.231214806716868,-0.155442336255722,-0.393633249919503,-0.368605022698953,-0.39972565373369,-0.690464567792134,-0.113939619265019,"herb","Perennial",-0.535873871747471,1
"Draba yunnanensis","Hermaphrodite","self_compatible","low",-0.226134640982064,"Tube","actinomorphic",-0.227787452164874,-0.155442336255722,-0.0368800062821798,-0.217294091148058,-0.109724653608873,-0.586055047796318,-0.122620369546785,"herb","Perennial",-0.479350976681589,2
"Dracaena concinna","Hermaphrodite","self_compatible","low",-0.196561827353345,"Brush","actinomorphic",-0.00500940628526981,2.25394944604563,5.76036020282432,0.216760839996851,0.26193700313859,0.820725853199938,-0.124790557117226,"shrub","Perennial",0.135335507159882,2
"Dracaena reflexa","Hermaphrodite","self_compatible","low",-0.224480533310719,"Tube","actinomorphic",-0.1192545580184,1.04319980669822,5.76036020282432,0.402753701358548,1.10827954691536,0.820725853199938,-0.124790557117226,"tree","Perennial",-0.14727896816953,2
"Dracocephalum forrestii","Hermaphrodite","self_compatible","low",-0.224461736632635,"Tube","zygomorphic",-0.231786032475534,-0.131227343468773,0.186090770991147,-0.148960122060557,0.905278846827985,2.19453532682909,-0.125100583913004,"herb","Perennial",-0.513264713721118,5
"Dracophyllum acerosum","Hermaphrodite","self_compatible","low",-0.116519933070517,"Tube","actinomorphic",-0.176377133884965,-0.155442336255722,-0.482821560828834,-0.607773914505205,-0.277925233681267,-0.38822648359372,-0.0184513661655988,"shrub","Perennial",-0.14727896816953,2
"Dracophyllum pronum","Hermaphrodite","self_compatible","low",-0.148094592915125,"Tube","actinomorphic",-0.222075194578218,-0.143334839862248,-0.482821560828834,-0.588249923337348,-0.39972565373369,-0.580559809901802,-0.0184513661655988,"shrub","Perennial",-0.534460799370824,2
"Drapetes dieffenbachii","Hermaphrodite","self_compatible","low",-0.0606298904571359,"Tube","actinomorphic",-0.222075194578218,-0.160285334813111,-0.594306949465497,-0.61265491229717,-0.544726153796099,-0.608035999374385,-0.126960744687668,"shrub","Perennial",-0.514677786097765,2
"Dryas integrifolia","Hermaphrodite","self_compatible","low",-0.119228534382345,"Open","actinomorphic",-0.227787452164874,-0.165128333370501,-0.37133617219217,0.461164601934985,-0.109724653608873,-0.278321725703387,-0.108979190532582,"shrub","Perennial",-0.542939233630706,2
"Dryas octopetala","Monoecious","self_incompatible","none",-0.712461093035608,"Open","actinomorphic",-0.227787452164874,-0.165128333370501,-0.259850783555507,0.705214491533202,-0.283725253683763,1.48015440054193,-0.0905822004711546,"shrub","Perennial",-0.550004595513942,3
"Dubyaea bhotanica","Hermaphrodite","self_compatible","low",-0.112612103696964,"Capitulum","actinomorphic",-0.232928483992865,-0.160285334813111,-0.694643799238494,-0.246580077899844,-0.05172445358391,-0.443178862538886,-0.0996783866592618,"herb","Perennial",-0.486416338564824,2
"Duchesnea chrysantha","Hermaphrodite","self_compatible","low",-0.164213997483569,"Open","actinomorphic",-0.231214806716868,-0.165128333370501,-0.705792338102161,-0.270985066859666,-0.341725453708727,-0.608035999374385,-0.126960744687668,"herb","Perennial",-0.458154891031883,2
"Echinacea pallida","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.233385464599797,-0.165128333370501,0.342170315082476,2.02308389536357,3.37028734788893,0.271202063748275,-0.0869672880323908,"herb","Perennial",-0.401631995966,3
"Echinacea purpurea","Hermaphrodite","partially_self_compatible","low",-0.223747462865463,"Capitulum","zygomorphic",-0.233385464599797,-0.165128333370501,-0.61660402719283,-0.0757451551810922,2.55828454753944,-0.223369346758221,-0.0869672880323908,"herb","Perennial",-0.316847653367177,5
"Echinocystis lobata","Monoecious","monoecious","none",-0.712461093035608,"Open","actinomorphic",-0.147815845951683,-0.094904854288351,-0.0368800062821798,-0.148960122060557,-0.354435230874197,-0.608035999374385,-0.123860476729894,"vine","Short lived",0.559257220154,4
"Echinopsis candicans","Hermaphrodite","self_compatible","medium",1.1672067153111,"Campanulate","actinomorphic",-0.232928483992865,-0.165128333370501,3.64213781872771,9.2469606274708,7.35618482736444,1.48015440054193,1.23839726391574,"shrub","Perennial",-0.00597173050482375,1
"Echinopsis rhodotricha","Hermaphrodite","partially_self_compatible","none",-0.712461093035608,"Tube","actinomorphic",-0.232928483992865,-0.165128333370501,1.56850959008577,4.70763268094396,9.05430695033534,-0.113464588867889,1.23839726391574,"shrub","Perennial",-0.514677786097765,3
"Echinopsis strigosa","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Campanulate","actinomorphic",-0.232928483992865,-0.165128333370501,2.24857046076942,6.19633700749309,10.6783125510343,0.93063061109027,1.23839726391574,"shrub","Perennial",-0.486416338564824,3
"Echium plantagineum","Hermaphrodite","self_incompatible","low",-0.712461093035608,"Tube","zygomorphic",-0.230072355199537,-0.160285334813111,1.30094465735778,0.368425643887663,0.81827854679054,3.12872576889692,-0.125100583913004,"herb","Perennial",-0.345109100900118,2
"Echium sabulicola","Hermaphrodite","self_compatible","low",0.0743214863990537,"Tube","zygomorphic",-0.222075194578218,-0.143334839862248,-0.794980649011491,-0.466224978538239,0.354276946590833,1.48015440054193,-0.125100583913004,"herb","Short lived",-0.359239824666589,5
"Elaeagnus angustifolia","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Campanulate","actinomorphic",2.62262908357673,0.31675002308977,-0.259850783555507,-0.27586606465163,-0.196724953646318,0.106344926912776,-0.126960744687668,"tree","Perennial",0.276642744824588,3
"Elaeocarpus japonicus","Hermaphrodite","partially_self_compatible","low",-0.348174892940686,"Campanulate","actinomorphic",0.337726048914121,0.0261701096463903,1.30094465735778,-0.563844934377526,-0.39972565373369,-0.38822648359372,-0.105878922574809,"tree","Perennial",2.961480260454,2
"Elaeocarpus sylvestris","Hermaphrodite","self_compatible","low",-0.388660118030762,"Open","actinomorphic",0.337726048914121,0.0746000952202868,3.53065243009105,-0.314914046987345,-0.341725453708727,-0.498131241484052,-0.105878922574809,"tree","Perennial",1.54840788380694,2
"Eleutherine bulbosa","Hermaphrodite","self_compatible","medium",0.477744563209529,"Open","actinomorphic",-0.232357258234199,-0.155442336255722,-0.482821560828834,0.217114712336768,-0.341725453708727,-0.0585122099227223,-0.118279994405902,"herb","Perennial",-0.444024167265412,1
"Ellisia nyctelea","Hermaphrodite","self_compatible","low",0.117479912390565,"Tube","actinomorphic",-0.232928483992865,-0.155442336255722,-0.817277726738824,-0.515034956457883,-0.277925233681267,-0.38822648359372,-0.125100583913004,"herb","Short lived",-0.514677786097765,5
"Elsholtzia densa","Hermaphrodite","self_compatible","low",0.10580905496854,"Tube","zygomorphic",-0.187801649058278,0.0261701096463903,-0.705792338102161,-0.705393870344492,-0.486725953771135,-0.168416967813055,-0.125100583913004,"herb","Short lived",-0.458154891031883,5
"Embelia angustifolia","Hermaphrodite","partially_self_compatible","low",-0.35563435463811,"Open","actinomorphic",-0.00500940628526981,-0.094904854288351,0.186090770991147,-0.563844934377526,-0.515726053783617,-0.608035999374385,-0.126960744687668,"shrub","Perennial",0.0213877058276901,2
"Empetrum nigrum","Dioecious","dioecious","none",-0.712461093035608,"Open","actinomorphic",-0.176377133884965,-0.143334839862248,-0.661198182647495,-0.661464890216813,-0.457725853758653,-0.684969329897618,-0.124790557117226,"shrub","Perennial",-0.514677786097765,4
"Enemion biternatum","Hermaphrodite","self_compatible","none",-0.712461093035608,"Open","actinomorphic",-0.22436009761288,-0.160285334813111,-0.583158410601831,-0.00253018830162711,-0.544726153796099,-0.498131241484052,-0.11269951208191,"herb","Perennial",-0.500547062331295,3
"Epacris microphylla","Hermaphrodite","partially_self_compatible","low",-0.257630354778721,"Open","actinomorphic",-0.062131982151835,-0.0706898615014027,-0.37133617219217,-0.393010011658774,-0.472225903764894,-0.630016950952451,-0.0795266449337347,"shrub","Perennial",-0.359239824666589,2
"Epacris petrophila","Hermaphrodite","partially_self_compatible","low",-0.229324437252828,"Open","actinomorphic",-0.062131982151835,-0.131227343468773,-0.37133617219217,-0.573606929961455,-0.54182614379485,-0.668483616214068,-0.0795266449337347,"shrub","Perennial",-0.444024167265412,2
"Epidendrum ibaguense","Hermaphrodite","partially_self_compatible","none",-0.712461093035608,"Open","zygomorphic",-0.210650679404904,-0.143334839862248,-0.482821560828834,0.297044711928528,0.671854141817519,-0.706950281475684,15.3737589905878,"herb","Perennial",-0.212463996904259,3
"Epilobium angustifolium","Hermaphrodite","self_compatible","low",-0.223747462865463,"Open","zygomorphic",-0.228929903682205,-0.0706898615014027,1.41243004599445,0.949264381131419,-0.341725453708727,0.93063061109027,0.240110981512702,"herb","Perennial",-0.486416338564824,5
"Epilobium gunnianum","Hermaphrodite","self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.232928483992865,-0.155442336255722,-0.672346721511162,-0.197770099980201,-0.515726053783617,0.0513925479676102,0.240110981512702,"herb","Perennial",-0.458154891031883,2
"Epilobium hirsutum","Hermaphrodite","partially_self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.228929903682205,-0.0706898615014027,-0.482821560828834,0.217114712336768,-0.05172445358391,0.161297305857943,0.240110981512702,"herb","Perennial",-0.182605777585706,2
"Epilobium latifolium","Hermaphrodite","self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.231786032475534,-0.131227343468773,2.08134237781443,1.43736416032785,-0.196724953646318,-0.0585122099227223,0.240110981512702,"herb","Perennial",-0.130322099649765,2
"Epilobium tibetanum","Hermaphrodite","self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.232928483992865,-0.165128333370501,-0.527415716283499,0.119494756497481,0.00627574644105332,-0.37174076991017,0.240110981512702,"herb","Perennial",-0.41152350260253,2
"Epistephium duckei","Hermaphrodite","self_compatible","high",3.04687452365781,"Open","zygomorphic",-0.232928483992865,-0.155442336255722,0.409061548264474,2.1695138291225,2.84828554766426,-0.706950281475684,15.3737589905878,"herb","Perennial",-0.14727896816953,1
"Erechtites hieracifolia","Hermaphrodite","self_compatible","low",0.0274532227097994,"Capitulum","actinomorphic",-0.230072355199537,-0.094904854288351,-0.259850783555507,-0.344200033739131,0.847278646803022,-0.498131241484052,-0.0655754391237544,"herb","Short lived",-0.14727896816953,5
"Erica ciliaris","Hermaphrodite","self_compatible","low",-0.674867736868674,"Tube","actinomorphic",-0.227787452164874,-0.143334839862248,-0.572009871738165,-0.607773914505205,-0.167724853633837,0.216249684803109,-0.0531743672926608,"shrub","Perennial",-0.401631995966,2
"Erica scoparia","Hermaphrodite","partially_self_compatible","medium",0.452932948139353,"Campanulate","actinomorphic",0.0521131695812954,0.0746000952202868,-0.705792338102161,-0.651702894632884,-0.492525973773631,-0.558578858323735,-0.119830128384789,"shrub","Perennial",0.0222897170281175,1
"Erica tetralix","Hermaphrodite","partially_self_compatible","low",-0.336527531366266,"Campanulate","actinomorphic",-0.231786032475534,-0.131227343468773,-0.850723343329823,-0.588249923337348,-0.266325193676274,-0.333274104648554,-0.0655754391237544,"herb","Perennial",-0.288586205834236,2
"Erica umbellata","Hermaphrodite","partially_self_compatible","low",-0.336527531366266,"Campanulate","actinomorphic",-0.1192545580184,-0.143334839862248,-0.627752566056496,-0.544320943209669,-0.353325493713719,-0.168416967813055,-0.0795266449337347,"shrub","Perennial",-0.401631995966,2
"Erigenia bulbosa","Hermaphrodite","self_compatible","low",-0.128678877566774,"Open","actinomorphic",-0.231786032475534,-0.131227343468773,-0.527415716283499,-0.461343980746275,-0.480925933768639,-0.553083620429219,-0.126340691096113,"herb","Perennial",-0.528808509864236,2
"Erigeron annuus","Hermaphrodite","self_compatible","low",0.0859221695562322,"Capitulum","zygomorphic",-0.231786032475534,-0.131227343468773,-0.234878056500894,0.759881666803203,-0.167724853633837,-0.476150289905986,0.0584352791871814,"herb","Short lived",-0.14727896816953,5
"Erigeron canadensis","Hermaphrodite","self_compatible","high",2.5957542496546,"Capitulum","actinomorphic",-0.210650679404904,0.31675002308977,-0.856297612761656,-0.600452417817259,-0.428725753746172,-0.470655052011469,-0.0996783866592618,"herb","Short lived",-0.359239824666589,1
"Erigeron compositus","Hermaphrodite","self_compatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.230072355199537,-0.165128333370501,-0.650049643783829,-0.148960122060557,-0.138724753621355,-0.333274104648554,-0.077976510954848,"herb","Perennial",-0.557069957397177,3
"Erigeron divergens","Hermaphrodite","self_compatible","low",0.0583286461297025,"Capitulum","actinomorphic",-0.232357258234199,-0.165128333370501,-0.413700619874102,0.368425643887663,-0.509926033781121,-0.30579791517597,0.0584352791871814,"herb","Short lived",-0.401631995966,5
"Erigeron eriocephalus","Hermaphrodite","self_compatible","low",-0.191911529195495,"Capitulum","actinomorphic",-0.233156974296331,-0.165128333370501,-0.650049643783829,-0.148960122060557,0.0932760464784983,-0.30579791517597,-0.0035700799682865,"herb","Perennial",-0.528808509864236,2
"Erigeron philadelphicus","Hermaphrodite","self_compatible","low",0.0623191808868226,"Capitulum","actinomorphic",-0.231786032475534,-0.157863835534417,-0.148365394918843,0.949264381131419,-0.466425883762398,-0.30579791517597,0.120440638342649,"herb","Short lived",-0.444024167265412,5
"Erigeron pulchellus","Hermaphrodite","self_compatible","low",-0.0841200990580447,"Capitulum","actinomorphic",-0.233156974296331,-0.160285334813111,-0.315593477873839,0.583189546734094,-0.33592543370623,-0.30579791517597,-0.0035700799682865,"herb","Perennial",-0.486416338564824,2
"Eriobotrya japonica","Hermaphrodite","partially_self_compatible","low",-0.223747462865463,"Open","actinomorphic",0.223480897180991,-0.107012350681825,0.186090770991147,-0.314914046987345,-0.341725453708727,-0.360750294121137,-0.121380262363676,"tree","Perennial",1.33644702730988,2
"Eriopsis biloba","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Open","zygomorphic",-0.229501129440871,-0.0827973578948769,1.30094465735778,0.412354624015342,-0.167724853633837,-0.706950281475684,15.3737589905878,"herb","Perennial",-0.535873871747471,3
"Erodium cicutarium","Hermaphrodite","self_compatible","high",2.40026879758655,"Open","actinomorphic",-0.232928483992865,-0.155442336255722,-0.37133617219217,-0.270985066859666,-0.428725753746172,-0.608035999374385,-0.124480530321449,"herb","Short lived",-0.444024167265412,1
"Erophaca baetica","Monoecious","self_compatible","low",-0.258899130549355,"Papilionaceous","zygomorphic",-0.199226164231591,0.0140626132529162,1.07797388008445,0.705214491533202,0.18607636651844,0.820725853199938,-0.121628283800297,"herb","Perennial",-0.429893443498942,5
"Eryngium campestre","Hermaphrodite","partially_self_compatible","none",-0.712461093035608,"Tube","actinomorphic",-0.231214806716868,-0.119119847075299,-0.705792338102161,-0.685869879176635,-0.486725953771135,-0.168416967813055,-0.126340691096113,"herb","Perennial",-0.486416338564824,3
"Eryngium yuccifolium","Hermaphrodite","partially_self_compatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.231214806716868,-0.119119847075299,-0.538564255147165,0.0950897675376597,0.383277046603315,0.381106821638608,-0.0965781187014884,"herb","Perennial",-0.274455482067765,3
"Erysimum redowskii","Hermaphrodite","self_compatible","high",3.04687452365781,"Tube","actinomorphic",-0.228929903682205,-0.143334839862248,-0.259850783555507,-0.466224978538239,-0.283725253683763,0.545963958474107,-0.106064938652275,"herb","Short lived",-0.525982365110942,1
"Erythronium albidum","Hermaphrodite","self_compatible","none",-0.712461093035608,"Open","actinomorphic",-0.233385464599797,-0.165128333370501,-0.37133617219217,0.461164601934985,0.766078366768073,1.38124011844063,-0.106064938652275,"herb","Perennial",-0.528808509864236,3
"Erythroxylum macrocarpum","Hermaphrodite","self_compatible","low",-0.524494312200937,"Open","actinomorphic",-0.222075194578218,-0.143334839862248,-0.259850783555507,-0.441819989578418,-0.45351213922684,-0.564074096218252,-0.125720637504558,"shrub","Perennial",0.559257220154,2
"Erythroxylum sechellarum","Hermaphrodite","self_compatible","low",-0.524494312200937,"Open","actinomorphic",-0.222075194578218,-0.143334839862248,-0.259850783555507,-0.458850197624397,-0.446125813753661,-0.564074096218252,-0.125720637504558,"shrub","Perennial",1.54840788380694,2
"Eugenia kanakana","Hermaphrodite","partially_self_compatible","low",-0.375263725560675,"Brush","actinomorphic",-0.210650679404904,-0.155442336255722,-0.0368800062821798,-0.0966943977042032,-0.120411190463473,-0.333274104648554,-0.108979190532582,"shrub","Perennial",0.700564457818706,2
"Eugenia orbiculata","Hermaphrodite","partially_self_compatible","low",-0.388336815167727,"Open","actinomorphic",-0.210650679404904,-0.155442336255722,-0.0368800062821798,-0.270985066859666,-0.264773688325607,-0.333274104648554,-0.102778654617035,"tree","Perennial",0.700564457818706,2
"Eulophus americanus","Hermaphrodite","self_compatible","low",-0.0581950940893894,"Open","actinomorphic",-0.204938421818248,0.437824987024511,4.64550631645769,-0.61265491229717,-0.588226303814821,-0.662988378319551,-0.126340691096113,"herb","Perennial",-0.429893443498942,2
"Euonymus alatus","Hermaphrodite","self_compatible","low",-0.281099887033738,"Open","actinomorphic",-0.00500940628526981,-0.0464748687144545,0.0746053823544836,-0.319795044779309,-0.57372625380858,-0.662988378319551,-0.12324042313834,"shrub","Perennial",-0.288586205834236,2
"Euonymus atropurpureus","Hermaphrodite","self_compatible","low",-0.262741171549616,"Open","actinomorphic",0.0521131695812954,-0.160285334813111,-0.259850783555507,-0.417415000618596,-0.596926333818566,-0.0585122099227223,-0.117659940814347,"shrub","Perennial",0.559257220154,2
"Eupatorium altissimum","Hermaphrodite","self_incompatible","low",-0.223747462865463,"Capitulum","actinomorphic",-0.216362936991561,0.195675059155028,-0.148365394918843,-0.412534002826632,-0.39972565373369,0.381106821638608,-0.124480530321449,"herb","Perennial",-0.359239824666589,2
"Eupatorium chinense","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.204938421818248,0.437824987024511,2.19282776645109,-0.656583892424849,-0.341725453708727,0.381106821638608,-0.124480530321449,"shrub","Perennial",-0.288586205834236,3
"Eupatorium perfoliatum","Hermaphrodite","partially_self_compatible","low",-0.223747462865463,"Capitulum","actinomorphic",-0.176377133884965,1.04319980669822,4.64550631645769,-0.173365111020379,-0.393925633731194,0.381106821638608,-0.117659940814347,"herb","Short lived",-0.373370548433059,5
"Eupatorium purpureum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.1192545580184,2.25394944604563,1.74688621190444,0.71107168888356,-0.312725353696245,0.545963958474107,-0.124170503525672,"herb","Perennial",-0.189671139468941,3
"Eupatorium serotinum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.176377133884965,1.04319980669822,5.76036020282432,0.705214491533202,-0.472225903764894,0.381106821638608,-0.120450181976343,"herb","Perennial",-0.288586205834236,3
"Eupatorium sessilifolium","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.193513906644935,0.679974914893994,2.19282776645109,-0.563844934377526,-0.289905174996423,0.381106821638608,-0.124480530321449,"herb","Perennial",-0.330978377133647,3
"Euphorbia corollata","Monoecious","monoecious","none",-0.712461093035608,"Open","actinomorphic",-0.223217646095549,0.0503851024333386,0.855003102811128,-0.466224978538239,-0.515726053783617,-0.597045523585352,-0.125720637504558,"herb","Perennial",-0.401631995966,4
"Euphorbia cyathophora","Monoecious","monoecious","none",-0.712461093035608,"Open","actinomorphic",-0.232357258234199,-0.143334839862248,-0.482821560828834,-0.661464890216813,-0.515726053783617,-0.542093144640185,-0.125720637504558,"herb","Short lived",-0.401631995966,4
"Euphorbia nutans","Monoecious","monoecious","none",-0.712461093035608,"Open","actinomorphic",-0.210650679404904,-0.094904854288351,-0.482821560828834,-0.480867971914132,-0.405525673736186,-0.547588382534702,-0.125720637504558,"herb","Short lived",-0.429893443498942,4
"Euphorbia pyrifolia","Dioecious","dioecious","none",-0.712461093035608,"Open","actinomorphic",-0.224931323371546,-0.094904854288351,0.409061548264474,-0.296427471225188,-0.501226003777376,-0.498131241484052,-0.125720637504558,"shrub","Perennial",1.26579340847753,4
"Euphorbia segetalis","Monoecious","self_compatible","low",-0.223747462865463,"Open","actinomorphic",-0.224931323371546,-0.143334839862248,-0.750386493556826,-0.661464890216813,-0.457725853758653,-0.38822648359372,-0.125720637504558,"herb","Short lived",-0.472285614798353,2
"Euphrasia collina","Hermaphrodite","self_compatible","medium",1.54314027698045,"Tube","zygomorphic",-0.231214806716868,-0.119119847075299,-0.259850783555507,-0.222175088940022,-0.0459244335814137,0.381106821638608,-0.11269951208191,"herb","Perennial",-0.479350976681589,1
"Euphrasia regelii","Hermaphrodite","self_compatible","medium",1.54314027698045,"Tube","zygomorphic",-0.232928483992865,-0.155442336255722,-0.482821560828834,-0.466224978538239,-0.196724953646318,-0.168416967813055,-0.10339870820859,"herb","Short lived",-0.517503930851059,1
"Euphrasia revoluta","Hermaphrodite","self_compatible","medium",1.54314027698045,"Tube","zygomorphic",-0.233156974296331,-0.160285334813111,0.743517714174465,-0.0708641573891279,0.0932760464784983,-0.168416967813055,-0.10804911014525,"herb","Perennial",-0.557069957397177,1
"Euphrasia zelandica","Hermaphrodite","self_compatible","medium",1.54314027698045,"Tube","zygomorphic",-0.232928483992865,-0.155442336255722,0.743517714174465,-0.100150144140914,-0.109724653608873,-0.168416967813055,-0.11269951208191,"herb","Short lived",-0.557069957397177,1
"Euptelea polyandra","Hermaphrodite","partially_self_compatible","medium",1.18600339339457,"Brush","actinomorphic",-0.147815845951683,0.0140626132529162,-0.594306949465497,-0.637059901256991,-0.486725953771135,0.381106821638608,-0.125100583913004,"tree","Perennial",2.25494407213047,1
"Eurya japonica","Dioecious","self_incompatible","none",-0.712461093035608,"Campanulate","actinomorphic",2.05140332491108,0.558899950959252,-0.594306949465497,-0.588249923337348,-0.428725753746172,-0.553083620429219,-0.12200031595523,"shrub","Perennial",0.417949982489294,3
"Euscaphis japonica","Hermaphrodite","self_compatible","low",-0.34240149326735,"Open","actinomorphic",4.33630635957368,0.31675002308977,-0.482821560828834,-0.539439945417705,-0.39972565373369,-0.498131241484052,-0.123860476729894,"tree","Perennial",0.841871695483412,2
"Euthamia graminifolia","Hermaphrodite","self_incompatible","low",-0.223747462865463,"Capitulum","actinomorphic",-0.187801649058278,0.801049878828735,0.743517714174465,-0.515034956457883,-0.39972565373369,0.381106821638608,-0.104948842187477,"herb","Perennial",-0.429893443498942,2
"Evolvulus pusillus","Hermaphrodite","self_compatible","none",-0.712461093035608,"Tube","actinomorphic",-0.227787452164874,-0.165128333370501,-0.694643799238494,-0.246580077899844,-0.457725853758653,-0.553083620429219,-0.125100583913004,"herb","Perennial",-0.458154891031883,3
"Excoecaria benthamiana","Monoecious","monoecious","none",-0.712461093035608,"Open","actinomorphic",5.47875787690499,-0.119119847075299,-0.705792338102161,-0.651702894632884,-0.515726053783617,-0.608035999374385,-0.125720637504558,"tree","Perennial",1.12448617081282,4
"Exodeconus miersii","Hermaphrodite","self_compatible","low",-0.255974367439568,"Campanulate","actinomorphic",-0.222075194578218,-0.155442336255722,-0.522956300738033,0.12925675208141,2.26828354741462,4.22777334780025,-0.0655754391237544,"herb","Short lived",-0.50761242421453,5
"Fallopia scandens","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Open","actinomorphic",-0.164952618711652,-0.0706898615014027,-0.482821560828834,-0.510153958665919,-0.451925833756157,-0.608035999374385,-0.126960744687668,"herb","Perennial",0.276642744824588,3
"Farfugium joponicum","Hermaphrodite","self_incompatible","none",-0.712461093035608,"Capitulum","actinomorphic",-0.226645000647543,-0.094904854288351,1.30094465735778,0.461164601934985,0.528277546665723,-0.157426492024022,-0.108979190532582,"herb","Perennial",-0.458154891031883,3
