"","Species_all","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Breeding_system.x","IMPUTED_Compatibility.x","Autonomous_selfing_level.x","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set.x","Flower_morphology.x","Flower_symmetry.x","Flowers_per_plant.x","Flowers_per_inflorescence.x","Floral_unit_width.x","Corolla_diameter_mean.x","Corolla_length_mean.x","STYLE_IMPUTED.x","OVULES_IMPUTED.x","life_form.x","lifespan.x","IMPUTED_plant_height_mean_m.x","Breeding_system.y","IMPUTED_Compatibility.y","Autonomous_selfing_level.y","Autonomous_selfing_level_fruit_set.y","Flower_morphology.y","Flower_symmetry.y","Flowers_per_plant.y","Flowers_per_inflorescence.y","Floral_unit_width.y","Corolla_diameter_mean.y","Corolla_length_mean.y","STYLE_IMPUTED.y","OVULES_IMPUTED.y","life_form.y","lifespan.y","IMPUTED_plant_height_mean_m.y","Clusters"
"11","Achillea millefolium","Achillea millefolium","Non-syrphids-diptera","17_2_arroyo_correa_new_zealand_2019_2.csv",1,-0.381267064290622,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"12","Achillea millefolium","Achillea millefolium","Syrphids","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.404873447306681,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"13","Achillea millefolium","Achillea millefolium","Syrphids","17_2_arroyo_correa_new_zealand_2019_2.csv",5,-0.174747404466535,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"14","Achillea millefolium","Achillea millefolium","Bee","17_3_arroyo_correa_new_zealand_2019_3.csv",30,1.27230094263223,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"15","Achillea millefolium","Achillea millefolium","Lepidoptera","17_2_arroyo_correa_new_zealand_2019_2.csv",7,-0.0714875745544916,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"16","Achillea millefolium","Achillea millefolium","Syrphids","17_1_arroyo_correa_new_zealand_2019_1.csv",1,-0.49475364994318,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"17","Achillea millefolium","Achillea millefolium","Non-syrphids-diptera","2_1_dicks_2002_england_shelfanger.csv",2,-0.322868169911029,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"18","Achillea millefolium","Achillea millefolium","Lepidoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",18,0.553511918372696,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"19","Achillea millefolium","Achillea millefolium","Lepidoptera","2_1_dicks_2002_england_shelfanger.csv",3,-0.31833705656045,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"20","Achillea millefolium","Achillea millefolium","Non-syrphids-diptera","17_3_arroyo_correa_new_zealand_2019_3.csv",7,-0.105378020531876,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"21","Achillea millefolium","Achillea millefolium","Bee","17_2_arroyo_correa_new_zealand_2019_2.csv",2,-0.3296371493346,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"22","Achillea wilsoniana","Achillea wilsoniana","Non-syrphids-diptera","5_1_fang_2008_china.csv",21,-0.114783024301318,"Asterales","Asteraceae","Achillea","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","800","800","6","6","4","3","15","herb","perennial","0.65","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Capitulum","actinomorphic",-0.142238746990497,1.76924061292863,-0.793616561843411,-0.471413304662909,-0.409248316259637,-0.399784491886785,-0.120166398566761,"herb","Perennial",-0.396102042899081,3
"23","Achillea wilsoniana","Achillea wilsoniana","Syrphids","5_1_fang_2008_china.csv",10,-0.347212843570945,"Asterales","Asteraceae","Achillea","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","800","800","6","6","4","3","15","herb","perennial","0.65","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Capitulum","actinomorphic",-0.142238746990497,1.76924061292863,-0.793616561843411,-0.471413304662909,-0.409248316259637,-0.399784491886785,-0.120166398566761,"herb","Perennial",-0.396102042899081,3
"24","Achillea wilsoniana","Achillea wilsoniana","Lepidoptera","5_1_fang_2008_china.csv",4,-0.473992744990741,"Asterales","Asteraceae","Achillea","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","800","800","6","6","4","3","15","herb","perennial","0.65","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Capitulum","actinomorphic",-0.142238746990497,1.76924061292863,-0.793616561843411,-0.471413304662909,-0.409248316259637,-0.399784491886785,-0.120166398566761,"herb","Perennial",-0.396102042899081,3
"25","Aciphylla glacialis","Aciphylla glacialis","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",59,1.70169872875789,"Apiales","Apiaceae","Aciphylla","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","1000","200","200","2.25","0.5","1","2","herb","perennial","0.42499999999999999","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.11924765503458,0.316879978569621,3.53456381045935,-0.654029342939261,-0.585270736608992,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,4
"26","Aciphylla simplicifolia","Aciphylla simplicifolia","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",1,-0.546735883787886,"Apiales","Apiaceae","Aciphylla","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","1000","1000","200","1.75","0.4","1","2","herb","perennial","0.3","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.11924765503458,2.25336082438164,3.53456381045935,-0.678378148042774,-0.585270736608992,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,4
"27","Acrothamnus montanus","Leucopogon montanus","Bee","6_1_inouye_1988_australia.csv",1,-0.546735883787886,"Ericales","Ericaceae","Acrothamnus","hermaphrodite","NA","NA","NA","NA","tube","actinomorphic","750","20","20","2.5","2.75","0.55000000000000004","4","shrub","perennial","0.35","Hermaphrodite","self_compatible","none",0.152436311408467,"Tube","actinomorphic",-0.147986519979476,-0.118828211738082,-0.481273648378263,-0.641854940387504,-0.482590991405202,-0.621041677450426,-0.126980973876071,"shrub","Perennial",-0.396102042899081,3
"28","Acrothamnus montanus","Leucopogon montanus","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",11,-0.159074743693786,"Ericales","Ericaceae","Acrothamnus","hermaphrodite","NA","NA","NA","NA","tube","actinomorphic","750","20","20","2.5","2.75","0.55000000000000004","4","shrub","perennial","0.35","Hermaphrodite","self_compatible","none",0.152436311408467,"Tube","actinomorphic",-0.147986519979476,-0.118828211738082,-0.481273648378263,-0.641854940387504,-0.482590991405202,-0.621041677450426,-0.126980973876071,"shrub","Perennial",-0.396102042899081,3
"29","Actaea yunnanensis","Cimicifuga yunnanensis","Non-syrphids-diptera","5_1_fang_2008_china.csv",47,0.434596548517801,"Ranunculales","Ranunculaceae","Actaea","hermaphrodite","NA","NA","NA","NA","dish","actinomorphic","60","60","20","8","NA","1.5","1","herb","perennial","0.9","Hermaphrodite","self_compatible","none",0.0593852180592783,"Open","actinomorphic",-0.227305787227388,-0.0220041694474815,-0.481273648378263,-0.374018084248854,-0.403949540122331,-0.565727381059515,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"30","Actaea yunnanensis","Cimicifuga yunnanensis","Non-bee-Hymenoptera","5_1_fang_2008_china.csv",6,-0.431732777850809,"Ranunculales","Ranunculaceae","Actaea","hermaphrodite","NA","NA","NA","NA","dish","actinomorphic","60","60","20","8","NA","1.5","1","herb","perennial","0.9","Hermaphrodite","self_compatible","none",0.0593852180592783,"Open","actinomorphic",-0.227305787227388,-0.0220041694474815,-0.481273648378263,-0.374018084248854,-0.403949540122331,-0.565727381059515,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"31","Actaea yunnanensis","Cimicifuga yunnanensis","Syrphids","5_1_fang_2008_china.csv",32,0.117646794968309,"Ranunculales","Ranunculaceae","Actaea","hermaphrodite","NA","NA","NA","NA","dish","actinomorphic","60","60","20","8","NA","1.5","1","herb","perennial","0.9","Hermaphrodite","self_compatible","none",0.0593852180592783,"Open","actinomorphic",-0.227305787227388,-0.0220041694474815,-0.481273648378263,-0.374018084248854,-0.403949540122331,-0.565727381059515,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"32","Actaea yunnanensis","Cimicifuga yunnanensis","Bee","5_1_fang_2008_china.csv",25,-0.0302630900214532,"Ranunculales","Ranunculaceae","Actaea","hermaphrodite","NA","NA","NA","NA","dish","actinomorphic","60","60","20","8","NA","1.5","1","herb","perennial","0.9","Hermaphrodite","self_compatible","none",0.0593852180592783,"Open","actinomorphic",-0.227305787227388,-0.0220041694474815,-0.481273648378263,-0.374018084248854,-0.403949540122331,-0.565727381059515,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"33","Adenophora capillaris","Adenophora capillaris","Non-syrphids-diptera","5_1_fang_2008_china.csv",9,-0.368342827140911,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","8","campanulate","actinomorphic","30","30","12.5","12.5","14","20","152","herb","perennial","0.75","Hermaphrodite","self_incompatible","low",-0.56331114535649,"Campanulate","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.648600209163163,-0.154878838317232,0.177493084904876,1.48090158540416,-0.035293960623537,"herb","Perennial",-0.396102042899081,2
"34","Adenophora capillaris","Adenophora capillaris","Coleoptera","5_1_fang_2008_china.csv",2,-0.516252712130673,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","8","campanulate","actinomorphic","30","30","12.5","12.5","14","20","152","herb","perennial","0.75","Hermaphrodite","self_incompatible","low",-0.56331114535649,"Campanulate","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.648600209163163,-0.154878838317232,0.177493084904876,1.48090158540416,-0.035293960623537,"herb","Perennial",-0.396102042899081,2
"35","Adenophora capillaris","Adenophora capillaris","Bee","5_1_fang_2008_china.csv",66,0.836066236347157,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","8","campanulate","actinomorphic","30","30","12.5","12.5","14","20","152","herb","perennial","0.75","Hermaphrodite","self_incompatible","low",-0.56331114535649,"Campanulate","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.648600209163163,-0.154878838317232,0.177493084904876,1.48090158540416,-0.035293960623537,"herb","Perennial",-0.396102042899081,2
"36","Adenophora capillaris","Adenophora capillaris","Syrphids","5_1_fang_2008_china.csv",3,-0.495122728560707,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","8","campanulate","actinomorphic","30","30","12.5","12.5","14","20","152","herb","perennial","0.75","Hermaphrodite","self_incompatible","low",-0.56331114535649,"Campanulate","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.648600209163163,-0.154878838317232,0.177493084904876,1.48090158540416,-0.035293960623537,"herb","Perennial",-0.396102042899081,2
"37","Adenophora jasionifolia","Adenophora jasionifolia","Bee","5_1_fang_2008_china.csv",84,1.21640594060655,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","10","10","20","20","18.440000000000001","20","193","herb","perennial","0.45","Hermaphrodite","self_incompatible","low",-0.422851868363482,"Campanulate","actinomorphic",-0.233053560216367,-0.143034222310732,-0.481273648378263,0.210353238235472,0.438006267021921,1.48090158540416,-0.00989417992519986,"herb","Perennial",-0.396102042899081,2
"38","Adenophora jasionifolia","Adenophora jasionifolia","Non-syrphids-diptera","5_1_fang_2008_china.csv",3,-0.495122728560707,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","10","10","20","20","18.440000000000001","20","193","herb","perennial","0.45","Hermaphrodite","self_incompatible","low",-0.422851868363482,"Campanulate","actinomorphic",-0.233053560216367,-0.143034222310732,-0.481273648378263,0.210353238235472,0.438006267021921,1.48090158540416,-0.00989417992519986,"herb","Perennial",-0.396102042899081,2
"39","Adenophora jasionifolia","Adenophora jasionifolia","Syrphids","5_1_fang_2008_china.csv",9,-0.368342827140911,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","10","10","20","20","18.440000000000001","20","193","herb","perennial","0.45","Hermaphrodite","self_incompatible","low",-0.422851868363482,"Campanulate","actinomorphic",-0.233053560216367,-0.143034222310732,-0.481273648378263,0.210353238235472,0.438006267021921,1.48090158540416,-0.00989417992519986,"herb","Perennial",-0.396102042899081,2
"40","Adenophora khasiana","Adenophora khasiana","Syrphids","5_1_fang_2008_china.csv",6,-0.431732777850809,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","100","100","35","35","20.59","24","356","herb","perennial","0.9","Hermaphrodite","self_incompatible","low",-0.422851868363482,"Campanulate","actinomorphic",-0.222707568836204,0.0748198728431192,-0.146620526808462,0.94081739134088,0.564155668272291,1.92341595653144,0.0910854360218479,"herb","Perennial",-0.396102042899081,2
"41","Adenophora khasiana","Adenophora khasiana","Coleoptera","5_1_fang_2008_china.csv",5,-0.452862761420775,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","100","100","35","35","20.59","24","356","herb","perennial","0.9","Hermaphrodite","self_incompatible","low",-0.422851868363482,"Campanulate","actinomorphic",-0.222707568836204,0.0748198728431192,-0.146620526808462,0.94081739134088,0.564155668272291,1.92341595653144,0.0910854360218479,"herb","Perennial",-0.396102042899081,2
"42","Adenophora khasiana","Adenophora khasiana","Non-syrphids-diptera","5_1_fang_2008_china.csv",5,-0.452862761420775,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","100","100","35","35","20.59","24","356","herb","perennial","0.9","Hermaphrodite","self_incompatible","low",-0.422851868363482,"Campanulate","actinomorphic",-0.222707568836204,0.0748198728431192,-0.146620526808462,0.94081739134088,0.564155668272291,1.92341595653144,0.0910854360218479,"herb","Perennial",-0.396102042899081,2
"43","Adenophora khasiana","Adenophora khasiana","Bee","5_1_fang_2008_china.csv",74,1.00510610490689,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","100","100","35","35","20.59","24","356","herb","perennial","0.9","Hermaphrodite","self_incompatible","low",-0.422851868363482,"Campanulate","actinomorphic",-0.222707568836204,0.0748198728431192,-0.146620526808462,0.94081739134088,0.564155668272291,1.92341595653144,0.0910854360218479,"herb","Perennial",-0.396102042899081,2
"44","Aeschynomene mollicula","Aeschynomene mollicula","Bee","10_1_souza_2017_brazil_chaco.csv",56,0.048217271582395,"Fabales","Fabaceae","Aeschynomene","hermaphrodite","self_compatible","NA","NA","NA","papilionaceous","zygomorphic","5","5","2.1","2.1","7.1","5","15","shrub","perennial","1","Hermaphrodite","self_compatible","high",1.13523731965773,"Papilionaceous","zygomorphic",-0.233628337515265,-0.155137227597058,-0.880626373451559,-0.661333984470315,-0.227358481898638,-0.178527306323144,-0.120166398566761,"shrub","Perennial",-0.396102042899081,5
"45","Agarista salicifolia","Agauria salicifolia","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.468991134801149,"Ericales","Ericaceae","Agarista","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","2000","30","10","4.5","8.5","7","7","tree","perennial","10.45","Hermaphrodite","self_compatible","none",0.213319544930246,"Tube","actinomorphic",-0.00429219525499729,-0.0946222011654321,-0.704375729424797,-0.54445971997345,-0.145214685735606,0.0427298792404962,-0.125122453337168,"tree","Perennial",2.39492192701935,3
"46","Agarista salicifolia","Agauria salicifolia","Bee","14_2_kaiser-bunbury_2010_mauritius_restored.csv",3,-0.394327138704906,"Ericales","Ericaceae","Agarista","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","2000","30","10","4.5","8.5","7","7","tree","perennial","10.45","Hermaphrodite","self_compatible","none",0.213319544930246,"Tube","actinomorphic",-0.00429219525499729,-0.0946222011654321,-0.704375729424797,-0.54445971997345,-0.145214685735606,0.0427298792404962,-0.125122453337168,"tree","Perennial",2.39492192701935,3
"47","Agarista salicifolia","Agauria salicifolia","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",3,-0.394327138704906,"Ericales","Ericaceae","Agarista","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","2000","30","10","4.5","8.5","7","7","tree","perennial","10.45","Hermaphrodite","self_compatible","none",0.213319544930246,"Tube","actinomorphic",-0.00429219525499729,-0.0946222011654321,-0.704375729424797,-0.54445971997345,-0.145214685735606,0.0427298792404962,-0.125122453337168,"tree","Perennial",2.39492192701935,3
"48","Agarista salicifolia","Agauria salicifolia","Lepidoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",11,-0.0956711543199322,"Ericales","Ericaceae","Agarista","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","2000","30","10","4.5","8.5","7","7","tree","perennial","10.45","Hermaphrodite","self_compatible","none",0.213319544930246,"Tube","actinomorphic",-0.00429219525499729,-0.0946222011654321,-0.704375729424797,-0.54445971997345,-0.145214685735606,0.0427298792404962,-0.125122453337168,"tree","Perennial",2.39492192701935,3
"49","Agrimonia pilosa","Agrimonia pilosa","Bee","5_1_fang_2008_china.csv",8,-0.389472810710877,"Rosales","Rosaceae","Agrimonia","hermaphrodite","self_compatible","NA","NA","NA","dish","actinomorphic","30","30","18","7.5","1","3","2","herb","perennial","0.75","Hermaphrodite","self_compatible","none",0.391830241801281,"Open","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.52589406458757,-0.398366889352368,-0.585270736608992,-0.399784491886785,-0.128219987568673,"herb","Perennial",-0.396102042899081,3
