PANEL,ymin,ymax,x,repetition
1,0.593609548411789,0.7378364151261719,0,1
2,0.0875216253861626,0.23590019304263887,0,1
3,-0.030266958993313886,0.1227120299446906,0,1
4,0.009690199235117311,0.1591282258294513,0,1
5,0.16416413055314988,0.31118082314070883,0,1
6,0.14028808954427727,0.2862413691976907,0,1
1,0.5917406532653436,0.735625234541882,0.03,1
2,0.08784012072339432,0.23575813231133053,0.03,1
3,-0.030631666596584575,0.12181697358704886,0.03,1
4,0.01012448938034527,0.15907462369021091,0.03,1
5,0.1640514166773635,0.31067285685931756,0.03,1
6,0.14046875198697203,0.286025198449948,0.03,1
1,0.5898573829448605,0.7334284291316299,0.06,1
2,0.08814316939379004,0.23563151824685818,0.06,1
3,-0.03101148937109824,0.12093703240065012,0.06,1
4,0.01054313033081418,0.1590366707457297,0.06,1
5,0.16392428123407787,0.3101793121454255,0.06,1
6,0.14063445921680998,0.2858239829150623,0.06,1
1,0.58795964308431,0.731246093261445,0.09,1
2,0.08843063603389913,0.23552048621267252,0.09,1
3,-0.031406577028423796,0.12007235609706328,0.09,1
4,0.010945977315716338,0.15901451176681516,0.09,1
5,0.16378261558258783,0.309700297639738,0.09,1
6,0.14078509758570107,0.2856378362411233,0.09,1
1,0.5860473473112943,0.7290783133037254,0.12,1
2,0.08870239368134601,0.23542516317114892,0.12,1
3,-0.03181707194571029,0.11922308705343734,0.12,1
4,0.011332893971048266,0.15900828311747084,0.12,1
5,0.16362631873190145,0.3092359143332466,0.12,1
6,0.14092056176468282,0.2854668637570937,0.12,1
1,0.5841204175022047,0.7269251673820799,0.15,1
2,0.08895832416049385,0.23534566729792453,0.15,1
3,-0.03224310876152131,0.11838935990833596,0.15,1
4,0.0117037527544636,0.1590181123400431,0.15,1
5,0.16345529763211553,0.3087862552758549,0.15,1
6,0.14104075506175862,0.28531116215497,0.15,1
1,0.5821787840159744,0.7247867251375748,0.18,1
2,0.08919831844788437,0.23528210761645732,0.18,1
3,-0.032684813985591074,0.1175713011714933,0.18,1
4,0.012058435340741455,0.15904411775975286,0.18,1
