motif,motif_functional_ID,motif_expected_probability,counts_observed,motif_observed_probability,round_motif_observed_probability,percentil_observed,lower_CI,upper_CI
8,8_2_Bee_Bee_Bee_Bee,0.005266049293728686,50871,0.021446766100357256,0.0214468,1,6.161e-4,6.473049999999999e-4
8,8_4_Bee_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,0.0038858351737573915,38545,0.016250232929139793,0.0162502,1,4.520975e-4,4.794e-4
9,9_2_2_Bee_Bee_Bee,0.008050399380847102,28000,0.011804553690904508,0.0118046,1,9.4609e-4,9.859e-4
8,8_4_Bee_Bee_Non-syrphids-diptera_Non-syrphids-diptera,0.006196293023640692,22961,0.009680155617744943,0.0096802,1,7.255975e-4,7.593074999999999e-4
9,9_3_2_Bee_Bee_Bee,0.006234914808388579,22161,0.00934288265514767,0.0093429,1,7.309975e-4,7.64005e-4
8,8_4_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,0.002436894920882575,22103,0.009318430365359369,0.0093184,1,2.819e-4,3.0300499999999996e-4
8,8_4_Bee_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera,4.88373594543134e-4,21090,0.008891358476470573,0.0088914,1,5.38e-5,6.33e-5
8,8_2_Bee_Non-syrphids-diptera_Syrphids_Syrphids,1.909588175175752e-4,15987,0.006739978566303227,0.00674,1,2e-5,2.6e-5
8,8_2_Bee_Lepidoptera_Non-syrphids-diptera_Syrphids,6.259054875749074e-5,15145,0.006384998773169599,0.006385,1,5.8e-6,9.202499999999997e-6
8,8_4_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,3.0627010123143044e-4,14942,0.006299415758910541,0.0062994,1,3.33e-5,4.05e-5
8,8_2_Lepidoptera_Non-syrphids-diptera_Syrphids_Syrphids,1.505081243978504e-5,14543,0.006131200868815152,0.0061312,1,1e-6,2.7e-6
11,11_2_2_Bee_Bee_Bee,0.011888418532827074,13997,0.0059010120718425135,0.005901,1,0.0014022975,0.0014479
8,8_4_Bee_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,0.0013933447617266634,13859,0.0058428324857944846,0.0058428,1,1.587e-4,1.7500249999999998e-4
8,8_4_Bee_Bee_Bee_Bee,0.0157553150551576,13830,0.0058306063409003335,0.0058306,1,0.001861595,0.0019175124999999999
8,8_2_Bee_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,4.980133214085005e-4,13430,0.005661969859601697,0.005662,1,5.5e-5,6.49e-5
8,8_3_Bee_Bee_Non-syrphids-diptera_Syrphids,4.4006772059245163e-4,12472,0.005258085486891465,0.0052581,1,4.81e-5,5.73e-5
8,8_4_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,8.737979407414871e-4,12451,0.005249232071623287,0.0052492,1,9.839500000000001e-5,1.108e-4
8,8_2_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids_Syrphids,1.1975458342880679e-4,11332,0.004777471515190352,0.0047775,1,1.2e-5,1.6702499999999995e-5
8,8_2_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,3.92519454742846e-5,11221,0.0047306748916299815,0.0047307,1,3.4e-6,6.102499999999998e-6
8,8_3_Bee_Non-syrphids-diptera_Syrphids_Syrphids,1.058207166245374e-4,11184,0.004715076017109857,0.0047151,1,1.04975e-5,1.5e-5
8,8_4_Bee_Bee_Lepidoptera_Non-syrphids-diptera,7.78753025150027e-4,10582,0.004461278112755411,0.0044613,1,8.73975e-5,9.92025e-5
10,10_2_2_Bee_Bee_Bee,0.008675128787647786,10535,0.0044414633262028205,0.0044415,1,0.0010197975,0.0010614
8,8_3_Bee_Bee_Syrphids_Syrphids,1.6874008774367473e-4,10163,0.00428463139859509,0.0042846,1,1.75e-5,2.29025e-5
8,8_4_Bee_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,0.001489989239143769,9721,0.004098288086760097,0.0040983,1,1.70395e-4,1.869e-4
8,8_2_Non-syrphids-diptera_Syrphids_Syrphids_Syrphids,4.591883923746868e-5,9596,0.004045589186354274,0.0040456,1,4.097499999999999e-6,7e-6
13,13_2_4_4_Non-syrphids-diptera_Bee,0.0036362520175006485,9531,0.004018185758143245,0.0040182,1,4.223e-4,4.4920750000000003e-4
9,9_5_2_Bee_Bee_Bee,0.004901220316626619,9481,0.003997106197980916,0.0039971,1,5.734e-4,6.026075e-4
8,8_2_Bee_Lepidoptera_Syrphids_Syrphids,2.399979411133591e-5,9218,0.0038862277115270624,0.0038862,1,1.8e-6,4e-6
9,9_2_4_Bee_Bee_Bee,0.01305933302445445,8985,0.003787996961170607,0.003788,1,0.001540885,0.0015897
4,4_2_Bee_Bee_Bee,0.015440390688736953,8933,0.003766074218601784,0.0037661,1,0.001825995,0.001878305
9,9_2_4_Non-syrphids-diptera_Non-syrphids-diptera_Bee,0.007723462616922114,8885,0.003745837840845948,0.0037458,1,9.076975e-4,9.453e-4
8,8_3_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera_Syrphids,5.9407143824443636e-5,8640,0.0036425479960505336,0.0036425,1,5.4e-6,8.9e-6
10,10_2_3_Bee_Bee_Bee,0.005583269837395367,8530,0.003596172963693409,0.0035962,1,6.531975000000001e-4,6.852074999999999e-4
13,13_2_3_2_Bee_Bee,0.0060530138981962165,8434,0.0035557002081817364,0.0035557,1,7.104975e-4,7.434e-4
8,8_2_Bee_Bee_Non-syrphids-diptera_Syrphids,7.941243853994417e-4,8358,0.0035236592767349953,0.0035237,1,8.9e-5,1.014e-4
10,10_2_5_Bee_Bee_Bee,0.004582698160106623,8286,0.003493304710101241,0.0034933,1,5.349949999999999e-4,5.64e-4
8,8_3_Bee_Bee_Bee_Syrphids,7.017252212475635e-4,7962,0.0033567091602493457,0.0033567,1,7.85e-5,9e-5
13,13_2_2_4_Non-syrphids-diptera_Bee,0.005837306288082017,7583,0.0031969260942188884,0.0031969,1,6.831974999999999e-4,7.164e-4
8,8_3_Bee_Bee_Non-bee-Hymenoptera_Syrphids,9.472971816194734e-5,7460,0.003145070376219558,0.0031451,1,9.4e-6,1.35e-5
9,9_3_4_Bee_Bee_Bee,0.010114259555316777,7432,0.0031332658225286534,0.0031333,1,0.0011909975,0.0012345025
8,8_4_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,9.344058733011607e-4,7175,0.00302491688329428,0.0030249,1,1.055e-4,1.1850249999999999e-4
8,8_3_Bee_Bee_Bee_Bee,0.002918205701557722,6960,0.002934274774596263,0.0029343,1,3.389e-4,3.6070499999999996e-4
8,8_3_Bee_Non-bee-Hymenoptera_Syrphids_Syrphids,2.2779145555239045e-5,6869,0.0028959099751008233,0.0028959,1,1.8e-6,3.8e-6
8,8_2_Bee_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,0.0012987997701520105,6605,0.002784609897443724,0.0027846,1,1.483e-4,1.632e-4
4,4_4_Bee_Non-syrphids-diptera_Non-syrphids-diptera,0.010891921818998437,6550,0.0027614223812651613,0.0027614,1,0.0012829,0.00132711
8,8_4_Bee_Bee_Bee_Non-syrphids-diptera,0.009880513587943403,6527,0.00275172578359049,0.0027517,1,0.0011633,0.0012049025
8,8_2_Bee_Syrphids_Syrphids_Syrphids,7.322147504925793e-5,6526,0.0027513041923872433,0.0027513,1,7e-6,1.06e-5
13,13_2_4_2_Non-syrphids-diptera_Bee,0.0036932478683374126,6417,0.002705350751233365,0.0027054,1,4.296e-4,4.5610249999999996e-4
9,9_4_4_Non-syrphids-diptera_Non-syrphids-diptera_Bee,0.004444191705554275,6361,0.002681741643851556,0.0026817,1,5.184975e-4,5.465025e-4
8,8_3_Bee_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,2.7597639766052304e-4,6323,0.0026657211781281856,0.0026657,1,2.93e-5,3.67e-5
8,8_2_Lepidoptera_Lepidoptera_Non-syrphids-diptera_Syrphids,4.933202991611066e-6,6251,0.002635366611494431,0.0026354,1,2e-7,1.2e-6
8,8_2_Bee_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera,1.632337667394164e-4,6250,0.0026349450202911846,0.0026349,1,1.7e-5,2.23e-5
11,11_2_4_Bee_Bee_Bee,0.016337983007021196,6150,0.0025927858999665256,0.0025928,1,0.0019315975,0.001986105
8,8_2_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,3.1231539146801867e-4,6090,0.0025674904277717303,0.0025675,1,3.36e-5,4.14e-5
8,8_2_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,8.145066431282698e-4,5937,0.002502986973675002,0.002503,1,9.15e-5,1.036025e-4
10,10_2_4_Bee_Bee_Bee,0.006823774945001737,5810,0.002449444890862685,0.0024494,1,8.010974999999999e-4,8.348025e-4
13,13_2_2_2_Bee_Bee,0.007312071661801961,5725,0.0024136096385867253,0.0024136,1,8.572975e-4,8.958025e-4
8,8_3_Bee_Syrphids_Syrphids_Syrphids,4.057602085488944e-5,5713,0.002408550544147766,0.0024086,1,3.5e-6,6.3e-6
8,8_2_Lepidoptera_Syrphids_Syrphids_Syrphids,5.77110133932073e-6,5634,0.0023752448390912855,0.0023752,1,2e-7,1.2e-6
8,8_5_Bee_Bee_Bee_Bee,0.0010995277543157734,5622,0.0023701857446523263,0.0023702,1,1.241e-4,1.393025e-4
17,17_2_2_4_4_Bee,0.0032598537024060553,5613,0.002366391423823107,0.0023664,1,3.789975e-4,4.0300749999999994e-4
8,8_4_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,8.364714193039437e-4,5568,0.0023474198196770106,0.0023474,1,9.4e-5,1.066025e-4
11,11_3_2_Bee_Bee_Bee,0.00964444729828143,5417,0.0022837595479867755,0.0022838,1,0.0011361974999999998,0.001179915
8,8_2_Bee_Bee_Non-syrphids-diptera_Non-syrphids-diptera,0.0020710461445325036,5235,0.0022070299489958963,0.002207,1,2.3919749999999997e-4,2.576e-4
8,8_3_Bee_Lepidoptera_Non-syrphids-diptera_Syrphids,3.468484361991363e-5,5196,0.002190587892069279,0.0021906,1,3e-6,5.4e-6
9,9_2_4_Coleoptera_Non-syrphids-diptera_Bee,0.0027696807161595315,5176,0.0021821560680043476,0.0021822,1,3.21295e-4,3.43605e-4
4,4_4_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,0.0066185439227151675,5129,0.0021623412814517576,0.0021623,1,7.76295e-4,8.090025e-4
8,8_2_Bee_Bee_Syrphids_Syrphids,3.04499994435611e-4,5089,0.0021454776333218943,0.0021455,1,3.27e-5,4.03e-5
8,8_4_Bee_Bee_Coleoptera_Non-syrphids-diptera,0.0022218061344750845,5044,0.0021265060291757974,0.0021265,1,2.565975e-4,2.765e-4
17,17_2_2_2_4_Bee,0.004771026726149698,5040,0.0021248196643628113,0.0021248,1,5.572e-4,5.876025000000001e-4
8,8_3_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,4.513626434838342e-4,4981,0.0020999457833712626,0.0020999,1,4.93975e-5,5.84e-5
9,9_2_2_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,4.135359204683878e-4,4974,0.0020969946449485364,0.002097,1,4.56975e-5,5.41025e-5
9,9_2_4_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,6.708366936203753e-4,4749,0.002002136624218054,0.0020021,1,7.49975e-5,8.62e-5
8,8_3_Bee_Bee_Bee_Non-syrphids-diptera,0.0018300726444195226,4672,0.0019696741015680663,0.0019697,1,2.10795e-4,2.288e-4
17,17_2_2_3_4_Bee,0.0035654341476915714,4663,0.001965879780738847,0.0019659,1,4.144e-4,4.3980500000000004e-4
8,8_4_Bee_Lepidoptera_Lepidoptera_Non-syrphids-diptera,6.137902334554156e-5,4652,0.0019612422775031344,0.0019612,1,5.8e-6,9.002499999999997e-6
8,8_3_Bee_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera,2.4705149618755136e-4,4640,0.0019561831830641756,0.0019562,1,2.64e-5,3.27025e-5
8,8_4_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,5.245701019259146e-4,4533,0.0019110729243167904,0.0019111,1,5.74e-5,6.8e-5
8,8_3_Bee_Bee_Lepidoptera_Syrphids,5.530791835936924e-5,4466,0.0018828263136992688,0.0018828,1,5.1e-6,8.2e-6
8,8_2_Bee_Coleoptera_Non-syrphids-diptera_Syrphids,1.7857274475789554e-4,4399,0.0018545797030817474,0.0018546,1,1.87975e-5,2.44e-5
8,8_2_Bee_Bee_Lepidoptera_Syrphids,9.980592672356521e-5,4287,0.0018073614883181294,0.0018074,1,9.9e-6,1.4e-5
9,9_4_4_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,3.860091020622067e-4,4198,0.0017698398712291828,0.0017698,1,4.21e-5,5.05e-5
8,8_3_Bee_Lepidoptera_Syrphids_Syrphids,1.3299597498131635e-5,4181,0.001762672820773991,0.0017627,1,8e-7,2.4e-6
9,9_2_5_Bee_Bee_Bee,0.0024892290014981527,4166,0.001756348952725292,0.0017563,1,2.87795e-4,3.093025e-4
13,13_2_2_2_Non-syrphids-diptera_Bee,0.005928802212149653,4142,0.001746230763847374,0.0017462,1,6.947e-4,7.27805e-4
9,9_3_4_Non-syrphids-diptera_Non-syrphids-diptera_Bee,0.005981707138263268,4133,0.0017424364430181545,0.0017424,1,7.000975e-4,7.333e-4
9,9_2_3_Bee_Bee_Bee,0.0033998910342562558,4012,0.0016914239074253172,0.0016914,1,3.9439e-4,4.196e-4
11,11_5_2_Bee_Bee_Bee,0.007077443225915548,4007,0.0016893159514090844,0.0016893,1,8.32395e-4,8.671025e-4
9,9_2_3_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,1.7464687176742727e-4,3995,0.0016842568569701251,0.0016843,1,1.8e-5,2.3702499999999995e-5
8,8_4_Lepidoptera_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera,3.849217055052108e-5,3958,0.0016686579824500014,0.0016687,1,3.3e-6,5.9e-6
8,8_4_Bee_Bee_Non-syrphids-diptera_Syrphids,0.0023759139322625977,3899,0.0016437841014584527,0.0016438,1,2.7499750000000003e-4,2.953e-4
11,11_4_2_Bee_Bee_Bee,0.008973191667970103,3859,0.001626920453328589,0.0016269,1,0.0010555875000000001,0.0010967
8,8_2_Bee_Lepidoptera_Lepidoptera_Syrphids,7.866409642786228e-6,3858,0.0016264988621253423,0.0016265,1,4e-7,1.6e-6
8,8_4_Bee_Coleoptera_Lepidoptera_Non-syrphids-diptera,1.7511622580334952e-4,3840,0.0016189102204669037,0.0016189,1,1.82e-5,2.38e-5
8,8_2_Lepidoptera_Lepidoptera_Syrphids_Syrphids,1.891593195113544e-6,3817,0.0016092136227922322,0.0016092,1,0,6e-7
8,8_4_Coleoptera_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera,1.0981933667857411e-4,3778,0.0015927715658656152,0.0015928,1,1.09e-5,1.56e-5
13,13_2_3_4_Non-syrphids-diptera_Bee,0.004832186789739586,3771,0.001589820427442889,0.0015898,1,5.645975e-4,5.94e-4
8,8_4_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,1.1743657018397128e-4,3766,0.0015877124714266562,0.0015877,1,1.16975e-5,1.65025e-5
9,9_1_4_Non-syrphids-diptera_Non-syrphids-diptera_Bee,0.0038919854934702388,3741,0.0015771726913454914,0.0015772,1,4.5179499999999995e-4,4.804e-4
8,8_2_Coleoptera_Lepidoptera_Non-syrphids-diptera_Syrphids,1.4074578608873766e-5,3730,0.001572535188109779,0.0015725,1,9e-7,2.5e-6
8,8_3_Non-bee-Hymenoptera_Non-syrphids-diptera_Syrphids_Syrphids,1.428531618646382e-5,3724,0.0015700056408902993,0.00157,1,1e-6,2.5e-6
8,8_2_Coleoptera_Non-syrphids-diptera_Syrphids_Syrphids,4.294042697440063e-5,3641,0.0015350135710208324,0.001535,1,3.8e-6,6.5024999999999975e-6
8,8_2_Bee_Bee_Lepidoptera_Non-syrphids-diptera,2.602900547353959e-4,3616,0.0015244737909396679,0.0015245,1,2.77e-5,3.47e-5
8,8_3_Bee_Bee_Non-syrphids-diptera_Non-syrphids-diptera,0.0011476798506921215,3587,0.0015122476460455168,0.0015122,1,1.304e-4,1.453e-4
9,9_3_5_Bee_Bee_Bee,0.0019278709078502944,3553,0.0014979135451351326,0.0014979,1,2.215e-4,2.401025e-4
8,8_4_Bee_Lepidoptera_Non-syrphids-diptera_Syrphids,1.8726254923664534e-4,3499,0.0014751476201598167,0.0014751,1,1.96e-5,2.53e-5
10,10_2_2_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,3.424231420879479e-4,3466,0.0014612351104526793,0.0014612,1,3.6897500000000004e-5,4.52025e-5
10,10_2_3_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,2.2038183497263936e-4,3429,0.0014456362359325555,0.0014456,1,2.34e-5,2.94e-5
9,9_3_3_Bee_Bee_Bee,0.0026331651330025485,3426,0.0014443714623228157,0.0014444,1,3.052975e-4,3.264e-4
13,13_2_4_2_Bee_Bee,0.004554932364371955,3362,0.001417389625315034,0.0014174,1,5.320949999999999e-4,5.607e-4
9,9_2_4_Bee_Non-syrphids-diptera_Bee,0.010043070766270163,3353,0.0014135953044858147,0.0014136,1,0.001181695,0.0012259
10,10_2_4_Non-syrphids-diptera_Non-syrphids-diptera_Bee,0.0030579451623220107,3343,0.0014093793924533488,0.0014094,1,3.551975e-4,3.793025e-4
13,13_2_5_2_Bee_Bee,0.004322563628209581,3333,0.0014051634804208828,0.0014052,1,5.051925000000001e-4,5.327025e-4
8,8_2_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,1.1198699771091864e-4,3293,0.0013882998322910193,0.0013883,1,1.13e-5,1.56e-5
8,8_2_Bee_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,4.657109155052606e-4,3270,0.0013786032346163478,0.0013786,1,5.13e-5,6.05e-5
9,9_3_4_Bee_Non-syrphids-diptera_Bee,0.007778209214227002,3208,0.0013524645800150593,0.0013525,1,9.139e-4,9.504025e-4
8,8_4_Coleoptera_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,3.1331791728120024e-4,3191,0.0013452975295598672,0.0013453,1,3.39e-5,4.15e-5
8,8_3_Bee_Lepidoptera_Non-bee-Hymenoptera_Syrphids,7.4663178116818085e-6,3188,0.0013440327559501274,0.001344,1,3e-7,1.5e-6
13,13_2_3_4_Bee_Bee,0.005959601083905536,3139,0.0013233747869910446,0.0013234,1,6.978974999999999e-4,7.3081e-4
8,8_2_Bee_Lepidoptera_Lepidoptera_Non-syrphids-diptera,2.051529667334301e-5,3040,0.0012816372578696323,0.0012816,1,1.5e-6,3.402499999999998e-6
9,9_1_4_Bee_Non-syrphids-diptera_Bee,0.005060875888306598,3008,0.0012681463393657414,0.0012681,1,5.912925e-4,6.22e-4
10,10_3_5_Bee_Bee_Bee,0.0029494017942007025,2995,0.0012626656537235356,0.0012627,1,3.422975e-4,3.653e-4
11,11_2_3_Bee_Bee_Bee,0.005327942355588948,2983,0.0012576065592845766,0.0012576,1,6.224e-4,6.553025e-4
8,8_3_Non-syrphids-diptera_Syrphids_Syrphids_Syrphids,2.5446138271298423e-5,2981,0.0012567633768780834,0.0012568,1,2e-6,4.102499999999997e-6
9,9_2_4_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,2.4056612249817667e-4,2973,0.0012533906472521107,0.0012534,1,2.5497499999999998e-5,3.22e-5
9,9_2_2_Non-syrphids-diptera_Non-syrphids-diptera_Bee,0.004761112880178117,2965,0.001250017917626138,0.00125,1,5.556949999999999e-4,5.8651e-4
10,10_2_4_Bee_Non-syrphids-diptera_Bee,0.004568011556666884,2957,0.0012466451880001653,0.0012466,1,5.332975e-4,5.620025e-4
4,4_2_Bee_Non-syrphids-diptera_Syrphids,0.002269221057157374,2952,0.0012445372319839323,0.0012445,1,2.6209499999999995e-4,2.8270249999999997e-4
8,8_2_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,1.0236757847327315e-4,2908,0.0012259872190410824,0.001226,1,1.02e-5,1.45e-5
4,4_3_Bee_Bee_Bee,0.009599976860773064,2876,0.0012124963005371915,0.0012125,1,0.0011309975,0.0011728025
9,9_4_4_Coleoptera_Non-syrphids-diptera_Bee,0.00159371420259364,2868,0.0012091235709112188,0.0012091,1,1.8219750000000003e-4,1.99605e-4
14,14_2_3_2_Bee_Bee,0.004671950836837525,2815,0.0011867792371391495,0.0011868,1,5.46e-4,5.740025e-4
8,8_3_Bee_Bee_Bee_Non-bee-Hymenoptera,3.9394451742190493e-4,2808,0.0011838280987164233,0.0011838,1,4.28e-5,5.14e-5
13,13_2_2_4_Bee_Bee,0.007199228505696274,2775,0.001169915589009286,0.0011699,1,8.445974999999999e-4,8.818e-4
4,4_4_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,0.002395744268063693,2767,0.0011665428593833132,0.0011665,1,2.768e-4,2.97e-4
13,13_2_3_2_Non-syrphids-diptera_Bee,0.00490792812894211,2748,0.001158532626521628,0.0011585,1,5.732949999999999e-4,6.04105e-4
9,9_4_4_Bee_Non-syrphids-diptera_Bee,0.005778927666453749,2720,0.0011467280728307235,0.0011467,1,6.78295e-4,7.099025e-4
9,9_4_2_Bee_Bee_Bee,0.004632315831550914,2715,0.0011446201168144906,0.0011446,1,5.4e-4,5.697e-4
8,8_2_Syrphids_Syrphids_Syrphids_Syrphids,1.7607174076723372e-5,2709,0.001142090569595011,0.0011421,1,1.2975e-6,3e-6
10,10_1_2_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,1.0505798367219179e-4,2695,0.0011361882927495588,0.0011362,1,1.06e-5,1.5e-5
8,8_3_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids_Syrphids,6.636255922742583e-5,2672,0.0011264916950748873,0.0011265,1,6.2e-6,9.8e-6
13,13_2_4_4_Coleoptera_Bee,0.001290887848186023,2665,0.0011235405566521611,0.0011235,1,1.4689749999999998e-4,1.623e-4
11,11_2_4_Non-syrphids-diptera_Bee_Non-syrphids-diptera,0.002742923976762204,2623,0.0011058337261158043,0.0011058,1,3.174925e-4,3.393025e-4
11,11_2_5_Bee_Bee_Bee,0.003533740809373963,2615,0.0011024609964898316,0.0011025,1,4.109e-4,4.36505e-4
8,8_4_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,3.350501168148844e-4,2606,0.0010986666756606124,0.0010987,1,3.62e-5,4.43e-5
8,8_3_Bee_Bee_Lepidoptera_Non-syrphids-diptera,1.4424094409677937e-4,2591,0.0010923428076119136,0.0010923,1,1.48e-5,2.02e-5
9,9_3_4_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,5.195530603133874e-4,2590,0.0010919212164086668,0.0010919,1,5.73e-5,6.69e-5
17,17_2_3_4_4_Bee,0.0024361200165435135,2574,0.0010851757571567215,0.0010852,1,2.812925e-4,3.027075e-4
8,8_4_Bee_Bee_Bee_Lepidoptera,0.0012417876006331776,2556,0.0010775871154982829,0.0010776,1,1.416e-4,1.566e-4
13,13_4_4_4_Non-syrphids-diptera_Bee,0.0022651421875486406,2503,0.0010552427817262136,0.0010552,1,2.615975e-4,2.82e-4
9,9_1_2_Non-syrphids-diptera_Syrphids_Bee,8.835684161223267e-4,2483,0.0010468109576612819,0.0010468,1,9.96975e-5,1.12e-4
15,15_2_2_4_Bee_Bee,0.00825007997355258,2480,0.001045546184051542,0.0010455,1,9.68e-4,0.0010086049999999999
9,9_4_4_Bee_Non-syrphids-diptera_Non-syrphids-diptera,5.019402463269846e-4,2477,0.0010442814104418023,0.0010443,1,5.5195e-5,6.52e-5
9,9_5_4_Bee_Bee_Bee,0.007950744467824653,2447,0.0010316336743444047,0.0010316,1,9.333975e-4,9.726025e-4
8,8_4_Bee_Coleoptera_Non-syrphids-diptera_Syrphids,5.342657649018658e-4,2438,0.0010278393535151852,0.0010278,1,5.92e-5,6.91025e-5
4,4_2_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,0.003464432507117441,2420,0.0010202507118567466,0.0010203,1,4.03395e-4,4.2830250000000004e-4
17,17_2_2_2_3_Bee,0.0052182653462048995,2415,0.0010181427558405138,0.0010181,1,6.104975000000001e-4,6.416025e-4
15,15_2_2_4_Non-syrphids-diptera_Bee,0.0033852368382581545,2399,0.0010113972965885684,0.0010114,1,3.9339750000000004e-4,4.190025e-4
9,9_4_4_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,1.3842521408743576e-4,2391,0.0010080245669625955,0.001008,1,1.42e-5,1.93e-5
8,8_3_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,1.5493156794752728e-4,2384,0.0010050734285398694,0.0010051,1,1.6e-5,2.1202499999999996e-5
13,13_2_2_4_Coleoptera_Bee,0.002072273241007172,2369,9.987495604911706e-4,9.987e-4,1,2.385e-4,2.582e-4
4,4_2_Bee_Non-syrphids-diptera_Non-syrphids-diptera,0.005701303557904004,2362,9.957984220684444e-4,9.958e-4,1,6.670975e-4,6.996025e-4
13,13_3_5_2_Bee_Bee,0.003578266041082831,2359,9.945336484587046e-4,9.945e-4,1,4.168925e-4,4.413025e-4
8,8_2_Bee_Coleoptera_Lepidoptera_Syrphids,2.244310665408886e-5,2329,9.81885912361307e-4,9.819e-4,1,1.7975000000000002e-6,3.7e-6
9,9_1_2_Bee_Bee_Bee,0.0040567345452349555,2328,9.814643211580605e-4,9.815e-4,1,4.728e-4,4.9941e-4
4,4_4_Bee_Lepidoptera_Non-syrphids-diptera,0.0015497305406314073,2325,9.801995475483207e-4,9.802e-4,1,1.779e-4,1.9400249999999998e-4
9,9_3_2_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,3.2027743126175753e-4,2311,9.742972707028684e-4,9.743e-4,1,3.4697500000000004e-5,4.19025e-5
8,8_2_Bee_Coleoptera_Syrphids_Syrphids,6.847214464744129e-5,2282,9.620711258087173e-4,9.621e-4,1,6.5e-6,1e-5
8,8_3_Lepidoptera_Non-syrphids-diptera_Syrphids_Syrphids,8.340477694951003e-6,2268,9.561688489632651e-4,9.562e-4,1,5e-7,1.6e-6
8,8_2_Bee_Bee_Coleoptera_Non-syrphids-diptera,7.426154655932742e-4,2266,9.553256665567719e-4,9.553e-4,1,8.32e-5,9.49e-5
8,8_2_Lepidoptera_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera,1.2865605469139765e-5,2264,9.544824841502787e-4,9.545e-4,1,8e-7,2.4e-6
17,17_2_4_4_4_Bee,0.0022273289945844332,2244,9.460506600853469e-4,9.461e-4,1,2.574e-4,2.772e-4
8,8_4_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,1.88095215312529e-4,2243,0.00094562906888210035,9.456e-4,1,1.96e-5,2.5602499999999998e-5
4,4_3_Bee_Bee_Syrphids,0.002321831859224869,2214,9.334029239879493e-4,9.334e-4,1,2.681975e-4,2.897025e-4
4,4_5_Bee_Bee_Bee,0.004981084888285119,2209,9.312949679717163e-4,9.313e-4,1,5.815e-4,6.125025e-4
8,8_2_Coleoptera_Lepidoptera_Syrphids_Syrphids,5.396773083513782e-6,2204,9.291870119554833e-4,9.292e-4,1,2e-7,1.2e-6
11,11_4_4_Non-syrphids-diptera_Bee_Non-syrphids-diptera,0.002070315955498674,2198,9.266574647360038e-4,9.267e-4,1,2.387e-4,2.5811249999999997e-4
