Network_id,Node_id,np1,np2,np3,np4,np5,np6,np7,np8,np9,np10,np11,np12,np13,np14,np15,np16,np17,np18,np19,np20,np21,np22,np23,np24,np25,np26,np27,np28,np29,np30,np31,np32,np33,np34,np35,np36,np37,np38,np39,np40,np41,np42,np43,np44,np45,np46
5_1_fang_2008_china,Non-syrphids-diptera,0,5,0,10,0,20,0,33,0,0,0,14,0,33,0,10,0,30,0,0,0,8,0,0,0,0,0,0,46,0,39,0,0,0,15,0,0,0,0,0,0,6,0,31,0,5
5_1_fang_2008_china,Other_insects,0,1,0,0,0,6,0,15,0,0,18,0,0,0,0,-0,0,20,0,0,26,0,0,0,0,0,0,32,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
5_1_fang_2008_china,Syrphids,0,5,0,10,0,20,0,33,0,0,0,14,0,33,0,10,0,30,0,0,0,8,0,0,0,0,0,0,46,0,39,0,0,0,15,0,0,0,0,0,0,6,0,31,0,5
5_1_fang_2008_china,1,4,0,16,0,6,0,4,0,20,0,0,0,24,0,24,0,1,0,12,0,0,0,0,0,0,30,0,0,0,16,0,36,0,0,0,0,0,0,12,0,0,0,36,0,16,0
5_1_fang_2008_china,2,7,0,18,0,21,0,35,0,0,44,0,0,32,0,25,0,35,0,0,34,0,0,0,0,0,0,76,0,0,28,0,0,54,0,0,0,0,0,0,16,0,0,40,0,16,0
5_1_fang_2008_china,3,5,0,18,0,10,0,10,0,10,8,0,0,32,0,25,0,5,0,5,0,0,0,0,0,0,20,12,0,0,28,0,26,4,0,0,0,0,0,0,16,0,0,40,0,16,0
5_1_fang_2008_china,4,5,0,18,0,10,0,10,0,10,8,0,0,32,0,25,0,5,0,5,0,0,0,0,0,0,20,12,0,0,28,0,26,4,0,0,0,0,0,0,16,0,0,40,0,16,0
5_1_fang_2008_china,5,4,0,16,0,6,0,4,0,20,0,0,0,24,0,24,0,1,0,12,0,0,0,0,0,0,30,0,0,0,16,0,36,0,0,0,0,0,0,12,0,0,0,36,0,16,0
10_1_souza_2017_brazil_chaco,Bee,0,4,0,6,0,13,0,24,0,0,3,19,0,10,0,4,0,25,0,0,10,28,0,0,0,0,0,0,20,0,12,0,0,0,8,0,0,3,0,0,3,11,0,3,0,1
10_1_souza_2017_brazil_chaco,Birds,0,1,0,0,0,6,0,15,0,0,11,0,0,0,0,-0,0,20,0,0,23,0,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
10_1_souza_2017_brazil_chaco,Coleoptera,0,3,0,3,0,13,0,24,0,0,6,6,0,10,0,1,0,25,0,0,20,4,0,0,0,0,0,0,20,0,12,0,0,0,2,0,0,0,0,0,6,1,0,3,0,0
10_1_souza_2017_brazil_chaco,Lepidoptera,0,4,0,6,0,13,0,24,0,0,3,19,0,10,0,4,0,25,0,0,10,28,0,0,0,0,0,0,20,0,12,0,0,0,8,0,0,3,0,0,3,11,0,3,0,1
10_1_souza_2017_brazil_chaco,Non-bee-Hymenoptera,0,3,0,3,0,13,0,24,0,0,6,6,0,10,0,1,0,25,0,0,20,4,0,0,0,0,0,0,20,0,12,0,0,0,2,0,0,0,0,0,6,1,0,3,0,0
10_1_souza_2017_brazil_chaco,Non-syrphids-diptera,0,1,0,0,0,6,0,15,0,0,11,0,0,0,0,-0,0,20,0,0,23,0,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
10_1_souza_2017_brazil_chaco,Syrphids,0,2,0,1,0,10,0,21,0,0,12,2,0,4,0,0,0,24,0,0,24,1,0,0,0,0,0,12,8,0,6,0,0,4,0,0,0,0,0,0,6,0,0,0,0,-0
10_1_souza_2017_brazil_chaco,1,5,0,11,0,10,0,10,0,10,12,0,0,16,0,8,0,5,0,5,12,0,0,0,0,0,20,6,0,0,14,0,12,2,0,0,0,1,0,0,18,0,0,6,0,2,0
10_1_souza_2017_brazil_chaco,2,4,0,10,0,6,0,4,0,16,6,0,0,12,0,8,0,1,0,12,6,0,0,0,0,0,24,0,0,0,8,0,16,0,0,0,0,1,0,4,12,0,0,6,0,2,0
10_1_souza_2017_brazil_chaco,3,7,0,11,0,21,0,35,0,0,34,0,0,16,0,8,0,35,0,0,47,0,0,0,0,0,0,38,0,0,14,0,0,18,0,0,0,1,0,0,18,0,0,6,0,2,0
10_1_souza_2017_brazil_chaco,5,1,0,3,0,0,0,-0,0,13,0,0,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,10,0,0,0,0,0,1,0
10_1_souza_2017_brazil_chaco,4,1,0,3,0,0,0,-0,0,13,0,0,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,10,0,0,0,0,0,1,0
14_2_kaiser-bunbury_2010_mauritius_restored,Bee,0,4,0,6,0,25,0,78,0,0,0,19,0,28,0,4,0,147,0,0,0,40,0,0,0,0,0,0,48,0,73,0,0,0,2,0,0,0,0,0,0,17,0,13,0,1
14_2_kaiser-bunbury_2010_mauritius_restored,Birds,0,3,0,3,0,23,0,77,0,0,9,2,0,22,0,1,0,147,0,0,42,0,0,0,0,0,0,9,14,0,70,0,0,0,0,0,0,0,0,0,9,1,0,7,0,0
14_2_kaiser-bunbury_2010_mauritius_restored,Coleoptera,0,3,0,3,0,23,0,77,0,0,9,2,0,22,0,1,0,147,0,0,42,0,0,0,0,0,0,9,14,0,70,0,0,0,0,0,0,0,0,0,9,1,0,7,0,0
14_2_kaiser-bunbury_2010_mauritius_restored,Lepidoptera,0,3,0,3,0,23,0,77,0,0,9,2,0,22,0,1,0,147,0,0,42,0,0,0,0,0,0,9,14,0,70,0,0,0,0,0,0,0,0,0,9,1,0,7,0,0
14_2_kaiser-bunbury_2010_mauritius_restored,Lizards,0,3,0,3,0,23,0,77,0,0,9,2,0,22,0,1,0,147,0,0,42,0,0,0,0,0,0,9,14,0,70,0,0,0,0,0,0,0,0,0,9,1,0,7,0,0
14_2_kaiser-bunbury_2010_mauritius_restored,Non-bee-Hymenoptera,0,4,0,6,0,25,0,78,0,0,0,19,0,28,0,4,0,147,0,0,0,40,0,0,0,0,0,0,48,0,73,0,0,0,2,0,0,0,0,0,0,17,0,13,0,1
14_2_kaiser-bunbury_2010_mauritius_restored,Non-syrphids-diptera,0,4,0,6,0,25,0,78,0,0,0,19,0,28,0,4,0,147,0,0,0,40,0,0,0,0,0,0,48,0,73,0,0,0,2,0,0,0,0,0,0,17,0,13,0,1
14_2_kaiser-bunbury_2010_mauritius_restored,Other_insects,0,2,0,1,0,16,0,56,0,0,22,0,0,8,0,0,0,112,0,0,30,0,0,0,0,0,0,62,0,0,28,0,0,6,0,0,0,0,0,0,11,0,0,0,0,-0
14_2_kaiser-bunbury_2010_mauritius_restored,Syrphids,0,3,0,3,0,23,0,77,0,0,9,2,0,22,0,1,0,147,0,0,42,0,0,0,0,0,0,9,14,0,70,0,0,0,0,0,0,0,0,0,9,1,0,7,0,0
14_2_kaiser-bunbury_2010_mauritius_restored,1,3,0,9,0,3,0,1,0,51,0,0,0,9,0,9,0,0,0,120,0,0,0,0,0,0,51,0,0,0,3,0,6,0,0,0,0,0,0,48,0,0,0,9,0,3,0
14_2_kaiser-bunbury_2010_mauritius_restored,2,9,0,20,0,36,0,84,0,0,26,0,0,67,0,14,0,126,0,0,45,0,0,0,0,0,0,46,0,0,141,0,0,3,0,0,0,0,0,0,41,0,0,34,0,3,0
14_2_kaiser-bunbury_2010_mauritius_restored,3,8,0,19,0,28,0,56,0,16,15,0,0,59,0,14,0,70,0,0,30,0,0,0,0,0,56,15,0,0,113,0,6,0,0,0,0,0,0,8,30,0,0,34,0,3,0
14_2_kaiser-bunbury_2010_mauritius_restored,4,9,0,20,0,36,0,84,0,0,26,0,0,67,0,14,0,126,0,0,45,0,0,0,0,0,0,46,0,0,141,0,0,3,0,0,0,0,0,0,41,0,0,34,0,3,0
1_2_bartomeus_spain_2008_fraop_1_2,Bee,0,5,0,10,0,8,0,7,0,0,0,22,0,5,0,10,0,4,0,0,0,15,0,0,3,0,0,0,11,0,1,0,0,0,21,0,0,0,0,0,0,12,0,1,0,5
1_2_bartomeus_spain_2008_fraop_1_2,Coleoptera,0,3,0,3,0,7,0,7,0,0,7,6,0,4,0,1,0,4,0,0,9,4,0,2,0,0,0,1,8,0,1,0,0,3,2,0,0,2,0,0,6,1,0,1,0,0
1_2_bartomeus_spain_2008_fraop_1_2,Non-bee-Hymenoptera,0,2,0,1,0,5,0,6,0,0,9,3,0,1,0,0,0,4,0,0,10,3,0,3,0,0,0,4,3,0,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,-0
1_2_bartomeus_spain_2008_fraop_1_2,Non-syrphids-diptera,0,2,0,1,0,6,0,7,0,0,9,2,0,2,0,0,0,4,0,0,13,1,0,1,0,0,0,3,4,0,1,0,0,6,0,0,0,1,0,0,4,0,0,0,0,-0
1_2_bartomeus_spain_2008_fraop_1_2,Syrphids,0,1,0,0,0,4,0,6,0,0,8,0,0,0,0,-0,0,4,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1_2_bartomeus_spain_2008_fraop_1_2,1,5,0,8,0,10,0,10,0,0,22,0,0,5,0,7,0,5,0,0,21,0,0,0,0,0,0,12,0,0,1,0,0,15,0,0,0,3,0,0,11,0,0,1,0,4,0
1_2_bartomeus_spain_2008_fraop_1_2,2,2,0,5,0,1,0,0,0,9,3,0,0,1,0,6,0,-0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,10,3,0,0,3,0,0,4,3,0,0,0,0,4,0
1_2_bartomeus_spain_2008_fraop_1_2,3,2,0,6,0,1,0,0,0,9,2,0,0,2,0,7,0,-0,0,6,0,0,0,1,0,0,4,0,0,0,0,0,13,1,0,0,1,0,0,3,4,0,0,1,0,4,0
1_2_bartomeus_spain_2008_fraop_1_2,4,3,0,7,0,3,0,1,0,7,6,0,0,4,0,7,0,0,0,3,2,0,0,2,0,0,6,1,0,0,1,0,9,4,0,0,2,0,0,1,8,0,0,1,0,4,0
1_2_bartomeus_spain_2008_fraop_1_2,5,1,0,4,0,0,0,-0,0,8,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,4,0
15_1_peralta_2006_mendoza_site_1,Bee,0,3,0,3,0,11,0,17,0,0,1,6,0,8,0,1,0,14,0,0,4,4,0,0,0,0,0,0,14,0,8,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0
15_1_peralta_2006_mendoza_site_1,Coleoptera,0,2,0,1,0,5,0,10,0,0,8,5,0,0,0,0,0,10,0,0,6,10,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,-0
15_1_peralta_2006_mendoza_site_1,Lepidoptera,0,3,0,3,0,11,0,17,0,0,1,6,0,8,0,1,0,14,0,0,4,4,0,0,0,0,0,0,14,0,8,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0
15_1_peralta_2006_mendoza_site_1,Non-bee-Hymenoptera,0,2,0,1,0,9,0,16,0,0,7,1,0,4,0,0,0,14,0,0,13,0,0,0,0,0,0,6,4,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,-0
15_1_peralta_2006_mendoza_site_1,Non-syrphids-diptera,0,2,0,1,0,9,0,16,0,0,7,1,0,4,0,0,0,14,0,0,13,0,0,0,0,0,0,6,4,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,-0
15_1_peralta_2006_mendoza_site_1,Syrphids,0,3,0,3,0,11,0,17,0,0,1,6,0,8,0,1,0,14,0,0,4,4,0,0,0,0,0,0,14,0,8,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0
