Network_id,Node_id,np1,np2,np3,np4,np5,np6,np7,np8,np9,np10,np11,np12,np13,np14,np15,np16,np17,np18,np19,np20,np21,np22,np23,np24,np25,np26,np27,np28,np29,np30,np31,np32,np33,np34,np35,np36,np37,np38,np39,np40,np41,np42,np43,np44,np45,np46
15_1_peralta_2006_mendoza_site_1,1,3,0,6,0,3,0,1,0,15,0,0,0,6,0,3,0,0,0,12,0,0,0,0,0,0,15,0,0,0,2,0,3,0,0,0,3,0,0,6,0,0,0,3,0,0,0
15_1_peralta_2006_mendoza_site_1,2,5,0,8,0,10,0,10,0,5,6,0,0,13,0,3,0,5,0,0,3,0,0,0,0,0,10,6,0,0,11,0,3,0,0,0,5,0,0,0,6,0,0,3,0,0,0
15_1_peralta_2006_mendoza_site_1,3,6,0,9,0,15,0,20,0,0,19,0,0,13,0,3,0,15,0,0,19,0,0,0,0,0,0,19,0,0,11,0,0,3,0,0,0,8,0,0,6,0,0,3,0,0,0
15_1_peralta_2006_mendoza_site_1,4,1,0,1,0,0,0,-0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,Bee,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,Birds,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,Coleoptera,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,Lepidoptera,0,2,0,1,0,14,0,42,0,0,10,0,0,7,0,0,0,70,0,0,20,0,0,0,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,Lizards,0,2,0,1,0,14,0,42,0,0,10,0,0,7,0,0,0,70,0,0,20,0,0,0,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,Non-bee-Hymenoptera,0,2,0,1,0,14,0,42,0,0,10,0,0,7,0,0,0,70,0,0,20,0,0,0,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,Non-syrphids-diptera,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,Syrphids,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,2,8,0,13,0,28,0,56,0,0,15,0,0,38,0,5,0,70,0,0,15,0,0,0,0,0,0,30,0,0,66,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,3,5,0,10,0,10,0,10,0,30,0,0,0,20,0,5,0,5,0,30,0,0,0,0,0,0,60,0,0,0,20,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0
13_6_kaiser-bunbury_2011_seychelles_trois_ferres,4,8,0,13,0,28,0,56,0,0,15,0,0,38,0,5,0,70,0,0,15,0,0,0,0,0,0,30,0,0,66,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0
13_1_kaiser-bunbury_2011_seychelles_bernica,Bee,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_1_kaiser-bunbury_2011_seychelles_bernica,Birds,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_1_kaiser-bunbury_2011_seychelles_bernica,Coleoptera,0,2,0,1,0,14,0,42,0,0,10,0,0,7,0,0,0,70,0,0,20,0,0,0,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-0
13_1_kaiser-bunbury_2011_seychelles_bernica,Lepidoptera,0,2,0,1,0,14,0,42,0,0,10,0,0,7,0,0,0,70,0,0,20,0,0,0,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-0
13_1_kaiser-bunbury_2011_seychelles_bernica,Lizards,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_1_kaiser-bunbury_2011_seychelles_bernica,Non-bee-Hymenoptera,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_1_kaiser-bunbury_2011_seychelles_bernica,Non-syrphids-diptera,0,3,0,3,0,18,0,48,0,0,0,6,0,15,0,1,0,74,0,0,0,6,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
13_1_kaiser-bunbury_2011_seychelles_bernica,Syrphids,0,2,0,1,0,14,0,42,0,0,10,0,0,7,0,0,0,70,0,0,20,0,0,0,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-0
13_1_kaiser-bunbury_2011_seychelles_bernica,2,8,0,13,0,28,0,56,0,0,15,0,0,38,0,5,0,70,0,0,15,0,0,0,0,0,0,30,0,0,66,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0
13_1_kaiser-bunbury_2011_seychelles_bernica,3,5,0,10,0,10,0,10,0,30,0,0,0,20,0,5,0,5,0,30,0,0,0,0,0,0,60,0,0,0,20,0,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0
13_1_kaiser-bunbury_2011_seychelles_bernica,4,8,0,13,0,28,0,56,0,0,15,0,0,38,0,5,0,70,0,0,15,0,0,0,0,0,0,30,0,0,66,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,Bee,0,4,0,6,0,14,0,19,0,0,0,20,0,11,0,4,0,12,0,0,0,11,0,0,15,0,0,0,34,0,6,0,0,0,13,0,0,0,0,0,0,7,0,5,0,1
11_2_kaiser-bunbury_2017_seychelles_casse_dent,Birds,0,2,0,1,0,6,0,7,0,0,11,2,0,2,0,0,0,4,0,0,3,1,0,22,0,0,0,11,4,0,1,0,0,5,0,0,0,3,0,0,4,0,0,0,0,-0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,Coleoptera,0,1,0,0,0,4,0,6,0,0,9,0,0,0,0,-0,0,4,0,0,7,0,0,12,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,Lepidoptera,0,1,0,0,0,4,0,6,0,0,8,0,0,0,0,-0,0,4,0,0,10,0,0,14,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,Lizards,0,1,0,0,0,4,0,6,0,0,8,0,0,0,0,-0,0,4,0,0,10,0,0,14,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,Non-bee-Hymenoptera,0,2,0,1,0,8,0,12,0,0,11,2,0,3,0,0,0,8,0,0,13,0,0,14,1,0,0,10,6,0,3,0,0,4,0,0,0,1,0,0,5,0,0,0,0,-0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,Non-syrphids-diptera,0,4,0,6,0,14,0,19,0,0,0,20,0,11,0,4,0,12,0,0,0,11,0,0,15,0,0,0,34,0,6,0,0,0,13,0,0,0,0,0,0,7,0,5,0,1
11_2_kaiser-bunbury_2017_seychelles_casse_dent,Syrphids,0,3,0,3,0,12,0,18,0,0,7,10,0,7,0,1,0,12,0,0,11,4,0,4,9,0,0,5,22,0,5,0,0,0,4,0,0,2,0,0,6,1,0,2,0,0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,2,5,0,10,0,10,0,10,0,10,16,0,0,12,0,7,0,5,0,3,6,0,0,16,0,0,12,18,0,0,6,0,15,5,0,0,0,3,0,0,13,0,0,5,0,2,0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,3,5,0,8,0,10,0,10,0,14,18,0,0,7,0,7,0,5,0,6,12,0,0,30,0,0,13,15,0,0,2,0,14,14,0,0,1,0,0,5,4,0,0,5,0,2,0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,4,5,0,9,0,10,0,10,0,12,16,0,0,10,0,7,0,5,0,3,9,0,0,22,0,0,13,15,0,0,5,0,15,9,0,0,2,0,0,2,9,0,0,5,0,2,0
11_2_kaiser-bunbury_2017_seychelles_casse_dent,5,3,0,7,0,3,0,1,0,18,4,0,0,5,0,6,0,0,0,15,0,0,0,12,0,0,12,2,0,0,1,0,16,2,0,0,3,0,0,8,4,0,0,3,0,2,0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,Bee,0,4,0,6,0,15,0,29,0,0,0,25,0,10,0,4,0,39,0,0,0,31,0,0,10,0,0,0,40,0,8,0,0,0,11,0,0,0,0,0,0,14,0,2,0,1
13_2_kaiser-bunbury_2011_seychelles_casse_dent,Birds,0,2,0,1,0,9,0,22,0,0,11,5,0,2,0,0,0,35,0,0,23,10,0,8,0,0,0,14,10,0,1,0,0,3,0,0,0,5,0,0,3,0,0,0,0,-0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,Coleoptera,0,2,0,1,0,11,0,27,0,0,10,3,0,4,0,0,0,39,0,0,32,3,0,4,0,0,0,8,12,0,6,0,0,2,0,0,0,2,0,0,4,0,0,0,0,-0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,Lepidoptera,0,2,0,1,0,9,0,22,0,0,11,5,0,2,0,0,0,35,0,0,23,10,0,8,0,0,0,14,10,0,1,0,0,3,0,0,0,5,0,0,3,0,0,0,0,-0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,Lizards,0,3,0,3,0,13,0,28,0,0,6,12,0,7,0,1,0,39,0,0,17,16,0,4,3,0,0,4,26,0,7,0,0,0,2,0,0,4,0,0,4,4,0,1,0,0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,Non-bee-Hymenoptera,0,1,0,0,0,7,0,21,0,0,11,0,0,0,0,-0,0,35,0,0,34,0,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,Non-syrphids-diptera,0,2,0,1,0,11,0,27,0,0,10,3,0,4,0,0,0,39,0,0,32,3,0,4,0,0,0,8,12,0,6,0,0,2,0,0,0,2,0,0,4,0,0,0,0,-0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,Syrphids,0,3,0,3,0,13,0,28,0,0,6,12,0,7,0,1,0,39,0,0,17,16,0,4,3,0,0,4,26,0,7,0,0,0,2,0,0,4,0,0,4,4,0,1,0,0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,2,8,0,11,0,28,0,56,0,0,45,0,0,16,0,5,0,70,0,0,75,0,0,0,0,0,0,60,0,0,12,0,0,11,0,0,0,10,0,0,20,0,0,2,0,1,0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,3,3,0,6,0,3,0,1,0,23,4,0,0,4,0,4,0,0,0,37,1,0,0,10,0,0,18,1,0,0,1,0,10,1,0,0,8,0,0,9,5,0,0,1,0,1,0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,4,5,0,9,0,10,0,10,0,19,12,0,0,12,0,5,0,5,0,15,12,0,0,12,0,0,32,6,0,0,10,0,10,2,0,0,6,1,0,4,14,0,0,2,0,1,0
13_2_kaiser-bunbury_2011_seychelles_casse_dent,5,3,0,6,0,3,0,1,0,23,4,0,0,4,0,4,0,0,0,37,1,0,0,10,0,0,18,1,0,0,1,0,10,1,0,0,8,0,0,9,5,0,0,1,0,1,0
11_4_kaiser-bunbury_2017_seychelles_reserve,Bee,0,4,0,6,0,20,0,43,0,0,0,16,0,22,0,4,0,51,0,0,0,10,0,0,6,0,0,0,53,0,33,0,0,0,5,0,0,0,0,0,0,11,0,11,0,1
11_4_kaiser-bunbury_2017_seychelles_reserve,Birds,0,2,0,1,0,11,0,25,0,0,18,1,0,5,0,0,0,30,0,0,14,0,0,19,0,0,0,34,5,0,10,0,0,7,0,0,0,2,0,0,8,0,0,0,0,-0
11_4_kaiser-bunbury_2017_seychelles_reserve,Coleoptera,0,3,0,3,0,17,0,40,0,0,11,6,0,14,0,1,0,50,0,0,22,1,0,3,3,0,0,15,27,0,26,0,0,0,1,0,0,2,0,0,10,2,0,4,0,0
11_4_kaiser-bunbury_2017_seychelles_reserve,Lepidoptera,0,1,0,0,0,6,0,15,0,0,15,0,0,0,0,-0,0,20,0,0,13,0,0,11,0,0,0,31,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
11_4_kaiser-bunbury_2017_seychelles_reserve,Lizards,0,3,0,3,0,17,0,40,0,0,11,6,0,14,0,1,0,50,0,0,22,1,0,3,3,0,0,15,27,0,26,0,0,0,1,0,0,2,0,0,10,2,0,4,0,0
11_4_kaiser-bunbury_2017_seychelles_reserve,Non-bee-Hymenoptera,0,4,0,6,0,20,0,43,0,0,0,16,0,22,0,4,0,51,0,0,0,10,0,0,6,0,0,0,53,0,33,0,0,0,5,0,0,0,0,0,0,11,0,11,0,1
11_4_kaiser-bunbury_2017_seychelles_reserve,Non-syrphids-diptera,0,4,0,6,0,20,0,43,0,0,0,16,0,22,0,4,0,51,0,0,0,10,0,0,6,0,0,0,53,0,33,0,0,0,5,0,0,0,0,0,0,11,0,11,0,1
11_4_kaiser-bunbury_2017_seychelles_reserve,Syrphids,0,3,0,3,0,15,0,33,0,0,14,8,0,11,0,1,0,41,0,0,5,6,0,14,1,0,0,28,28,0,16,0,0,0,2,0,0,6,0,0,11,2,0,3,0,0
11_4_kaiser-bunbury_2017_seychelles_reserve,1,6,0,14,0,15,0,20,0,19,14,0,0,28,0,11,0,15,0,5,9,0,0,19,0,0,38,19,0,0,31,0,8,3,0,0,6,0,0,11,20,0,0,16,0,3,0
11_4_kaiser-bunbury_2017_seychelles_reserve,2,7,0,16,0,21,0,35,0,6,24,0,0,36,0,12,0,35,0,0,12,0,0,6,0,0,15,48,0,0,44,0,9,4,0,0,0,4,0,0,30,0,0,19,0,3,0
11_4_kaiser-bunbury_2017_seychelles_reserve,3,4,0,11,0,6,0,4,0,33,3,0,0,15,0,10,0,1,0,33,0,0,0,9,0,0,45,3,0,0,9,0,14,0,0,0,5,0,0,23,6,0,0,12,0,3,0
11_4_kaiser-bunbury_2017_seychelles_reserve,4,7,0,15,0,21,0,35,0,11,28,0,0,31,0,12,0,35,0,0,17,0,0,16,0,0,25,53,0,0,34,0,7,12,0,0,1,2,0,5,22,0,0,19,0,3,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,Bee,0,3,0,3,0,16,0,35,0,0,0,6,0,13,0,1,0,40,0,0,0,1,0,0,3,0,0,0,25,0,22,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,Birds,0,1,0,0,0,5,0,10,0,0,10,0,0,0,0,-0,0,10,0,0,0,0,0,15,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,Coleoptera,0,3,0,3,0,16,0,35,0,0,0,6,0,13,0,1,0,40,0,0,0,1,0,0,3,0,0,0,25,0,22,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,Lepidoptera,0,2,0,1,0,11,0,25,0,0,10,1,0,5,0,0,0,30,0,0,5,0,0,10,0,0,0,20,5,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,Lizards,0,1,0,0,0,6,0,15,0,0,11,0,0,0,0,-0,0,20,0,0,5,0,0,5,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,Non-bee-Hymenoptera,0,3,0,3,0,16,0,35,0,0,0,6,0,13,0,1,0,40,0,0,0,1,0,0,3,0,0,0,25,0,22,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,Non-syrphids-diptera,0,3,0,3,0,16,0,35,0,0,0,6,0,13,0,1,0,40,0,0,0,1,0,0,3,0,0,0,25,0,22,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,Syrphids,0,3,0,3,0,16,0,35,0,0,0,6,0,13,0,1,0,40,0,0,0,1,0,0,3,0,0,0,25,0,22,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,2,6,0,10,0,15,0,20,0,15,10,0,0,20,0,5,0,15,0,5,0,0,0,15,0,0,30,20,0,0,20,0,5,5,0,0,0,0,0,5,0,0,0,10,0,0,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,3,6,0,11,0,15,0,20,0,11,5,0,0,25,0,5,0,15,0,0,0,0,0,5,0,0,25,10,0,0,30,0,10,0,0,0,0,0,0,0,5,0,0,10,0,0,0
13_4_kaiser-bunbury_2011_seychelles_la_reserve,4,7,0,11,0,21,0,35,0,5,16,0,0,25,0,5,0,35,0,0,5,0,0,10,0,0,10,35,0,0,30,0,5,5,0,0,0,0,0,0,5,0,0,10,0,0,0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,Bee,0,3,0,3,0,15,0,33,0,0,0,8,0,11,0,1,0,41,0,0,0,6,0,0,1,0,0,0,28,0,16,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,Birds,0,3,0,3,0,15,0,33,0,0,0,8,0,11,0,1,0,41,0,0,0,6,0,0,1,0,0,0,28,0,16,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,Coleoptera,0,2,0,1,0,12,0,30,0,0,8,2,0,5,0,0,0,40,0,0,16,0,0,0,1,0,0,12,10,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,Lepidoptera,0,1,0,0,0,6,0,15,0,0,10,0,0,0,0,-0,0,20,0,0,8,0,0,6,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,Lizards,0,2,0,1,0,12,0,30,0,0,8,2,0,5,0,0,0,40,0,0,16,0,0,0,1,0,0,12,10,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,Non-bee-Hymenoptera,0,1,0,0,0,6,0,15,0,0,10,0,0,0,0,-0,0,20,0,0,8,0,0,6,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,Non-syrphids-diptera,0,3,0,3,0,15,0,33,0,0,0,8,0,11,0,1,0,41,0,0,0,6,0,0,1,0,0,0,28,0,16,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,Syrphids,0,3,0,3,0,15,0,33,0,0,0,8,0,11,0,1,0,41,0,0,0,6,0,0,1,0,0,0,28,0,16,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,2,7,0,10,0,21,0,35,0,6,18,0,0,21,0,4,0,35,0,0,12,0,0,6,0,0,15,33,0,0,24,0,4,4,0,0,0,0,0,0,8,0,0,6,0,0,0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,3,4,0,8,0,6,0,4,0,24,0,0,0,12,0,4,0,1,0,24,0,0,0,0,0,0,36,0,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0,6,0,0,0
11_5_kaiser-bunbury_2017_seychelles_rosebelle,4,7,0,10,0,21,0,35,0,6,18,0,0,21,0,4,0,35,0,0,12,0,0,6,0,0,15,33,0,0,24,0,4,4,0,0,0,0,0,0,8,0,0,6,0,0,0
2_2_dicks_2002_england_hicklingbroad,Bee,0,5,0,10,0,14,0,16,0,0,0,24,0,16,0,10,0,9,0,0,0,13,0,0,8,0,0,0,33,0,9,0,0,0,15,0,0,0,0,0,0,21,0,9,0,5
2_2_dicks_2002_england_hicklingbroad,Lepidoptera,0,4,0,6,0,13,0,16,0,0,7,13,0,13,0,4,0,9,0,0,10,4,0,1,5,0,0,3,26,0,9,0,0,0,5,0,0,3,0,0,9,8,0,6,0,1
2_2_dicks_2002_england_hicklingbroad,Non-bee-Hymenoptera,0,1,0,0,0,4,0,6,0,0,12,0,0,0,0,-0,0,4,0,0,10,0,0,7,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2_2_dicks_2002_england_hicklingbroad,Non-syrphids-diptera,0,3,0,3,0,11,0,15,0,0,13,6,0,8,0,1,0,9,0,0,18,1,0,3,3,0,0,9,15,0,7,0,0,5,1,0,0,4,0,0,11,2,0,2,0,0
2_2_dicks_2002_england_hicklingbroad,Other_insects,0,2,0,1,0,7,0,9,0,0,15,1,0,3,0,0,0,5,0,0,11,0,0,13,0,0,0,14,3,0,3,0,0,11,0,0,0,3,0,0,6,0,0,0,0,-0
2_2_dicks_2002_england_hicklingbroad,Syrphids,0,4,0,6,0,11,0,13,0,0,10,13,0,10,0,4,0,8,0,0,3,8,0,10,1,0,0,10,21,0,5,0,0,0,8,0,0,10,0,0,10,5,0,5,0,1
2_2_dicks_2002_england_hicklingbroad,1,3,0,10,0,3,0,1,0,16,4,0,0,8,0,12,0,0,0,8,0,0,0,4,0,0,14,2,0,0,2,0,20,0,0,0,3,1,0,9,10,0,0,7,0,6,0
2_2_dicks_2002_england_hicklingbroad,2,5,0,13,0,10,0,10,0,4,20,0,0,16,0,13,0,5,0,0,9,0,0,4,0,0,6,21,0,0,9,0,8,9,0,0,0,6,0,0,25,0,0,9,0,6,0
2_2_dicks_2002_england_hicklingbroad,3,5,0,12,0,10,0,10,0,7,22,0,0,13,0,13,0,5,0,0,12,0,0,10,0,0,9,21,0,0,6,0,8,15,0,0,1,3,0,3,19,0,0,9,0,6,0
2_2_dicks_2002_england_hicklingbroad,4,4,0,10,0,6,0,4,0,13,10,0,0,10,0,10,0,1,0,3,5,0,0,13,0,0,13,5,0,0,5,0,6,5,0,0,10,0,0,10,15,0,0,5,0,5,0
2_2_dicks_2002_england_hicklingbroad,5,2,0,7,0,1,0,0,0,17,1,0,0,3,0,9,0,-0,0,15,0,0,0,3,0,0,7,0,0,0,0,0,16,0,0,0,6,0,0,14,3,0,0,3,0,5,0
12_9_bartomeus_spain_2008_LaRocina_unp,Bee,0,2,0,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
12_9_bartomeus_spain_2008_LaRocina_unp,Non-syrphids-diptera,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_9_bartomeus_spain_2008_LaRocina_unp,Syrphids,0,2,0,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
12_9_bartomeus_spain_2008_LaRocina_unp,3,2,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,-0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_9_bartomeus_spain_2008_LaRocina_unp,5,3,0,2,0,3,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_1_small_1976_canada,Bee,0,4,0,6,0,11,0,13,0,0,6,11,0,11,0,4,0,8,0,0,9,8,0,2,0,0,0,2,15,0,8,0,0,0,4,0,0,4,0,0,7,7,0,5,0,1
9_1_small_1976_canada,Coleoptera,0,2,0,1,0,8,0,12,0,0,14,0,0,4,0,0,0,8,0,0,22,0,0,0,0,0,0,10,0,0,6,0,0,8,0,0,0,0,0,0,7,0,0,0,0,-0
9_1_small_1976_canada,Lepidoptera,0,3,0,3,0,9,0,12,0,0,12,6,0,6,0,1,0,8,0,0,14,6,0,3,0,0,0,8,6,0,6,0,0,5,0,0,0,6,0,0,9,3,0,1,0,0
9_1_small_1976_canada,Non-syrphids-diptera,0,3,0,3,0,10,0,13,0,0,11,4,0,8,0,1,0,8,0,0,17,2,0,1,0,0,0,5,8,0,8,0,0,3,0,0,0,2,0,0,10,2,0,2,0,0
9_1_small_1976_canada,Syrphids,0,5,0,10,0,12,0,13,0,0,0,22,0,13,0,10,0,8,0,0,0,15,0,0,3,0,0,0,21,0,8,0,0,0,12,0,0,0,0,0,0,21,0,6,0,5
9_1_small_1976_canada,1,2,0,7,0,1,0,0,0,15,1,0,0,3,0,9,0,-0,0,12,0,0,0,1,0,0,7,0,0,0,0,0,14,0,0,0,2,0,0,12,3,0,0,3,0,5,0
9_1_small_1976_canada,2,5,0,12,0,10,0,10,0,0,18,0,0,15,0,11,0,5,0,0,15,0,0,0,0,0,0,12,0,0,11,0,0,7,0,0,0,3,0,0,25,0,0,6,0,5,0
9_1_small_1976_canada,3,3,0,9,0,3,0,1,0,13,4,0,0,7,0,10,0,0,0,6,1,0,0,2,0,0,12,1,0,0,2,0,11,1,0,0,4,0,0,8,9,0,0,5,0,5,0
9_1_small_1976_canada,4,5,0,12,0,10,0,10,0,0,18,0,0,15,0,11,0,5,0,0,15,0,0,0,0,0,0,12,0,0,11,0,0,7,0,0,0,3,0,0,25,0,0,6,0,5,0
9_1_small_1976_canada,5,2,0,6,0,1,0,0,0,15,2,0,0,2,0,7,0,-0,0,13,0,0,0,3,0,0,6,0,0,0,0,0,7,1,0,0,6,0,0,13,4,0,0,1,0,4,0
12_11_bartomeus_spain_2008_Niebla_unp,Bee,0,4,0,6,0,8,0,5,0,0,0,16,0,4,0,4,0,1,0,0,0,5,0,0,9,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,1
12_11_bartomeus_spain_2008_Niebla_unp,Coleoptera,0,2,0,1,0,5,0,4,0,0,7,3,0,1,0,0,0,1,0,0,5,1,0,5,2,0,0,3,3,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,-0
