PANEL,ymin,ymax,x,repetition
1,0.4391551717260023,0.6202857430962716,0,1
2,0.07567877098693096,0.2595053545034284,0,1
3,-0.08788658578869916,0.09634739267924801,0,1
4,0.004886503236497572,0.1893111222272456,0,1
5,0.12611779362625294,0.30784848292242795,0,1
6,0.12085469743416295,0.3033075409712803,0,1
1,0.43663267802870315,0.617080179746484,0.01,1
2,0.07867677406880072,0.26176058724589046,0.01,1
3,-0.08332576683447364,0.10016229243660825,0.01,1
4,0.00866849353393763,0.19233750017926732,0.01,1
5,0.12882663845689996,0.3098632934773708,0.01,1
6,0.12335166445127607,0.3050914298089795,0.01,1
1,0.434105826110226,0.613878974617874,0.02,1
2,0.08167002598328756,0.2640205711557353,0.02,1
3,-0.07876981497961312,0.10398205929333328,0.02,1
4,0.012445646000019142,0.19536871596264732,0.02,1
5,0.1315310083474407,0.3118825789724197,0.02,1
6,0.12584408178371326,0.3068798683313544,0.02,1
1,0.4315745667434963,0.610682176937517,0.03,1
2,0.08465846918582796,0.26628536377752665,0.03,1
3,-0.07421878927769864,0.10780675230300456,0.03,1
4,0.01621790121142759,0.1984048290007006,0.03,1
5,0.1342308521103982,0.3139063905950521,0.03,1
6,0.1283318961510398,0.30867290981884016,0.03,1
1,0.429038850615368,0.6074898360185584,0.04,1
2,0.08764204597196597,0.2685550228157205,0.04,1
3,-0.06967274893191744,0.11163643066880916,0.04,1
4,0.019985199567209663,0.2014458988943803,0.04,1
5,0.1369261184665453,0.3159347796244949,0.04,1
6,0.13081505415079364,0.31047060767389856,0.04,1
1,0.42649862834959845,0.6043020012372413,0.05,1
2,0.09062069850512396,0.2708296061068944,0.05,1
3,-0.06513175326557982,0.1154711537140573,0.05,1
4,0.023747481317651004,0.20449198539340072,0.05,1
5,0.13961675606934085,0.3179677974072893,0.05,1
6,0.1332935022837456,0.3122730153957589,0.05,1
1,0.4239538505306585,0.6011187220090942,0.06,1
2,0.0935943688455198,0.27310917159083015,0.06,1
3,-0.060595861691437,0.11931098085150002,0.06,1
4,0.027504686594375327,0.2075431483661379,0.06,1
5,0.1423027135302673,0.32000549533195244,0.06,1
6,0.13576718698014023,0.31408018655417635,0.06,1
1,0.4214044677283779,0.597940047764288,0.07,1
2,0.09656299898023196,0.27539377728044984,0.07,1
3,-0.056065133679798845,0.12315597155144764,0.07,1
4,0.03125675544166881,0.21059944776830622,0.07,1
5,0.14498393944506904,0.32204792480274064,0.07,1
6,0.13823605462692057,0.3158921747622083,0.07,1
1,0.41885043052341925,0.5947660279221599,0.08,1
2,0.09952653085441023,0.27768348123060344,0.08,1
3,-0.051539628725456824,0.1270061853086914,0.08,1
4,0.035003627849027205,0.21366094361040955,0.08,1
5,0.14766038242088295,0.3240951372125166,0.08,1
6,0.14070005159592985,0.31770903364801134,0.08,1
1,0.416291689533575,0.5915967118649174,0.09,1
2,0.10248490640362921,0.27997834150571627,0.09,1
3,-0.04701940631341583,0.13086168160823614,0.09,1
4,0.03874524378492532,0.21672769592397317,0.09,1
5,0.15033199110425827,0.3261471839147312,0.09,1
6,0.1431591242730877,0.31953081682566575,0.09,1
1,0.4137281954408784,0.5884321489105269,0.1,1
2,0.10543806758737631,0.2822784161463008,0.1,1
3,-0.0425045258834466,0.13472251988985248,0.1,1
4,0.04248154323179906,0.21979976472656101,0.1,1
5,0.1529987142100522,0.32820411619452694,0.1,1
6,0.1456132190885303,0.3213575778650352,0.1,1
1,0.411159899019517,0.5852723882848014,0.11,1
2,0.10838595642366361,0.28458376313434536,0.11,1
3,-0.03799504679347102,0.13858875951146268,0.11,1
4,0.04621246622223142,0.2228772099855904,0.11,1
5,0.15566050055119146,0.33026598523897754,0.11,1
6,0.14806228254770526,0.32318937026067257,0.11,1
1,0.4085867511645337,0.582117479092698,0.12,1
2,0.11132851502474901,0.28689444035759176,0.12,1
3,-0.03349102828179871,0.14246045971137614,0.12,1
4,0.04993795287632688,0.22596009158095667,0.12,1
5,0.1583172990692821,0.3323328421064768,0.12,1
6,0.15050626126340466,0.3250262473997855,0.12,1
1,0.4060087029213016,0.5789674702888431,0.13,1
2,0.11426568563394988,0.28921050557272254,0.13,1
3,-0.028992529428234222,0.1463376795693972,0.13,1
4,0.05365794344025762,0.2290484692664875,0.13,1
5,0.1609690588660525,0.33440473769529605,0.13,1
6,0.15294510198872246,0.32686826252927975,0.13,1
1,0.4034257055157517,0.5758224106473062,0.14,1
2,0.11719741066352733,0.2915320163674769,0.14,1
3,-0.02449960911408032,0.15022047796682908,0.14,1
4,0.05737237832595904,0.23214240263024788,0.14,1
5,0.16361572923560735,0.3364817227113312,0.14,1
6,0.1553787516509142,0.32871546872190033,0.14,1
1,0.4008377103853325,0.5726823487306385,0.15,1
2,0.12012363273361479,0.2938590301217213,0.15,1
3,-0.020012325981068335,0.15410891354540285,0.15,1
4,0.06108119815194722,0.23524195105372137,0.15,1
5,0.16625725969746807,0.3385638476350603,0.15,1
6,0.15780715738613538,0.33056791884149145,0.15,1
1,0.3982446692106783,0.5695473328582057,0.16,1
2,0.12304429471216334,0.2961916039675044,0.16,1
3,-0.015530738389245874,0.15800304466516596,0.16,1
4,0.06478434378523026,0.2383471736698999,0.16,1
5,0.1688936000303758,0.3406511626877422,0.16,1
6,0.16023026657503378,0.33242566550740515,0.16,1
1,0.39564653394795796,0.5664174110738392,0.17,1
2,0.12595933975586948,0.2985297947481301,0.17,1
3,-0.011054904373861862,0.16190292936136771,0.17,1
4,0.06848175638427659,0.24145812932031532,0.17,1
5,0.1715247003068249,0.34274371779688295,0.17,1
6,0.1626480268791647,0.3342887610580865,0.17,1
1,0.3930432568618747,0.5632926311128358,0.18,1
2,0.12886871135204697,0.30087365897628443,0.18,1
3,-0.00658488160129142,0.165808625300383,0.18,1
4,0.07217337744300138,0.24457487651105225,0.18,1
5,0.17415051092829437,0.3448415625610035,0.18,1
6,0.16506038627819472,0.3361572575138687,0.18,1
1,0.39043479055928476,0.5601730403683388,0.19,1
2,0.13177235336140258,0.3032232527912605,0.19,1
3,-0.002120727324045918,0.16972018973472322,0.19,1
4,0.07585914883572763,0.24769747336778764,0.19,1
5,0.17677098266114216,0.3469447462137453,0.19,1
6,0.16746729310785957,0.3380312065390161,0.19,1
1,0.3878210880233996,0.5570586858571372,0.2,1
