Network_id,Node_id,np1,np2,np3,np4,np5,np6,np7,np8,np9,np10,np11,np12,np13,np14,np15,np16,np17,np18,np19,np20,np21,np22,np23,np24,np25,np26,np27,np28,np29,np30,np31,np32,np33,np34,np35,np36,np37,np38,np39,np40,np41,np42,np43,np44,np45,np46
15_2_peralta_2006_mendoza_site_2,Copestilum sp.2,0,2,0,1,0,4,0,2,0,0,10,4,0,0,0,0,0,0,0,0,8,2,0,57,4,0,0,1,0,0,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,-0
15_2_peralta_2006_mendoza_site_2,Chrysanthrax sp.1,0,3,0,3,0,21,0,82,0,0,25,36,0,3,0,1,0,204,0,0,179,119,0,53,80,0,0,14,39,0,3,0,0,30,15,0,0,32,0,0,9,3,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Strymon eurytulus,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0,-0,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Apis mellifera,0,6,0,15,0,30,0,110,0,0,28,126,0,12,0,20,0,260,0,0,169,401,0,24,164,0,0,6,129,0,10,0,0,16,213,0,0,104,0,0,18,39,0,3,0,15
15_2_peralta_2006_mendoza_site_2,Bombus opifex,0,4,0,6,0,14,0,31,0,0,27,32,0,5,0,4,0,56,0,0,103,61,0,95,23,0,0,16,30,0,1,0,0,30,25,0,0,67,0,0,7,7,0,1,0,1
15_2_peralta_2006_mendoza_site_2,Copestilum aricia,0,6,0,15,0,29,0,110,0,0,26,125,0,10,0,20,0,260,0,0,179,417,0,18,153,0,0,8,113,0,10,0,0,19,216,0,0,102,0,0,14,34,0,2,0,15
15_2_peralta_2006_mendoza_site_2,Thynnidae sp.,0,1,0,0,0,9,0,36,0,0,15,0,0,0,0,-0,0,84,0,0,102,0,0,55,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Hirmoneura sp.,0,1,0,0,0,9,0,36,0,0,15,0,0,0,0,-0,0,84,0,0,102,0,0,55,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Syrphus sp.1,0,1,0,0,0,9,0,36,0,0,15,0,0,0,0,-0,0,84,0,0,102,0,0,55,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Polistes cavapyta,0,1,0,0,0,9,0,36,0,0,15,0,0,0,0,-0,0,84,0,0,102,0,0,55,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Compsomyiops fulvicrura,0,3,0,3,0,27,0,109,0,0,35,36,0,9,0,1,0,260,0,0,255,93,0,23,108,0,0,9,105,0,10,0,0,29,15,0,0,26,0,0,22,3,0,2,0,0
15_2_peralta_2006_mendoza_site_2,Platycheirus sp.,0,1,0,0,0,9,0,36,0,0,15,0,0,0,0,-0,0,84,0,0,102,0,0,55,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Camponotus mus,0,2,0,1,0,11,0,37,0,0,19,11,0,0,0,0,0,84,0,0,95,37,0,71,18,0,0,11,0,0,0,0,0,26,0,0,0,19,0,0,0,0,0,0,0,-0
15_2_peralta_2006_mendoza_site_2,Caenohalictus sp.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Dialictus sp.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Augochloropsis sp.,0,5,0,10,0,21,0,74,0,0,30,68,0,8,0,10,0,176,0,0,163,214,0,72,46,0,0,14,68,0,7,0,0,25,81,0,0,86,0,0,17,21,0,1,0,5
15_2_peralta_2006_mendoza_site_2,Megachile obscurior,0,3,0,3,0,12,0,30,0,0,26,16,0,4,0,1,0,56,0,0,112,36,0,79,8,0,0,17,22,0,1,0,0,28,7,0,0,40,0,0,6,1,0,1,0,0
15_2_peralta_2006_mendoza_site_2,Centris brethesi,0,2,0,1,0,9,0,28,0,0,24,7,0,1,0,0,0,56,0,0,121,21,0,59,0,0,0,20,7,0,0,0,0,31,0,0,0,22,0,0,1,0,0,0,0,-0
15_2_peralta_2006_mendoza_site_2,Xylocopa atamisquensis,0,2,0,1,0,18,0,73,0,0,34,10,0,4,0,0,0,176,0,0,230,21,0,59,24,0,0,18,40,0,6,0,0,36,0,0,0,10,0,0,12,0,0,0,0,-0
15_2_peralta_2006_mendoza_site_2,Megachile leucographa,0,3,0,3,0,11,0,29,0,0,25,18,0,2,0,1,0,56,0,0,113,43,0,74,9,0,0,19,15,0,0,0,0,33,7,0,0,42,0,0,4,2,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Audre sp.,0,1,0,0,0,2,0,1,0,0,7,0,0,0,0,-0,0,0,0,0,5,0,0,34,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Psaenythia rufipes,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Megachile nigella,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Colletes brethesi,0,1,0,0,0,10,0,45,0,0,19,0,0,0,0,-0,0,120,0,0,137,0,0,52,0,0,0,17,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Ammophila sp.,0,1,0,0,0,10,0,45,0,0,19,0,0,0,0,-0,0,120,0,0,137,0,0,52,0,0,0,17,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Syrphidae sp.3,0,1,0,0,0,10,0,45,0,0,19,0,0,0,0,-0,0,120,0,0,137,0,0,52,0,0,0,17,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Babia elongata,0,1,0,0,0,10,0,45,0,0,19,0,0,0,0,-0,0,120,0,0,137,0,0,52,0,0,0,17,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Mesonychium jenseni,0,1,0,0,0,10,0,45,0,0,19,0,0,0,0,-0,0,120,0,0,137,0,0,52,0,0,0,17,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Acantholippia seriphioides,3,0,3,0,3,0,1,0,21,6,0,0,0,0,1,0,0,0,82,3,0,0,42,0,0,0,0,0,0,0,0,13,2,0,0,32,2,0,3,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Aloysia gratissima,3,0,9,0,3,0,1,0,40,16,0,0,1,0,13,0,0,0,126,7,0,0,66,0,0,7,1,0,0,0,0,100,20,0,0,43,16,0,15,6,0,0,0,0,11,0
15_2_peralta_2006_mendoza_site_2,Clematis campestris,1,0,5,0,0,0,-0,0,29,0,0,0,0,0,10,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,26,0,0,10,0,0,0,0,0,10,0
15_2_peralta_2006_mendoza_site_2,Condalia microphylla,10,0,15,0,45,0,120,0,55,117,0,0,9,0,22,0,210,0,133,411,0,0,375,0,0,60,57,0,0,5,0,126,156,0,0,55,32,0,10,36,0,0,3,0,20,0
15_2_peralta_2006_mendoza_site_2,Echinopsis candicans,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Helenium donianum,1,0,5,0,0,0,-0,0,30,0,0,0,0,0,10,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,28,0,0,12,0,0,0,0,0,10,0
15_2_peralta_2006_mendoza_site_2,Larrea divaricata,9,0,25,0,36,0,84,0,57,158,0,0,21,0,32,0,126,0,138,442,0,0,288,0,0,84,111,0,0,12,0,143,166,0,0,17,157,0,3,80,0,0,5,0,25,0
15_2_peralta_2006_mendoza_site_2,Larrea nitida,3,0,7,0,3,0,1,0,34,12,0,0,1,0,11,0,0,0,123,5,0,0,54,0,0,7,1,0,0,0,0,92,17,0,0,41,4,0,10,5,0,0,0,0,10,0
15_2_peralta_2006_mendoza_site_2,Lecanophora heterophylla,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15_2_peralta_2006_mendoza_site_2,Lycium chilense,2,0,9,0,1,0,0,0,45,5,0,0,2,0,16,0,-0,0,152,0,0,0,13,0,0,16,0,0,0,0,0,134,4,0,0,43,6,0,14,10,0,0,1,0,14,0
15_2_peralta_2006_mendoza_site_2,Menodora decemfida,1,0,4,0,0,0,-0,0,21,0,0,0,0,0,6,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,30,0,0,8,0,0,0,0,0,4,0
15_2_peralta_2006_mendoza_site_2,Opuntia sulphurea,3,0,6,0,3,0,1,0,27,8,0,0,2,0,4,0,0,0,79,2,0,0,38,0,0,8,2,0,0,0,0,22,4,0,0,62,5,0,3,2,0,0,1,0,1,0
15_2_peralta_2006_mendoza_site_2,Prosopis flexuosa,11,0,19,0,55,0,165,0,52,156,0,0,17,0,28,0,330,0,94,591,0,0,368,0,0,76,111,0,0,14,0,124,203,0,0,48,49,0,4,69,0,0,4,0,24,0
15_2_peralta_2006_mendoza_site_2,Schinus fasciculata,1,0,5,0,0,0,-0,0,29,0,0,0,0,0,10,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,26,0,0,10,0,0,0,0,0,10,0
15_2_peralta_2006_mendoza_site_2,Senna aphylla,3,0,9,0,3,0,1,0,33,10,0,0,4,0,10,0,0,0,91,4,0,0,28,0,0,19,1,0,0,1,0,62,7,0,0,62,9,0,7,11,0,0,1,0,5,0
