Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_functional_groups,Pollinator_functional_group
12_3_bartomeus_spain_2008_Bonares_unp,1,2,1,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,1,2,2,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,1,2,3,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,1,2,4,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,1,2,5,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,1,2,6,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,1,2,7,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,1,2,8,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,1,2,9,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,1,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,2,3,1,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,2,3,2,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,2,3,2,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,2,3,3,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,2,3,3,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,2,3,4,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,4,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,5,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,5,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,1,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,1,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,3,3,2,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,3,3,2,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,3,3,3,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,3,3,3,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,4,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,3,3,4,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,3,3,5,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,3,3,5,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,6,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,6,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,3,3,7,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,7,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,8,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,3,3,8,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,9,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,3,3,9,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,4,4,1,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,4,4,1,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,4,4,1,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,4,4,2,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,4,4,2,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,4,4,2,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,4,4,3,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,4,4,3,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,4,4,3,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,1,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,1,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,1,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,5,4,2,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,2,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,2,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,5,4,3,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,3,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,3,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,4,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,4,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,4,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,5,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,5,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,5,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,5,4,6,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,6,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,6,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,5,4,7,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,7,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,7,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,8,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,8,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,5,4,8,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,9,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,9,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,9,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,5,4,10,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,10,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,10,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,5,4,11,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,11,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,11,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,12,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,12,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,5,4,12,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,6,4,1,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,6,4,1,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,6,4,1,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,6,4,1,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,6,4,2,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,6,4,2,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,6,4,2,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,6,4,2,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,7,4,1,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,7,4,1,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,7,4,1,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,9,5,1,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,9,5,1,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,9,5,1,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,9,5,1,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,9,5,2,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,9,5,2,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,9,5,2,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,9,5,2,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,10,5,1,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,1,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,1,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,1,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,10,5,2,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,2,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,2,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,2,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,3,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,3,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,3,2,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,3,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,10,5,4,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,4,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,4,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,10,5,4,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,10,5,5,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,5,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,5,3,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,5,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,10,5,6,2,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,6,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,6,5,Non-syrphids-diptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,6,2,Other_insects
12_3_bartomeus_spain_2008_Bonares_unp,10,5,7,3,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,7,5,Bee
12_3_bartomeus_spain_2008_Bonares_unp,10,5,7,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,7,3,Syrphids
12_3_bartomeus_spain_2008_Bonares_unp,10,5,8,5,Non-bee-Hymenoptera
12_3_bartomeus_spain_2008_Bonares_unp,10,5,8,3,Non-syrphids-diptera
