Network_id,Motif_pattern_id,Nodes,Motif_number,Type,Node_id,Degree,Position,Functional_group,Motif_functional_ID
7_1_lundgren_2005_greenland,1,2,1,Plant,2,1,1,2,2_Lepidoptera
7_1_lundgren_2005_greenland,1,2,1,Pollinator,Lepidoptera,1,2,Lepidoptera,2_Lepidoptera
7_1_lundgren_2005_greenland,1,2,2,Plant,2,1,1,2,2_Non-syrphids-diptera
7_1_lundgren_2005_greenland,1,2,2,Pollinator,Non-syrphids-diptera,1,2,Non-syrphids-diptera,2_Non-syrphids-diptera
7_1_lundgren_2005_greenland,1,2,3,Plant,2,1,1,2,2_Other_insects
7_1_lundgren_2005_greenland,1,2,3,Pollinator,Other_insects,1,2,Other_insects,2_Other_insects
7_1_lundgren_2005_greenland,1,2,4,Plant,2,1,1,2,2_Syrphids
7_1_lundgren_2005_greenland,1,2,4,Pollinator,Syrphids,1,2,Syrphids,2_Syrphids
7_1_lundgren_2005_greenland,3,3,1,Plant,2,2,5,2,2_Lepidoptera_Syrphids
7_1_lundgren_2005_greenland,3,3,1,Pollinator,Lepidoptera,1,6,Lepidoptera,2_Lepidoptera_Syrphids
7_1_lundgren_2005_greenland,3,3,1,Pollinator,Syrphids,1,6,Syrphids,2_Lepidoptera_Syrphids
7_1_lundgren_2005_greenland,3,3,2,Plant,2,2,5,2,2_Lepidoptera_Non-syrphids-diptera
7_1_lundgren_2005_greenland,3,3,2,Pollinator,Lepidoptera,1,6,Lepidoptera,2_Lepidoptera_Non-syrphids-diptera
7_1_lundgren_2005_greenland,3,3,2,Pollinator,Non-syrphids-diptera,1,6,Non-syrphids-diptera,2_Lepidoptera_Non-syrphids-diptera
7_1_lundgren_2005_greenland,3,3,3,Plant,2,2,5,2,2_Lepidoptera_Other_insects
7_1_lundgren_2005_greenland,3,3,3,Pollinator,Lepidoptera,1,6,Lepidoptera,2_Lepidoptera_Other_insects
7_1_lundgren_2005_greenland,3,3,3,Pollinator,Other_insects,1,6,Other_insects,2_Lepidoptera_Other_insects
7_1_lundgren_2005_greenland,3,3,4,Plant,2,2,5,2,2_Non-syrphids-diptera_Other_insects
7_1_lundgren_2005_greenland,3,3,4,Pollinator,Non-syrphids-diptera,1,6,Non-syrphids-diptera,2_Non-syrphids-diptera_Other_insects
7_1_lundgren_2005_greenland,3,3,4,Pollinator,Other_insects,1,6,Other_insects,2_Non-syrphids-diptera_Other_insects
7_1_lundgren_2005_greenland,3,3,5,Plant,2,2,5,2,2_Non-syrphids-diptera_Syrphids
7_1_lundgren_2005_greenland,3,3,5,Pollinator,Non-syrphids-diptera,1,6,Non-syrphids-diptera,2_Non-syrphids-diptera_Syrphids
7_1_lundgren_2005_greenland,3,3,5,Pollinator,Syrphids,1,6,Syrphids,2_Non-syrphids-diptera_Syrphids
7_1_lundgren_2005_greenland,3,3,6,Plant,2,2,5,2,2_Other_insects_Syrphids
7_1_lundgren_2005_greenland,3,3,6,Pollinator,Other_insects,1,6,Other_insects,2_Other_insects_Syrphids
7_1_lundgren_2005_greenland,3,3,6,Pollinator,Syrphids,1,6,Syrphids,2_Other_insects_Syrphids
7_1_lundgren_2005_greenland,4,4,1,Plant,2,3,7,2,2_Lepidoptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,4,4,1,Pollinator,Lepidoptera,1,8,Lepidoptera,2_Lepidoptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,4,4,1,Pollinator,Other_insects,1,8,Other_insects,2_Lepidoptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,4,4,1,Pollinator,Syrphids,1,8,Syrphids,2_Lepidoptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,4,4,2,Plant,2,3,7,2,2_Lepidoptera_Non-syrphids-diptera_Syrphids
7_1_lundgren_2005_greenland,4,4,2,Pollinator,Lepidoptera,1,8,Lepidoptera,2_Lepidoptera_Non-syrphids-diptera_Syrphids
7_1_lundgren_2005_greenland,4,4,2,Pollinator,Non-syrphids-diptera,1,8,Non-syrphids-diptera,2_Lepidoptera_Non-syrphids-diptera_Syrphids
7_1_lundgren_2005_greenland,4,4,2,Pollinator,Syrphids,1,8,Syrphids,2_Lepidoptera_Non-syrphids-diptera_Syrphids
7_1_lundgren_2005_greenland,4,4,3,Plant,2,3,7,2,2_Lepidoptera_Non-syrphids-diptera_Other_insects
7_1_lundgren_2005_greenland,4,4,3,Pollinator,Lepidoptera,1,8,Lepidoptera,2_Lepidoptera_Non-syrphids-diptera_Other_insects
7_1_lundgren_2005_greenland,4,4,3,Pollinator,Non-syrphids-diptera,1,8,Non-syrphids-diptera,2_Lepidoptera_Non-syrphids-diptera_Other_insects
7_1_lundgren_2005_greenland,4,4,3,Pollinator,Other_insects,1,8,Other_insects,2_Lepidoptera_Non-syrphids-diptera_Other_insects
7_1_lundgren_2005_greenland,4,4,4,Plant,2,3,7,2,2_Non-syrphids-diptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,4,4,4,Pollinator,Non-syrphids-diptera,1,8,Non-syrphids-diptera,2_Non-syrphids-diptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,4,4,4,Pollinator,Other_insects,1,8,Other_insects,2_Non-syrphids-diptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,4,4,4,Pollinator,Syrphids,1,8,Syrphids,2_Non-syrphids-diptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,8,5,1,Plant,2,4,17,2,2_Lepidoptera_Non-syrphids-diptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,8,5,1,Pollinator,Lepidoptera,1,18,Lepidoptera,2_Lepidoptera_Non-syrphids-diptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,8,5,1,Pollinator,Non-syrphids-diptera,1,18,Non-syrphids-diptera,2_Lepidoptera_Non-syrphids-diptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,8,5,1,Pollinator,Other_insects,1,18,Other_insects,2_Lepidoptera_Non-syrphids-diptera_Other_insects_Syrphids
7_1_lundgren_2005_greenland,8,5,1,Pollinator,Syrphids,1,18,Syrphids,2_Lepidoptera_Non-syrphids-diptera_Other_insects_Syrphids
