Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_functional_groups,Pollinator_functional_group
4_1_elberling_sweeden_1999,1,2,1,4,Bee
4_1_elberling_sweeden_1999,1,2,2,2,Bee
4_1_elberling_sweeden_1999,1,2,3,3,Bee
4_1_elberling_sweeden_1999,1,2,4,2,Non-syrphids-diptera
4_1_elberling_sweeden_1999,1,2,5,3,Non-syrphids-diptera
4_1_elberling_sweeden_1999,1,2,6,3,Non-bee-Hymenoptera
4_1_elberling_sweeden_1999,1,2,7,4,Non-syrphids-diptera
4_1_elberling_sweeden_1999,1,2,8,1,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,1,3,Bee
4_1_elberling_sweeden_1999,2,3,1,4,Bee
4_1_elberling_sweeden_1999,2,3,2,2,Bee
4_1_elberling_sweeden_1999,2,3,2,4,Bee
4_1_elberling_sweeden_1999,2,3,3,2,Bee
4_1_elberling_sweeden_1999,2,3,3,3,Bee
4_1_elberling_sweeden_1999,2,3,4,3,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,4,4,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,5,2,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,5,3,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,6,3,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,6,1,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,7,4,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,7,1,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,8,2,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,8,4,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,9,2,Non-syrphids-diptera
4_1_elberling_sweeden_1999,2,3,9,1,Non-syrphids-diptera
4_1_elberling_sweeden_1999,3,3,1,2,Bee
4_1_elberling_sweeden_1999,3,3,1,2,Non-syrphids-diptera
4_1_elberling_sweeden_1999,3,3,2,3,Bee
4_1_elberling_sweeden_1999,3,3,2,3,Non-syrphids-diptera
4_1_elberling_sweeden_1999,3,3,3,3,Bee
4_1_elberling_sweeden_1999,3,3,3,3,Non-bee-Hymenoptera
4_1_elberling_sweeden_1999,3,3,4,3,Non-bee-Hymenoptera
4_1_elberling_sweeden_1999,3,3,4,3,Non-syrphids-diptera
4_1_elberling_sweeden_1999,3,3,5,4,Bee
4_1_elberling_sweeden_1999,3,3,5,4,Non-syrphids-diptera
4_1_elberling_sweeden_1999,4,4,1,3,Bee
4_1_elberling_sweeden_1999,4,4,1,3,Non-bee-Hymenoptera
4_1_elberling_sweeden_1999,4,4,1,3,Non-syrphids-diptera
4_1_elberling_sweeden_1999,5,4,1,2,Bee
4_1_elberling_sweeden_1999,5,4,1,3,Bee
4_1_elberling_sweeden_1999,5,4,1,3,Non-bee-Hymenoptera
4_1_elberling_sweeden_1999,5,4,2,3,Bee
4_1_elberling_sweeden_1999,5,4,2,4,Bee
4_1_elberling_sweeden_1999,5,4,2,3,Non-bee-Hymenoptera
4_1_elberling_sweeden_1999,5,4,3,2,Bee
