Network_id,Motif_pattern_id,Nodes,Motif_number,Type,Node_id,Degree,Position,Functional_group,Motif_functional_ID
16_1_burkle_usa_2013,1,2,1,Plant,5,1,1,5,5_Bee
16_1_burkle_usa_2013,1,2,1,Pollinator,Bee,1,2,Bee,5_Bee
16_1_burkle_usa_2013,1,2,2,Plant,1,1,1,1,1_Bee
16_1_burkle_usa_2013,1,2,2,Pollinator,Bee,1,2,Bee,1_Bee
16_1_burkle_usa_2013,1,2,3,Plant,2,1,1,2,2_Bee
16_1_burkle_usa_2013,1,2,3,Pollinator,Bee,1,2,Bee,2_Bee
16_1_burkle_usa_2013,1,2,4,Plant,3,1,1,3,3_Bee
16_1_burkle_usa_2013,1,2,4,Pollinator,Bee,1,2,Bee,3_Bee
16_1_burkle_usa_2013,1,2,5,Plant,4,1,1,4,4_Bee
16_1_burkle_usa_2013,1,2,5,Pollinator,Bee,1,2,Bee,4_Bee
16_1_burkle_usa_2013,2,3,1,Plant,1,1,3,1,1_5_Bee
16_1_burkle_usa_2013,2,3,1,Plant,5,1,3,5,1_5_Bee
16_1_burkle_usa_2013,2,3,1,Pollinator,Bee,2,4,Bee,1_5_Bee
16_1_burkle_usa_2013,2,3,2,Plant,1,1,3,1,1_2_Bee
16_1_burkle_usa_2013,2,3,2,Plant,2,1,3,2,1_2_Bee
16_1_burkle_usa_2013,2,3,2,Pollinator,Bee,2,4,Bee,1_2_Bee
16_1_burkle_usa_2013,2,3,3,Plant,1,1,3,1,1_3_Bee
16_1_burkle_usa_2013,2,3,3,Plant,3,1,3,3,1_3_Bee
16_1_burkle_usa_2013,2,3,3,Pollinator,Bee,2,4,Bee,1_3_Bee
16_1_burkle_usa_2013,2,3,4,Plant,1,1,3,1,1_4_Bee
16_1_burkle_usa_2013,2,3,4,Plant,4,1,3,4,1_4_Bee
16_1_burkle_usa_2013,2,3,4,Pollinator,Bee,2,4,Bee,1_4_Bee
16_1_burkle_usa_2013,2,3,5,Plant,2,1,3,2,2_4_Bee
16_1_burkle_usa_2013,2,3,5,Plant,4,1,3,4,2_4_Bee
16_1_burkle_usa_2013,2,3,5,Pollinator,Bee,2,4,Bee,2_4_Bee
16_1_burkle_usa_2013,2,3,6,Plant,2,1,3,2,2_5_Bee
16_1_burkle_usa_2013,2,3,6,Plant,5,1,3,5,2_5_Bee
16_1_burkle_usa_2013,2,3,6,Pollinator,Bee,2,4,Bee,2_5_Bee
16_1_burkle_usa_2013,2,3,7,Plant,2,1,3,2,2_3_Bee
16_1_burkle_usa_2013,2,3,7,Plant,3,1,3,3,2_3_Bee
16_1_burkle_usa_2013,2,3,7,Pollinator,Bee,2,4,Bee,2_3_Bee
16_1_burkle_usa_2013,2,3,8,Plant,3,1,3,3,3_4_Bee
16_1_burkle_usa_2013,2,3,8,Plant,4,1,3,4,3_4_Bee
16_1_burkle_usa_2013,2,3,8,Pollinator,Bee,2,4,Bee,3_4_Bee
16_1_burkle_usa_2013,2,3,9,Plant,3,1,3,3,3_5_Bee
16_1_burkle_usa_2013,2,3,9,Plant,5,1,3,5,3_5_Bee
16_1_burkle_usa_2013,2,3,9,Pollinator,Bee,2,4,Bee,3_5_Bee
16_1_burkle_usa_2013,2,3,10,Plant,4,1,3,4,4_5_Bee
16_1_burkle_usa_2013,2,3,10,Plant,5,1,3,5,4_5_Bee
16_1_burkle_usa_2013,2,3,10,Pollinator,Bee,2,4,Bee,4_5_Bee
16_1_burkle_usa_2013,7,4,1,Plant,1,1,15,1,1_4_5_Bee
16_1_burkle_usa_2013,7,4,1,Plant,4,1,15,4,1_4_5_Bee
16_1_burkle_usa_2013,7,4,1,Plant,5,1,15,5,1_4_5_Bee
16_1_burkle_usa_2013,7,4,1,Pollinator,Bee,3,16,Bee,1_4_5_Bee
16_1_burkle_usa_2013,7,4,2,Plant,1,1,15,1,1_2_5_Bee
16_1_burkle_usa_2013,7,4,2,Plant,2,1,15,2,1_2_5_Bee
16_1_burkle_usa_2013,7,4,2,Plant,5,1,15,5,1_2_5_Bee
16_1_burkle_usa_2013,7,4,2,Pollinator,Bee,3,16,Bee,1_2_5_Bee
16_1_burkle_usa_2013,7,4,3,Plant,1,1,15,1,1_3_5_Bee
16_1_burkle_usa_2013,7,4,3,Plant,3,1,15,3,1_3_5_Bee
16_1_burkle_usa_2013,7,4,3,Plant,5,1,15,5,1_3_5_Bee
16_1_burkle_usa_2013,7,4,3,Pollinator,Bee,3,16,Bee,1_3_5_Bee
16_1_burkle_usa_2013,7,4,4,Plant,1,1,15,1,1_2_3_Bee
16_1_burkle_usa_2013,7,4,4,Plant,2,1,15,2,1_2_3_Bee
16_1_burkle_usa_2013,7,4,4,Plant,3,1,15,3,1_2_3_Bee
16_1_burkle_usa_2013,7,4,4,Pollinator,Bee,3,16,Bee,1_2_3_Bee
16_1_burkle_usa_2013,7,4,5,Plant,1,1,15,1,1_2_4_Bee
16_1_burkle_usa_2013,7,4,5,Plant,2,1,15,2,1_2_4_Bee
16_1_burkle_usa_2013,7,4,5,Plant,4,1,15,4,1_2_4_Bee
16_1_burkle_usa_2013,7,4,5,Pollinator,Bee,3,16,Bee,1_2_4_Bee
16_1_burkle_usa_2013,7,4,6,Plant,1,1,15,1,1_3_4_Bee
16_1_burkle_usa_2013,7,4,6,Plant,3,1,15,3,1_3_4_Bee
16_1_burkle_usa_2013,7,4,6,Plant,4,1,15,4,1_3_4_Bee
16_1_burkle_usa_2013,7,4,6,Pollinator,Bee,3,16,Bee,1_3_4_Bee
16_1_burkle_usa_2013,7,4,7,Plant,2,1,15,2,2_3_4_Bee
16_1_burkle_usa_2013,7,4,7,Plant,3,1,15,3,2_3_4_Bee
16_1_burkle_usa_2013,7,4,7,Plant,4,1,15,4,2_3_4_Bee
16_1_burkle_usa_2013,7,4,7,Pollinator,Bee,3,16,Bee,2_3_4_Bee
