Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_functional_groups,Pollinator_functional_group
10_1_souza_2017_brazil_chaco,1,2,1,5,Bee
10_1_souza_2017_brazil_chaco,1,2,2,1,Bee
10_1_souza_2017_brazil_chaco,1,2,3,2,Bee
10_1_souza_2017_brazil_chaco,1,2,4,3,Bee
10_1_souza_2017_brazil_chaco,1,2,5,1,Syrphids
10_1_souza_2017_brazil_chaco,1,2,6,1,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,1,2,7,1,Lepidoptera
10_1_souza_2017_brazil_chaco,1,2,8,1,Coleoptera
10_1_souza_2017_brazil_chaco,1,2,9,2,Coleoptera
10_1_souza_2017_brazil_chaco,1,2,10,2,Lepidoptera
10_1_souza_2017_brazil_chaco,1,2,11,2,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,1,2,12,3,Coleoptera
10_1_souza_2017_brazil_chaco,1,2,13,3,Lepidoptera
10_1_souza_2017_brazil_chaco,1,2,14,3,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,1,2,15,3,Birds
10_1_souza_2017_brazil_chaco,1,2,16,3,Syrphids
10_1_souza_2017_brazil_chaco,1,2,17,3,Non-syrphids-diptera
10_1_souza_2017_brazil_chaco,1,2,18,4,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,1,3,Bee
10_1_souza_2017_brazil_chaco,2,3,1,5,Bee
10_1_souza_2017_brazil_chaco,2,3,2,1,Bee
10_1_souza_2017_brazil_chaco,2,3,2,5,Bee
10_1_souza_2017_brazil_chaco,2,3,3,2,Bee
10_1_souza_2017_brazil_chaco,2,3,3,5,Bee
10_1_souza_2017_brazil_chaco,2,3,4,1,Bee
10_1_souza_2017_brazil_chaco,2,3,4,2,Bee
10_1_souza_2017_brazil_chaco,2,3,5,1,Bee
10_1_souza_2017_brazil_chaco,2,3,5,3,Bee
10_1_souza_2017_brazil_chaco,2,3,6,2,Bee
10_1_souza_2017_brazil_chaco,2,3,6,3,Bee
10_1_souza_2017_brazil_chaco,2,3,7,1,Coleoptera
10_1_souza_2017_brazil_chaco,2,3,7,2,Coleoptera
10_1_souza_2017_brazil_chaco,2,3,8,1,Coleoptera
10_1_souza_2017_brazil_chaco,2,3,8,3,Coleoptera
10_1_souza_2017_brazil_chaco,2,3,9,2,Coleoptera
10_1_souza_2017_brazil_chaco,2,3,9,3,Coleoptera
10_1_souza_2017_brazil_chaco,2,3,10,2,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,10,3,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,11,1,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,11,3,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,12,3,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,12,4,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,13,1,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,13,4,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,14,1,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,14,2,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,15,2,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,15,4,Lepidoptera
10_1_souza_2017_brazil_chaco,2,3,16,2,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,2,3,16,3,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,2,3,17,1,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,2,3,17,2,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,2,3,18,1,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,2,3,18,3,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,2,3,19,1,Syrphids
10_1_souza_2017_brazil_chaco,2,3,19,3,Syrphids
10_1_souza_2017_brazil_chaco,3,3,1,1,Bee
10_1_souza_2017_brazil_chaco,3,3,1,1,Syrphids
10_1_souza_2017_brazil_chaco,3,3,2,1,Coleoptera
10_1_souza_2017_brazil_chaco,3,3,2,1,Syrphids
10_1_souza_2017_brazil_chaco,3,3,3,1,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,3,3,3,1,Syrphids
10_1_souza_2017_brazil_chaco,3,3,4,1,Lepidoptera
10_1_souza_2017_brazil_chaco,3,3,4,1,Syrphids
10_1_souza_2017_brazil_chaco,3,3,5,1,Lepidoptera
10_1_souza_2017_brazil_chaco,3,3,5,1,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,3,3,6,1,Bee
10_1_souza_2017_brazil_chaco,3,3,6,1,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,3,3,7,1,Coleoptera
10_1_souza_2017_brazil_chaco,3,3,7,1,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,3,3,8,1,Bee
10_1_souza_2017_brazil_chaco,3,3,8,1,Lepidoptera
10_1_souza_2017_brazil_chaco,3,3,9,1,Bee
10_1_souza_2017_brazil_chaco,3,3,9,1,Coleoptera
10_1_souza_2017_brazil_chaco,3,3,10,1,Coleoptera
10_1_souza_2017_brazil_chaco,3,3,10,1,Lepidoptera
10_1_souza_2017_brazil_chaco,3,3,11,2,Bee
10_1_souza_2017_brazil_chaco,3,3,11,2,Coleoptera
10_1_souza_2017_brazil_chaco,3,3,12,2,Coleoptera
10_1_souza_2017_brazil_chaco,3,3,12,2,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,3,3,13,2,Coleoptera
10_1_souza_2017_brazil_chaco,3,3,13,2,Lepidoptera
10_1_souza_2017_brazil_chaco,3,3,14,2,Bee
10_1_souza_2017_brazil_chaco,3,3,14,2,Lepidoptera
10_1_souza_2017_brazil_chaco,3,3,15,2,Lepidoptera
10_1_souza_2017_brazil_chaco,3,3,15,2,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,3,3,16,2,Bee
10_1_souza_2017_brazil_chaco,3,3,16,2,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,3,3,17,3,Bee
10_1_souza_2017_brazil_chaco,3,3,17,3,Coleoptera
10_1_souza_2017_brazil_chaco,3,3,18,3,Bee
10_1_souza_2017_brazil_chaco,3,3,18,3,Non-bee-Hymenoptera
10_1_souza_2017_brazil_chaco,3,3,19,3,Bee
10_1_souza_2017_brazil_chaco,3,3,19,3,Lepidoptera
10_1_souza_2017_brazil_chaco,3,3,20,3,Bee
10_1_souza_2017_brazil_chaco,3,3,20,3,Non-syrphids-diptera
10_1_souza_2017_brazil_chaco,3,3,21,3,Bee
10_1_souza_2017_brazil_chaco,3,3,21,3,Birds
10_1_souza_2017_brazil_chaco,3,3,22,3,Bee
10_1_souza_2017_brazil_chaco,3,3,22,3,Syrphids
