Network_id,Motif_pattern_id,Nodes,Motif_number,Type,Node_id,Degree,Position,Functional_group,Motif_functional_ID
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,1,Plant,5,1,1,5,5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,1,Pollinator,Bee,1,2,Bee,5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,2,Plant,1,1,1,1,1_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,2,Pollinator,Bee,1,2,Bee,1_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,3,Plant,2,1,1,2,2_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,3,Pollinator,Bee,1,2,Bee,2_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,4,Plant,3,1,1,3,3_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,4,Pollinator,Bee,1,2,Bee,3_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,5,Plant,1,1,1,1,1_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,5,Pollinator,Non-syrphids-diptera,1,2,Non-syrphids-diptera,1_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,6,Plant,2,1,1,2,2_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,6,Pollinator,Lepidoptera,1,2,Lepidoptera,2_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,7,Plant,3,1,1,3,3_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,7,Pollinator,Syrphids,1,2,Syrphids,3_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,8,Plant,3,1,1,3,3_Coleoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,8,Pollinator,Coleoptera,1,2,Coleoptera,3_Coleoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,9,Plant,5,1,1,5,5_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,9,Pollinator,Lepidoptera,1,2,Lepidoptera,5_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,10,Plant,5,1,1,5,5_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,10,Pollinator,Non-syrphids-diptera,1,2,Non-syrphids-diptera,5_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,11,Plant,5,1,1,5,5_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,1,2,11,Pollinator,Non-bee-Hymenoptera,1,2,Non-bee-Hymenoptera,5_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,1,Plant,3,1,3,3,3_5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,1,Plant,5,1,3,5,3_5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,1,Pollinator,Bee,2,4,Bee,3_5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,2,Plant,1,1,3,1,1_5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,2,Plant,5,1,3,5,1_5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,2,Pollinator,Bee,2,4,Bee,1_5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,3,Plant,2,1,3,2,2_5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,3,Plant,5,1,3,5,2_5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,3,Pollinator,Bee,2,4,Bee,2_5_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,4,Plant,1,1,3,1,1_2_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,4,Plant,2,1,3,2,1_2_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,4,Pollinator,Bee,2,4,Bee,1_2_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,5,Plant,1,1,3,1,1_3_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,5,Plant,3,1,3,3,1_3_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,5,Pollinator,Bee,2,4,Bee,1_3_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,6,Plant,2,1,3,2,2_3_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,6,Plant,3,1,3,3,2_3_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,6,Pollinator,Bee,2,4,Bee,2_3_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,7,Plant,2,1,3,2,2_5_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,7,Plant,5,1,3,5,2_5_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,7,Pollinator,Lepidoptera,2,4,Lepidoptera,2_5_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,8,Plant,1,1,3,1,1_5_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,8,Plant,5,1,3,5,1_5_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,2,3,8,Pollinator,Non-syrphids-diptera,2,4,Non-syrphids-diptera,1_5_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,1,Plant,1,2,5,1,1_Bee_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,1,Pollinator,Bee,1,6,Bee,1_Bee_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,1,Pollinator,Non-syrphids-diptera,1,6,Non-syrphids-diptera,1_Bee_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,2,Plant,2,2,5,2,2_Bee_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,2,Pollinator,Bee,1,6,Bee,2_Bee_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,2,Pollinator,Lepidoptera,1,6,Lepidoptera,2_Bee_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,3,Plant,3,2,5,3,3_Bee_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,3,Pollinator,Bee,1,6,Bee,3_Bee_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,3,Pollinator,Syrphids,1,6,Syrphids,3_Bee_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,4,Plant,3,2,5,3,3_Coleoptera_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,4,Pollinator,Coleoptera,1,6,Coleoptera,3_Coleoptera_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,4,Pollinator,Syrphids,1,6,Syrphids,3_Coleoptera_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,5,Plant,3,2,5,3,3_Bee_Coleoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,5,Pollinator,Bee,1,6,Bee,3_Bee_Coleoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,5,Pollinator,Coleoptera,1,6,Coleoptera,3_Bee_Coleoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,6,Plant,5,2,5,5,5_Bee_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,6,Pollinator,Bee,1,6,Bee,5_Bee_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,6,Pollinator,Lepidoptera,1,6,Lepidoptera,5_Bee_Lepidoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,7,Plant,5,2,5,5,5_Lepidoptera_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,7,Pollinator,Lepidoptera,1,6,Lepidoptera,5_Lepidoptera_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,7,Pollinator,Non-bee-Hymenoptera,1,6,Non-bee-Hymenoptera,5_Lepidoptera_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,8,Plant,5,2,5,5,5_Lepidoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,8,Pollinator,Lepidoptera,1,6,Lepidoptera,5_Lepidoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,8,Pollinator,Non-syrphids-diptera,1,6,Non-syrphids-diptera,5_Lepidoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,9,Plant,5,2,5,5,5_Bee_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,9,Pollinator,Bee,1,6,Bee,5_Bee_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,9,Pollinator,Non-syrphids-diptera,1,6,Non-syrphids-diptera,5_Bee_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,10,Plant,5,2,5,5,5_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,10,Pollinator,Non-bee-Hymenoptera,1,6,Non-bee-Hymenoptera,5_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,10,Pollinator,Non-syrphids-diptera,1,6,Non-syrphids-diptera,5_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,11,Plant,5,2,5,5,5_Bee_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,11,Pollinator,Bee,1,6,Bee,5_Bee_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,3,3,11,Pollinator,Non-bee-Hymenoptera,1,6,Non-bee-Hymenoptera,5_Bee_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,1,Plant,3,3,7,3,3_Bee_Coleoptera_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,1,Pollinator,Bee,1,8,Bee,3_Bee_Coleoptera_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,1,Pollinator,Coleoptera,1,8,Coleoptera,3_Bee_Coleoptera_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,1,Pollinator,Syrphids,1,8,Syrphids,3_Bee_Coleoptera_Syrphids
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,2,Plant,5,3,7,5,5_Bee_Lepidoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,2,Pollinator,Bee,1,8,Bee,5_Bee_Lepidoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,2,Pollinator,Lepidoptera,1,8,Lepidoptera,5_Bee_Lepidoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,2,Pollinator,Non-syrphids-diptera,1,8,Non-syrphids-diptera,5_Bee_Lepidoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,3,Plant,5,3,7,5,5_Lepidoptera_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,3,Pollinator,Lepidoptera,1,8,Lepidoptera,5_Lepidoptera_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,3,Pollinator,Non-bee-Hymenoptera,1,8,Non-bee-Hymenoptera,5_Lepidoptera_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,3,Pollinator,Non-syrphids-diptera,1,8,Non-syrphids-diptera,5_Lepidoptera_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,4,Plant,5,3,7,5,5_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,4,Pollinator,Bee,1,8,Bee,5_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,4,Pollinator,Non-bee-Hymenoptera,1,8,Non-bee-Hymenoptera,5_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,4,Pollinator,Non-syrphids-diptera,1,8,Non-syrphids-diptera,5_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,5,Plant,5,3,7,5,5_Bee_Lepidoptera_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,5,Pollinator,Bee,1,8,Bee,5_Bee_Lepidoptera_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,5,Pollinator,Lepidoptera,1,8,Lepidoptera,5_Bee_Lepidoptera_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,4,4,5,Pollinator,Non-bee-Hymenoptera,1,8,Non-bee-Hymenoptera,5_Bee_Lepidoptera_Non-bee-Hymenoptera
12_1_bartomeus_spain_2008_Aznalcazar_unp,5,4,1,Plant,5,1,9,5,5_3_Syrphids_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,5,4,1,Plant,3,2,10,3,5_3_Syrphids_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,5,4,1,Pollinator,Syrphids,1,11,Syrphids,5_3_Syrphids_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,5,4,1,Pollinator,Bee,2,12,Bee,5_3_Syrphids_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,5,4,2,Plant,5,1,9,5,5_3_Coleoptera_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,5,4,2,Plant,3,2,10,3,5_3_Coleoptera_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,5,4,2,Pollinator,Coleoptera,1,11,Coleoptera,5_3_Coleoptera_Bee
12_1_bartomeus_spain_2008_Aznalcazar_unp,5,4,2,Pollinator,Bee,2,12,Bee,5_3_Coleoptera_Bee
