Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_functional_groups,Pollinator_functional_group
5_1_fang_2008_china,1,2,1,5,Bee
5_1_fang_2008_china,1,2,2,1,Bee
5_1_fang_2008_china,1,2,3,2,Bee
5_1_fang_2008_china,1,2,4,3,Bee
5_1_fang_2008_china,1,2,5,4,Bee
5_1_fang_2008_china,1,2,6,1,Syrphids
5_1_fang_2008_china,1,2,7,1,Non-syrphids-diptera
5_1_fang_2008_china,1,2,8,1,Lepidoptera
5_1_fang_2008_china,1,2,9,2,Lepidoptera
5_1_fang_2008_china,1,2,10,2,Syrphids
5_1_fang_2008_china,1,2,11,2,Non-syrphids-diptera
5_1_fang_2008_china,1,2,12,2,Coleoptera
5_1_fang_2008_china,1,2,13,2,Other_insects
5_1_fang_2008_china,1,2,14,2,Non-bee-Hymenoptera
5_1_fang_2008_china,1,2,15,3,Non-bee-Hymenoptera
5_1_fang_2008_china,1,2,16,3,Lepidoptera
5_1_fang_2008_china,1,2,17,3,Syrphids
5_1_fang_2008_china,1,2,18,3,Non-syrphids-diptera
5_1_fang_2008_china,1,2,19,4,Non-bee-Hymenoptera
5_1_fang_2008_china,1,2,20,4,Lepidoptera
5_1_fang_2008_china,1,2,21,4,Syrphids
5_1_fang_2008_china,1,2,22,4,Non-syrphids-diptera
5_1_fang_2008_china,1,2,23,5,Non-syrphids-diptera
5_1_fang_2008_china,1,2,24,5,Syrphids
5_1_fang_2008_china,1,2,25,5,Lepidoptera
5_1_fang_2008_china,2,3,1,4,Bee
5_1_fang_2008_china,2,3,1,5,Bee
5_1_fang_2008_china,2,3,2,1,Bee
5_1_fang_2008_china,2,3,2,5,Bee
5_1_fang_2008_china,2,3,3,2,Bee
5_1_fang_2008_china,2,3,3,5,Bee
5_1_fang_2008_china,2,3,4,3,Bee
5_1_fang_2008_china,2,3,4,5,Bee
5_1_fang_2008_china,2,3,5,1,Bee
5_1_fang_2008_china,2,3,5,3,Bee
5_1_fang_2008_china,2,3,6,1,Bee
5_1_fang_2008_china,2,3,6,4,Bee
5_1_fang_2008_china,2,3,7,1,Bee
5_1_fang_2008_china,2,3,7,2,Bee
5_1_fang_2008_china,2,3,8,2,Bee
5_1_fang_2008_china,2,3,8,3,Bee
5_1_fang_2008_china,2,3,9,2,Bee
5_1_fang_2008_china,2,3,9,4,Bee
5_1_fang_2008_china,2,3,10,3,Bee
5_1_fang_2008_china,2,3,10,4,Bee
5_1_fang_2008_china,2,3,11,3,Lepidoptera
5_1_fang_2008_china,2,3,11,5,Lepidoptera
5_1_fang_2008_china,2,3,12,1,Lepidoptera
5_1_fang_2008_china,2,3,12,5,Lepidoptera
5_1_fang_2008_china,2,3,13,2,Lepidoptera
5_1_fang_2008_china,2,3,13,5,Lepidoptera
5_1_fang_2008_china,2,3,14,4,Lepidoptera
5_1_fang_2008_china,2,3,14,5,Lepidoptera
5_1_fang_2008_china,2,3,15,2,Lepidoptera
5_1_fang_2008_china,2,3,15,4,Lepidoptera
5_1_fang_2008_china,2,3,16,2,Lepidoptera
5_1_fang_2008_china,2,3,16,3,Lepidoptera
5_1_fang_2008_china,2,3,17,1,Lepidoptera
5_1_fang_2008_china,2,3,17,2,Lepidoptera
5_1_fang_2008_china,2,3,18,3,Lepidoptera
5_1_fang_2008_china,2,3,18,4,Lepidoptera
5_1_fang_2008_china,2,3,19,1,Lepidoptera
5_1_fang_2008_china,2,3,19,3,Lepidoptera
5_1_fang_2008_china,2,3,20,1,Lepidoptera
5_1_fang_2008_china,2,3,20,4,Lepidoptera
5_1_fang_2008_china,2,3,21,3,Non-bee-Hymenoptera
5_1_fang_2008_china,2,3,21,4,Non-bee-Hymenoptera
5_1_fang_2008_china,2,3,22,2,Non-bee-Hymenoptera
5_1_fang_2008_china,2,3,22,4,Non-bee-Hymenoptera
5_1_fang_2008_china,2,3,23,2,Non-bee-Hymenoptera
5_1_fang_2008_china,2,3,23,3,Non-bee-Hymenoptera
5_1_fang_2008_china,2,3,24,2,Non-syrphids-diptera
5_1_fang_2008_china,2,3,24,3,Non-syrphids-diptera
5_1_fang_2008_china,2,3,25,2,Non-syrphids-diptera
5_1_fang_2008_china,2,3,25,4,Non-syrphids-diptera
5_1_fang_2008_china,2,3,26,2,Non-syrphids-diptera
5_1_fang_2008_china,2,3,26,5,Non-syrphids-diptera
5_1_fang_2008_china,2,3,27,1,Non-syrphids-diptera
5_1_fang_2008_china,2,3,27,2,Non-syrphids-diptera
5_1_fang_2008_china,2,3,28,1,Non-syrphids-diptera
5_1_fang_2008_china,2,3,28,4,Non-syrphids-diptera
5_1_fang_2008_china,2,3,29,3,Non-syrphids-diptera
5_1_fang_2008_china,2,3,29,4,Non-syrphids-diptera
5_1_fang_2008_china,2,3,30,4,Non-syrphids-diptera
5_1_fang_2008_china,2,3,30,5,Non-syrphids-diptera
5_1_fang_2008_china,2,3,31,3,Non-syrphids-diptera
5_1_fang_2008_china,2,3,31,5,Non-syrphids-diptera
5_1_fang_2008_china,2,3,32,1,Non-syrphids-diptera
5_1_fang_2008_china,2,3,32,3,Non-syrphids-diptera
5_1_fang_2008_china,2,3,33,1,Non-syrphids-diptera
5_1_fang_2008_china,2,3,33,5,Non-syrphids-diptera
5_1_fang_2008_china,2,3,34,1,Syrphids
5_1_fang_2008_china,2,3,34,5,Syrphids
5_1_fang_2008_china,2,3,35,1,Syrphids
5_1_fang_2008_china,2,3,35,4,Syrphids
5_1_fang_2008_china,2,3,36,1,Syrphids
5_1_fang_2008_china,2,3,36,2,Syrphids
5_1_fang_2008_china,2,3,37,1,Syrphids
5_1_fang_2008_china,2,3,37,3,Syrphids
5_1_fang_2008_china,2,3,38,2,Syrphids
5_1_fang_2008_china,2,3,38,3,Syrphids
5_1_fang_2008_china,2,3,39,2,Syrphids
5_1_fang_2008_china,2,3,39,5,Syrphids
5_1_fang_2008_china,2,3,40,2,Syrphids
5_1_fang_2008_china,2,3,40,4,Syrphids
5_1_fang_2008_china,2,3,41,3,Syrphids
5_1_fang_2008_china,2,3,41,4,Syrphids
5_1_fang_2008_china,2,3,42,4,Syrphids
5_1_fang_2008_china,2,3,42,5,Syrphids
5_1_fang_2008_china,2,3,43,3,Syrphids
5_1_fang_2008_china,2,3,43,5,Syrphids
