Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_functional_groups,Pollinator_functional_group
12_7_bartomeus_spain_2008_Esparragal_unp,1,2,1,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,1,2,2,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,1,2,3,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,1,2,4,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,1,2,5,2,Non-bee-Hymenoptera
12_7_bartomeus_spain_2008_Esparragal_unp,1,2,6,3,Syrphids
12_7_bartomeus_spain_2008_Esparragal_unp,1,2,7,3,Coleoptera
12_7_bartomeus_spain_2008_Esparragal_unp,1,2,8,5,Lepidoptera
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,1,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,1,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,2,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,2,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,3,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,3,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,4,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,4,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,5,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,5,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,6,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,2,3,6,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,1,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,1,2,Non-bee-Hymenoptera
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,2,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,2,3,Syrphids
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,3,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,3,3,Coleoptera
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,4,3,Coleoptera
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,4,3,Syrphids
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,5,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,3,3,5,5,Lepidoptera
12_7_bartomeus_spain_2008_Esparragal_unp,4,4,1,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,4,4,1,3,Coleoptera
12_7_bartomeus_spain_2008_Esparragal_unp,4,4,1,3,Syrphids
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,1,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,1,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,1,5,Lepidoptera
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,2,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,2,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,2,5,Lepidoptera
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,3,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,3,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,3,5,Lepidoptera
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,4,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,4,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,4,2,Non-bee-Hymenoptera
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,5,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,5,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,5,2,Non-bee-Hymenoptera
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,6,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,6,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,6,2,Non-bee-Hymenoptera
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,7,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,7,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,7,3,Syrphids
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,8,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,8,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,8,3,Syrphids
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,9,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,9,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,9,3,Syrphids
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,10,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,10,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,10,3,Coleoptera
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,11,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,11,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,11,3,Coleoptera
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,12,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,12,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,5,4,12,3,Coleoptera
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,1,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,1,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,1,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,2,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,2,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,2,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,3,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,3,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,3,5,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,4,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,4,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,7,4,4,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,9,5,1,2,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,9,5,1,3,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,9,5,1,3,Coleoptera
12_7_bartomeus_spain_2008_Esparragal_unp,9,5,1,3,Syrphids
12_7_bartomeus_spain_2008_Esparragal_unp,9,5,2,1,Bee
12_7_bartomeus_spain_2008_Esparragal_unp,9,5,2,3,Bee
