Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_functional_groups,Pollinator_functional_group
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,1,2,1,5,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,1,2,2,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,1,2,3,3,Non-bee-Hymenoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,1,2,4,3,Coleoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,1,2,5,5,Syrphids
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,2,3,1,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,2,3,1,5,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,3,3,1,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,3,3,1,3,Non-bee-Hymenoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,3,3,2,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,3,3,2,3,Coleoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,3,3,3,3,Coleoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,3,3,3,3,Non-bee-Hymenoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,3,3,4,5,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,3,3,4,5,Syrphids
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,4,4,1,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,4,4,1,3,Coleoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,4,4,1,3,Non-bee-Hymenoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,5,4,1,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,5,4,1,5,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,5,4,1,3,Coleoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,5,4,2,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,5,4,2,5,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,5,4,2,3,Non-bee-Hymenoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,5,4,3,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,5,4,3,5,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,5,4,3,5,Syrphids
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,9,5,1,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,9,5,1,5,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,9,5,1,3,Coleoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,9,5,1,3,Non-bee-Hymenoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,10,5,1,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,10,5,1,5,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,10,5,1,3,Coleoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,10,5,1,5,Syrphids
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,10,5,2,3,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,10,5,2,5,Bee
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,10,5,2,3,Non-bee-Hymenoptera
12_2_bartomeus_spain_2008_ConventodelaLuz_unp,10,5,2,5,Syrphids
