Network_id,motif,nodes,observed_freq_sizeclass,expected_freq_sizeclass,percentil_sizeclass
15_1_peralta_2006_mendoza_site_1,1,2,1,1,0
15_1_peralta_2006_mendoza_site_1,2,3,0.2857142857142857,0.22884333291654002,0.976
15_1_peralta_2006_mendoza_site_1,3,3,0.7142857142857143,0.77115666708346,0.024
15_1_peralta_2006_mendoza_site_1,4,4,0.3404539385847797,0.4080316695846349,0.102
15_1_peralta_2006_mendoza_site_1,5,4,0.5367156208277704,0.5251535777612565,0.579
15_1_peralta_2006_mendoza_site_1,6,4,0.050734312416555405,0.02966217467711502,0.99
15_1_peralta_2006_mendoza_site_1,7,4,0.07209612817089453,0.03715257797699365,0.967
15_1_peralta_2006_mendoza_site_1,8,5,0.11664935964001384,0.15682627101031082,0.203
15_1_peralta_2006_mendoza_site_1,9,5,0.2883350640359986,0.3245535110255556,0.049
15_1_peralta_2006_mendoza_site_1,10,5,0.22949117341640707,0.25818382809459905,0.214
15_1_peralta_2006_mendoza_site_1,11,5,0.09345794392523364,0.06782305064745765,0.945
15_1_peralta_2006_mendoza_site_1,12,5,0.004153686396677051,0.0026927060931962016,0.812
15_1_peralta_2006_mendoza_site_1,13,5,0.15991692627206647,0.0998503661201206,0.934
15_1_peralta_2006_mendoza_site_1,14,5,0.05053651782623745,0.06517029852359936,0.138
15_1_peralta_2006_mendoza_site_1,15,5,0.03842159916926272,0.01960617345592425,0.992
15_1_peralta_2006_mendoza_site_1,16,5,0.006922810661128418,8.782524570939517e-4,0.999
15_1_peralta_2006_mendoza_site_1,17,5,0.012114918656974732,0.00441554257214255,0.938
