Network_id,motif,nodes,observed_freq_sizeclass,expected_freq_sizeclass,percentil_sizeclass
12_5_bartomeus_spain_2008_Elpinar_unp,1,2,1,1,0
12_5_bartomeus_spain_2008_Elpinar_unp,2,3,0.17647058823529413,0.19095077781174338,0.344
12_5_bartomeus_spain_2008_Elpinar_unp,3,3,0.8235294117647058,0.8090492221882566,0.625
12_5_bartomeus_spain_2008_Elpinar_unp,4,4,0.4626865671641791,0.4737443487764455,0.468
12_5_bartomeus_spain_2008_Elpinar_unp,5,4,0.4925373134328358,0.4946696833946261,0.494
12_5_bartomeus_spain_2008_Elpinar_unp,6,4,0.029850746268656716,0.01218875267502994,0.912
12_5_bartomeus_spain_2008_Elpinar_unp,7,4,0.014925373134328358,0.019397215153898455,0.431
12_5_bartomeus_spain_2008_Elpinar_unp,8,5,0.15873015873015872,0.1964274141287361,0.423
12_5_bartomeus_spain_2008_Elpinar_unp,9,5,0.3253968253968254,0.3880003451261861,0.136
12_5_bartomeus_spain_2008_Elpinar_unp,10,5,0.31746031746031744,0.2544169561921353,0.712
12_5_bartomeus_spain_2008_Elpinar_unp,11,5,0.0873015873015873,0.034031849092331284,0.914
12_5_bartomeus_spain_2008_Elpinar_unp,12,5,0,4.5736547312858687e-4,0
12_5_bartomeus_spain_2008_Elpinar_unp,13,5,0.05555555555555555,0.06310704097412893,0.486
12_5_bartomeus_spain_2008_Elpinar_unp,14,5,0.03968253968253968,0.057827850079197426,0.273
12_5_bartomeus_spain_2008_Elpinar_unp,15,5,0.015873015873015872,0.00472976253831837,0.898
12_5_bartomeus_spain_2008_Elpinar_unp,16,5,0,8.19672131147541e-6,0
12_5_bartomeus_spain_2008_Elpinar_unp,17,5,0,9.932196745264278e-4,0
