Network_id,motif,nodes,observed_freq_sizeclass,expected_freq_sizeclass,percentil_sizeclass
13_1_kaiser-bunbury_2011_seychelles_bernica,1,2,1,1,0
13_1_kaiser-bunbury_2011_seychelles_bernica,2,3,0.40502183406113534,0.35373207965373776,0.992
13_1_kaiser-bunbury_2011_seychelles_bernica,3,3,0.5949781659388647,0.6462679203462622,0.008
13_1_kaiser-bunbury_2011_seychelles_bernica,4,4,0.2817656765676568,0.28316415599403555,0.507
13_1_kaiser-bunbury_2011_seychelles_bernica,5,4,0.4947744774477448,0.5655059128693828,0.008
13_1_kaiser-bunbury_2011_seychelles_bernica,6,4,0.0732948294829483,0.05854409408789788,0.987
13_1_kaiser-bunbury_2011_seychelles_bernica,7,4,0.15016501650165018,0.09278583704868378,1
13_1_kaiser-bunbury_2011_seychelles_bernica,8,5,0.13390892161841883,0.10346599820597724,0.858
13_1_kaiser-bunbury_2011_seychelles_bernica,9,5,0.2482741756484773,0.26822967024316585,0.169
13_1_kaiser-bunbury_2011_seychelles_bernica,10,5,0.1079886387148957,0.19009340229598914,0
13_1_kaiser-bunbury_2011_seychelles_bernica,11,5,0.10622049169535203,0.09829709273225905,0.84
13_1_kaiser-bunbury_2011_seychelles_bernica,12,5,0.01100389368545793,0.007328935639426498,0.96
13_1_kaiser-bunbury_2011_seychelles_bernica,13,5,0.2191561800500348,0.16516474034796014,0.983
13_1_kaiser-bunbury_2011_seychelles_bernica,14,5,0.036679645618193105,0.08635465729372448,0
13_1_kaiser-bunbury_2011_seychelles_bernica,15,5,0.07042491958693076,0.055453459803184516,0.971
13_1_kaiser-bunbury_2011_seychelles_bernica,16,5,0.013994695558941369,0.0052057285303844115,1
13_1_kaiser-bunbury_2011_seychelles_bernica,17,5,0.052348437823298156,0.020406314907928637,1
