Network_id,motif,nodes,observed_freq_sizeclass,expected_freq_sizeclass,percentil_sizeclass
11_4_kaiser-bunbury_2017_seychelles_reserve,1,2,1,1,0
11_4_kaiser-bunbury_2017_seychelles_reserve,2,3,0.34652278177458035,0.30343932471078705,0.98
11_4_kaiser-bunbury_2017_seychelles_reserve,3,3,0.6534772182254197,0.696560675289213,0.02
11_4_kaiser-bunbury_2017_seychelles_reserve,4,4,0.302771855010661,0.3320418229587951,0.205
11_4_kaiser-bunbury_2017_seychelles_reserve,5,4,0.5166475315729047,0.5496247782829613,0.104
11_4_kaiser-bunbury_2017_seychelles_reserve,6,4,0.07298671477775956,0.051049170324998505,1
11_4_kaiser-bunbury_2017_seychelles_reserve,7,4,0.10759389863867476,0.06728422843324515,0.997
11_4_kaiser-bunbury_2017_seychelles_reserve,8,5,0.11679199195363762,0.1235804285557481,0.456
11_4_kaiser-bunbury_2017_seychelles_reserve,9,5,0.25489726519469325,0.2884971136266335,0.013
11_4_kaiser-bunbury_2017_seychelles_reserve,10,5,0.15735906892092533,0.21051886945517037,0.014
11_4_kaiser-bunbury_2017_seychelles_reserve,11,5,0.11830068489870205,0.0966967106296897,0.99
11_4_kaiser-bunbury_2017_seychelles_reserve,12,5,0.01441639925283778,0.006813090624657752,0.997
11_4_kaiser-bunbury_2017_seychelles_reserve,13,5,0.18465922697447196,0.1362337299068401,0.985
11_4_kaiser-bunbury_2017_seychelles_reserve,14,5,0.04550026342257771,0.07951309667267,0.002
11_4_kaiser-bunbury_2017_seychelles_reserve,15,5,0.06813065759854399,0.04256211707545305,1
11_4_kaiser-bunbury_2017_seychelles_reserve,16,5,0.00866899755735428,0.0033661889723726017,1
11_4_kaiser-bunbury_2017_seychelles_reserve,17,5,0.03127544422625605,0.012218654480764809,0.998
