Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_species,Pollinator_species
12_3_bartomeus_spain_2008_Bonares_unp,1,2,1,Andryala integrifolia,Andrena vulpecula
12_3_bartomeus_spain_2008_Bonares_unp,1,2,2,Lavandula stoechas,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,1,2,3,Cistus crispus,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,1,2,4,Lavandula pedunculata,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,1,2,5,Halimium commutatum,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,1,2,6,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,1,2,7,Cistus ladanifer,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,1,2,8,Cistus crispus,Megachile sp.
12_3_bartomeus_spain_2008_Bonares_unp,1,2,9,Cistus crispus,Anthidium septemspinosum
12_3_bartomeus_spain_2008_Bonares_unp,1,2,10,Cistus ladanifer,Empis sp.
12_3_bartomeus_spain_2008_Bonares_unp,1,2,11,Cistus ladanifer,Ceratina cucurbitina
12_3_bartomeus_spain_2008_Bonares_unp,1,2,12,Cistus salviifolius,Eucera elongatula
12_3_bartomeus_spain_2008_Bonares_unp,1,2,13,Cistus salviifolius,Lasioglossum sp.
12_3_bartomeus_spain_2008_Bonares_unp,1,2,14,Cistus salviifolius,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,1,2,15,Cistus salviifolius,Andrena rhyssonota
12_3_bartomeus_spain_2008_Bonares_unp,1,2,16,Cistus salviifolius,Eristalis sp.
12_3_bartomeus_spain_2008_Bonares_unp,1,2,17,Halimium commutatum,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,1,2,18,Halimium commutatum,Andrena nigroaenaea
12_3_bartomeus_spain_2008_Bonares_unp,1,2,19,Halimium commutatum,Eucera sp.
12_3_bartomeus_spain_2008_Bonares_unp,1,2,20,Halimium commutatum,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,1,2,21,Lavandula pedunculata,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,1,2,22,Lavandula stoechas,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,1,2,23,Lavandula pedunculata,Eucera collaris
12_3_bartomeus_spain_2008_Bonares_unp,1,2,24,Lavandula pedunculata,Musca sp.
12_3_bartomeus_spain_2008_Bonares_unp,1,2,25,Lavandula stoechas,Bombylius sp.
12_3_bartomeus_spain_2008_Bonares_unp,1,2,26,Thapsia villosa,Dasypoda hirtipes
12_3_bartomeus_spain_2008_Bonares_unp,1,2,27,Thapsia villosa,Colletes acutus
12_3_bartomeus_spain_2008_Bonares_unp,1,2,28,Thapsia villosa,Ancistrocerus biphaleratus
12_3_bartomeus_spain_2008_Bonares_unp,1,2,29,Thapsia villosa,Andrena ovatula
12_3_bartomeus_spain_2008_Bonares_unp,1,2,30,Thapsia villosa,Graphosoma lineatum
12_3_bartomeus_spain_2008_Bonares_unp,1,2,31,Thymus mastichina,Halictus scabiosae
12_3_bartomeus_spain_2008_Bonares_unp,1,2,32,Thymus mastichina,Hoplitis papaveris
12_3_bartomeus_spain_2008_Bonares_unp,1,2,33,Thymus mastichina,Andrena hispania
12_3_bartomeus_spain_2008_Bonares_unp,1,2,34,Thymus mastichina,Ammophila heydeni
12_3_bartomeus_spain_2008_Bonares_unp,2,3,1,Cistus ladanifer,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,1,Lavandula stoechas,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,2,Cistus crispus,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,2,Lavandula stoechas,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,3,Lavandula pedunculata,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,3,Lavandula stoechas,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,4,Halimium commutatum,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,4,Lavandula stoechas,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,5,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,5,Lavandula stoechas,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,6,Cistus crispus,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,6,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,7,Cistus crispus,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,7,Cistus ladanifer,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,8,Cistus crispus,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,8,Lavandula pedunculata,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,9,Cistus crispus,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,9,Halimium commutatum,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,10,Halimium commutatum,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,10,Lavandula pedunculata,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,11,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,11,Lavandula pedunculata,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,12,Cistus ladanifer,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,12,Lavandula pedunculata,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,13,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,13,Halimium commutatum,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,14,Cistus ladanifer,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,14,Halimium commutatum,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,15,Cistus ladanifer,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,15,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,2,3,16,Cistus salviifolius,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,2,3,16,Halimium commutatum,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,2,3,17,Lavandula pedunculata,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,2,3,17,Lavandula stoechas,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,2,3,18,Halimium commutatum,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,2,3,18,Lavandula stoechas,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,2,3,19,Halimium commutatum,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,2,3,19,Lavandula pedunculata,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,3,3,1,Cistus crispus,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,1,Cistus crispus,Megachile sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,2,Cistus crispus,Megachile sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,2,Cistus crispus,Anthidium septemspinosum
12_3_bartomeus_spain_2008_Bonares_unp,3,3,3,Cistus crispus,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,3,Cistus crispus,Anthidium septemspinosum
12_3_bartomeus_spain_2008_Bonares_unp,3,3,4,Cistus ladanifer,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,4,Cistus ladanifer,Empis sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,5,Cistus ladanifer,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,5,Cistus ladanifer,Ceratina cucurbitina
12_3_bartomeus_spain_2008_Bonares_unp,3,3,6,Cistus ladanifer,Empis sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,6,Cistus ladanifer,Ceratina cucurbitina
12_3_bartomeus_spain_2008_Bonares_unp,3,3,7,Cistus salviifolius,Lasioglossum sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,7,Cistus salviifolius,Eristalis sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,8,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,8,Cistus salviifolius,Eristalis sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,9,Cistus salviifolius,Andrena rhyssonota
12_3_bartomeus_spain_2008_Bonares_unp,3,3,9,Cistus salviifolius,Eristalis sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,10,Cistus salviifolius,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,3,3,10,Cistus salviifolius,Eristalis sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,11,Cistus salviifolius,Eucera elongatula
12_3_bartomeus_spain_2008_Bonares_unp,3,3,11,Cistus salviifolius,Eristalis sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,12,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,12,Cistus salviifolius,Eucera elongatula
12_3_bartomeus_spain_2008_Bonares_unp,3,3,13,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,13,Cistus salviifolius,Lasioglossum sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,14,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,14,Cistus salviifolius,Andrena rhyssonota
12_3_bartomeus_spain_2008_Bonares_unp,3,3,15,Cistus salviifolius,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,15,Cistus salviifolius,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,3,3,16,Cistus salviifolius,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,3,3,16,Cistus salviifolius,Andrena rhyssonota
12_3_bartomeus_spain_2008_Bonares_unp,3,3,17,Cistus salviifolius,Eucera elongatula
12_3_bartomeus_spain_2008_Bonares_unp,3,3,17,Cistus salviifolius,Andrena rhyssonota
12_3_bartomeus_spain_2008_Bonares_unp,3,3,18,Cistus salviifolius,Lasioglossum sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,18,Cistus salviifolius,Andrena rhyssonota
12_3_bartomeus_spain_2008_Bonares_unp,3,3,19,Cistus salviifolius,Eucera elongatula
12_3_bartomeus_spain_2008_Bonares_unp,3,3,19,Cistus salviifolius,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,3,3,20,Cistus salviifolius,Lasioglossum sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,20,Cistus salviifolius,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,3,3,21,Cistus salviifolius,Eucera elongatula
12_3_bartomeus_spain_2008_Bonares_unp,3,3,21,Cistus salviifolius,Lasioglossum sp.
12_3_bartomeus_spain_2008_Bonares_unp,3,3,22,Halimium commutatum,Platynochaetus setosus
12_3_bartomeus_spain_2008_Bonares_unp,3,3,22,Halimium commutatum,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,3,3,23,Halimium commutatum,Andrena nigroaenaea
12_3_bartomeus_spain_2008_Bonares_unp,3,3,23,Halimium commutatum,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,3,3,24,Halimium commutatum,Apis mellifera
12_3_bartomeus_spain_2008_Bonares_unp,3,3,24,Halimium commutatum,Bombus terrestris
12_3_bartomeus_spain_2008_Bonares_unp,3,3,25,Halimium commutatum,Eucera sp.
