Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_species,Pollinator_species
12_11_bartomeus_spain_2008_Niebla_unp,1,2,1,Andryala integrifolia,Sphaerophoria scripta
12_11_bartomeus_spain_2008_Niebla_unp,1,2,2,Andryala integrifolia,Exosoma lusitanicum
12_11_bartomeus_spain_2008_Niebla_unp,1,2,3,Andryala integrifolia,Panurgus banksianus
12_11_bartomeus_spain_2008_Niebla_unp,1,2,4,Andryala integrifolia,Systropha planidens
12_11_bartomeus_spain_2008_Niebla_unp,1,2,5,Taraxacum campylodes,Systropha planidens
12_11_bartomeus_spain_2008_Niebla_unp,1,2,6,Arctotheca calendula,Lasioglossum sp.
12_11_bartomeus_spain_2008_Niebla_unp,1,2,7,Calendula arvensis,Lasioglossum sp.
12_11_bartomeus_spain_2008_Niebla_unp,1,2,8,Asphodelus fistulosus,Anthophora dispar
12_11_bartomeus_spain_2008_Niebla_unp,1,2,9,Asphodelus fistulosus,Platynochaetus setosus
12_11_bartomeus_spain_2008_Niebla_unp,1,2,10,Asphodelus fistulosus,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,1,2,11,Lupinus angustifolius,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,1,2,12,Lavandula pedunculata,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,1,2,13,Erophaca baetica,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,1,2,14,Cistus monspeliensis,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,1,2,15,Calendula arvensis,Lasioglossum malachurum
12_11_bartomeus_spain_2008_Niebla_unp,1,2,16,Cistus crispus,Panurgus dargius
12_11_bartomeus_spain_2008_Niebla_unp,1,2,17,Cistus ladanifer,Potosia cuprea
12_11_bartomeus_spain_2008_Niebla_unp,1,2,18,Cistus monspeliensis,Macrophya montana
12_11_bartomeus_spain_2008_Niebla_unp,1,2,19,Thapsia villosa,Macrophya montana
12_11_bartomeus_spain_2008_Niebla_unp,1,2,20,Cistus monspeliensis,Heliotaurus ruficollis
12_11_bartomeus_spain_2008_Niebla_unp,1,2,21,Cistus monspeliensis,Andrena flavipes
12_11_bartomeus_spain_2008_Niebla_unp,1,2,22,Cistus monspeliensis,Merodon sp.
12_11_bartomeus_spain_2008_Niebla_unp,1,2,23,Linaria viscosa,Heliotaurus ruficollis
12_11_bartomeus_spain_2008_Niebla_unp,1,2,24,Convolvulus arvensis,Heriades crenulatus
12_11_bartomeus_spain_2008_Niebla_unp,1,2,25,Convolvulus arvensis,Episyrphus balteatus
12_11_bartomeus_spain_2008_Niebla_unp,1,2,26,Convolvulus arvensis,Rhodanthidium sticticum
12_11_bartomeus_spain_2008_Niebla_unp,1,2,27,Convolvulus arvensis,Anthidium septemspinosum
12_11_bartomeus_spain_2008_Niebla_unp,1,2,28,Convolvulus arvensis,Andrena ovatula
12_11_bartomeus_spain_2008_Niebla_unp,1,2,29,Convolvulus arvensis,Osmia submicans
12_11_bartomeus_spain_2008_Niebla_unp,1,2,30,Erophaca baetica,Anthophora hispanica
12_11_bartomeus_spain_2008_Niebla_unp,1,2,31,Erophaca baetica,Anthophora sp.
12_11_bartomeus_spain_2008_Niebla_unp,1,2,32,Lavandula pedunculata,Bombus terrestris
12_11_bartomeus_spain_2008_Niebla_unp,1,2,33,Lavandula pedunculata,Osmia bicornis
12_11_bartomeus_spain_2008_Niebla_unp,1,2,34,Lavandula pedunculata,Andrena rhyssonota
12_11_bartomeus_spain_2008_Niebla_unp,1,2,35,Lavandula pedunculata,Andrena tenuistriata
12_11_bartomeus_spain_2008_Niebla_unp,1,2,36,Lavandula pedunculata,Eucera collaris
12_11_bartomeus_spain_2008_Niebla_unp,1,2,37,Thapsia villosa,Andrena rhyssonota
12_11_bartomeus_spain_2008_Niebla_unp,1,2,38,Lavandula stoechas,Eucera notata
12_11_bartomeus_spain_2008_Niebla_unp,1,2,39,Linaria viscosa,Bombylius sp.
12_11_bartomeus_spain_2008_Niebla_unp,1,2,40,Linum bienne,Ceratina callosa
12_11_bartomeus_spain_2008_Niebla_unp,1,2,41,Linum bienne,Bombylius fimbriatus
12_11_bartomeus_spain_2008_Niebla_unp,1,2,42,Lupinus angustifolius,Xylocopa violacea
12_11_bartomeus_spain_2008_Niebla_unp,1,2,43,Phlomis purpurea,Vespula germanica
12_11_bartomeus_spain_2008_Niebla_unp,1,2,44,Taraxacum campylodes,Halictus scabiosae
12_11_bartomeus_spain_2008_Niebla_unp,1,2,45,Thapsia villosa,Andrena labialis
12_11_bartomeus_spain_2008_Niebla_unp,1,2,46,Thapsia villosa,Usia sp.
12_11_bartomeus_spain_2008_Niebla_unp,2,3,1,Andryala integrifolia,Systropha planidens
12_11_bartomeus_spain_2008_Niebla_unp,2,3,1,Taraxacum campylodes,Systropha planidens
12_11_bartomeus_spain_2008_Niebla_unp,2,3,2,Arctotheca calendula,Lasioglossum sp.
12_11_bartomeus_spain_2008_Niebla_unp,2,3,2,Calendula arvensis,Lasioglossum sp.
12_11_bartomeus_spain_2008_Niebla_unp,2,3,3,Asphodelus fistulosus,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,3,Lupinus angustifolius,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,4,Cistus monspeliensis,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,4,Lupinus angustifolius,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,5,Lavandula pedunculata,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,5,Lupinus angustifolius,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,6,Erophaca baetica,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,6,Lupinus angustifolius,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,7,Asphodelus fistulosus,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,7,Erophaca baetica,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,8,Asphodelus fistulosus,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,8,Cistus monspeliensis,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,9,Asphodelus fistulosus,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,9,Lavandula pedunculata,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,10,Erophaca baetica,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,10,Lavandula pedunculata,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,11,Cistus monspeliensis,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,11,Lavandula pedunculata,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,12,Cistus monspeliensis,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,12,Erophaca baetica,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,2,3,13,Cistus monspeliensis,Macrophya montana
12_11_bartomeus_spain_2008_Niebla_unp,2,3,13,Thapsia villosa,Macrophya montana
12_11_bartomeus_spain_2008_Niebla_unp,2,3,14,Cistus monspeliensis,Heliotaurus ruficollis
12_11_bartomeus_spain_2008_Niebla_unp,2,3,14,Linaria viscosa,Heliotaurus ruficollis
12_11_bartomeus_spain_2008_Niebla_unp,2,3,15,Lavandula pedunculata,Andrena rhyssonota
12_11_bartomeus_spain_2008_Niebla_unp,2,3,15,Thapsia villosa,Andrena rhyssonota
12_11_bartomeus_spain_2008_Niebla_unp,3,3,1,Andryala integrifolia,Sphaerophoria scripta
12_11_bartomeus_spain_2008_Niebla_unp,3,3,1,Andryala integrifolia,Panurgus banksianus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,2,Andryala integrifolia,Sphaerophoria scripta
12_11_bartomeus_spain_2008_Niebla_unp,3,3,2,Andryala integrifolia,Systropha planidens
12_11_bartomeus_spain_2008_Niebla_unp,3,3,3,Andryala integrifolia,Sphaerophoria scripta
12_11_bartomeus_spain_2008_Niebla_unp,3,3,3,Andryala integrifolia,Exosoma lusitanicum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,4,Andryala integrifolia,Exosoma lusitanicum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,4,Andryala integrifolia,Systropha planidens
12_11_bartomeus_spain_2008_Niebla_unp,3,3,5,Andryala integrifolia,Panurgus banksianus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,5,Andryala integrifolia,Systropha planidens
12_11_bartomeus_spain_2008_Niebla_unp,3,3,6,Andryala integrifolia,Exosoma lusitanicum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,6,Andryala integrifolia,Panurgus banksianus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,7,Asphodelus fistulosus,Anthophora dispar
12_11_bartomeus_spain_2008_Niebla_unp,3,3,7,Asphodelus fistulosus,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,3,3,8,Asphodelus fistulosus,Platynochaetus setosus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,8,Asphodelus fistulosus,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,3,3,9,Asphodelus fistulosus,Anthophora dispar
12_11_bartomeus_spain_2008_Niebla_unp,3,3,9,Asphodelus fistulosus,Platynochaetus setosus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,10,Calendula arvensis,Lasioglossum sp.
12_11_bartomeus_spain_2008_Niebla_unp,3,3,10,Calendula arvensis,Lasioglossum malachurum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,11,Cistus monspeliensis,Macrophya montana
12_11_bartomeus_spain_2008_Niebla_unp,3,3,11,Cistus monspeliensis,Andrena flavipes
12_11_bartomeus_spain_2008_Niebla_unp,3,3,12,Cistus monspeliensis,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,3,3,12,Cistus monspeliensis,Andrena flavipes
12_11_bartomeus_spain_2008_Niebla_unp,3,3,13,Cistus monspeliensis,Merodon sp.
12_11_bartomeus_spain_2008_Niebla_unp,3,3,13,Cistus monspeliensis,Andrena flavipes
12_11_bartomeus_spain_2008_Niebla_unp,3,3,14,Cistus monspeliensis,Heliotaurus ruficollis
12_11_bartomeus_spain_2008_Niebla_unp,3,3,14,Cistus monspeliensis,Andrena flavipes
12_11_bartomeus_spain_2008_Niebla_unp,3,3,15,Cistus monspeliensis,Macrophya montana
12_11_bartomeus_spain_2008_Niebla_unp,3,3,15,Cistus monspeliensis,Heliotaurus ruficollis
12_11_bartomeus_spain_2008_Niebla_unp,3,3,16,Cistus monspeliensis,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,3,3,16,Cistus monspeliensis,Macrophya montana
12_11_bartomeus_spain_2008_Niebla_unp,3,3,17,Cistus monspeliensis,Macrophya montana
12_11_bartomeus_spain_2008_Niebla_unp,3,3,17,Cistus monspeliensis,Merodon sp.
12_11_bartomeus_spain_2008_Niebla_unp,3,3,18,Cistus monspeliensis,Merodon sp.
12_11_bartomeus_spain_2008_Niebla_unp,3,3,18,Cistus monspeliensis,Heliotaurus ruficollis
12_11_bartomeus_spain_2008_Niebla_unp,3,3,19,Cistus monspeliensis,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,3,3,19,Cistus monspeliensis,Heliotaurus ruficollis
12_11_bartomeus_spain_2008_Niebla_unp,3,3,20,Cistus monspeliensis,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,3,3,20,Cistus monspeliensis,Merodon sp.
12_11_bartomeus_spain_2008_Niebla_unp,3,3,21,Convolvulus arvensis,Heriades crenulatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,21,Convolvulus arvensis,Osmia submicans
12_11_bartomeus_spain_2008_Niebla_unp,3,3,22,Convolvulus arvensis,Andrena ovatula
12_11_bartomeus_spain_2008_Niebla_unp,3,3,22,Convolvulus arvensis,Osmia submicans
12_11_bartomeus_spain_2008_Niebla_unp,3,3,23,Convolvulus arvensis,Anthidium septemspinosum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,23,Convolvulus arvensis,Osmia submicans
12_11_bartomeus_spain_2008_Niebla_unp,3,3,24,Convolvulus arvensis,Rhodanthidium sticticum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,24,Convolvulus arvensis,Osmia submicans
12_11_bartomeus_spain_2008_Niebla_unp,3,3,25,Convolvulus arvensis,Episyrphus balteatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,25,Convolvulus arvensis,Osmia submicans
12_11_bartomeus_spain_2008_Niebla_unp,3,3,26,Convolvulus arvensis,Episyrphus balteatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,26,Convolvulus arvensis,Andrena ovatula
12_11_bartomeus_spain_2008_Niebla_unp,3,3,27,Convolvulus arvensis,Heriades crenulatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,27,Convolvulus arvensis,Andrena ovatula
12_11_bartomeus_spain_2008_Niebla_unp,3,3,28,Convolvulus arvensis,Anthidium septemspinosum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,28,Convolvulus arvensis,Andrena ovatula
12_11_bartomeus_spain_2008_Niebla_unp,3,3,29,Convolvulus arvensis,Rhodanthidium sticticum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,29,Convolvulus arvensis,Andrena ovatula
12_11_bartomeus_spain_2008_Niebla_unp,3,3,30,Convolvulus arvensis,Rhodanthidium sticticum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,30,Convolvulus arvensis,Anthidium septemspinosum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,31,Convolvulus arvensis,Episyrphus balteatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,31,Convolvulus arvensis,Anthidium septemspinosum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,32,Convolvulus arvensis,Heriades crenulatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,32,Convolvulus arvensis,Anthidium septemspinosum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,33,Convolvulus arvensis,Episyrphus balteatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,33,Convolvulus arvensis,Rhodanthidium sticticum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,34,Convolvulus arvensis,Heriades crenulatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,34,Convolvulus arvensis,Rhodanthidium sticticum
12_11_bartomeus_spain_2008_Niebla_unp,3,3,35,Convolvulus arvensis,Heriades crenulatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,35,Convolvulus arvensis,Episyrphus balteatus
12_11_bartomeus_spain_2008_Niebla_unp,3,3,36,Erophaca baetica,Apis mellifera
12_11_bartomeus_spain_2008_Niebla_unp,3,3,36,Erophaca baetica,Anthophora sp.
12_11_bartomeus_spain_2008_Niebla_unp,3,3,37,Erophaca baetica,Anthophora hispanica
12_11_bartomeus_spain_2008_Niebla_unp,3,3,37,Erophaca baetica,Anthophora sp.
12_11_bartomeus_spain_2008_Niebla_unp,3,3,38,Erophaca baetica,Apis mellifera
