Network_id,Motif_pattern_id,Motif_functional_ID,Counts
1_6_bartomeus_spain_2008_selop_1_2,8,8_2_Bee_Bee_Bee_Coleoptera,170
1_6_bartomeus_spain_2008_selop_1_2,9,9_1_2_Bee_Coleoptera_Bee,108
1_6_bartomeus_spain_2008_selop_1_2,9,9_1_2_Bee_Bee_Bee,102
1_6_bartomeus_spain_2008_selop_1_2,8,8_2_Bee_Bee_Coleoptera_Non-bee-Hymenoptera,96
1_6_bartomeus_spain_2008_selop_1_2,10,10_2_4_Bee_Coleoptera_Coleoptera,96
1_6_bartomeus_spain_2008_selop_1_2,4,4_2_Bee_Bee_Coleoptera,90
1_6_bartomeus_spain_2008_selop_1_2,8,8_1_Bee_Bee_Coleoptera_Coleoptera,90
1_6_bartomeus_spain_2008_selop_1_2,8,8_2_Bee_Bee_Coleoptera_Non-syrphids-diptera,90
1_6_bartomeus_spain_2008_selop_1_2,9,9_4_2_Bee_Bee_Coleoptera,90
1_6_bartomeus_spain_2008_selop_1_2,8,8_2_Bee_Bee_Coleoptera_Coleoptera,87
1_6_bartomeus_spain_2008_selop_1_2,8,8_1_Bee_Bee_Bee_Coleoptera,80
1_6_bartomeus_spain_2008_selop_1_2,8,8_2_Bee_Bee_Bee_Bee,70
1_6_bartomeus_spain_2008_selop_1_2,10,10_1_2_Bee_Coleoptera_Bee,63
1_6_bartomeus_spain_2008_selop_1_2,4,4_1_Bee_Bee_Coleoptera,60
1_6_bartomeus_spain_2008_selop_1_2,8,8_1_Bee_Bee_Coleoptera_Non-bee-Hymenoptera,60
1_6_bartomeus_spain_2008_selop_1_2,8,8_1_Bee_Bee_Coleoptera_Non-syrphids-diptera,60
1_6_bartomeus_spain_2008_selop_1_2,8,8_4_Coleoptera_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,60
1_6_bartomeus_spain_2008_selop_1_2,8,8_2_Bee_Bee_Bee_Non-bee-Hymenoptera,58
1_6_bartomeus_spain_2008_selop_1_2,4,4_2_Bee_Bee_Bee,57
1_6_bartomeus_spain_2008_selop_1_2,8,8_2_Bee_Bee_Bee_Non-syrphids-diptera,57
1_6_bartomeus_spain_2008_selop_1_2,9,9_2_1_Bee_Coleoptera_Non-syrphids-diptera,57
1_6_bartomeus_spain_2008_selop_1_2,9,9_2_2_Bee_Bee_Non-syrphids-diptera,53
1_6_bartomeus_spain_2008_selop_1_2,10,10_1_2_Bee_Bee_Bee,45
1_6_bartomeus_spain_2008_selop_1_2,10,10_1_2_Bee_Coleoptera_Non-syrphids-diptera,45
1_6_bartomeus_spain_2008_selop_1_2,9,9_2_2_Bee_Bee_Coleoptera,44
1_6_bartomeus_spain_2008_selop_1_2,10,10_2_5_Bee_Bee_Bee,44
1_6_bartomeus_spain_2008_selop_1_2,5,5_1_2_Bee_Bee,41
1_6_bartomeus_spain_2008_selop_1_2,8,8_4_Coleoptera_Coleoptera_Coleoptera_Non-bee-Hymenoptera,40
1_6_bartomeus_spain_2008_selop_1_2,8,8_4_Coleoptera_Coleoptera_Coleoptera_Non-syrphids-diptera,40
1_6_bartomeus_spain_2008_selop_1_2,9,9_1_1_Bee_Coleoptera_Bee,40
1_6_bartomeus_spain_2008_selop_1_2,9,9_5_2_Bee_Coleoptera_Bee,40
1_6_bartomeus_spain_2008_selop_1_2,10,10_1_4_Bee_Coleoptera_Coleoptera,40
1_6_bartomeus_spain_2008_selop_1_2,10,10_2_4_Bee_Non-bee-Hymenoptera_Coleoptera,40
1_6_bartomeus_spain_2008_selop_1_2,10,10_2_5_Bee_Coleoptera_Bee,40
1_6_bartomeus_spain_2008_selop_1_2,9,9_2_2_Bee_Coleoptera_Non-syrphids-diptera,37
1_6_bartomeus_spain_2008_selop_1_2,4,4_1_Bee_Coleoptera_Coleoptera,36
1_6_bartomeus_spain_2008_selop_1_2,4,4_2_Bee_Coleoptera_Non-bee-Hymenoptera,36
1_6_bartomeus_spain_2008_selop_1_2,8,8_1_Bee_Coleoptera_Coleoptera_Non-bee-Hymenoptera,36
1_6_bartomeus_spain_2008_selop_1_2,8,8_1_Bee_Coleoptera_Coleoptera_Non-syrphids-diptera,36
1_6_bartomeus_spain_2008_selop_1_2,8,8_2_Bee_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,36
1_6_bartomeus_spain_2008_selop_1_2,10,10_2_4_Bee_Coleoptera_Non-syrphids-diptera,36
1_6_bartomeus_spain_2008_selop_1_2,9,9_2_4_Coleoptera_Non-bee-Hymenoptera_Coleoptera,35
1_6_bartomeus_spain_2008_selop_1_2,4,4_2_Bee_Bee_Non-bee-Hymenoptera,34
1_6_bartomeus_spain_2008_selop_1_2,8,8_2_Bee_Bee_Non-bee-Hymenoptera_Non-syrphids-diptera,34
1_6_bartomeus_spain_2008_selop_1_2,9,9_2_1_Bee_Bee_Non-syrphids-diptera,33
1_6_bartomeus_spain_2008_selop_1_2,10,10_1_2_Bee_Bee_Non-syrphids-diptera,33
